boro,boro_name,predicted,actual,n,median_sales_ratio,r,spearmans,cod,prd,prb,clapp,gini,ci,ki,mki,gini_p_value,ci_p_value,ki_p_value,mki_p_value,accuracy,uniformity,vertical_equity
All,All,prediction,GROSSCON,10355,1.002,0.964833429637533,0.9637112406479056,10.047335799090746,1.040069083028714,-0.026308530623670022,1.0422067243496547,0.48009942118400756,0.4572611999320057,-0.022838221252003205,0.9524302253985631,0,0,0,0,TRUE,TRUE,TRUE
1,Manhattan,prediction,GROSSCON,4984,1.0057,0.958968263550488,0.9372529514216419,11.36919333521483,1.0464490550273877,-0.04207503650094086,1.0692565340206943,0.44081884162484597,0.41080337185163185,-0.03001546977321303,0.9319097394689889,0,0,0,0,TRUE,TRUE,TRUE
2,Bronx,prediction,GROSSCON,674,0.9915,0.90925395125368,0.905078801083867,10.233547588819885,1.0334105255193484,-0.06761520744441064,1.0978513647983825,0.2775798292739113,0.24335953515586328,-0.034220294118048285,0.8767190893965137,0,0,0,0,TRUE,TRUE,FALSE
3,Brooklyn,prediction,GROSSCON,1812,1.0037,0.9612641394678165,0.9532134429195275,9.343667069343846,1.0378854413853713,-0.056549730401568944,1.0865869896326847,0.3575909834603399,0.32648266835848067,-0.031108315101859872,0.9130058739154132,0,0,0,0,TRUE,TRUE,FALSE
4,Queens,prediction,GROSSCON,2802,0.9986,0.9217644570526774,0.8990956505049632,8.117110201871384,1.0183808454370926,-0.06580639407329598,1.1079689602783203,0.2128664616632925,0.18560274305877103,-0.027263718604521845,0.8719210232016417,0,0,0,0,TRUE,TRUE,TRUE
5,Staten Island,prediction,GROSSCON,83,0.997,0.9178448325372228,0.8849799302276611,7.861756838821848,1.014604758396359,-0.08305295811233239,1.1444780534464105,0.17988647957365722,0.15337028489432916,-0.026516194679327983,0.8525948434692086,0,0,7e-7,0,TRUE,TRUE,TRUE
