boro,boro_name,predicted,actual,n,median_sales_ratio,r,spearmans,cod,prd,prb,clapp,gini,ci,ki,mki,gini_p_value,ci_p_value,ki_p_value,mki_p_value,accuracy,uniformity,vertical_equity
All,All,prediction,GROSSCON,7306,0.999,0.9737349968488921,0.9643691153635356,9.767658670039086,1.0396782989091042,-0.02737422658886595,1.0438200007174374,0.49738031125657794,0.4760610429779676,-0.021319268278608503,0.9571368874156908,0,0,0,0,TRUE,TRUE,TRUE
1,Manhattan,prediction,GROSSCON,3430,1.0031,0.9691305585025277,0.9447612985964496,11.091823404150752,1.0457744871040628,-0.04326959851964363,1.077568614614415,0.4573094299488015,0.4303322569628865,-0.026977172985915197,0.9410089291424967,0,0,0,0,TRUE,TRUE,TRUE
2,Bronx,prediction,GROSSCON,513,0.9892,0.8654599052705876,0.9106852871899056,10.757932479626195,1.0379490733291963,-0.08281838085130482,1.1042743797677195,0.27525494110269483,0.23826308128780918,-0.03699185981488588,0.8656087346999373,0,0,0,0,TRUE,TRUE,FALSE
3,Brooklyn,prediction,GROSSCON,1282,0.998,0.9718183922274791,0.9570589161754932,8.926950635193066,1.0369926000600533,-0.06252624833828689,1.0996796768040622,0.3473721453264009,0.3153185759001393,-0.03205356942626156,0.9077255621744152,0,0,0,0,TRUE,TRUE,FALSE
4,Queens,prediction,GROSSCON,2031,0.9968,0.9081308448979585,0.8969020739921032,7.8325194203814466,1.0181910606190634,-0.07637041162892423,1.1242990456444348,0.19667997654938185,0.1679852838069446,-0.02869469274243755,0.854104656478676,0,0,0,0,TRUE,TRUE,TRUE
5,Staten Island,prediction,GROSSCON,50,1.0033,0.9360194755528498,0.8633351417571604,6.873017562200995,1.0113833154568923,-0.04927173371973441,1.073437992955802,0.19988699673946134,0.17977470019318664,-0.02011229654627476,0.8993816662697186,0,0,0.0076255,0,TRUE,TRUE,TRUE
