boro,boro_name,decile,cutoff,predicted,actual,n,median_sales_ratio,r,spearmans,cod,prd,prb,clapp,gini,ci,ki,mki,accuracy,uniformity,vertical_equity
2,Bronx,9,"$510,000",prediction,GROSSCON,139,0.9528,0.37345462081475583,0.4151650847507641,8.247733432923173,0.9995460908716365,0.45319567134480765,0.6097787451349043,0.04832830666808406,0.05189259516060029,0.003564288492516228,1.0737515700062812,TRUE,TRUE,TRUE
2,Bronx,10,"$1,300,000",prediction,GROSSCON,139,0.9357,0.3503652872781946,0.2532344496404022,12.571109246667062,1.0155388252402935,0.045988916282891444,1.0228442292685003,0.11237702304936621,0.06915553636008799,-0.04322148668927822,0.615388577518276,TRUE,TRUE,TRUE
3,Brooklyn,1,"$240,000",prediction,GROSSCON,359,1.0766,0.25917776778269797,0.4377109251396816,10.778398148888677,1.0022330831719215,0.40121195208829885,0.7696121979002186,0.06838478920922231,0.0608359431935954,-0.0075488460156269074,0.8896122061218714,TRUE,TRUE,TRUE
3,Brooklyn,2,"$285,000",prediction,GROSSCON,359,1.0331,0.0695719971810335,0.11672802751651631,8.829037144385858,1.0008488213480693,0.8944004347317196,0.48278472123273825,0.02968956987483719,0.020813362576610234,-0.008876207298226958,0.7010328093116023,TRUE,TRUE,TRUE
3,Brooklyn,3,"$337,000",prediction,GROSSCON,359,1.0111,0.06451123577549729,0.10892493873452112,8.148179355765304,1.000886238675999,0.8569435124258031,0.4908304859154317,0.02793230451976886,0.0177328248622672,-0.010199479657501662,0.6348500478976569,TRUE,TRUE,TRUE
3,Brooklyn,4,"$397,052",prediction,GROSSCON,359,0.9953,0.09544006134239155,0.14940844436711592,9.778738672660417,0.9999678956584052,1.0206407737865377,0.41481740468390066,0.027526890744514424,0.02771600641166085,1.8911566714642503e-4,1.0068702153433042,TRUE,TRUE,TRUE
3,Brooklyn,5,"$470,000",prediction,GROSSCON,359,0.9978,0.11687685615072181,0.14741155484917068,9.04309302902087,1.0001301009222023,0.8811130991481912,0.3791970230888281,0.02711282497405393,0.02597736170833196,-0.0011354632657219685,0.9581208056774397,TRUE,TRUE,TRUE
3,Brooklyn,6,"$565,000",prediction,GROSSCON,359,1.0025,0.11710171795865955,0.15144932038355702,8.549142967663052,1.0004853719646594,0.7821355532826426,0.4732215313062763,0.030051043178058526,0.025117185981677396,-0.00493385719638113,0.8358174401085837,TRUE,TRUE,TRUE
3,Brooklyn,7,"$685,000",prediction,GROSSCON,359,0.9954,0.19049102460573306,0.2013676836048188,10.309919760406041,0.9994896852804485,0.8139404145565523,0.35987185879398675,0.03039081229138294,0.035871907546363435,0.005481095254980497,1.180353693821294,TRUE,TRUE,TRUE
3,Brooklyn,8,"$835,000",prediction,GROSSCON,359,0.9796,0.12341278463891411,0.13749137154441152,9.064117556963087,1.0007200688529498,0.7447365829968159,0.46616399093906496,0.03330353645503866,0.02600945305151941,-0.0072940834035192526,0.7809817160598963,TRUE,TRUE,TRUE
3,Brooklyn,9,"$1,200,000",prediction,GROSSCON,359,0.9766,0.44853244918182544,0.46641136374355013,7.992313594193264,1.0011062774472799,0.2573832917495681,0.7874087215484222,0.0609863929095119,0.054380692147347094,-0.0066057007621648026,0.8916856622104875,TRUE,TRUE,TRUE
3,Brooklyn,10,"$3,945,000",prediction,GROSSCON,358,0.9339,0.8603745422875477,0.8123502593296681,7.334763844028937,0.9989794004703103,0.07800951449642024,0.8887240439688152,0.13652017384744072,0.13938342555222752,0.0028632517047867956,1.0209731032718024,TRUE,TRUE,TRUE
4,Queens,1,"$209,000",prediction,GROSSCON,562,1.0776,0.5591576292568433,0.5564529344667488,9.078732117707586,0.9999603230435046,0.19788858864126552,0.7821700530274811,0.07832979456014755,0.07859266559130876,2.6287103116121036e-4,1.003355952005713,TRUE,TRUE,TRUE
4,Queens,2,"$240,000",prediction,GROSSCON,562,1.0551,0.03218424324732266,0.04668709752851536,8.277755631205459,1.0008733634723883,0.9703314100172828,0.41385673487980545,0.02363086994466893,0.01169716490566056,-0.011933705039008369,0.4949951031447073,TRUE,TRUE,TRUE
4,Queens,3,"$271,550",prediction,GROSSCON,562,1.0315,0.04868908648496273,0.07077368234169781,8.745343392613583,1.000280879185304,1.076274311583956,0.3219221628869791,0.019798345705933796,0.014999481357019373,-0.004798864348914423,0.7576128621960496,TRUE,TRUE,TRUE
4,Queens,4,"$300,000",prediction,GROSSCON,562,1.0306,0.057768814102126836,0.07575033816507079,7.50976570468332,1.0000731571155903,1.0839551852407812,0.3145070024852169,0.01634820860874313,0.014704634607971992,-0.0016435740007711367,0.8994645810983753,TRUE,TRUE,TRUE
4,Queens,5,"$325,000",prediction,GROSSCON,562,1.0121,0.05847933621566271,0.07869144085708975,6.811502892832991,1.0000384256370594,1.0953056019417522,0.31207022848962085,0.01406314884370966,0.013637174299115849,-4.2597454459381186e-4,0.9697098744151921,TRUE,TRUE,TRUE
4,Queens,6,"$350,000",prediction,GROSSCON,562,0.9931,0.04456218850304656,0.04501805454861292,6.918599696250477,1.0000539638041188,1.1306648707062157,0.27146582231512056,0.012727367212503444,0.011296411542221147,-0.001430955670282296,0.887568603436183,TRUE,TRUE,TRUE
4,Queens,7,"$380,000",prediction,GROSSCON,562,0.9775,0.03625733387363947,0.04057535146752439,7.340705070992508,1.000179729948208,1.113705546482624,0.2698409212766636,0.014795544850066759,0.010726974411964216,-0.004068570438102543,0.7250138146765048,TRUE,TRUE,TRUE
4,Queens,8,"$425,000",prediction,GROSSCON,562,0.9635,0.10444582141868078,0.12429389461663756,7.526588967379006,0.9999809827772369,0.9637364924140349,0.3543082300804692,0.019758303908220292,0.020358965418285267,6.006615100649752e-4,1.030400459111021,TRUE,TRUE,TRUE
4,Queens,9,"$505,600",prediction,GROSSCON,561,0.9492,0.1946777249934691,0.20791826180423992,7.252618360831457,1.0001973444336059,0.6542334399693275,0.5236148455198542,0.02969077022253474,0.02748270379956499,-0.0022080664229697476,0.9256312178357076,TRUE,TRUE,TRUE
4,Queens,10,"$1,500,000",prediction,GROSSCON,561,0.9271,0.7844031947923981,0.6422469534714991,9.23470737082979,1.0016567333262087,0.08209576620978287,0.9003128756300659,0.13201198154071733,0.12762837859167403,-0.004383602949043303,0.9667939008423168,TRUE,TRUE,TRUE
5,Staten Island,1,"$175,000",prediction,GROSSCON,18,1.1012,0.37844282779029115,0.21933716075156584,10.24483208001303,1.0079257254938774,0.013348423624876513,0.9156408644841268,0.07964749922818824,0.04733641203281537,-0.03231108719537287,0.5943238958099317,FALSE,TRUE,TRUE
5,Staten Island,2,"$189,200",prediction,GROSSCON,18,1.0649,0.0531475902106015,0.08206982647231802,7.770515761567211,0.9999689046915621,1.1408486976770245,0.27484633215761695,0.014207929215586211,0.016788382473551324,0.0025804532579651127,1.181620644276179,TRUE,TRUE,TRUE
5,Staten Island,3,"$211,200",prediction,GROSSCON,17,1.0841,0.19025564409902035,0.12659347946958563,7.525726889920432,0.9995163149874495,0.9196218809977729,0.40082549091612046,0.020698443311750983,0.028100423384847313,0.00740198007309633,1.357610471551455,TRUE,TRUE,TRUE
5,Staten Island,4,"$229,000",prediction,GROSSCON,17,1.0255,0.005010465644569415,0.0032268345151780743,5.880885033790937,1.0004483687241732,1.0376511857555726,0.428928151454869,0.012951537700748868,0.002946051593713861,-0.010005486107035007,0.22746732177936818,TRUE,TRUE,TRUE
5,Staten Island,5,"$248,900",prediction,GROSSCON,17,0.9893,0.11346174267890285,0.15196081925958665,4.0507154574908135,1.0001859098729713,0.7014769072852228,,0.01286180111263637,0.009678616969431383,-0.0031831841432049864,0.7525086793576994,TRUE,FALSE,TRUE
5,Staten Island,6,"$264,900",prediction,GROSSCON,17,0.9752,0.04912751791477446,0.10291651224583374,3.8418466877107607,1.0001139800937828,0.9815985467411973,0.36667588691524283,0.01032084815086813,0.009069736935486027,-0.001251111215382102,0.8787782557117784,TRUE,FALSE,TRUE
5,Staten Island,7,"$285,000",prediction,GROSSCON,17,0.916,0.010780877506270258,2.2479276916592515e-4,5.578174756413457,1.000541229859817,1.0199568393662313,0.5402903282270075,0.015323882554737163,0.0029370573753580397,-0.012386825179379123,0.19166535405546356,TRUE,TRUE,TRUE
5,Staten Island,8,"$327,600",prediction,GROSSCON,17,0.9552,0.18211741236189546,0.13982086661825222,6.695382054227074,0.9996842751887974,0.8759771896846462,0.4165707282038945,0.0192942821750031,0.018806106175987398,-4.881759990157039e-4,0.9746984109288002,TRUE,TRUE,TRUE
5,Staten Island,9,"$365,000",prediction,GROSSCON,17,0.9415,0.07548344969043547,0.12457822085889571,6.429234308946752,1.0003050089212084,0.9297872880828957,0.6182696054761984,0.021676545300592747,0.017671298601472953,-0.004005246699119794,0.8152267050132629,TRUE,TRUE,TRUE
5,Staten Island,10,"$645,000",prediction,GROSSCON,17,0.9958,0.6082114708527471,0.43305949563618273,9.046387204865106,1.0066100707907482,-0.01887512699296939,1.1396172568579028,0.08387614237589436,0.056310451908995834,-0.027565690466898524,0.6713524288782649,TRUE,TRUE,TRUE
