block,predicted,actual,n,median_sales_ratio,r,spearmans,cod,prd,prb,clapp,gini,ci,ki,mki,gini_p_value,ci_p_value,ki_p_value,mki_p_value,accuracy,uniformity,vertical_equity
637,prediction,GROSSCON,10,0.9053,0.8879573620350756,0.3176859504132231,15.04725555235417,1.0447079606022378,-0.22906886899258477,1.425691500312465,0.2232879136436029,0.12887265989576052,-0.09441525374784226,0.5771591385884793,0.0022314,0.0434797,1.262e-4,0.0434797,TRUE,FALSE,FALSE
638,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
640,prediction,GROSSCON,12,0.9948,0.9757926761108354,0.8780869480170181,13.143648682619993,1.040554084550349,-0.03992454649198735,1.0319857636504142,0.4697457004754908,0.4559024449277169,-0.013843255547773733,0.9705303198437772,6.3e-6,3.22e-5,0.581082,3.22e-5,TRUE,TRUE,TRUE
641,prediction,GROSSCON,9,1.0114,0.9079767287358784,0.8017507002801121,12.968018748139459,1.0620302736379037,-0.07105312259091211,1.0849948153184938,0.3793162340081977,0.3377358693773604,-0.0415803646308374,0.8903807406515096,1.446e-4,2.053e-4,0.3786604,2.053e-4,TRUE,TRUE,FALSE
642,prediction,GROSSCON,20,0.9938,0.6883445475069162,0.8098650240057974,17.637395883898705,1.0849921674578944,-0.07891820475933027,1.157148670936477,0.3526598627265133,0.2687339298880179,-0.08392593283849528,0.7620201738024844,0,1.8e-6,0.0820981,1.8e-6,TRUE,FALSE,FALSE
643,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
717,prediction,GROSSCON,9,1.1352,0.8113142626624624,0.2983757062146893,18.415579359077814,1.0816305286779557,-0.23076435491088806,1.3439618335020886,0.28850355694144353,0.16990970452636264,-0.11859385241508094,0.5889345224289507,0.0045292,0.1006231,0.011204,0.1006231,FALSE,FALSE,FALSE
719,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
720,prediction,GROSSCON,17,0.9681,0.9946328756021259,0.9828973358385121,6.687299860305195,1.026667203759447,-0.05945404280036667,1.0584449755615128,0.35447323853582946,0.34579423018805727,-0.008679008347772159,0.9755157585841421,0,0,0.202141,0,TRUE,TRUE,TRUE
722,prediction,GROSSCON,7,1.0477,0.7725100517206044,0.7971938775510201,13.980744801488479,1.0806767848428822,-0.242133998056279,1.3257702116585564,0.2953467077332889,0.19407751032794257,-0.10126919740534635,0.657117568086126,5.07e-4,0.0089085,0.1096062,0.0089085,TRUE,TRUE,FALSE
731,prediction,GROSSCON,12,0.9995,0.9704387581688981,0.4977229176517433,4.259045813893915,1.002536092195391,-0.020981152802695073,0.9771284513558862,0.1337117819043441,0.12052715506621418,-0.0131846268381299,0.9013951751270354,1.312e-4,0.0010539,0.0444804,0.0010539,TRUE,FALSE,TRUE
732,prediction,GROSSCON,14,1.03,0.7924674460588212,0.5356309624441493,10.3216237992777,1.0255622757253575,-0.16536875338456505,1.2492695963647285,0.17898082473504018,0.11867948939433573,-0.060301335340704455,0.6630849397974702,6e-7,0.0015875,0.0065729,0.0015875,TRUE,TRUE,TRUE
738,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
740,prediction,GROSSCON,10,1.0416,0.8716598983007834,0.5557024793388429,12.4640307172689,1.0309176341909454,-0.15071095795208778,1.504028426775553,0.2196637145424208,0.15085357719496725,-0.0688101373474535,0.686747820454592,0.0021518,0.0409207,0.0161142,0.0409207,TRUE,TRUE,FALSE
741,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
742,prediction,GROSSCON,19,1.0032,0.9127759978329404,0.8091315866487994,10.391823911682414,1.0302246791462693,-0.12573547063998522,1.2325222943829486,0.22429535217639313,0.18782717673415494,-0.036468175442238196,0.8374100261624748,0,2e-6,0.0314745,2e-6,TRUE,TRUE,FALSE
743,prediction,GROSSCON,7,0.9975,0.3674248169460983,0.7971938775510201,43.59122476332774,1.3026246939450772,-1.0867609283740918,3.4579469234606424,0.3142216277583964,0.11049114882908678,-0.20373047892930957,0.35163444864477295,1.747e-4,0.0888741,0.0351638,0.0888741,TRUE,FALSE,FALSE
744,prediction,GROSSCON,17,0.962,0.6239564323460779,0.5627304381905609,16.777788336823193,1.0436943286861884,-0.38995984052319776,1.6586252675994444,0.1680942392887335,0.09032905105675515,-0.07776518823197827,0.5373714854177603,0,1.399e-4,0.0015317,1.399e-4,TRUE,FALSE,FALSE
745,prediction,GROSSCON,16,0.9921,0.9689060561614768,0.7321713253268148,13.71952366558691,1.058128813074634,-0.14485714108690861,1.375550533689768,0.30578086777391533,0.2279108506377726,-0.07787001713614279,0.7453404534330863,0.0088274,0.0333625,3.01e-4,0.0333625,TRUE,TRUE,FALSE
746,prediction,GROSSCON,8,0.9712,0.9217197109692089,0.8622448979591839,10.007706544972761,1.0312667855131512,-0.20266732907093624,1.3725073621594468,0.2168085997487087,0.16899926733096138,-0.04780933241774726,0.7794859960667591,1.014e-4,0.0035099,0.0491772,0.0035099,TRUE,TRUE,FALSE
747,prediction,GROSSCON,9,0.9564,0.69630155728043,0.39390756302521013,4.719537118621112,1.0039163950510877,-0.18505112639442012,1.104132296764896,0.055555555555555566,0.03990924256412536,-0.015646312991430267,0.7183663661542553,0.0033108,0.0228735,0.2311163,0.0228735,TRUE,FALSE,TRUE
753,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
759,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
761,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
764,prediction,GROSSCON,7,0.8896,0.61602420179453,0.41326530612244877,16.680347970605865,1.0359021026138138,-0.30427094304159125,1.5662336737792242,0.16835278858625166,0.086729156050191,-0.08162363253606063,0.515163168834339,0.001226,0.1330377,0.0568753,0.1330377,FALSE,FALSE,FALSE
765,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
766,prediction,GROSSCON,18,1.0453,0.8228592410933235,0.33279443981166423,19.096540603665396,1.092484894970214,-0.18209703301038727,1.2577433116562298,0.3107266324675105,0.2027791349331914,-0.10794749753431904,0.652596571214069,1.02e-5,0.0011694,0.0023389,0.0011694,TRUE,FALSE,FALSE
767,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
769,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
770,prediction,GROSSCON,9,0.9602,0.9183819950774187,0.81,8.325934112056625,1.01811028467765,-0.1560711237550554,1.2654138367813004,0.169179337661451,0.14276574234781708,-0.026413595313633825,0.8438722146643532,5.6e-5,1.706e-4,0.1770287,1.706e-4,TRUE,TRUE,TRUE
771,prediction,GROSSCON,27,1.0144,0.7352289943103748,0.6369738910234021,11.870037553729883,1.0355215503463253,-0.17743693293401097,1.2271607354341916,0.1939327460975951,0.13204291905163454,-0.06188982704596047,0.6808696401647665,0,1.2e-6,0.0028231,1.2e-6,TRUE,TRUE,FALSE
772,prediction,GROSSCON,6,0.9743,0.9213786631591797,0.5102040816326531,9.424271001725208,1.0241151931621493,-0.13044729841566088,1.2301643050387332,0.18805670974881508,0.13520482434902015,-0.05285188539979493,0.7189577257286458,0.0118516,0.0699102,0.0354638,0.0699102,TRUE,TRUE,TRUE
773,prediction,GROSSCON,16,0.9808,0.9011981908086195,0.7224999999999998,10.472048833118501,1.0189498358847038,-0.07388376768354177,1.129349760747427,0.2167540814065155,0.18500310116484248,-0.03175098024167297,0.8535161135806942,3e-7,5.57e-5,0.0959922,5.57e-5,TRUE,TRUE,TRUE
774,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
775,prediction,GROSSCON,8,0.984,0.969384837633608,0.499282845668388,5.272984453745797,1.0058144995639065,-0.04863941691401835,1.2384741885558141,0.15386832298136657,0.12396785816951565,-0.029900464811850807,0.8056749808375323,0.031702,0.094214,0.0113902,0.094214,TRUE,TRUE,TRUE
776,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
779,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
786,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
790,prediction,GROSSCON,28,0.9947,0.6587999434594318,0.5955123977390083,18.386775872991276,1.0577874787636357,-0.20873145084682942,1.2826890178730703,0.2263864785569648,0.1500535027417698,-0.07633297581519495,0.6628200752016749,0,3.4e-6,0.0033484,3.4e-6,TRUE,FALSE,FALSE
791,prediction,GROSSCON,20,1.0304,0.9296467639554677,0.7843379155720626,10.825803861117196,1.0330759856057052,-0.05095946299609549,1.1094600102679397,0.33411242349152265,0.29207829469194935,-0.042034128799573224,0.8741916617158063,9e-7,2.45e-5,0.0732431,2.45e-5,TRUE,TRUE,FALSE
793,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
795,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
796,prediction,GROSSCON,12,0.9623,0.9604129269963687,0.715976331360947,12.64746791171818,1.0445601812163097,-0.06178876191561384,1.120645782222264,0.3812667219684313,0.33459889706586315,-0.046667824902568156,0.8775979590832681,0.0019161,0.0035846,0.1291273,0.0035846,TRUE,TRUE,FALSE
797,prediction,GROSSCON,7,1.044,0.7875000620973021,0.23214285714285707,9.270417110336245,1.018457963485706,-0.43651273282203784,1.9819724761763116,0.11704834605597961,0.04403764774236044,-0.07301069831361924,0.3762346861466873,0.0048205,0.1217261,2.212e-4,0.1217261,TRUE,TRUE,TRUE
798,prediction,GROSSCON,20,0.9697,0.935540659694259,0.8414268754593252,12.238142089257773,1.0349131947748984,-0.08097142863187523,1.1122544195206017,0.2730138929822277,0.23047702178497878,-0.04253687119724903,0.8441952139043049,1.145e-4,2.135e-4,0.0574197,2.135e-4,TRUE,TRUE,FALSE
799,prediction,GROSSCON,7,0.9825,0.9946664689984405,0.8622448979591831,17.861339775579157,1.062581141981534,-0.03508248555804716,1.0587041954748087,0.626192262094888,0.607391711540128,-0.01880055055475974,0.9699763927266308,0.0147543,0.0180568,0.4478027,0.0180568,TRUE,FALSE,TRUE
801,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
802,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
804,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
816,prediction,GROSSCON,41,0.9901,0.9631581660405419,0.8525535671027685,9.82007372436861,1.0189966889654942,-0.04125014412270486,1.0836581302575021,0.29572308186539603,0.2737746234817408,-0.02194845838365517,0.9257803677507818,0,0,0.0372664,0,TRUE,TRUE,TRUE
817,prediction,GROSSCON,54,1.0173,0.9160169135978858,0.8498524171926803,9.078285833544644,1.0202105959400283,-0.042208090328568294,1.0776068488971668,0.25769183640879023,0.23091511685070107,-0.02677671955808929,0.8960901519766742,0,0,0.0221697,0,TRUE,TRUE,TRUE
818,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
822,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
823,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
825,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
827,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
830,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
831,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
832,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
836,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
837,prediction,GROSSCON,8,1.0918,0.6437776924880312,0.43387837062535867,9.410810605927498,1.0240859917805,-0.403255689027977,2.163700454856181,0.13389562467053243,0.05408343586196174,-0.07981218880857069,0.40392235366197426,4.631e-4,0.0654452,0.0046336,0.0654452,TRUE,TRUE,TRUE
841,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
842,prediction,GROSSCON,54,0.9877,0.9120194082146917,0.8411429313363122,9.3093806845202,1.0130939795574219,-0.053981741260190085,1.147481997555596,0.20011385374278692,0.17895566268950283,-0.02115819105328413,0.8942692339507919,0,0,0.0153925,0,TRUE,TRUE,TRUE
846,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
847,prediction,GROSSCON,8,0.9858,0.7996175644039024,0.7346938775510207,8.835149492418498,1.0291612611982053,-0.13556774132158644,1.116970795418247,0.20790691153792243,0.15016802473996776,-0.057738886797954546,0.7222849092853605,5.75e-5,0.0016748,0.1310556,0.0016748,TRUE,TRUE,TRUE
848,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
849,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
850,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
851,prediction,GROSSCON,6,0.9941,0.8796047807867153,0.5102040816326531,7.957321063876728,1.0089150268848952,-0.06229082349872768,1.1536820784306472,0.17059719965259823,0.13961207601132816,-0.0309851236412701,0.8183726127722628,0.0100767,0.0710432,0.3377061,0.0710432,TRUE,TRUE,TRUE
857,prediction,GROSSCON,10,1.1431,0.08913490701156641,0.3275640054537192,15.315303010535075,1.2047085376285822,-0.4946492902396927,4.190448789801108,0.27824376100238163,0.04406079991677084,-0.23418296108561085,0.15835323587504876,0.0501688,0.0612087,0.0980652,0.0612087,FALSE,FALSE,FALSE
859,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
862,prediction,GROSSCON,14,1.1144,0.39612923836312214,0.3693528693528695,20.541537784084746,1.1089406018893642,-0.46766832045570256,2.1784477238258146,0.2384470597968851,0.06800100971991968,-0.17044605007696534,0.28518284007294764,2.57e-5,0.0139976,0.0010086,0.0139976,FALSE,FALSE,FALSE
864,prediction,GROSSCON,36,1.0166,0.836880119560236,0.7738335360836275,9.919061945313608,1.0223273344558836,-0.1093680587668671,1.2073626646823337,0.19828584020851472,0.15737822722914882,-0.04090761297936593,0.7936937255007824,0,7.09e-5,0.0193794,7.09e-5,TRUE,TRUE,TRUE
865,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
866,prediction,GROSSCON,17,0.9345,0.9116939648445799,0.7375533229827708,13.704767546636178,1.0292680049712906,-0.06197620628575574,1.0891494288063495,0.2800787040304934,0.23438546964386645,-0.04569323438662702,0.8368557347307198,1.7e-6,4.3e-5,0.0491182,4.3e-5,TRUE,TRUE,TRUE
867,prediction,GROSSCON,41,1.0105,0.32977637842993074,0.5948543731911634,11.548218915683208,1.0550500011041115,-0.34637504954486276,1.3079539026066451,0.1822656617993406,0.09245021515246278,-0.08981544664687774,0.5072278247026193,0,0,4.089e-4,0,TRUE,TRUE,FALSE
871,prediction,GROSSCON,43,1.0129,0.6216562164374525,0.6350078888316105,14.56417644336853,1.0636706649272771,-0.16837435702769063,1.266957144453701,0.2458028610412853,0.15718830023761968,-0.08861456080366567,0.63948930281661,0,0,4.577e-4,0,TRUE,TRUE,FALSE
873,prediction,GROSSCON,27,0.991,0.8920620005243817,0.8873353196047148,13.292778464644552,1.0494475895937225,-0.07421840323327537,1.1077642900771538,0.3289804809672272,0.28053404941431676,-0.048446431552910466,0.8527376718203031,0,1e-7,0.0574914,1e-7,TRUE,TRUE,FALSE
874,prediction,GROSSCON,12,0.9873,0.9596827187656648,0.9178443933688692,7.8778402686211,1.0019714818368348,-0.00147637929196005,1.018374414706772,0.2592527213886438,0.2573214237931723,-0.0019312975954712992,0.9925505214173779,1e-7,7.7e-6,0.9141503,7.7e-6,TRUE,TRUE,TRUE
875,prediction,GROSSCON,46,1.0018,0.7610616440399164,0.8414889794420534,9.29934319958318,1.0363092836868053,-0.1128338294012743,1.122462334165582,0.22187568743721983,0.17041927668380874,-0.051456410753411064,0.7680845010656211,0,0,0.0094658,0,TRUE,TRUE,FALSE
876,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
877,prediction,GROSSCON,59,1.0145,0.9327432665842472,0.8831890707883161,13.250332720001756,1.060749503989334,-0.0572549455914984,1.1174625478379596,0.39347805720418355,0.34193508345761237,-0.05154297374657112,0.8690067392504571,0,0,0.0018308,0,TRUE,TRUE,FALSE
880,prediction,GROSSCON,25,0.9848,0.8935830510799561,0.8502415171076098,8.27689757107267,1.0176198536062802,-0.08498800001701916,1.1243417038494303,0.1938646274208029,0.16223081306226164,-0.03163381435854125,0.8368252384181626,0,0,0.0189855,0,TRUE,TRUE,TRUE
881,prediction,GROSSCON,6,1.0112,0.07759314527256587,0.1379591836734694,9.304658057432983,1.0102269936611932,-0.9001845439110312,9.11088055541613,0.06547700754975971,0.0030141119907697036,-0.06246289555899007,0.0460331359596579,0.0060298,0.8513747,0.0098642,0.8513747,TRUE,TRUE,TRUE
882,prediction,GROSSCON,6,1.0508,0.48085469984093987,0.7067226890756302,17.57372713794139,1.1132203306087742,-0.299689986477559,1.91315777329233,0.2931897265948633,0.14367508912468993,-0.14951463747017338,0.4900413489699922,0.0329986,0.0210511,0.2338838,0.0210511,TRUE,FALSE,FALSE
883,prediction,GROSSCON,11,1.0806,0.11763309241845246,0.40285654712260227,22.809483441668682,1.1783406513637842,-0.6068250482927836,2.071076310390681,0.2911438006604623,0.0685017607857,-0.2226420398747623,0.23528497131075157,7.777e-4,0.0162988,0.017492,0.0162988,TRUE,FALSE,FALSE
884,prediction,GROSSCON,15,0.9814,0.9631632944293144,0.7718877551020406,6.366816841490403,1.0157721850184314,-0.08405092837558448,1.1576218213700507,0.20025781889411823,0.17212737614294796,-0.028130442751170284,0.8595288668052277,1.34e-5,1.49e-5,0.034533,1.49e-5,TRUE,TRUE,TRUE
885,prediction,GROSSCON,17,0.9945,0.9043206800063739,0.9031411644412368,10.105545438208322,1.056055739055302,-0.031138786691544955,1.036614216523644,0.45478960676660085,0.412528977443762,-0.04226062932283901,0.9070765279283808,1.265e-4,3.102e-4,0.3547514,3.102e-4,TRUE,TRUE,TRUE
886,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
888,prediction,GROSSCON,12,1.0327,0.4617075410581193,0.3259600049073734,20.134002662262123,1.0807960509531347,-0.2968552359451272,1.496897393823072,0.22673761489912875,0.09185750043337805,-0.1348801144657508,0.40512687087338234,3.504e-4,0.0470186,0.0126906,0.0470186,TRUE,FALSE,FALSE
889,prediction,GROSSCON,11,0.993,0.8342401204404509,0.6799709422997094,6.97274044659359,1.0113393484368955,-0.10259249649621639,1.1718835077978593,0.13636760215210122,0.10453654391383568,-0.03183105823826553,0.7665790280395045,1.9e-5,9.399e-4,0.091486,9.399e-4,TRUE,TRUE,TRUE
890,prediction,GROSSCON,44,0.9955,0.8405133505522115,0.8017427467601512,10.237403628692617,1.0256839564956712,-0.07075665121785647,1.0898360306120702,0.2245459511640172,0.18553893901282814,-0.03900701215118916,0.826284945468926,0,0,0.0026138,0,TRUE,TRUE,TRUE
891,prediction,GROSSCON,47,1.0242,0.8451380093070247,0.822655609347611,13.103763929587844,1.0645254646407394,-0.11895995013268618,1.1667342947859733,0.30681110239251974,0.23778079207399672,-0.06903031031852302,0.7750071305105221,0,0,5.32e-4,0,TRUE,TRUE,FALSE
892,prediction,GROSSCON,25,0.9752,0.9786944918718621,0.8649000000000001,7.566088393913387,1.0198838099706349,-0.05779221960599018,1.0913350537318534,0.2661509784852673,0.2406463159791709,-0.025504662506096464,0.9041722008641487,0,0,0.0052486,0,TRUE,TRUE,TRUE
893,prediction,GROSSCON,49,1.0142,0.7743726214254768,0.7868209590168239,11.074704835761093,1.0300678828816707,-0.10890839783984975,1.1738686471838196,0.2071043383451417,0.15955380107051756,-0.047550537274624154,0.7704029879114331,0,0,4.182e-4,0,TRUE,TRUE,FALSE
894,prediction,GROSSCON,12,1.0348,0.9146599501113488,0.528925619834711,10.06694745950312,1.0317965643174332,-0.13842068634759624,1.1090281854520323,0.2039644986980989,0.14586277601318054,-0.0581017226849184,0.7151380605165092,0.0056848,0.0118186,0.0380244,0.0118186,TRUE,TRUE,FALSE
895,prediction,GROSSCON,13,0.9917,0.7391373016929494,0.5076817122271668,9.783773352986474,1.0113202681431719,-0.12226760789556478,1.129245183161274,0.11924050632911397,0.08037855317896764,-0.03886195315014624,0.674087654048668,4e-7,0.0031809,0.0270214,0.0031809,TRUE,TRUE,TRUE
896,prediction,GROSSCON,24,1.0242,0.31256428690386784,0.6368033360440266,10.072299486810394,1.0392907050646156,-0.2843633639383504,1.479664216757339,0.14303122263001944,0.07297508587652746,-0.07005613675349198,0.5102038878972109,2.53e-5,1.6e-6,0.031287,1.6e-6,TRUE,TRUE,FALSE
897,prediction,GROSSCON,29,1.0116,0.6703275774860298,0.6953349925831956,13.160469073977984,1.041819682303051,-0.11673505101015035,1.1454378084211003,0.23190419963868292,0.1677891555941838,-0.06411504404449914,0.7235278871862032,0,7e-7,0.0128587,7e-7,TRUE,TRUE,FALSE
898,prediction,GROSSCON,37,1.0449,0.5803360789322163,0.641860491728968,9.697040334753535,1.0413515269450135,-0.16826940518625802,1.2506009891963474,0.1956757418171531,0.12292558725069107,-0.07275015456646201,0.6282106617260583,0,0,8.083e-4,0,TRUE,TRUE,FALSE
899,prediction,GROSSCON,42,1.0888,0.40335576454929073,0.5498225285601062,14.866353803342488,1.0960583063681093,-0.3150703153757443,1.557212852085188,0.24595484107636684,0.11551166121825977,-0.13044317985810702,0.4696458126733695,0,1.8e-6,4.05e-5,1.8e-6,TRUE,TRUE,FALSE
901,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
902,prediction,GROSSCON,24,1.0012,0.9552257123757869,0.791670480549199,8.421251975980352,1.0188199917548968,-0.06322366271861325,1.1389904665048036,0.23546865639074968,0.20505691287030542,-0.030411743520444266,0.8708458952176744,2.2e-6,2.32e-5,0.0176207,2.32e-5,TRUE,TRUE,TRUE
904,prediction,GROSSCON,14,0.999,0.8136472274903516,0.5432783075954882,9.511530233906274,1.0365162009439688,-0.16743812812041606,1.1611347443644506,0.192369761888349,0.14450291453006128,-0.04786684735828777,0.7511727056871365,0.0029107,0.0023266,0.161499,0.0023266,TRUE,TRUE,FALSE
905,prediction,GROSSCON,33,1.0165,0.5962626538729906,0.5443382263456678,11.884777592330606,1.0260941879633267,-0.24699332706683402,1.2552410769349056,0.1400711523668946,0.08112551130174167,-0.05894564106515293,0.5791735837886592,0,0,8.3e-6,0,TRUE,TRUE,TRUE
906,prediction,GROSSCON,23,0.9968,0.7797946942796072,0.5789224952741021,13.201963629809683,1.0442556975443367,-0.11132846990739476,1.1788214435492863,0.21280853534492103,0.13949295176749452,-0.07331558357742654,0.6554857000514748,3.8e-5,2.659e-4,0.0114951,2.659e-4,TRUE,TRUE,FALSE
907,prediction,GROSSCON,23,1.0095,0.8822621365897726,0.8631957781950258,8.823033631571503,1.0237125502236342,-0.12168241855540131,1.1867691786043146,0.1935488131609275,0.1536382767804191,-0.03991053638050844,0.7937960159573572,0,0,0.0104474,0,TRUE,TRUE,TRUE
908,prediction,GROSSCON,6,1.0102,0.9278320836561991,0.5680672268907564,3.705789043921939,1.0036301429551562,-0.0800925484885863,1.0721223901371022,0.09892336922102594,0.08349869878353484,-0.01542467043749103,0.8440745542842626,0.0064719,0.0242565,0.2393293,0.0242565,TRUE,FALSE,TRUE
909,prediction,GROSSCON,32,0.9886,0.9353002459601616,0.9270758346340522,9.23851968828223,1.0182343663423203,-0.04014376137195895,1.069745141650823,0.2461860920010383,0.22693294943786219,-0.019253142563176104,0.9217943531794036,0,0,0.1207593,0,TRUE,TRUE,TRUE
910,prediction,GROSSCON,6,1.0395,0.9605283321230884,0.6588235294117647,3.5966377087077546,1.0036164428049743,-0.03328155961055151,1.0128058668671784,0.14441087613293058,0.13176066894713645,-0.012650207185794037,0.9124012849686661,0.0177019,0.0258574,0.4531614,0.0258574,TRUE,FALSE,TRUE
912,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
913,prediction,GROSSCON,13,1.0322,0.4474550668649958,0.784700148336512,13.132674331397867,1.0650628641779902,-0.1612729342697771,1.2510189686819837,0.23339502484098482,0.1479172771451426,-0.08547774769584215,0.6337636256210717,5.103e-4,4.1e-6,0.166649,4.1e-6,TRUE,TRUE,FALSE
915,prediction,GROSSCON,15,1.024,0.6169032999135353,0.7268368259647328,5.76733992031956,1.008640038220919,-0.11629925934006381,1.138455601929329,0.09871222681177033,0.06981206171040419,-0.028900165101366136,0.7072281110983907,0,1.98e-5,0.0888135,1.98e-5,TRUE,TRUE,TRUE
916,prediction,GROSSCON,32,1.0136,0.8301180799056576,0.8791964351161005,6.970943720091259,1.0136644247515507,-0.05590984074978331,1.117567341345409,0.17263606684820626,0.14787458368592815,-0.024761483162278185,0.8565683080346698,0,0,0.0816344,0,TRUE,TRUE,TRUE
917,prediction,GROSSCON,31,1.035,0.42079395750552706,0.5467287273089403,8.156204676141613,1.030781268384745,-0.21496647540043798,1.1886054997549416,0.13803426099823576,0.08043751335040018,-0.057596747647835525,0.5827358567988306,8e-7,5.8e-6,0.0185954,5.8e-6,TRUE,TRUE,FALSE
918,prediction,GROSSCON,14,1.0168,0.8440234919239273,0.7591421794064965,4.895849796065919,1.0045888882258425,-0.07338006988690018,1.0213831901841277,0.09413526481464503,0.08103081772970509,-0.013104447084939888,0.8607913080104167,1.86e-5,1.74e-5,0.2795238,1.74e-5,TRUE,FALSE,TRUE
921,prediction,GROSSCON,26,1.0569,0.45146246522270583,0.5886435145946134,18.35682588354886,1.1215166884655727,-0.17203906440631572,1.4830804662320152,0.28176197565461075,0.16218979912534312,-0.11957217652926765,0.5756269941979626,5.8e-6,0,0.0299307,0,TRUE,FALSE,FALSE
924,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
927,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
928,prediction,GROSSCON,22,1.0165,0.6843843788738463,0.773186929595828,10.70739504688514,1.0289780052948696,-0.10199745173273843,1.1311035162708953,0.2057796784912315,0.15809493277585104,-0.04768474571538045,0.7682728145704036,0,7e-7,0.0682858,7e-7,TRUE,TRUE,TRUE
930,prediction,GROSSCON,39,1.0538,0.3124764409724171,0.6519358451907964,12.314257658073808,1.0777419397866397,-0.21777701958860685,1.0891192932337457,0.22806827917117753,0.12714516714233542,-0.10092311202884201,0.5574872911059509,0,0,0.0079136,0,TRUE,TRUE,FALSE
940,prediction,GROSSCON,7,1.0267,0.04737705510605962,0.125702479338843,6.170927606194045,1.004427566366981,-1.1372991443107126,25.865844352344194,0.04130958622358448,-0.005698604326546618,-0.04700819055013116,-0.13794871475360307,8.64e-5,0.4864026,7.756e-4,0.4864026,TRUE,TRUE,TRUE
943,prediction,GROSSCON,7,1.0321,0.6528636905495648,0.46883116883116865,14.27816326834056,1.046145365690782,-0.43751601511331173,1.8911612633238986,0.1763729423156729,0.07306142934005855,-0.10331151297561442,0.4142439785876733,0.0026862,0.0226469,0.0217059,0.0226469,TRUE,TRUE,FALSE
1007,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
1009,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
1010,prediction,GROSSCON,7,0.9864,0.9839012645584236,0.7971938775510201,3.9228712716665637,1.0102731897916915,-0.06818380146865598,1.1134227957007061,0.19695433847881963,0.17021247545505205,-0.026741863023767548,0.8642230314381052,0.0106886,0.0212045,0.0392728,0.0212045,TRUE,FALSE,TRUE
1011,prediction,GROSSCON,23,1.0268,0.9010749305795829,0.8139177693761815,24.67632676451964,1.115413956154921,-0.13576724683338112,1.2016990281699933,0.45023150695310177,0.40248319835873003,-0.04774830859437194,0.8939472074766511,0,1.2e-5,0.1750342,1.2e-5,TRUE,FALSE,FALSE
1026,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
1029,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
1030,prediction,GROSSCON,26,1.0241,0.8528090652414481,0.7633811114442591,18.75676836638981,1.0698252470382297,-0.15404664456775208,1.1672455769430161,0.28994017677390493,0.22222117235233269,-0.06771900442157222,0.7664380108508401,0,0,0.0031319,0,TRUE,FALSE,FALSE
1035,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
