block,predicted,actual,n,median_sales_ratio,r,spearmans,cod,prd,prb,clapp,gini,ci,ki,mki,gini_p_value,ci_p_value,ki_p_value,mki_p_value,accuracy,uniformity,vertical_equity
1036,prediction,GROSSCON,16,1.0199,0.769890331922005,0.6343488135327745,10.095342702546063,1.0166848459636744,-0.16029872426892489,1.247516193534546,0.13362853628536278,0.09398214638744622,-0.039646389897916634,0.703308956305171,3e-7,2.43e-5,0.0174927,2.43e-5,TRUE,TRUE,TRUE
1038,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
1043,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
1044,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
1045,prediction,GROSSCON,8,1.0319,0.9565603385446083,0.8185941043083904,8.911055607329544,1.0305827197735111,-0.39257604977695265,1.871886907227519,0.15956314498588559,0.08113768219659202,-0.07842546278929344,0.5084988905412291,0.003032,0.0076243,0.0030089,0.0076243,TRUE,TRUE,FALSE
1046,prediction,GROSSCON,42,1.0209,0.7789128500890942,0.5814549182414217,11.709969522705423,1.0383914844364,-0.23635441945760105,1.3056174959561473,0.18192317861492235,0.10710195557280594,-0.07482122304211641,0.5887207797721535,0,0,0,0,TRUE,TRUE,FALSE
1049,prediction,GROSSCON,25,0.984,0.9399045621044276,0.8151769014904708,6.676492243515768,1.0085187316434572,-0.04530043459416111,1.0785135828617969,0.17256425948592405,0.15457287450231305,-0.017991384983611133,0.8957409544872831,0,0,0.0172642,0,TRUE,TRUE,TRUE
1053,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
1054,prediction,GROSSCON,8,1.0064,0.8549328789503288,0.59465737514518,9.408513026027464,1.023555832965252,-0.2748396119606457,1.506812059218464,0.15638316467835708,0.09638037219166608,-0.06000279248669092,0.6163091301413267,2.75e-5,0.0027356,0.0121729,0.0027356,TRUE,TRUE,TRUE
1055,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
1056,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
1058,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
1059,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
1064,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
1065,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
1066,prediction,GROSSCON,12,0.9992,0.7551902959021838,0.41908587257617747,8.343107819252825,1.0091341749726859,-0.03838090677993115,0.9539605582715607,0.14102477285915044,0.11234334623899482,-0.028681426620155596,0.7966213592217488,6e-7,3.565e-4,0.2041648,3.565e-4,TRUE,TRUE,TRUE
1067,prediction,GROSSCON,28,1.03,0.9465424750619604,0.9035544254798907,6.3754489743944225,1.0056105704358347,-0.01250453155458405,1.0201880914335413,0.20555368754706882,0.19529469700123236,-0.01025899054583646,0.9500909437905981,0,0,0.2571104,0,TRUE,TRUE,TRUE
1076,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
1114,prediction,GROSSCON,7,1.0801,0.9583778851234331,0.7971938775510201,6.401039279213339,1.0170310408552312,-0.06205956183254192,1.0735705360680374,0.25711993582029685,0.23493676688954548,-0.02218316893075133,0.9137244303520085,1.165e-4,0.0012986,0.3622313,0.0012986,TRUE,TRUE,TRUE
1117,prediction,GROSSCON,16,0.9832,0.8901904750169571,0.8926708827861041,12.951994722073199,1.0574259504587644,-0.05201608600966701,1.0905650145380479,0.44166853554608665,0.3934628124187313,-0.048205723127355334,0.890855428341181,4.3e-6,2.39e-5,0.2700428,2.39e-5,TRUE,TRUE,FALSE
1118,prediction,GROSSCON,16,1.0576,0.3543310615502028,0.5493425605536333,18.033165666655353,1.102109141146781,-0.4236883094973855,1.8261843057799994,0.23453668412299997,0.09101198539064026,-0.1435246987323598,0.38805010709075277,7e-7,0.0017067,0.0030089,0.0017067,TRUE,FALSE,FALSE
1119,prediction,GROSSCON,20,0.9925,0.8397079672711094,0.8559208404759076,16.236363403335986,1.0696353760542692,-0.07803823986249875,1.0769884758228279,0.3440803256132255,0.29019953629542533,-0.053880789317800215,0.8434063638431724,0,0,0.0978184,0,TRUE,FALSE,FALSE
1120,prediction,GROSSCON,23,0.9875,0.9271823604248988,0.945429548969676,14.609205426459784,1.0685373109681993,-0.05202823090614897,1.0820193779479437,0.4481970246978281,0.4078268381582542,-0.04037018653957372,0.909927589174,0,0,0.1458744,0,TRUE,TRUE,FALSE
1121,prediction,GROSSCON,20,0.9795,0.932662860459002,0.8255763562404883,20.862763126558352,1.0874294674252802,-0.08001436313639367,1.093365384188746,0.48512781526180754,0.44651057737433514,-0.03861723788747235,0.9203978071910143,0.0015912,0.001833,0.3917576,0.001833,TRUE,FALSE,FALSE
1122,prediction,GROSSCON,19,0.997,0.924404063585098,0.841015510681885,11.075331560357583,1.0639544787856063,-0.047062145214223416,1.0944077845454627,0.3705558934599749,0.3034267430994028,-0.06712915036057217,0.8188420382853173,9.85e-5,1.55e-5,0.068064,1.55e-5,TRUE,TRUE,TRUE
1123,prediction,GROSSCON,6,0.9982,0.7025313373857601,0.7844897959183674,21.700008660638,1.0889195868334065,-0.06123041536370352,1.1805782630774506,0.33665882951007187,0.1941056413207474,-0.14255318818932444,0.5765648315335222,4.262e-4,0.0739628,0.0856131,0.0739628,TRUE,FALSE,FALSE
1124,prediction,GROSSCON,39,0.9687,0.8674361612768327,0.8697951027028638,19.842639244573355,1.1008709885238692,-0.05740037768231517,1.0755619700578918,0.5070605780029797,0.4582975223486253,-0.048763055654354286,0.9038318935256139,0,0,0.1679355,0,TRUE,FALSE,FALSE
1125,prediction,GROSSCON,32,1.0261,0.8529720687527328,0.8224212542221966,23.227923644286616,1.1218325073600324,-0.10981937170031676,1.1709431990548649,0.41769656054545723,0.3428812481200941,-0.07481531242536305,0.820885974431621,0,0,0.0148536,0,TRUE,FALSE,FALSE
1126,prediction,GROSSCON,26,1.0364,0.5796229276502209,0.8567877980053081,16.166492937994065,1.0783959272962944,-0.07318451074962087,1.1412228045535393,0.30734653682022095,0.22810418255642323,-0.07924235426379785,0.7421726137420254,1.3e-6,0,0.1212516,0,TRUE,FALSE,FALSE
1127,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
1128,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
1129,prediction,GROSSCON,14,0.9844,0.715650312601497,0.6414096916299559,20.394125841622248,1.1225311806094564,-0.12837313084344085,1.1555759239034762,0.3847552362793863,0.28241081758787073,-0.10234441869151566,0.7340012323647775,4.3e-6,9.222e-4,0.1005835,9.222e-4,TRUE,FALSE,FALSE
1138,prediction,GROSSCON,52,1.024,0.7356793963078379,0.6484467696769062,13.966578317684458,1.0482912041771981,-0.14730932560573076,1.198985771292347,0.2215901481284399,0.15443557788251297,-0.06715457024592686,0.6969424371384865,0,0,3.005e-4,0,TRUE,TRUE,FALSE
1140,prediction,GROSSCON,31,1.0959,0.4652816281522385,0.40931090217935545,18.15825801511972,1.111812502303887,-0.17039785559868467,1.4711496495440661,0.30102024549657264,0.17150579676719319,-0.12951444872937948,0.5697483784994982,3e-7,8.25e-5,0.0096066,8.25e-5,TRUE,FALSE,FALSE
1141,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
1142,prediction,GROSSCON,16,1.069,0.38792063618509015,0.7125346020761244,17.91173162171054,1.109516179058169,-0.18716306464577862,1.2350263146383904,0.2895691516121605,0.15278493352042713,-0.13678421809173344,0.5276284875989219,1.65e-5,2.96e-5,0.0398264,2.96e-5,TRUE,FALSE,FALSE
1143,prediction,GROSSCON,15,1.0217,0.9212026314755283,0.9024999999999997,10.441435763422286,1.0425045159441924,-0.015034592160314114,1.0198486470101438,0.5853774725366795,0.5715802031649051,-0.013797269371774452,0.97643013265955525,2.27e-5,4.13e-5,0.7966667,4.13e-5,TRUE,TRUE,TRUE
1144,prediction,GROSSCON,14,1.01,0.9899609433739338,0.9287118168175438,4.037844908823685,1.014249776547003,-0.08714280068163001,1.1349559188348908,0.19192467631068205,0.16740185234118596,-0.02452282396949611,0.8722268316878689,1.11e-5,4.3e-6,0.0076954,4.3e-6,TRUE,FALSE,TRUE
1145,prediction,GROSSCON,24,1.0096,0.9256654309314882,0.8044507511257427,8.183790540385944,1.0183093001659693,-0.1304911219551667,1.201945577721714,0.1713807296693145,0.13564248361395245,-0.03573824605536203,0.7914687017360686,0,2.8e-6,8.974e-4,2.8e-6,TRUE,TRUE,TRUE
1146,prediction,GROSSCON,9,0.999,0.7061591029610791,0.48999999999999994,11.122403144364197,1.0550936623925309,-0.18395520918634886,1.4953125953551618,0.24832623250152167,0.16375758677886496,-0.08456864572265661,0.6594453800923411,2.063e-4,0.0032898,0.1057763,0.0032898,TRUE,TRUE,FALSE
1147,prediction,GROSSCON,6,1.0307,0.9971351520667523,0.5951020408163266,8.155673361489727,1.0633843116272919,-0.08010447603922229,1.1481081312004005,0.4479338842975208,0.3907946921009741,-0.05713919219654666,0.8724383347641665,0.1016592,0.1087553,0.0955134,0.1087553,TRUE,TRUE,FALSE
1148,prediction,GROSSCON,8,0.9895,0.972622610727035,1,7.3960153709630605,1.0206619243875263,-0.05520989855214615,1.0275816256999584,0.30681057234017406,0.2928094793851984,-0.01400109295497566,0.9543656763579451,7.432e-4,2.222e-4,0.560125,2.222e-4,TRUE,TRUE,TRUE
1149,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
1150,prediction,GROSSCON,13,1.0405,0.7467657425192895,0.8119792295616471,18.323011567164944,1.0955720212278988,-0.29292347851700684,1.3937713190609768,0.2737919694004307,0.2123303020447911,-0.061461667355639585,0.7755169098267104,1.6e-6,1.2e-5,0.157013,1.2e-5,TRUE,FALSE,FALSE
1162,prediction,GROSSCON,46,0.9941,0.8214081012398644,0.8273895745022921,13.49753766558891,1.0596421534290388,-0.0818922819113463,1.0853398740652356,0.3265302675393189,0.2682832760151904,-0.05824699152412853,0.8216184001468873,0,0,0.0067349,0,TRUE,TRUE,FALSE
1163,prediction,GROSSCON,15,1.0371,0.8046712810449507,0.8035841836734691,9.755242220097077,1.0270092147800443,-0.1391371812757701,1.1903582523866214,0.18813701579629075,0.13539150882653453,-0.05274550696975626,0.7196431188912472,0,7.2e-6,0.0155888,7.2e-6,TRUE,TRUE,TRUE
1164,prediction,GROSSCON,7,1.0513,0.9756462148628304,0.6574675324675323,7.7991380523307035,1.0211572846010573,-0.06478929964181332,1.2152366162589736,0.2478980848792307,0.2035218932127037,-0.04437619166652707,0.8209901795403303,0.0698983,0.1100118,0.0090089,0.1100118,TRUE,TRUE,TRUE
1165,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
1166,prediction,GROSSCON,16,1.0264,0.951246915338819,0.9477595155709342,11.189839143281393,1.0418613708380282,-0.05028290228354091,1.1168790804587632,0.4017049649382465,0.36460789706185226,-0.037097067876394114,0.9076509599972287,1.38e-4,5.839e-4,0.199285,5.839e-4,TRUE,TRUE,FALSE
1167,prediction,GROSSCON,12,0.9712,0.9692016972077278,0.9448383784048123,11.282418559739659,1.0484309365814795,-0.052874514734165996,1.099783178244475,0.42749887495798905,0.3911029935229023,-0.036395881435086666,0.9148632111870154,7.31e-5,1.725e-4,0.1743721,1.725e-4,TRUE,TRUE,FALSE
1168,prediction,GROSSCON,14,1.0321,0.4541833907397163,0.41467938654751846,15.345857059099865,1.0353242615149398,-0.3850744850103042,1.7861357992859215,0.1484136505057007,0.05663205315618543,-0.09178159734951533,0.3815825091776856,0,0.0076401,4.975e-4,0.0076401,TRUE,FALSE,FALSE
1169,prediction,GROSSCON,8,1.1239,0.7883881365600082,0.7760770975056691,19.752209601692407,1.1442213084216015,-0.10713421251028199,1.1648543353851037,0.4752444023967202,0.3553582181195555,-0.11988618427716481,0.7477378298985472,0.0023225,0.0016014,0.2408511,0.0016014,FALSE,FALSE,FALSE
1170,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
1179,prediction,GROSSCON,25,0.9929,0.9017365402572125,0.6012516958404812,6.390254105056198,1.0101326534105166,-0.09375987162720999,1.2398665196838563,0.13406144617750268,0.10767877309549875,-0.02638267308200396,0.8032046212072617,0,7e-7,0.0077196,7e-7,TRUE,TRUE,TRUE
1182,prediction,GROSSCON,13,1.0017,0.8800816071922261,0.831904359376887,8.879602093956313,1.0206080564569862,-0.1410377655127297,1.2787761243533462,0.18160695932988047,0.14090893253310247,-0.040698026796777954,0.7759005109333286,1e-7,1.3e-6,0.0382098,1.3e-6,TRUE,TRUE,TRUE
1183,prediction,GROSSCON,32,1.0036,0.6815421062005277,0.7520116762344357,18.865190825298868,1.0853195212675872,-0.11288295555477207,1.1545693995351074,0.30099880350396835,0.2028988171586044,-0.09809998634536393,0.6740851285673949,0,0,9.527e-4,0,TRUE,FALSE,FALSE
1184,prediction,GROSSCON,40,1.0018,0.8805317724746619,0.8734830133839279,14.6344391702334,1.046730756031415,-0.07010483176774629,1.1121603822502164,0.346709517965048,0.310823323700768,-0.035886194264280004,0.8964949261418956,0,0,0.053057,0,TRUE,TRUE,FALSE
1185,prediction,GROSSCON,40,1.0264,0.8057640541887716,0.8562325186825255,14.937654688186667,1.0830186985229113,-0.05372505837190525,1.0896051049487312,0.4198247944987642,0.35696926817736035,-0.0628555263214039,0.8502815289972374,0,0,0.0933328,0,TRUE,TRUE,FALSE
1186,prediction,GROSSCON,40,0.9945,0.9329250483185725,0.9211172790694788,8.18793336708927,1.0181525541032477,-0.048242286436265575,1.0482893401941082,0.24605244835888143,0.2268085514777445,-0.01924389688113692,0.9217894517632733,0,0,0.056395,0,TRUE,TRUE,TRUE
1195,prediction,GROSSCON,27,1.0618,0.8433582158457179,0.9280816863234443,16.463376987970562,1.0495861221931024,-0.026565456377402104,1.0390832312599498,0.45161172695449237,0.43022106577919006,-0.021390661175302184,0.9526348411730732,0,0,0.5812215,0,TRUE,FALSE,TRUE
1196,prediction,GROSSCON,27,0.9915,0.8588739415377331,0.6534110685856755,27.35700665361526,1.1425723536433714,-0.13133968246457947,1.1231136249527924,0.46692049837331917,0.3942035049036645,-0.07271699346965461,0.8442625806256319,0,8.6e-6,0.0687929,8.6e-6,TRUE,FALSE,FALSE
1197,prediction,GROSSCON,24,0.9802,0.7763053116115122,0.8656525777325125,13.367674428201418,1.0683098590486593,-0.04343907052714841,1.082689039451884,0.39055828531779446,0.3266973285294317,-0.06386095678836277,0.8364880244791133,0,0,0.1490819,0,TRUE,TRUE,TRUE
1198,prediction,GROSSCON,8,0.9906,0.9364598790152587,0.9070294784580502,6.515094793614487,1.0156533237561776,-0.08370217616793574,1.1239468808193978,0.202736423332717,0.181184035982748,-0.02155238734996896,0.8936925738568509,1.2e-5,7.46e-5,0.322185,7.46e-5,TRUE,TRUE,TRUE
1199,prediction,GROSSCON,11,0.9813,0.9814361142526516,0.9285950413223141,8.800860504075539,1.0218244927188722,-0.015429971215108515,0.9940966259207501,0.4805413227989204,0.4774002044931266,-0.003141118305793909,0.9934633752462781,0.0056872,0.0039427,0.9153348,0.0039427,TRUE,TRUE,TRUE
1200,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
1201,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
1202,prediction,GROSSCON,4,,,,,,,,,,,,,,,,,,
1203,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
1204,prediction,GROSSCON,20,1.0752,0.8992598619758734,0.9225824154064619,17.213110971987813,1.0629234571731696,-0.02587444970953557,1.087525841830049,0.5334815905648785,0.5018342918973062,-0.031647298667572286,0.9406778055189071,0,7e-7,0.478016,7e-7,TRUE,FALSE,TRUE
1205,prediction,GROSSCON,10,1.0018,0.9169756021326931,0.6894031221303946,14.493943587183375,1.064724538028026,-0.10873958868309759,1.1787789530898105,0.3763458903151831,0.3039135473260983,-0.07243234298908484,0.8075378399152332,0.0020737,0.0188031,0.0893124,0.0188031,TRUE,TRUE,FALSE
1206,prediction,GROSSCON,19,0.9487,0.9435586193136095,0.8131609726069562,14.707612396502725,1.051636165867082,-0.09269580704349793,1.1660383936363068,0.32467041055502976,0.26882789580452615,-0.05584251475050359,0.828002451301183,4.97e-5,2.751e-4,0.0168492,2.751e-4,TRUE,TRUE,FALSE
1207,prediction,GROSSCON,18,1.0725,0.9097900903633311,0.7976880399832835,17.182429493763646,1.0600750647536894,-0.0935897073016566,1.1895996251114498,0.36266247738859486,0.33652529210851806,-0.026137185280076778,0.9279297227872001,0,5e-7,0.3603348,5e-7,TRUE,FALSE,FALSE
1208,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
1209,prediction,GROSSCON,20,0.9852,0.7761598443589681,0.7269806094182826,13.153585583683642,1.0387933159290932,-0.13959632186493648,1.1983250428562942,0.21899023006618343,0.1557324309553972,-0.06325779911078626,0.7111387156784643,0,2.6e-6,0.0060085,2.6e-6,TRUE,TRUE,FALSE
1210,prediction,GROSSCON,38,1.026,0.6657674435409481,0.6296748226841689,21.394105673712758,1.1074488883200195,-0.18785254018476713,1.2689747899707071,0.29809655975268573,0.18441114842601547,-0.11368541132667033,0.618628905274892,0,0,2.388e-4,0,TRUE,FALSE,FALSE
1211,prediction,GROSSCON,18,1.0271,0.9743504609720108,0.8827844857762449,7.477662522856772,1.035814161571047,-0.07748252412131153,1.1304642713383333,0.3327558363905889,0.2914894545449784,-0.04126638184561042,0.8759860013479311,2.99e-4,0.0010801,0.0160638,0.0010801,TRUE,TRUE,FALSE
1212,prediction,GROSSCON,6,1.0095,0.9759993199713057,0.5951020408163266,8.36293646525396,1.0201925292815326,-0.07298041100403181,1.1531773072413005,0.27876447876447874,0.2438732548944902,-0.03489122386998869,0.874836191380512,0.0021888,0.0067848,0.136827,0.0067848,TRUE,TRUE,TRUE
1213,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
1215,prediction,GROSSCON,19,1.1063,0.3651020780496828,0.48228733080504427,21.794705547315743,1.1656967324555825,-0.3230792306338026,1.5039993720701796,0.3134419750098726,0.13420399848784859,-0.17923797652202403,0.4281621773332097,1e-7,8.865e-4,0.0025639,8.865e-4,FALSE,FALSE,FALSE
1216,prediction,GROSSCON,12,0.9916,0.9887278579265393,0.7519194092620669,6.336523577966697,1.0198535311146153,-0.03855408517669099,1.0689435416866826,0.3277396251218241,0.30332261615343054,-0.024417008968393605,0.9254987584753678,9e-7,5.7e-6,0.0358825,5.7e-6,TRUE,TRUE,TRUE
1217,prediction,GROSSCON,30,1.0575,0.7296725817039817,0.7505327126651488,14.105027416337881,1.0706564895403965,-0.13323804441313897,1.1715087997173266,0.30270080884646894,0.22774933036409498,-0.07495147848237406,0.7523908879926722,0,0,0.0096074,0,TRUE,TRUE,FALSE
1218,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
1219,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
1223,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
1224,prediction,GROSSCON,25,1.0077,0.8018668722953176,0.9013857400775446,7.781577211407212,1.0270473178432251,-0.09918231474748769,1.205243903562592,0.21570636053650888,0.1724111390738182,-0.04329522146269069,0.79928630127083,0,0,0.0340049,0,TRUE,TRUE,TRUE
1225,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
1226,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
1227,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
1228,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
1229,prediction,GROSSCON,11,1.0891,0.7562757567070647,0.8598347107438016,13.022538352931996,1.081281401347153,-0.0724158803834886,1.179901547139951,0.39220003543137694,0.307654052565728,-0.08454598286564904,0.7844314757068859,7.5e-6,9.16e-5,0.2072786,9.16e-5,TRUE,TRUE,FALSE
1230,prediction,GROSSCON,7,1.0255,0.814103899634159,0.9298469387755098,7.676653195546877,1.025518598267024,-0.15112616929956801,1.2329930786589183,0.18713698824196068,0.13450671848739368,-0.05263026975456697,0.7187607311146947,0.0076752,0.0020468,0.2359956,0.0020468,TRUE,TRUE,TRUE
1231,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
1232,prediction,GROSSCON,10,0.9417,0.9402410439776521,0.9053810835629014,6.710392116415975,1.0171277437139006,-0.0829812584917088,1.1647235087845191,0.1801595893981315,0.15494406038927222,-0.02521552900885928,0.8600378192851229,9.99e-5,5.624e-4,0.1314202,5.624e-4,TRUE,TRUE,TRUE
1233,prediction,GROSSCON,20,1.1115,0.7968313101388972,0.806414491390496,12.16395829975287,1.1078661426881038,-0.15975083236996615,1.2330443121240124,0.35255360409063646,0.24983796570883451,-0.10271563838180191,0.708652422808886,3e-7,5e-7,0.0022922,5e-7,FALSE,TRUE,FALSE
1234,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
1235,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
1236,prediction,GROSSCON,9,1.0216,0.9835882659497451,0.9669444444444444,8.153082284030916,1.0204417393614602,-0.0478693464043158,1.107062138964123,0.3435198035657093,0.32785942569072,-0.01566037787498936,0.9544120085292439,3.83e-5,1.335e-4,0.3740327,1.335e-4,TRUE,TRUE,TRUE
1237,prediction,GROSSCON,28,1.0276,0.8647527546086288,0.8077355749627987,13.401936020615835,1.03408298075397,-0.05716838935954711,1.0752712509430005,0.31678262616100755,0.28683948862685654,-0.02994313753415103,0.9054773366297808,0,0,0.211144,0,TRUE,TRUE,FALSE
1238,prediction,GROSSCON,5,,,,,,,,,,,,,,,,,,
1239,prediction,GROSSCON,6,1.0387,0.94133208862672,1,5.721477347280059,1.0202733512416298,-0.1326281799645116,1.1938981883716893,0.20750782064650672,0.1663207702728217,-0.0411870503736851,0.8015156718172662,5.24e-4,0.0011086,0.1463563,0.0011086,TRUE,TRUE,TRUE
1240,prediction,GROSSCON,10,0.982,0.9699543264213825,0.9759044995408628,4.595223943779177,1.0080127639514669,-0.06758405187900084,1.1323394548691579,0.1794726089486003,0.16158663861831607,-0.017885970330284273,0.9003415037254696,9e-7,3.27e-5,0.1098654,3.27e-5,TRUE,FALSE,TRUE
1241,prediction,GROSSCON,9,0.9881,0.9622454551942737,0.9025,7.703550840502945,1.0278614841682814,-0.0662973049630761,1.1080046809489261,0.289448669201521,0.24690355466224231,-0.04254511453927863,0.8530132660252182,1.014e-4,4.47e-5,0.0980261,4.47e-5,TRUE,TRUE,TRUE
1242,prediction,GROSSCON,10,1.0132,0.9184766784314068,0.6283462224866153,8.282832058259018,1.014919027467323,-0.08896019935426838,1.1890211211125608,0.18754456857618262,0.15021242285495534,-0.03733214572122721,0.800942538594166,2.29e-5,7.398e-4,0.050911,7.398e-4,TRUE,TRUE,TRUE
1243,prediction,GROSSCON,8,1.0107,0.5472273161042841,0.19635685599541025,11.562112523130445,1.0265258751059376,-0.6485731272583041,2.1741844551454452,0.10530078082041137,0.028389411956785262,-0.07691136886362604,0.2696030526611471,0.0035038,0.2151794,8.29e-4,0.2151794,TRUE,TRUE,TRUE
1244,prediction,GROSSCON,20,0.9613,0.8595707967980627,0.869240771100684,20.357625352272866,1.0742506259113216,-0.08923603597865724,1.133273922872204,0.3636919640207113,0.308606731295648,-0.05508523272506335,0.8485387685884461,0,0,0.1052342,0,TRUE,FALSE,FALSE
1245,prediction,GROSSCON,38,1.0239,0.8895017065268366,0.9457096904772908,9.641096954669521,1.0361839916229243,-0.02848961161254616,1.0648564859633431,0.40306544936369226,0.3770170953143197,-0.026048354049372585,0.9353743812810188,0,0,0.2887292,0,TRUE,TRUE,TRUE
1246,prediction,GROSSCON,9,0.965,0.9512591810194514,0.9025,6.345933306301394,1.015536686240627,-0.0531082951976598,1.1097621196232343,0.25407512402551385,0.23670453883664092,-0.017370585188873,0.9316320900934458,3e-6,4.74e-5,0.4289461,4.74e-5,TRUE,TRUE,TRUE
1247,prediction,GROSSCON,27,0.988,0.7867460375176494,0.9102167976213779,12.847690847339537,1.0485901157718909,-0.03531337082808182,1.0585488155854155,0.4089151195201134,0.3733055840909632,-0.0356095354291503,0.9129170487240965,0,0,0.4276661,0,TRUE,TRUE,TRUE
1248,prediction,GROSSCON,9,0.9659,0.9528326838389902,0.7511111111111112,10.474167237728073,1.0310985921073197,-0.13327648715657955,1.1798764424224033,0.251958224543081,0.22119334224334086,-0.03076488229974013,0.8778968920124302,5.26e-5,7.145e-4,0.1477768,7.145e-4,TRUE,TRUE,FALSE
1249,prediction,GROSSCON,9,1.0079,0.896727151866036,0.7285714285714286,7.260946789765252,1.0157128805889575,-0.16228311537788176,1.206588463721309,0.14822455327773135,0.11526778335860419,-0.03295676991912721,0.7776564733011855,1.146e-4,0.0029414,0.0685905,0.0029414,TRUE,TRUE,TRUE
1250,prediction,GROSSCON,37,0.9854,0.9367883785982255,0.8804909664526082,13.84395286854924,1.0542899905275926,-0.10340363741093014,1.1341050997082598,0.3161953170342143,0.2767565490525146,-0.03943876798169961,0.8752708662746197,0,0,0.0194881,0,TRUE,TRUE,FALSE
1251,prediction,GROSSCON,19,0.9659,0.9733354731502696,0.8924360277834089,8.660563300844139,1.0285795613661566,-0.056071296585228976,1.0721657161283367,0.3235288841576392,0.30271801989579855,-0.02081086426184052,0.9356754055637873,0,0,0.1515719,0,TRUE,TRUE,TRUE
1252,prediction,GROSSCON,32,1.0086,0.9039026852997766,0.9186882611932877,10.872824757356968,1.043133948744323,-0.09258289152419862,1.161197593992602,0.2809510451047074,0.23140745692830453,-0.049543588176403044,0.8236575765078974,0,0,0.0045129,0,TRUE,TRUE,FALSE
1253,prediction,GROSSCON,2,,,,,,,,,,,,,,,,,,
1270,prediction,GROSSCON,17,0.9755,0.47292353362439615,0.15033482680541502,20.64434746093524,1.0670642114829834,-0.5494681038768849,2.0694630250160433,0.18765916728791301,0.05867410855412475,-0.1289850587337882,0.3126631616355034,0,0.0124933,2.3e-6,0.0124933,TRUE,FALSE,FALSE
1271,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
1274,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
1294,prediction,GROSSCON,13,0.9914,0.9622392827922115,0.9430645112463296,9.53604709696182,1.0317278694892218,-0.07341841720006288,1.1177907159159755,0.3319159401717699,0.3032965637257969,-0.028619376445973,0.9137752274531854,1.38e-5,8.81e-5,0.1744058,8.81e-5,TRUE,TRUE,FALSE
1303,prediction,GROSSCON,3,,,,,,,,,,,,,,,,,,
1304,prediction,GROSSCON,10,1.0342,0.7496878203600877,0.6419646865180311,7.028092500261664,1.0031468371407026,0.005235061319395119,1.0205155445351972,0.09883364027010433,0.08788928051311337,-0.01094435975699106,0.8892648320239848,6e-7,3.344e-4,0.5541106,3.344e-4,TRUE,TRUE,TRUE
1310,prediction,GROSSCON,11,1.0177,0.46308929343896343,0.37268576172685763,17.0364034640635,1.062073483616375,-0.4527259856250118,1.6195025781236372,0.18992514922780535,0.08758350564102772,-0.10234164358677751,0.46114748887718876,0,0.0328941,0.0113667,0.0328941,TRUE,FALSE,FALSE
1311,prediction,GROSSCON,7,1.0224,0.8504410458158916,0.7740137221269296,12.915244803922443,1.0382304779893348,-0.21846196549119345,1.1623560679399831,0.20299807386316054,0.16168165947354712,-0.0413164143896133,0.7964689339000116,0.0017748,0.0067728,0.2097001,0.0067728,TRUE,TRUE,FALSE
1312,prediction,GROSSCON,25,1.0214,0.8575560639103342,0.5701020200521253,11.294628319976052,1.0404134377060674,-0.11554026668827148,1.1267666045825215,0.245446692621735,0.19253970226730957,-0.05290699035442531,0.7844461060391558,2.1e-6,2.16e-5,0.0023414,2.16e-5,TRUE,TRUE,FALSE
1313,prediction,GROSSCON,1,,,,,,,,,,,,,,,,,,
