boro,decile,n,ci_population,gini_population,ki_population,mki_population,gini_sample,ci_sample,ki_sample,mki_sample,gini_model,ci_model,ki_model,mki_model,ci_assessr,gini_assessr,ki_assessr,mki_assessr,ci_rineq
4,4,562,0.015003396427059765,0.016377349800559014,-0.0013739533734992496,0.9161064891309612,0.016348208608743073,0.01497669999213617,-0.0013715086166069031,0.916106489130961,0.01637734980055904,0.015003396427059813,-0.0013739533734992509,0.91610648913098,0.014704634607972599,0.01634820860874313,-0.0016435740007705296,0.8994645810984125,0.014704634607972267
4,5,562,0.013339454674087285,0.014088216845213573,-7.487621711262885e-4,0.9468518848515114,0.014063148843709634,0.013315718989613819,-7.474298540958157e-4,0.9468518848515113,0.014088216845213768,0.013339454674087287,-7.487621711262806e-4,0.9468518848515199,0.013637174299116456,0.01406314884370966,-4.259745445932047e-4,0.9697098744152353,0.013637174299115878
4,6,562,0.011366632654651045,0.012750054141581018,-0.001383421486929973,0.8914968147140411,0.012727367212503471,0.011346407329642769,-0.0013809598828607023,0.8914968147140411,0.012750054141580924,0.011366632654651017,-0.0013834214869299553,0.8914968147140391,0.011296411542221553,0.012727367212503444,-0.0014309556702818901,0.8875686034362149,0.01129641154222131
4,7,562,0.010753524290271904,0.014821918370298608,-0.0040683940800267035,0.7255150124035705,0.014795544850066759,0.010734389905413769,-0.00406115494465299,0.7255150124035705,0.014821918370298623,0.010753524290271897,-0.004068394080026718,0.7255150124035711,0.010726974411965632,0.014795544850066759,-0.004068570438101127,0.7250138146766005,0.010726974411964222
4,8,562,0.02036174886211435,0.019793523701283067,5.682251608312844e-4,1.02870763030407,0.019758303908220285,0.020325517992252937,5.672140840326523e-4,1.02870763030407,0.019793523701283046,0.020361748862114257,5.682251608313012e-4,1.0287076303040668,0.02035896541828466,0.019758303908220292,6.006615100643681e-4,1.03040045911099,0.02035896541828559
4,9,561,0.027546493289308267,0.02974378945507491,-0.002197296165766645,0.926125883553424,0.02969077022253467,0.02749739080572661,-0.002193379416808059,0.926125883553424,0.029743789455074946,0.027546493289308274,-0.0021972961657666843,0.9261258835534193,0.027482703799565397,0.02969077022253474,-0.0022080664229693417,0.9256312178357212,0.027482703799565276
4,10,561,0.12790437197521576,0.13224771722204035,-0.004343345246824587,0.9671575030703008,0.13201198154071764,0.1276763784422831,-0.004335603098434532,0.9671575030703008,0.13224771722204023,0.1279043719752158,-0.004343345246824297,0.9671575030703021,0.12762837859167442,0.13201198154071733,-0.004383602949042914,0.9667939008423198,0.1276283785916764
5,1,18,0.050067913528077504,0.08433264624161114,-0.03426473271353364,0.5936955112808159,0.0796474992281883,0.04728636277651764,-0.03236113645167066,0.5936955112808159,0.08433264624161108,0.050067913528077414,-0.03426473271353366,0.5936955112808158,0.047336412032815564,0.07964749922818824,-0.03231108719537268,0.5943238958099342,0.047336412032815585
5,2,18,0.019167013815020516,0.01504368975767949,0.004123324057341027,1.274089942278699,0.014207929215586184,0.018102179714186043,0.0038942504985998595,1.274089942278699,0.01504368975767963,0.019167013815020586,0.004123324057341035,1.2740899422787004,0.016788382473551324,0.014207929215586211,0.0025804532579651127,1.181620644276179,0.016788382473551276
5,3,17,0.02743084768561807,0.021992096018735363,0.005438751666882707,1.2473048345300677,0.02069844331175093,0.025817268409993478,0.0051188250982425465,1.2473048345300675,0.021992096018735356,0.027430847685618077,0.005438751666882711,1.2473048345300712,0.02810042338484773,0.020698443311750983,0.007401980073096746,1.3576104715514752,0.028100423384847455
