boro,decile,n,ci_new,ci_population,ci_sample,ci_model,ci_assessr,ci_rineq,gini_new,gini_population,gini_sample,gini_model,gini_assessr,gini_DescTools,ki_new,ki_population,ki_sample,ki_model,ki_assessr,mki_new,mki_population,mki_sample,mki_model,mki_assessr
3,2,359,0.020228761027319377,0.02021047854143259,0.020154181943824144,0.020210478541432462,0.020813362576610078,0.02081336257660996,0.03018609771562166,0.02977250163426408,0.02968956987483716,0.029772501634263922,0.02968956987483719,0.029772501634263794,-0.009957336688302284,-0.009562023092831488,-0.009535387931013016,-0.009562023092831435,-0.008876207298227114,0.6701350143993854,0.6788303781020905,0.6788303781020905,0.6788303781020866,0.7010328093115971
3,3,359,0.017569804568730064,0.017527555335130268,0.017478732061216258,0.01752755533513032,0.017732824862266728,0.017732824862267214,0.027950666379164966,0.02801032771675154,0.027932304519768948,0.028010327716751483,0.02793230451976886,0.02801032771675121,-0.010380861810434901,-0.010482772381621274,-0.01045357245855269,-0.01048277238162127,-0.010199479657502133,0.6286005610881241,0.6257533118631787,0.6257533118631788,0.6257533118631788,0.63485004789764
3,4,359,0.027484044753042242,0.02782579921529588,0.02774829002528113,0.027825799215295835,0.02771600641166164,0.02771600641166047,0.027105566038497314,0.027603781500784075,0.027526890744514483,0.027603781500784012,0.027526890744514424,0.02760378150078378,3.7847871454492824e-4,2.2201771451180533e-4,2.2139928076664664e-4,2.2201771451178952e-4,1.8911566714721606e-4,1.0139631363538908,1.0080430181098738,1.0080430181098738,1.0080430181098736,1.006870215343333
3,5,359,0.02589261646185333,0.02582388409365822,0.0257519512688848,0.025823884093658156,0.025977361708332116,0.025977361708331988,0.027021663420605684,0.027188559122026182,0.027112824974053967,0.02718855912202612,0.02711282497405393,0.02718855912202586,-0.0011290469587523534,-0.0013646750283679634,-0.0013608737051691681,-0.0013646750283679582,-0.0011354632657218124,0.9582169705403337,0.9498070117565589,0.9498070117565589,0.9498070117565603,0.9581208056774455
3,6,359,0.025263919509957426,0.025119638520654478,0.025049667382713938,0.025119638520654547,0.02511718598167819,0.025117185981677434,0.0299962866083325,0.030134984639449736,0.030051043178058512,0.030134984639449768,0.030051043178058526,0.030134984639449296,-0.004732367098375073,-0.005015346118795259,-0.005001375795344574,-0.005015346118795215,-0.004933857196380335,0.8422349019341449,0.8335706429320802,0.8335706429320803,0.8335706429320806,0.8358174401086101
3,7,359,0.03589943867274652,0.036144667476889034,0.036043985951883774,0.03614466747688894,0.03587190754636312,0.0358719075463631,0.030447820025535813,0.030475702828509678,0.03039081229138291,0.030475702828509567,0.03039081229138294,0.03047570282850921,0.0054516186472107035,0.005668964648379356,0.005653173660500863,0.005668964648379334,0.005481095254980185,1.1790479135333356,1.1860158789537776,1.1860158789537778,1.186015878953782,1.1803536938212837
3,8,359,0.02617085023361502,0.02605889457981928,0.02598630712973622,0.02605889457981938,0.026009453051520515,0.02600945305151913,0.03335616650947997,0.03339656309318127,0.03330353645503871,0.03339656309318137,0.03330353645503866,0.033396563093180946,-0.007185316275864953,-0.007337668513361994,-0.007317229325302491,-0.007337668513362036,-0.007294083403518146,0.7845880678817557,0.7802867171424547,0.7802867171424547,0.7802867171424545,0.7809817160599295
3,9,359,0.054488027286321246,0.054651673940000096,0.054499440864958316,0.05465167394000004,0.05438069214734757,0.05438069214734633,0.06100127151314169,0.0611567459623318,0.06098639290951194,0.06115674596233182,0.0609863929095119,0.06115674596233099,-0.006513244226820446,-0.0065050720223317066,-0.006486952044553622,-0.0065050720223317066,-0.006605700762164324,0.8932277300905559,0.8936327968407873,0.8936327968407873,0.8936327968407861,0.8916856622104954
3,10,358,0.13830726145547512,0.13981440470060694,0.13942386167071696,0.13981440470060702,0.139383425552228,0.1393834255522296,0.13540640965839046,0.1369025832979938,0.13652017384744072,0.13690258329799396,0.13652017384744072,0.13690258329799573,0.002900851797084658,0.002911821402613146,0.002903687823276241,0.002911821402613102,0.0028632517047872674,1.0214232974967954,1.021269294796834,1.021269294796834,1.0212692947968303,1.020973103271806
4,1,562,0.08113289090783389,0.07894311045267403,0.07880264228460877,0.0789431104526741,0.07859266559130916,0.07859266559130948,0.0803759806246832,0.078469419862394,0.07832979456014774,0.07846941986239406,0.07832979456014755,0.07846941986239572,7.569102831506969e-4,4.73690590280032e-4,4.728477244610313e-4,4.7369059028018603e-4,2.628710311616128e-4,1.009417120354464,1.0060366266388958,1.0060366266388958,1.0060366266388958,1.003355952005718
