bbl,GROSSCON,COOPUNITKEY,geometry
5000100019,180000,500010001900000001-0000     1G,"c(-74.0787823165954, 40.6448552735597)"
4032360035,385000,403236003500000001-0000    20O,"c(-73.8492554856544, 40.7221531757117)"
4097140152,300000,409714015200000001-0000     6A,"c(-73.816025129672, 40.7125515659657)"
4031710019,310000,403171001900000001-0000     5E,"c(-73.8527977358175, 40.7258736983519)"
4051370011,360000,405137001100000001-0000    10B,"c(-73.8249662673272, 40.7534095159253)"
2059090970,530000,205909097000000001-0000  A1412,"c(-73.9090838059461, 40.8923666977092)"
1007310060,490000,100731006000000001-0000    11G,"c(-73.9976710066137, 40.7536625655247)"
2059530550,190000,205953055000000002-0000     3G,"c(-73.9061150363699, 40.9052352678195)"
2032260053,170000,203226005300000009-0000    12D,"c(-73.9077536434926, 40.864591539613)"
2043220051,130000,204322005100000001-0000     2A,"c(-73.8631799797248, 40.8556637119406)"
1008640035,525000,100864003500000001-0000     4B,"c(-73.9814950604562, 40.7474944338011)"
4082560108,295000,408256010800000001-0000     5U,"c(-73.7258707216297, 40.7657529221731)"
1013460014,640000,101346001400000001-0000    10H,"c(-73.9656073721825, 40.7563556486254)"
1015000045,1300000,101500004500000001-0000     9E,"c(-73.9569360229363, 40.7822113745752)"
3072740060,330000,307274006000000007-0000    20A,"c(-73.9718572070304, 40.5777227305088)"
1015670012,294317,101567001200000001-0000     2D,"c(-73.947658165457, 40.7772852175195)"
1003150001,1100000,100315000100000003-0000  C1607,"c(-73.9859018520821, 40.7150585343655)"
4105350010,190000,410535001000000003-0000    B55,"c(-73.7619942165636, 40.7226565765626)"
4031700001,490000,403170000100000001-0000    323,"c(-73.8536360248987, 40.7259147929921)"
4098350003,220000,409835000300000001-0000    12T,"c(-73.7874941898549, 40.7123125033642)"
2031730013,195000,203173001300000001-0000     4I,"c(-73.8999795040673, 40.8608465026821)"
3019020001,850000,301902000100000004-0000    14A,"c(-73.9681310607595, 40.6922421297711)"
4021570015,400000,402157001500000001-0000    52D,"c(-73.8474327723481, 40.7270730198984)"
5050900035,240000,505090003500000009-0000     1G,"c(-74.1387472366125, 40.5558892493505)"
4084010350,250000,40840103500000001-71000   157A,"c(-73.7217556618658, 40.7508521895601)"
1005730043,450000,100573004300000001-0000   1525,"c(-73.9963064633123, 40.7332486816949)"
3060160006,415000,306016000600000001-0000     1F,"c(-74.0323074920255, 40.6259784487319)"
2058021294,240000,205802129400000001-0000     8C,"c(-73.8976215454217, 40.892022357983)"
1018790036,665000,101879003600000001-0000     8C,"c(-73.9651835133026, 40.8016667096343)"
2043430001,100000,204343000100000001-0000     6D,"c(-73.8668583335157, 40.8585640557776)"
1008420007,770000,100842000700000001-0000   1029,"c(-73.9925097137662, 40.735852530367)"
4022340006,315000,402234000600000001-0000    514,"c(-73.8405398336723, 40.7223753198179)"
2041740024,165000,204174002400000001-0000     6B,"c(-73.8265224645303, 40.84556515526)"
1009280001,360000,100928000100000001-0000     2G,"c(-73.9807845188557, 40.7372107763318)"
4077540003,330000,40775400030000003-85000  204A1,"c(-73.7527434776046, 40.7387611497005)"
3019430006,915000,301943000600000001-0000     1S,"c(-73.9681829112613, 40.68724660728)"
4050020042,280000,405002004200000002-0000     6A,"c(-73.8256345252182, 40.7650273442211)"
1021800633,375000,102180063300000003-0000     3H,"c(-73.9322126897869, 40.8586691321111)"
4084890001,450000,408489000100000003-0000    15V,"c(-73.7142119283782, 40.7567797984328)"
1021800633,360000,102180063300000007-0000     4D,"c(-73.9322126897869, 40.8586691321111)"
3087910104,235000,308791010400000003-0000     2A,"c(-73.9403070812936, 40.5863740039536)"
1014830038,540000,101483003800000001-0000     4T,"c(-73.9528275583435, 40.7659770206187)"
4005570003,500000,400557000300000010-0000    15A,"c(-73.9317116636673, 40.7626039028715)"
4038800097,425000,403880009700000002-0000    12E,"c(-73.8548589985539, 40.7060068502733)"
4014210001,235000,401421000100000001-0000    307,"c(-73.87675473101, 40.7577059487531)"
4033380030,365000,403338003000000001-0000     6G,"c(-73.8288047218657, 40.7082041998762)"
1002630008,815000,100263000800000002-0000  B1301,"c(-73.9789832236522, 40.7129513545995)"
4087430102,395000,40874301020000001-52000   273B,"c(-73.7019819646011, 40.7438725447607)"
1021790010,340000,102179001000000004-0000    125,"c(-73.9400594375885, 40.8534031928776)"
1014270030,440000,101427003000000001-0000     3F,"c(-73.958712757562, 40.7695918478145)"
4020860050,400000,402086005000000002-0000     3K,"c(-73.8598809796084, 40.7322696134384)"
1010490001,759000,101049000100000001-0000   15TS,"c(-73.9841248570306, 40.7689490314921)"
4105380070,240000,410538007000000001-0000    B46,"c(-73.7622877856304, 40.7215069467837)"
2042910014,240000,204291001400000001-0000     2B,"c(-73.865315737909, 40.8533992847004)"
4074740050,330000,407474005000000001-0000    11A,"c(-73.7592219927824, 40.7608192791283)"
4033380030,229000,403338003000000001-0000     2B,"c(-73.8288047218657, 40.7082041998762)"
5000010216,485000,500001021600000001-0000    A7C,"c(-74.0739643253496, 40.6381177858733)"
3002510028,610000,300251002800000001-0000      8,"c(-73.9969215457021, 40.6945459814291)"
3061110001,520000,306111000100000001-0000     1K,"c(-74.0386446499998, 40.6176540694144)"
4050160007,330000,405016000700000004-0000    A25,"c(-73.8179013540483, 40.7643546648156)"
1010490001,1300000,101049000100000002-0000   11PN,"c(-73.9841248570306, 40.7689490314921)"
4079140002,310000,40791400020000002-70000   1717,"c(-73.7438653541695, 40.7326859961419)"
1008420007,750000,100842000700000001-0000    601,"c(-73.9925097137662, 40.735852530367)"
1011380001,555000,101138000100000001-0000     4P,"c(-73.983759425779, 40.7748586948902)"
4084890001,335000,408489000100000003-0000     1A,"c(-73.7142119283782, 40.7567797984328)"
1015660029,300000,101566002900000001-0000     6E,"c(-73.9473252888126, 40.7766465317196)"
4114340025,225000,411434002500000001-0000     2H,"c(-73.8457902030931, 40.6673642578742)"
2059530230,360000,205953023000000002-0000     9X,"c(-73.9054961445133, 40.9082120047334)"
2059090977,390000,205909097700000002-0000   B208,"c(-73.9093031524166, 40.8913868177129)"
1012700020,625000,101270002000000002-0000     9F,"c(-73.9765299621532, 40.7619370826704)"
1021800633,425000,102180063300000004-0000     7G,"c(-73.9322126897869, 40.8586691321111)"
3000860011,850000,300086001100000004-0000    15H,"c(-73.9878532443117, 40.6978012627673)"
4042850010,280000,404285001000000003-0000     1A,"c(-73.827187333436, 40.7746679600832)"
1010670028,690000,101067002800000001-0000     5F,"c(-73.9859882550218, 40.7683363388224)"
1005560044,1200000,100556004400000001-0000     7J,"c(-73.9897018751881, 40.7323515654729)"
1013490009,510000,101349000900000001-0000     6H,"c(-73.9646866770406, 40.758404919389)"
3012490007,740000,301249000700000001-0000     5F,"c(-73.9470652815704, 40.6720999856142)"
4002090025,205000,400209002500000001-0000     3D,"c(-73.9261730277717, 40.7375136962292)"
4083580001,265000,40835800010000002-12000    812,"c(-73.7264747810909, 40.7586543831382)"
3000860011,535000,300086001100000003-0000    14B,"c(-73.9878532443117, 40.6978012627673)"
1015560023,550000,101556002300000001-0000     2H,"c(-73.9462546867286, 40.7817804681218)"
1005320020,875000,100532002000000001-0000   0917,"c(-73.9959366120402, 40.7271279257018)"
4064940003,415000,4064940003000004-232000      B,"c(-73.8291927436338, 40.729559793319)"
4031700001,490000,403170000100000001-0000    524,"c(-73.8536360248987, 40.7259147929921)"
3074230011,260000,307423001100000004-0000     4D,"c(-73.938980012222, 40.5928629258896)"
4077320150,285000,407732015000000014-0000   142B,"c(-73.7612725213745, 40.7382840957802)"
4047720001,250000,404772000100000002-0000     2F,"c(-73.8255802117498, 40.7734546581917)"
1003210001,840000,100321000100000008-0000  H2001,"c(-73.9783767808142, 40.7143242282315)"
3072740001,485000,307274000100000001-0000    13G,"c(-73.9710655952564, 40.5789176473329)"
1015000020,4350000,101500002000000001-0000     6B,"c(-73.9573835293937, 40.7822075992142)"
3010720040,725000,301072004000000001-0000     6B,"c(-73.9719844571353, 40.6708904660226)"
2052590016,185000,205259001600000001-0000    12A,"c(-73.8361178286264, 40.8804201960037)"
4014200001,235000,401420000100000004-1000    410,"c(-73.877661329052, 40.7574669231441)"
2059010001,368000,205901000100000001-0000    12G,"c(-73.9145372157692, 40.8854677126167)"
4021550001,430000,402155000100000001-0000     6B,"c(-73.848285504168, 40.7283469399775)"
3000860011,799000,300086001100000006-0000     8A,"c(-73.9878532443117, 40.6978012627673)"
4077320150,250000,407732015000000015-1000   152L,"c(-73.7612725213745, 40.7382840957802)"
2032370067,240000,203237006700000001-0000     7Z,"c(-73.9059317418866, 40.869455445112)"
4077390003,323000,40773900030000001-45000  356A2,"c(-73.7560069493339, 40.7404422666459)"
1011840087,380000,101184008700000001-0000     7E,"c(-73.9837313165334, 40.7817556343155)"
4032540020,189000,403254002000000003-0000    R36,"c(-73.8445415361496, 40.7189769817065)"
2032950033,220000,203295003300000001-0000     2F,"c(-73.889402286594, 40.8684145462881)"
3086800001,370000,308680000100000002-0000    12G,"c(-73.9671095231509, 40.5754784913281)"
4050160007,420000,405016000700000006-0000    D23,"c(-73.8179013540483, 40.7643546648156)"
4064940003,415000,4064940003000004-240000      B,"c(-73.8291927436338, 40.729559793319)"
2059530550,170000,205953055000000002-0000     4D,"c(-73.9061150363699, 40.9052352678195)"
4011110001,307000,401111000100000001-0000    I4P,"c(-73.9059545133664, 40.7582907935241)"
1014520019,565000,101452001900000001-0000     1J,"c(-73.9541387944996, 40.7714792302433)"
4033220123,220000,403322012300000001-0000     6J,"c(-73.8328778021958, 40.7052642113631)"
4092090055,250000,409209005500000001-0000     5A,"c(-73.8359211950246, 40.7038048261157)"
3072740015,480000,307274001500000003-1000    21C,"c(-73.9698590156726, 40.5788513122297)"
1005550028,970000,100555002800000001-0000    14J,"c(-73.9895949646087, 40.7305811507183)"
1013230036,800000,101323003600000001-0000     4A,"c(-73.9697574638724, 40.7551589793385)"
1003210001,835000,100321000100000009-0000  J0906,"c(-73.9783767808142, 40.7143242282315)"
1014450007,400000,101445000700000001-0000     1C,"c(-73.9582734997554, 40.7672991289386)"
4098600040,190000,409860004000000001-0000    211,"c(-73.7956956582022, 40.7148251162707)"
1008980001,880000,100898000100000001-0000    24J,"c(-73.9852643051331, 40.7353660998806)"
1009040050,510000,100904005000000001-0000   1905,"c(-73.9825127349164, 40.7391502583434)"
4022340006,375000,402234000600000001-0000    629,"c(-73.8405398336723, 40.7223753198179)"
3019020001,725000,301902000100000006-0000    10H,"c(-73.9681310607595, 40.6922421297711)"
3053290072,315000,305329007200000001-0000    16G,"c(-73.9740414304079, 40.646687655518)"
4084010675,240000,4084010675000002-104000   116A,"c(-73.7234374600889, 40.7512949406207)"
1013340041,265000,101334004100000001-0000    817,"c(-73.9714800907511, 40.7492114132245)"
1008900049,425000,100890004900000001-0000     6D,"c(-73.9780468556265, 40.7463543673728)"
1005060027,1220000,100506002700000001-0000     6H,"c(-74.0038968697425, 40.7266662088498)"
1022500014,550000,102250001400000001-0000     2C,"c(-73.919453564855, 40.8719519858821)"
2057220445,200000,205722044500000001-0000     7A,"c(-73.9168597790226, 40.878087619241)"
4077420003,360000,4077420003000002-121000   55B2,"c(-73.7533622250934, 40.7408888582161)"
1011400046,350000,101140004600000001-0000    51A,"c(-73.9816647711354, 40.7758772896422)"
4049940051,310000,404994005100000001-0000     6S,"c(-73.8242292551514, 40.7662319106841)"
2024610094,300000,202461009400000001-0000     8X,"c(-73.9201361445309, 40.8301511750641)"
3000680107,280000,300068010700000001-0000    408,"c(-73.9841272477317, 40.7001917776549)"
1014070033,1550000,101407003300000001-0000    19A,"c(-73.9606485835163, 40.7702444606928)"
5035460001,215000,503546000100000003-0000    90F,"c(-74.0976108556768, 40.5846894180691)"
1015220020,470000,101522002000000001-0000     3F,"c(-73.9518786434269, 40.7839400367331)"
1014460023,650000,101446002300000001-0000   A302,"c(-73.9567296656672, 40.7676355726799)"
2059530230,320000,205953023000000002-0000    18G,"c(-73.9054961445133, 40.9082120047334)"
1006260012,925000,100626001200000001-0000     3M,"c(-74.0058821651382, 40.7384444969545)"
4001770001,325000,400177000100000012-0000     1B,"c(-73.92195714688, 40.7386545460736)"
4074740050,378000,407474005000000001-0000    11E,"c(-73.7592219927824, 40.7608192791283)"
4001410015,390000,400141001500000001-0000    C15,"c(-73.9181942855271, 40.7440802595188)"
4043120010,325000,404312001000000004-0000     1C,"c(-73.8288909797384, 40.7731266239402)"
4039070975,275000,403907097500000001-2000     4G,"c(-73.8516308223066, 40.6991314383951)"
4012380006,355000,401238000600000001-0000     3G,"c(-73.9118126841336, 40.7466022177993)"
4098370044,125000,409837004400000001-0000     4N,"c(-73.7981202468302, 40.7103231249672)"
4083580001,405000,40835800010000002-63000    733,"c(-73.7264747810909, 40.7586543831382)"
3072740001,425000,307274000100000002-0000     6L,"c(-73.9710655952564, 40.5789176473329)"
3002420012,1325000,300242001200000001-0000    604,"c(-73.9953048975824, 40.6952948012821)"
3052680033,430000,305268003300000001-0000     2J,"c(-73.974348806125, 40.6545590498149)"
3052680033,650000,305268003300000001-0000     2Z,"c(-73.974348806125, 40.6545590498149)"
4162300039,275000,416230003900000001-0000     G1,"c(-73.8397857649883, 40.5767508904692)"
1013380012,280000,101338001200000001-0000     6E,"c(-73.9695215962409, 40.7514558101035)"
1014410017,790000,101441001700000001-0000    12K,"c(-73.9593111691277, 40.7644628614755)"
4084890001,575000,408489000100000001-0000    28L,"c(-73.7142119283782, 40.7567797984328)"
5000010216,425000,500001021600000001-0000    A3F,"c(-74.0739643253496, 40.6381177858733)"
4079290002,335000,40792900020000001-97000    911,"c(-73.7422140338675, 40.732514357082)"
3076810010,198000,307681001000000005-0000     1O,"c(-73.9470550448177, 40.6149381028574)"
3053760068,275000,305376006800000001-0000     5H,"c(-73.9717096623269, 40.6398446708587)"
4114210013,255000,411421001300000024-0000     51,"c(-73.8443055903564, 40.6681968050392)"
3009820062,675000,300982006200000001-0000     3D,"c(-73.9827137718477, 40.6718998988812)"
1014520037,995000,101452003700000001-0000     1F,"c(-73.9543025554757, 40.7718759317983)"
4058780003,280000,405878000300000003-0000     2F,"c(-73.7819471174009, 40.780451839894)"
4084890001,575000,408489000100000003-0000     9D,"c(-73.7142119283782, 40.7567797984328)"
1013040029,375000,101304002900000001-0000     8B,"c(-73.9717738688169, 40.7556786406004)"
1014380001,280000,101438000100000001-0000     7D,"c(-73.9620581137389, 40.7631698428634)"
4015470016,345000,401547001600000001-0000     5P,"c(-73.8779522408345, 40.738885384961)"
1014830038,375000,101483003800000001-0000     3E,"c(-73.9528275583435, 40.7659770206187)"
4014340029,280000,401434002900000001-0000     2E,"c(-73.880900823988, 40.7544526319102)"
2033980044,160000,203398004400000001-0000     5N,"c(-73.8623833868758, 40.9008405059889)"
3002380026,2650000,300238002600000001-0000     2A,"c(-73.9922196495421, 40.6963139356888)"
4014340029,320000,401434002900000001-0000     4D,"c(-73.880900823988, 40.7544526319102)"
4079140002,315000,4079140002000002-205000   3109,"c(-73.7438653541695, 40.7326859961419)"
3051970040,525000,305197004000000001-0000    16E,"c(-73.9665880482886, 40.6345843058728)"
4084890001,500000,408489000100000002-0000    21E,"c(-73.7142119283782, 40.7567797984328)"
4105380070,245000,410538007000000002-0000    A34,"c(-73.7622877856304, 40.7215069467837)"
4105380010,230000,410538001000000001-0000    B64,"c(-73.763529181017, 40.7231585548236)"
4084890001,750000,408489000100000001-0000    24D,"c(-73.7142119283782, 40.7567797984328)"
4097110032,270000,409711003200000001-0000     1J,"c(-73.8163081305868, 40.7092574255909)"
2033680010,175000,203368001000000001-0000     6E,"c(-73.8736954522283, 40.898719125622)"
4084890001,325000,408489000100000003-0000    20T,"c(-73.7142119283782, 40.7567797984328)"
3072740015,495000,307274001500000003-1000    18D,"c(-73.9698590156726, 40.5788513122297)"
2031730013,240000,203173001300000001-0000     6B,"c(-73.8999795040673, 40.8608465026821)"
1013510017,265000,101351001700000001-0000     3K,"c(-73.9631455883935, 40.7595343394548)"
1009300001,825000,100930000100000001-0000    14B,"c(-73.9797767650769, 40.7386766163969)"
1002630008,815000,100263000800000002-0000  B1201,"c(-73.9789832236522, 40.7129513545995)"
1013340022,240000,101334002200000001-0000   1207,"c(-73.970510856595, 40.7486411257224)"
3069330055,350000,306933005500000002-0000     1C,"c(-73.9916166814721, 40.5893031258185)"
3024470010,410000,302447001000000001-0000     26,"c(-73.9579024543951, 40.7098189343084)"
1013460049,650000,101346004900000001-0000    21A,"c(-73.9663987552624, 40.7569557908689)"
3000860011,815000,300086001100000001-0000     7G,"c(-73.9878532443117, 40.6978012627673)"
4031700001,490000,403170000100000001-0000    617,"c(-73.8536360248987, 40.7259147929921)"
4084890001,375000,408489000100000002-0000     5H,"c(-73.7142119283782, 40.7567797984328)"
1009130028,550000,100913002800000001-0000     3J,"c(-73.9769676548699, 40.7438510105146)"
1013340041,340000,101334004100000001-0000    403,"c(-73.9714800907511, 40.7492114132245)"
1009070056,850000,100907005600000001-0000     8K,"c(-73.9809426313723, 40.7408997795043)"
1008670057,550000,100867005700000001-0000    11A,"c(-73.9815207792645, 40.7502127306809)"
4014390001,225000,401439000100000001-0000     3G,"c(-73.8763676882794, 40.7555627768896)"
3073690027,240000,307369002700000006-0000     6D,"c(-73.9354389667063, 40.5996255238159)"
3054951018,240000,305495101800000001-0000    12D,"c(-73.9704992588398, 40.6200987232079)"
1009160055,340000,100916005500000001-0000     4C,"c(-73.976652611438, 40.7465404910119)"
1009040050,510000,100904005000000001-0000    807,"c(-73.9825127349164, 40.7391502583434)"
3023980015,430000,302398001500000001-0000     22,"c(-73.9535378671326, 40.7111092308563)"
1009090001,450000,100909000100000001-0000    12H,"c(-73.9802762865412, 40.7420132635997)"
4084890001,450000,408489000100000002-0000    21R,"c(-73.7142119283782, 40.7567797984328)"
3060780031,350000,306078003100000002-0000   6C40,"c(-74.0395357339845, 40.6229387798066)"
3010630026,460000,301063002600000001-0000     3E,"c(-73.9735276565273, 40.6742694107397)"
1012330033,750000,101233003300000001-0000     4G,"c(-73.9757369743008, 40.7876834330343)"
4019070001,320000,401907000100000001-0000     2H,"c(-73.8620216182307, 40.7383244663079)"
4084890001,775000,408489000100000002-0000    32W,"c(-73.7142119283782, 40.7567797984328)"
4051370011,450000,405137001100000001-0000    15F,"c(-73.8249662673272, 40.7534095159253)"
4084890001,380000,408489000100000001-0000     8A,"c(-73.7142119283782, 40.7567797984328)"
4021560014,325000,402156001400000001-0000    A52,"c(-73.847755139867, 40.7277423840581)"
4001280007,380000,400128000700000008-0000     2B,"c(-73.9125552266127, 40.7475645954707)"
4021620122,295000,402162012200000001-0000   A107,"c(-73.8474596424591, 40.7377499747607)"
1013940007,530000,101394000700000001-0000     5A,"c(-73.9686455940789, 40.7628128382322)"
1013330023,225000,101333002300000001-0000    207,"c(-73.9708763719043, 40.7479861107679)"
1013340041,293000,101334004100000001-0000    305,"c(-73.9714800907511, 40.7492114132245)"
2059530240,315000,205953024000000003-0000    10R,"c(-73.9054208880704, 40.9092522950817)"
1012040016,1200000,101204001600000001-0000    11C,"c(-73.9686941826875, 40.7886193413378)"
1014080040,995000,101408004000000001-0000    15D,"c(-73.9600967476058, 40.7710051500532)"
3019440004,1100000,301944000400000012-0000    11C,"c(-73.967106055987, 40.6873085495432)"
3009570062,750000,300957006200000001-0000     4A,"c(-73.9774577850105, 40.6746742303075)"
2032260053,165000,203226005300000004-0000     2H,"c(-73.9077536434926, 40.864591539613)"
1005720017,1900000,100572001700000002-0000     15,"c(-73.9981373076781, 40.7335504696866)"
3058380006,470000,305838000600000001-0000     3A,"c(-74.0297838386354, 40.6397895868246)"
4001280007,365000,400128000700000001-0000     3G,"c(-73.9125552266127, 40.7475645954707)"
1013670001,900000,101367000100000001-0000    29C,"c(-73.9631217477455, 40.7570988822293)"
4050200001,530000,405020000100000001-0000    133,"c(-73.8258966666298, 40.7609881325462)"
4083580001,390000,4083580001000002-101000    598,"c(-73.7264747810909, 40.7586543831382)"
4032930050,410000,403293005000000001-0000     2N,"c(-73.8385704945388, 40.717766811261)"
4043420010,330000,404342001000000007-0000     3G,"c(-73.830308683609, 40.7716370413919)"
3007390034,595000,300739003400000001-0000     4A,"c(-74.0051206927974, 40.6471598371679)"
4033220156,340000,403322015600000001-0000     1L,"c(-73.8335858049475, 40.7051928669584)"
4105350010,190000,410535001000000002-0000    A27,"c(-73.7619942165636, 40.7226565765626)"
2052590016,185000,205259001600000001-0000    10A,"c(-73.8361178286264, 40.8804201960037)"
4020860050,285000,402086005000000004-0000     4M,"c(-73.8598809796084, 40.7322696134384)"
3058920035,310000,305892003500000001-0000     2C,"c(-74.0223341191881, 40.6326545332261)"
1021080035,445000,102108003500000002-0000     22,"c(-73.9402259579565, 40.832667191213)"
3073970085,260000,307397008500000001-0000     3B,"c(-73.9579067027006, 40.5941293948077)"
1005550028,970000,100555002800000001-0000    17D,"c(-73.9895949646087, 40.7305811507183)"
4014390001,300000,401439000100000003-0000     2H,"c(-73.8763676882794, 40.7555627768896)"
1015290039,425000,101529003900000004-0000     2D,"c(-73.9542814933498, 40.7769745182727)"
3072740001,330000,307274000100000001-0000    22D,"c(-73.9710655952564, 40.5789176473329)"
3010650037,820000,301065003700000001-0000     9E,"c(-73.9736600052859, 40.673155128746)"
2024610094,404586,202461009400000001-0000    15V,"c(-73.9201361445309, 40.8301511750641)"
3073690027,230000,307369002700000005-0000     3D,"c(-73.9354389667063, 40.5996255238159)"
3058920035,310000,305892003500000001-0000     5B,"c(-74.0223341191881, 40.6326545332261)"
4031700001,310000,403170000100000001-0000    219,"c(-73.8536360248987, 40.7259147929921)"
1015660001,750000,101566000100000001-0000     5A,"c(-73.9487759521699, 40.7769315526863)"
1008910083,355000,100891008300000001-0000     3D,"c(-73.9799139661263, 40.7479145434458)"
1012330033,2650000,101233003300000001-0000    4JK,"c(-73.9757369743008, 40.7876834330343)"
4020860050,400000,402086005000000005-0000    14H,"c(-73.8598809796084, 40.7322696134384)"
3067760065,150000,306776006500000001-0000     1J,"c(-73.9600486565762, 40.609607581338)"
1013300004,1600000,101330000400000001-0000    07L,"c(-73.9674092840309, 40.7597180878506)"
4076320002,420000,407632000200000003-5000 DUPLEX,"c(-73.7556537025174, 40.7435606899748)"
4162300039,275000,416230003900000001-0000     A4,"c(-73.8397857649883, 40.5767508904692)"
4014180001,235000,401418000100000008-0000    410,"c(-73.8795217563289, 40.7572751444081)"
4022510002,300000,402251000200000002-0000     6R,"c(-73.8356715162852, 40.7199383396163)"
1019780001,495000,101978000100000005-0000    04H,"c(-73.9586962723194, 40.8125152615125)"
4098350003,235000,409835000300000001-0000     3T,"c(-73.7874941898549, 40.7123125033642)"
1019780001,645000,101978000100000006-0000    11C,"c(-73.9586962723194, 40.8125152615125)"
2032260053,182000,203226005300000006-0000    12E,"c(-73.9077536434926, 40.864591539613)"
2059530550,250000,205953055000000003-0000     5G,"c(-73.9061150363699, 40.9052352678195)"
3072740015,480000,307274001500000004-0000    20G,"c(-73.9698590156726, 40.5788513122297)"
1021790010,1400000,102179001000000006-0000    049,"c(-73.9400594375885, 40.8534031928776)"
1013340041,335000,101334004100000001-0000    214,"c(-73.9714800907511, 40.7492114132245)"
1009160055,380000,100916005500000001-0000     8D,"c(-73.976652611438, 40.7465404910119)"
4050200001,320000,405020000100000001-0000    706,"c(-73.8258966666298, 40.7609881325462)"
1003110013,830000,100311001300000010-0000  K1302,"c(-73.9880777776326, 40.715404258894)"
1005850012,590000,100585001200000001-0000     1C,"c(-74.0062420975537, 40.7322233226764)"
1013350022,305000,101335002200000001-0000   1501,"c(-73.969992974262, 40.7493465828214)"
2042930010,250000,204293001000000001-0000     6F,"c(-73.8636224292957, 40.8531377714141)"
4114660001,270000,411466000100000003-2000   0046,"c(-73.8473749344947, 40.6647600151762)"
1019780001,495000,101978000100000003-0000    08H,"c(-73.9586962723194, 40.8125152615125)"
4084890001,245000,408489000100000003-0000     1P,"c(-73.7142119283782, 40.7567797984328)"
5000100019,285000,500010001900000001-0000     4L,"c(-74.0787823165954, 40.6448552735597)"
4031000018,285000,403100001800000001-0000     6A,"c(-73.8584950683388, 40.7258414941513)"
1001610001,825000,100161000100000002-0000     2C,"c(-73.9998747178612, 40.7136519832677)"
4014180001,320000,401418000100000005-0000    311,"c(-73.8795217563289, 40.7572751444081)"
1006080039,475000,100608003900000001-0000     7B,"c(-73.9979723151567, 40.7364771133765)"
1015420019,1300000,101542001900000001-0000    17O,"c(-73.9528787717078, 40.7728915760161)"
4021400021,330000,402140002100000001-0000    512,"c(-73.8472125476751, 40.7240715132854)"
4045740080,430000,404574008000000001-0000    11K,"c(-73.7966247995823, 40.7949600276669)"
3054951018,260000,305495101800000001-0000    11F,"c(-73.9704992588398, 40.6200987232079)"
2032260053,265000,203226005300000008-0000     2F,"c(-73.9077536434926, 40.864591539613)"
4033220156,340000,403322015600000001-0000     6K,"c(-73.8335858049475, 40.7051928669584)"
4064940003,370000,4064940003000004-286000      B,"c(-73.8291927436338, 40.729559793319)"
3019440004,775000,301944000400000011-0000    15G,"c(-73.967106055987, 40.6873085495432)"
4079290002,262000,40792900020000001-92000    906,"c(-73.7422140338675, 40.732514357082)"
1008730019,900000,100873001900000001-0000    02U,"c(-73.9866710658313, 40.7360759547587)"
3077770026,215000,307777002600000002-0000     4J,"c(-73.9265529430663, 40.6298079913714)"
3059060018,190000,305906001800000006-0000    211,"c(-74.0307002586211, 40.634034060741)"
1013340041,310000,101334004100000001-0000   2617,"c(-73.9714800907511, 40.7492114132245)"
1003210001,600000,100321000100000010-0000  M0102,"c(-73.9783767808142, 40.7143242282315)"
2032260053,270000,203226005300000004-0000     4C,"c(-73.9077536434926, 40.864591539613)"
3068010001,475000,306801000100000001-0000     3B,"c(-73.9549568653958, 40.6080193567699)"
2057990032,375000,205799003200000001-0000     5N,"c(-73.9099705181684, 40.8876114400619)"
4017270008,185000,401727000800000003-0000     5F,"c(-73.8562352648648, 40.7576018057688)"
2059530038,300000,205953003800000001-0000     7S,"c(-73.9058351988851, 40.906974041001)"
2024610094,140000,202461009400000001-0000   10RR,"c(-73.9201361445309, 40.8301511750641)"
4045880052,370000,404588005200000016-0000     7A,"c(-73.7990264261375, 40.7933536741827)"
4114340025,225000,411434002500000001-0000     5F,"c(-73.8457902030931, 40.6673642578742)"
4096660001,390000,409666000100000001-0000    626,"c(-73.8193752187021, 40.7133189055257)"
1003210001,835000,100321000100000011-0000  L1702,"c(-73.9783767808142, 40.7143242282315)"
5029860012,265000,502986001200000010-0000     D2,"c(-74.0740941930492, 40.6081497779575)"
1013280021,700000,101328002100000001-0000    27R,"c(-73.9667925521844, 40.7578499401902)"
1009300001,525000,100930000100000001-0000    12R,"c(-73.9797767650769, 40.7386766163969)"
2032260053,273000,203226005300000008-0000     1C,"c(-73.9077536434926, 40.864591539613)"
5000180099,355000,500018009900000001-0000    A4D,"c(-74.0799943092564, 40.641423993259)"
1019780001,640000,101978000100000002-0000    08D,"c(-73.9586962723194, 40.8125152615125)"
1022430399,330000,102243039900000001-0000     2F,"c(-73.9179008647923, 40.8712386053519)"
4077420003,367000,4077420003000002-135000   69B2,"c(-73.7533622250934, 40.7408888582161)"
3064950001,280000,306495000100000001-0000     6G,"c(-73.9698034422499, 40.6302063025895)"
4050010001,290000,405001000100000001-0000     6K,"c(-73.8139186749687, 40.7665993658014)"
4012750020,460000,401275002000000001-0000    206,"c(-73.8903174050526, 40.7499249424025)"
1002630008,600000,100263000800000001-0000  A0802,"c(-73.9789832236522, 40.7129513545995)"
1013710014,1800000,101371001400000001-0000     8K,"c(-73.9613878947064, 40.7555808528985)"
1011620029,2245000,101162002900000001-0000    38B,"c(-73.9827863563557, 40.7778001820537)"
