bbl,GROSSCON,COOPUNITKEY,geometry
4073480001,210000,407348000100000016-0000     3D,"c(-73.765027929824, 40.7566532080161)"
4033370060,315000,403337006000000001-0000     3J,"c(-73.8307988796195, 40.7100855610017)"
4021390007,475000,402139000700000001-0000    A61,"c(-73.848674883893, 40.7245529938121)"
3078690011,230000,307869001100000001-0000     4K,"c(-73.9323397723353, 40.6193191964108)"
4084890001,340000,408489000100000002-0000    28R,"c(-73.7142119283782, 40.7567797984328)"
3019440004,760000,301944000400000009-0000     3G,"c(-73.967106055987, 40.6873085495432)"
3061110001,520000,306111000100000001-0000     4K,"c(-74.0386446499998, 40.6176540694144)"
1013680025,650000,101368002500000001-0000    17G,"c(-73.9611929389599, 40.7572188102674)"
1003110013,999000,100311001300000009-0000  J1803,"c(-73.9880777776326, 40.715404258894)"
4077480500,450000,407748050000000019-1000  19W5D,"c(-73.7584927466073, 40.7372933036104)"
1008770074,400000,100877007400000001-0000    11L,"c(-73.98573982653, 40.7388301636605)"
1009300001,715000,100930000100000001-0000    17M,"c(-73.9797767650769, 40.7386766163969)"
3051560048,550000,305156004800000001-0000     6E,"c(-73.9656056289654, 40.6392729143911)"
2058363250,175000,205836325000000001-0000     5B,"c(-73.8987862349564, 40.8982896349666)"
1014460023,720000,101446002300000001-0000   A804,"c(-73.9567296656672, 40.7676355726799)"
1006240001,900000,100624000100000001-0000     5F,"c(-74.0062274407745, 40.7367117955329)"
1009210019,535000,100921001900000001-0000    10A,"c(-73.9831846061842, 40.7319207283437)"
1015650009,500000,101565000900000001-0000     9F,"c(-73.9488087678181, 40.775994580098)"
4051850043,350000,405185004300000001-0000     4M,"c(-73.8213777163982, 40.7561084234892)"
1003150001,1100000,100315000100000001-0000  A1006,"c(-73.9859018520821, 40.7150585343655)"
1012330033,750000,101233003300000001-0000     6F,"c(-73.9757369743008, 40.7876834330343)"
1021800633,360000,102180063300000001-0000     4H,"c(-73.9322126897869, 40.8586691321111)"
4012380006,355000,401238000600000001-0000     1S,"c(-73.9118126841336, 40.7466022177993)"
4043120010,325000,404312001000000006-0000     2C,"c(-73.8288909797384, 40.7731266239402)"
3002380026,2650000,300238002600000001-0000     PH,"c(-73.9922196495421, 40.6963139356888)"
3012490007,740000,301249000700000001-0000     6J,"c(-73.9470652815704, 40.6720999856142)"
4033380030,365000,403338003000000001-0000     3E,"c(-73.8288047218657, 40.7082041998762)"
1014890037,330000,101489003700000004-0000     6E,"c(-73.9500131212496, 40.7700681792284)"
4014200001,350000,401420000100000004-0000    101,"c(-73.877661329052, 40.7574669231441)"
3072240050,335000,307224005000000006-0000     3E,"c(-73.9618188693742, 40.5882126558982)"
3053290072,325000,305329007200000001-0000    17G,"c(-73.9740414304079, 40.646687655518)"
1013380012,280000,101338001200000001-0000     8A,"c(-73.9695215962409, 40.7514558101035)"
3054951014,300000,305495101400000003-0000     1D,"c(-73.9705093414895, 40.619712401702)"
4067150002,215000,406715000200000001-0000    30A,"c(-73.8125568418903, 40.7171201503759)"
1021790010,585000,102179001000000005-0000    093,"c(-73.9400594375885, 40.8534031928776)"
4083370001,400000,40833700010000002-54000    256,"c(-73.7298551227286, 40.7596036895046)"
1013350022,305000,101335002200000001-0000   1420,"c(-73.969992974262, 40.7493465828214)"
1013340022,270000,101334002200000001-0000   1110,"c(-73.970510856595, 40.7486411257224)"
3019440004,775000,301944000400000009-0000    12H,"c(-73.967106055987, 40.6873085495432)"
1010660037,635000,101066003700000001-0000     4D,"c(-73.9866209331722, 40.7679490557796)"
4011110001,312000,401111000100000015-0000    H5E,"c(-73.9059545133664, 40.7582907935241)"
1005730043,410000,100573004300000001-0000   1221,"c(-73.9963064633123, 40.7332486816949)"
4050020042,340000,405002004200000001-0000     5E,"c(-73.8256345252182, 40.7650273442211)"
1006320017,755000,100632001700000001-0000     7K,"c(-74.0073500462308, 40.7346318287013)"
1008570018,650000,100857001800000001-0000     4E,"c(-73.9863526255524, 40.7437439243254)"
2059200653,450000,205920065300000001-0000    14H,"c(-73.9162544571808, 40.8882719792518)"
4062270088,225000,406227008800000001-0000     1B,"c(-73.7737875843146, 40.7631072662931)"
1006070038,505000,100607003800000001-0000     3H,"c(-73.9983668659649, 40.7360130509613)"
4042850010,280000,404285001000000005-0000     6G,"c(-73.827187333436, 40.7746679600832)"
3069330055,400000,306933005500000001-0000    13C,"c(-73.9916166814721, 40.5893031258185)"
4083580001,405000,40835800010000002-54000    767,"c(-73.7264747810909, 40.7586543831382)"
1011380053,685000,101138005300000001-0000     6L,"c(-73.9832294704406, 40.7748765757229)"
1022430399,330000,102243039900000001-0000     5F,"c(-73.9179008647923, 40.8712386053519)"
4022110001,550000,402211000100000001-0000    701,"c(-73.8466851751238, 40.7250125688098)"
1013300038,560000,101330003800000001-0000    17C,"c(-73.9667975189131, 40.7596297479267)"
4032930050,410000,403293005000000001-0000     1O,"c(-73.8385704945388, 40.717766811261)"
1015420019,1300000,101542001900000001-1000     9E,"c(-73.9528787717078, 40.7728915760161)"
2059530230,360000,205953023000000002-0000    10X,"c(-73.9054961445133, 40.9082120047334)"
4083740056,253000,40837400560000002-29000   1361,"c(-73.7248960232409, 40.7560788507832)"
4014740012,430000,401474001200000001-0000   002B,"c(-73.8797559186061, 40.7491560508466)"
4058780003,280000,405878000300000001-0000     5C,"c(-73.7819471174009, 40.780451839894)"
4077540003,360000,40775400030000003-83000  206A2,"c(-73.7527434776046, 40.7387611497005)"
1012170064,1700000,101217006400000001-0000     7C,"c(-73.9743834800328, 40.7880020631668)"
3061210003,465000,306121000300000001-0000     1L,"c(-74.0352717773794, 40.6166745278099)"
4079120050,165000,407912005000000003-0000     1J,"c(-73.7445255835206, 40.735656032127)"
4022150001,550000,402215000100000001-0000     5N,"c(-73.844887377177, 40.7224968875754)"
4097110032,270000,409711003200000002-0000     1C,"c(-73.8163081305868, 40.7092574255909)"
4047720001,250000,404772000100000003-0000     1F,"c(-73.8255802117498, 40.7734546581917)"
1013350022,435000,101335002200000001-0000    511,"c(-73.969992974262, 40.7493465828214)"
4084890001,380000,408489000100000001-0000    11D,"c(-73.7142119283782, 40.7567797984328)"
3074560006,285000,307456000600000001-0000     4E,"c(-73.9574654132124, 40.587190158087)"
3066140017,265000,306614001700000001-0000     5N,"c(-73.9658739093247, 40.6113799559533)"
3088190011,225000,308819001100000002-0000     5A,"c(-73.9328810656955, 40.6015428457008)"
4011110001,280000,401111000100000011-0000    F4F,"c(-73.9059545133664, 40.7582907935241)"
1015220020,470000,101522002000000001-0000     1F,"c(-73.9518786434269, 40.7839400367331)"
1013940007,675000,101394000700000001-0000    16E,"c(-73.9686455940789, 40.7628128382322)"
1021800522,340000,102180052200000001-0000     5S,"c(-73.9328743326719, 40.8577504989919)"
4014180001,320000,401418000100000003-0000    103,"c(-73.8795217563289, 40.7572751444081)"
1018920006,2900000,101892000600000001-0000     6A,"c(-73.9692639938007, 40.8022400407003)"
4001770001,330000,400177000100000011-0000     4F,"c(-73.92195714688, 40.7386545460736)"
2032260053,278000,203226005300000001-0000    17G,"c(-73.9077536434926, 40.864591539613)"
3067010064,450000,306701006400000003-0000    310,"c(-73.9597151082356, 40.6287823582442)"
3086800001,570000,308680000100000002-0000    12A,"c(-73.9671095231509, 40.5754784913281)"
3000860011,320000,300086001100000007-0000     6J,"c(-73.9878532443117, 40.6978012627673)"
1013650020,425000,101365002000000001-0000    2MN,"c(-73.9628523541684, 40.7553462616477)"
3019050001,600000,301905000100000001-0000    116,"c(-73.96519635708, 40.6925684261311)"
4077480500,450000,407748050000000019-1000  19W3D,"c(-73.7584927466073, 40.7372933036104)"
3072240050,335000,307224005000000005-0000     4J,"c(-73.9618188693742, 40.5882126558982)"
1021800633,575000,102180063300000006-0000     2B,"c(-73.9322126897869, 40.8586691321111)"
3067090001,352000,306709000100000001-0000    302,"c(-73.9604007240877, 40.6270757908804)"
1013660025,1400000,101366002500000001-0000    16G,"c(-73.962196455057, 40.7558814262349)"
4017270008,125000,401727000800000006-0000     1A,"c(-73.8562352648648, 40.7576018057688)"
2059530240,210000,205953024000000003-0000     5M,"c(-73.9054208880704, 40.9092522950817)"
1008910083,355000,100891008300000001-0000     4C,"c(-73.9799139661263, 40.7479145434458)"
4059380005,525000,405938000500000001-0000     8N,"c(-73.7758752818077, 40.7850229651994)"
3086800001,480000,308680000100000001-0000     2O,"c(-73.9671095231509, 40.5754784913281)"
4053740016,430000,405374001600000001-0000     3T,"c(-73.8194318821809, 40.7587681336446)"
1013280021,735000,101328002100000001-0000    27L,"c(-73.9667925521844, 40.7578499401902)"
1013300007,400000,101330000700000001-0000     3A,"c(-73.9670616182532, 40.7594249184135)"
1005610014,1850000,100561001400000001-0000     5J,"c(-73.9925402462671, 40.731955351898)"
3066190001,285000,306619000100000001-0000    B14,"c(-73.9857443756585, 40.607140152278)"
4043400010,285000,404340001000000003-0000     2J,"c(-73.8310512966612, 40.7707796940356)"
3066140017,265000,306614001700000001-0000     3K,"c(-73.9658739093247, 40.6113799559533)"
1013640005,675000,101364000500000001-0000    1AB,"c(-73.9642732328611, 40.7551225827802)"
4033220024,265000,403322002400000003-0000     2B,"c(-73.8329831364134, 40.706009586921)"
4020860050,330000,402086005000000001-0000    11M,"c(-73.8598809796084, 40.7322696134384)"
4014180001,320000,401418000100000004-0000    111,"c(-73.8795217563289, 40.7572751444081)"
3000860011,290000,300086001100000004-0000     3B,"c(-73.9878532443117, 40.6978012627673)"
4019110001,420000,401911000100000001-0000     C3,"c(-73.8665538889279, 40.7352867687416)"
4011110001,280000,401111000100000001-0000    I4O,"c(-73.9059545133664, 40.7582907935241)"
1009090001,450000,100909000100000001-0000     4H,"c(-73.9802762865412, 40.7420132635997)"
4092090049,205000,409209004900000001-0000     2C,"c(-73.8360518966568, 40.7041431360332)"
1014280017,450000,101428001700000001-0000    10G,"c(-73.9583560180008, 40.7699418815408)"
4077420003,323000,40774200030000002-34000  115A1,"c(-73.7533622250934, 40.7408888582161)"
4043430010,385000,404343001000000006-0000     5E,"c(-73.8282012079768, 40.7720074453794)"
1013350022,290000,101335002200000001-0000   1101,"c(-73.969992974262, 40.7493465828214)"
1005730043,410000,100573004300000001-0000    931,"c(-73.9963064633123, 40.7332486816949)"
4083630001,300000,40836300010000003-55000   1068,"c(-73.725541009333, 40.7571409008277)"
4021570015,400000,402157001500000001-0000    28D,"c(-73.8474327723481, 40.7270730198984)"
4076360007,216000,40763600070000002-49000   202B,"c(-73.7603879652191, 40.7409365865241)"
5000100019,180000,500010001900000001-0000     4P,"c(-74.0787823165954, 40.6448552735597)"
1013330023,290000,101333002300000001-0000    636,"c(-73.9708763719043, 40.7479861107679)"
2057220445,410000,205722044500000001-0000    11C,"c(-73.9168597790226, 40.878087619241)"
1005560044,750000,100556004400000001-0000     3A,"c(-73.9897018751881, 40.7323515654729)"
1008710044,750000,100871004400000001-0000     5D,"c(-73.9867597644408, 40.7345707195945)"
4084890001,575000,408489000100000001-0000     5D,"c(-73.7142119283782, 40.7567797984328)"
4084890001,450000,408489000100000001-0000    11K,"c(-73.7142119283782, 40.7567797984328)"
1013340022,270000,101334002200000001-0000    806,"c(-73.970510856595, 40.7486411257224)"
1015550023,580000,101555002300000001-0000    17F,"c(-73.9467014930952, 40.7811837062279)"
4043430010,385000,404343001000000003-0000     6B,"c(-73.8282012079768, 40.7720074453794)"
4012540012,312170,401254001200000003-0000     5E,"c(-73.8857010302976, 40.7546563972212)"
1013710014,1800000,101371001400000001-0000    15L,"c(-73.9613878947064, 40.7555808528985)"
1013670001,530000,101367000100000001-0000     3M,"c(-73.9631217477455, 40.7570988822293)"
1014280017,380000,101428001700000001-0000     2B,"c(-73.9583560180008, 40.7699418815408)"
3073690027,230000,307369002700000005-0000     1B,"c(-73.9354389667063, 40.5996255238159)"
4011110001,315000,401111000100000002-0000    A2E,"c(-73.9059545133664, 40.7582907935241)"
1013340041,330000,101334004100000001-0000    212,"c(-73.9714800907511, 40.7492114132245)"
4058780050,268000,405878005000000004-0000     4G,"c(-73.7826850253958, 40.7799617295456)"
4084890001,260000,408489000100000001-0000    27P,"c(-73.7142119283782, 40.7567797984328)"
4005570003,500000,400557000300000001-0000    12B,"c(-73.9317116636673, 40.7626039028715)"
1014460023,885000,101446002300000001-0000  B1511,"c(-73.9567296656672, 40.7676355726799)"
4051370055,450000,405137005500000001-0000     7A,"c(-73.825493279034, 40.7546288559222)"
4012540012,300000,401254001200000002-0000     1J,"c(-73.8857010302976, 40.7546563972212)"
1014470019,520000,101447001900000001-0000    31D,"c(-73.9564599780601, 40.7683018702458)"
4077480500,235000,407748050000000004-0000    32D,"c(-73.7584927466073, 40.7372933036104)"
1011380001,425000,101138000100000001-0000    PHH,"c(-73.983759425779, 40.7748586948902)"
4058780003,255000,405878000300000004-0000     2B,"c(-73.7819471174009, 40.780451839894)"
4014590001,340000,401459000100000002-0000     5C,"c(-73.8812700791886, 40.7512518800871)"
4077320002,240000,407732000200000008-0000    85A,"c(-73.760419107419, 40.7391261677651)"
4096650001,245000,409665000100000001-0000     4C,"c(-73.8189289642914, 40.7123415938686)"
3009570062,750000,300957006200000001-0000     1G,"c(-73.9774577850105, 40.6746742303075)"
4012790058,470000,401279005800000001-0000     3J,"c(-73.8870615023608, 40.75083948091)"
4043120010,325000,404312001000000005-0000     1B,"c(-73.8288909797384, 40.7731266239402)"
3061270011,410000,306127001100000001-0000     4O,"c(-74.0317440040313, 40.6143141544164)"
4021620122,275000,402162012200000001-0000   C208,"c(-73.8474596424591, 40.7377499747607)"
1019780001,640000,101978000100000002-0000    09G,"c(-73.9586962723194, 40.8125152615125)"
4077420003,324800,40774200030000002-77000   82A2,"c(-73.7533622250934, 40.7408888582161)"
1014690028,460000,101469002800000001-0000     5F,"c(-73.9527763217595, 40.7687445920503)"
1019780001,640000,101978000100000003-0000     MC,"c(-73.9586962723194, 40.8125152615125)"
4033340250,320000,403334025000000001-0000     4B,"c(-73.8341759177803, 40.7131406081948)"
4064940003,280000,4064940003000004-137000      A,"c(-73.8291927436338, 40.729559793319)"
1019780001,735000,101978000100000001-0000    02G,"c(-73.9586962723194, 40.8125152615125)"
4077420003,367000,40774200030000002-52000   97B2,"c(-73.7533622250934, 40.7408888582161)"
4076320002,340000,407632000200000003-1000 DUPLEX,"c(-73.7556537025174, 40.7435606899748)"
4001770001,325000,400177000100000005-0000     3F,"c(-73.92195714688, 40.7386545460736)"
1013340022,270000,101334002200000001-0000    614,"c(-73.970510856595, 40.7486411257224)"
4021530001,259000,402153000100000003-0000     1F,"c(-73.8491694210115, 40.7296373237648)"
1003210001,900000,100321000100000010-0000  M1406,"c(-73.9783767808142, 40.7143242282315)"
4001770001,540000,400177000100000001-0000     1A,"c(-73.92195714688, 40.7386545460736)"
1013280021,650000,101328002100000001-0000    21H,"c(-73.9667925521844, 40.7578499401902)"
3061270011,410000,306127001100000001-0000     2A,"c(-74.0317440040313, 40.6143141544164)"
1014830038,360000,101483003800000001-0000     1E,"c(-73.9528275583435, 40.7659770206187)"
4014590001,315000,401459000100000001-0000     2G,"c(-73.8812700791886, 40.7512518800871)"
2059530550,170000,205953055000000005-0000     2C,"c(-73.9061150363699, 40.9052352678195)"
4031710019,310000,403171001900000001-0000     6A,"c(-73.8527977358175, 40.7258736983519)"
2059530038,220000,205953003800000001-0000     2A,"c(-73.9058351988851, 40.906974041001)"
1013340022,280000,101334002200000001-0000    401,"c(-73.970510856595, 40.7486411257224)"
1012940033,980000,101294003300000001-0000     9H,"c(-73.9707312114566, 40.7627331162852)"
4018720011,475000,401872001100000001-0000     3D,"c(-73.868774597856, 40.7364952798012)"
4082560108,235000,408256010800000002-0000     4M,"c(-73.7258707216297, 40.7657529221731)"
2057960107,235000,205796010700000001-0000     2E,"c(-73.9081471574378, 40.8866364263584)"
1010490001,650000,101049000100000002-0000   10VN,"c(-73.9841248570306, 40.7689490314921)"
2057370061,365000,205737006100000001-0000     6G,"c(-73.9148094051542, 40.8829345743236)"
1013280021,630000,101328002100000001-0000     7A,"c(-73.9667925521844, 40.7578499401902)"
2032260053,182000,203226005300000003-0000    15E,"c(-73.9077536434926, 40.864591539613)"
4020860050,285000,402086005000000005-0000     7G,"c(-73.8598809796084, 40.7322696134384)"
1015860021,685000,101586002100000001-0000    10N,"c(-73.9435233686531, 40.7773434164237)"
2059530550,250000,205953055000000001-0000     2G,"c(-73.9061150363699, 40.9052352678195)"
4042850010,340000,404285001000000007-0000     2C,"c(-73.827187333436, 40.7746679600832)"
3060780031,350000,306078003100000002-0000   4D40,"c(-74.0395357339845, 40.6229387798066)"
1013650020,755000,101365002000000001-0000   12HN,"c(-73.9628523541684, 40.7553462616477)"
3019020001,730000,301902000100000005-0000     9G,"c(-73.9681310607595, 40.6922421297711)"
4084890001,260000,408489000100000001-0000    25Y,"c(-73.7142119283782, 40.7567797984328)"
3088080059,300000,308808005900000001-0000    517,"c(-73.9316863587374, 40.584782264496)"
3072740001,330000,307274000100000001-0000     8H,"c(-73.9710655952564, 40.5789176473329)"
1010090029,450000,101009002900000001-0000     7K,"c(-73.9778311252215, 40.7640913929086)"
3088060150,275000,308806015000000003-0000     4K,"c(-73.9331163373724, 40.5875877246436)"
4042850010,345000,404285001000000007-0000     5C,"c(-73.827187333436, 40.7746679600832)"
4067150002,215000,406715000200000001-0000    77A,"c(-73.8125568418903, 40.7171201503759)"
4079140002,270000,4079140002000002-136000   2413,"c(-73.7438653541695, 40.7326859961419)"
1003860020,705000,100386002000000001-0000    1CD,"c(-73.9815305716553, 40.7226183150857)"
1013500020,1250000,101350002000000001-0000     3B,"c(-73.9632904230948, 40.7587714106616)"
4105240001,260000,410524000100000005-0000     1D,"c(-73.766786511428, 40.7198551644555)"
2031730013,200000,203173001300000001-0000     4F,"c(-73.8999795040673, 40.8608465026821)"
1014830038,545000,101483003800000001-0000     5T,"c(-73.9528275583435, 40.7659770206187)"
1005660018,1600000,100566001800000001-0000    10D,"c(-73.9949969035654, 40.7320770876281)"
4021520106,280000,402152010600000001-0000     4G,"c(-73.850191738132, 40.7302330034462)"
4021520106,280000,402152010600000001-0000     2G,"c(-73.850191738132, 40.7302330034462)"
4045740080,425000,404574008000000001-0000     4J,"c(-73.7966247995823, 40.7949600276669)"
1008880037,600000,100888003700000001-0000    12A,"c(-73.9792260203021, 40.7447617755381)"
3002170001,585000,300217000100000001-0000     6D,"c(-73.9918650635539, 40.6987793276441)"
4017270008,185000,401727000800000001-0000     4B,"c(-73.8562352648648, 40.7576018057688)"
4073490001,245000,407349000100000019-0000     3D,"c(-73.7640803706605, 40.7568644372392)"
4005570003,490000,400557000300000013-0000     2A,"c(-73.9317116636673, 40.7626039028715)"
1013380005,1150000,101338000500000001-0000    23G,"c(-73.9699269796242, 40.7517689843256)"
1015420019,725000,101542001900000001-1000    21G,"c(-73.9528787717078, 40.7728915760161)"
4077420003,323000,4077420003000002-140000   74A2,"c(-73.7533622250934, 40.7408888582161)"
4019460001,215000,401946000100000001-0000     6A,"c(-73.8586287587555, 40.7376258541913)"
1007470028,1680000,100747002800000001-0000     8C,"c(-73.99912911406, 40.7458124263723)"
4042850010,330000,404285001000000012-0000     3D,"c(-73.827187333436, 40.7746679600832)"
4077480500,230000,407748050000000006-0000    51G,"c(-73.7584927466073, 40.7372933036104)"
1013650020,970000,101365002000000001-0000    8BS,"c(-73.9628523541684, 40.7553462616477)"
1011840087,385000,101184008700000001-0000    11F,"c(-73.9837313165334, 40.7817556343155)"
4033350023,290000,403335002300000001-0000    19G,"c(-73.833725561877, 40.7121757035697)"
4042850010,350000,404285001000000008-0000     3D,"c(-73.827187333436, 40.7746679600832)"
1013820069,1300000,101382006900000001-0000     6E,"c(-73.9687182153447, 40.769471047801)"
4073480001,210000,407348000100000017-0000    2B1,"c(-73.765027929824, 40.7566532080161)"
4011110001,300000,401111000100000001-0000    C2P,"c(-73.9059545133664, 40.7582907935241)"
4042850010,345000,404285001000000001-0000     4C,"c(-73.827187333436, 40.7746679600832)"
1019780001,735000,101978000100000004-0000    19A,"c(-73.9586962723194, 40.8125152615125)"
1003150001,1100000,100315000100000003-0000  C1605,"c(-73.9859018520821, 40.7150585343655)"
4012790015,280000,401279001500000001-0000      2,"c(-73.8866988859833, 40.7508877232824)"
1005560044,750000,100556004400000001-0000     8K,"c(-73.9897018751881, 40.7323515654729)"
3000860011,550000,300086001100000002-0000    17H,"c(-73.9878532443117, 40.6978012627673)"
1015650009,500000,101565000900000001-0000     3D,"c(-73.9488087678181, 40.775994580098)"
1015790049,490000,101579004900000001-0000     8D,"c(-73.94824331055, 40.7735785091686)"
2057220445,225000,205722044500000001-0000    12U,"c(-73.9168597790226, 40.878087619241)"
1003860020,705000,100386002000000001-0000    5CD,"c(-73.9815305716553, 40.7226183150857)"
4020930245,520000,402093024500000004-0000    15J,"c(-73.8592631495645, 40.7336443755107)"
4084890001,235000,408489000100000001-0000    10J,"c(-73.7142119283782, 40.7567797984328)"
4020860050,290000,402086005000000001-0000    10B,"c(-73.8598809796084, 40.7322696134384)"
3020680001,515000,302068000100000002-0000     6C,"c(-73.978429084813, 40.6927283860604)"
4011110001,325000,401111000100000001-0000    J5H,"c(-73.9059545133664, 40.7582907935241)"
3067010064,450000,306701006400000003-0000    104,"c(-73.9597151082356, 40.6287823582442)"
3051560048,530000,305156004800000001-0000     2R,"c(-73.9656056289654, 40.6392729143911)"
3066810415,250000,306681041500000001-0000    F14,"c(-73.9675492628616, 40.6044647888692)"
1011250024,2425000,101125002400000001-0000    23R,"c(-73.9768470867773, 40.7770766339652)"
4058780050,268000,405878005000000001-0000     3J,"c(-73.7826850253958, 40.7799617295456)"
1021790373,525000,102179037300000001-0000     5M,"c(-73.9363579346559, 40.8568991813146)"
1014970007,725000,101497000700000001-0000     6D,"c(-73.9600723372854, 40.7807444227856)"
4084010350,250000,40840103500000001-22000   192A,"c(-73.7217556618658, 40.7508521895601)"
4077390003,325000,407739000300000001-3000  380A2,"c(-73.7560069493339, 40.7404422666459)"
1015190046,300000,101519004600000001-0000     6J,"c(-73.9528224182584, 40.7822475634987)"
4077390003,332000,40773900030000001-47000  355A2,"c(-73.7560069493339, 40.7404422666459)"
1005890014,465000,100589001400000002-0000     14,"c(-74.0021690255389, 40.7312078580916)"
1010490001,650000,101049000100000001-0000    3BS,"c(-73.9841248570306, 40.7689490314921)"
1013350022,305000,101335002200000001-0000   1212,"c(-73.969992974262, 40.7493465828214)"
3072740015,480000,307274001500000004-0000    12F,"c(-73.9698590156726, 40.5788513122297)"
1013340041,435000,101334004100000001-0000   1810,"c(-73.9714800907511, 40.7492114132245)"
1009050026,775000,100905002600000001-0000     2G,"c(-73.9805910177636, 40.7388700344371)"
3068010001,475000,306801000100000001-0000     2J,"c(-73.9549568653958, 40.6080193567699)"
4077390003,360000,40773900030000001-67000  400A2,"c(-73.7560069493339, 40.7404422666459)"
1013680025,1550000,101368002500000001-0000    11F,"c(-73.9611929389599, 40.7572188102674)"
2059120091,230000,205912009100000002-0000     7M,"c(-73.9090909930085, 40.8964550555064)"
1009400048,450000,100940004800000001-0000     4F,"c(-73.9743894817805, 40.7447741873309)"
1007900001,1050000,100790000100000001-0000     5E,"c(-73.9990770486697, 40.7387520362848)"
1021790010,1400000,102179001000000004-0000    099,"c(-73.9400594375885, 40.8534031928776)"
4032360035,425000,403236003500000001-0000    15X,"c(-73.8492554856544, 40.7221531757117)"
2059530230,220000,205953023000000002-0000     3M,"c(-73.9054961445133, 40.9082120047334)"
4084010675,300000,40840106750000002-43000    33A,"c(-73.7234374600889, 40.7512949406207)"
3000860011,600000,300086001100000001-0000    16B,"c(-73.9878532443117, 40.6978012627673)"
2033070001,210000,203307000100000001-0000     6F,"c(-73.8852143741952, 40.8724035916938)"
4084890001,235000,408489000100000002-0000     4B,"c(-73.7142119283782, 40.7567797984328)"
2032950033,230000,203295003300000001-0000     1G,"c(-73.889402286594, 40.8684145462881)"
1013670001,540000,101367000100000001-0000    35K,"c(-73.9631217477455, 40.7570988822293)"
1015660001,750000,101566000100000001-0000     3A,"c(-73.9487759521699, 40.7769315526863)"
4059380005,390000,405938000500000001-0000    11B,"c(-73.7758752818077, 40.7850229651994)"
3065030030,415000,306503003000000001-0000    412,"c(-73.9720574103964, 40.6283854251558)"
3068360064,230000,306836006400000001-0000     3E,"c(-73.9427345183692, 40.6066991324942)"
2042930010,250000,204293001000000002-0000     4G,"c(-73.8636224292957, 40.8531377714141)"
4079140002,270000,4079140002000002-157000   2611,"c(-73.7438653541695, 40.7326859961419)"
4064940003,280000,4064940003000004-203000      A,"c(-73.8291927436338, 40.729559793319)"
4021360021,340000,402136002100000001-0000     3E,"c(-73.849756572397, 40.7265282840993)"
1014970007,725000,101497000700000001-0000     6C,"c(-73.9600723372854, 40.7807444227856)"
1015860021,685000,101586002100000001-0000     1L,"c(-73.9435233686531, 40.7773434164237)"
4021480001,493392,402148000100000003-0000     3D,"c(-73.8510879399311, 40.7328836003535)"
1008170029,700000,100817002900000001-0000    5RN,"c(-73.9938596858644, 40.7374329047939)"
3067010064,620000,306701006400000003-0000    509,"c(-73.9597151082356, 40.6287823582442)"
4084890001,245000,408489000100000002-0000    21B,"c(-73.7142119283782, 40.7567797984328)"
1011790019,1100000,101179001900000001-0000    9FE,"c(-73.9876459074926, 40.7766080155806)"
1016030069,3850000,101603006900000001-0000  1011D,"c(-73.9546067391752, 40.7888733232771)"
4039070975,170000,403907097500000001-1000     2J,"c(-73.8516308223066, 40.6991314383951)"
2032260053,165000,203226005300000005-0000     8D,"c(-73.9077536434926, 40.864591539613)"
1006320017,755000,100632001700000001-0000     4E,"c(-74.0073500462308, 40.7346318287013)"
1013310017,625000,101331001700000001-0000    14C,"c(-73.9657646758051, 40.759818011522)"
4039070960,250000,403907096000000003-0000     2U,"c(-73.852322970255, 40.7001350625872)"
4001280007,555135,400128000700000004-0000     6E,"c(-73.9125552266127, 40.7475645954707)"
4053100001,208000,405310000100000001-2000    105,"c(-73.7925561514965, 40.7618716065937)"
1011240046,450000,101124004600000001-0000   405B,"c(-73.9774645727474, 40.7765438940751)"
4045740080,425000,404574008000000001-0000    21L,"c(-73.7966247995823, 40.7949600276669)"
1013350022,270000,101335002200000001-0000    909,"c(-73.969992974262, 40.7493465828214)"
1011290039,1160000,101129003900000001-0000     4D,"c(-73.9746057758712, 40.7796128481726)"
3071780022,340000,307178002200000001-0000    712,"c(-73.967910723122, 40.5914731127727)"
4097180002,230000,409718000200000001-0000    304,"c(-73.8163685846512, 40.7131582512318)"
1015560023,540000,101556002300000001-0000     2J,"c(-73.9462546867286, 40.7817804681218)"
4077390003,367000,40773900030000001-55000  388B1,"c(-73.7560069493339, 40.7404422666459)"
4059380003,335000,405938000300000001-0000     6K,"c(-73.7759418410701, 40.7856046529617)"
4084890001,750000,408489000100000003-0000    15D,"c(-73.7142119283782, 40.7567797984328)"
4077480500,210000,407748050000000004-1000    32L,"c(-73.7584927466073, 40.7372933036104)"
1001170001,710000,100117000100000002-0000    14F,"c(-73.9998514726025, 40.7125282427346)"
3019050080,510000,301905008000000002-0000   1118,"c(-73.9642897086189, 40.6926747148287)"
4042850010,350000,404285001000000012-0000     3B,"c(-73.827187333436, 40.7746679600832)"
2059010001,650000,205901000100000001-0000     7Y,"c(-73.9145372157692, 40.8854677126167)"
3000860011,550000,300086001100000007-0000    10I,"c(-73.9878532443117, 40.6978012627673)"
4058780003,330000,405878000300000004-0000     1A,"c(-73.7819471174009, 40.780451839894)"
1013340041,320000,101334004100000001-0000    907,"c(-73.9714800907511, 40.7492114132245)"
4012790015,280000,401279001500000001-0000     33,"c(-73.8866988859833, 40.7508877232824)"
3074490025,280000,307449002500000001-0000     4C,"c(-73.9359502410117, 40.5904256428606)"
