"","TABLE_NAME","COLUMN_NAME","TYPE","DESCRIPTION"
"1","VW_PDM_CONDBASE","APTNO","VARCHAR2","REM_PRCL_LOCN_APT"
"2","VW_PDM_CONDBASE","AR","VARCHAR2","PRC_PF_06 : ARATING"
"3","VW_PDM_CONDBASE","ATTSFLA","NUMBER","SUB_AREA_GROSS(PAF):PARTIAL FL. AREA"
"4","VW_PDM_CONDBASE","AVDECL","NUMBER","PHYSICAL DECREASE - LAND"
"5","VW_PDM_CONDBASE","AVDECT","NUMBER","PHYSICAL DECREASE - TOTAL"
"6","VW_PDM_CONDBASE","AVEQLL","NUMBER","EQ. CHANGES - LAND"
"7","VW_PDM_CONDBASE","AVEQLT","NUMBER","TOTAL EQ. CHANGES"
"8","VW_PDM_CONDBASE","AVFDECL","NUMBER","PHYSICAL DECREASE - LAND"
"9","VW_PDM_CONDBASE","AVFDECT","NUMBER","PHYSICAL DECREASE - TOTAL"
"10","VW_PDM_CONDBASE","AVFEQLL","NUMBER","EQ. CHANGES - LAND"
"11","VW_PDM_CONDBASE","AVFEQLT","NUMBER","TOTAL EQ. CHANGES"
"12","VW_PDM_CONDBASE","AVFINCL","NUMBER","PHYSICAL INCREASE - LAND"
"13","VW_PDM_CONDBASE","AVFINCT","NUMBER","PHYSICAL INCREASE - TOTAL"
"14","VW_PDM_CONDBASE","AVIDECL","NUMBER","PHYSICAL DECREASE - LAND"
"15","VW_PDM_CONDBASE","AVIDECT","NUMBER","PHYSICAL DECREASE - TOTAL"
"16","VW_PDM_CONDBASE","AVIEQLL","NUMBER","EQ. CHANGES - LAND"
"17","VW_PDM_CONDBASE","AVIEQLT","NUMBER","TOTAL EQ. CHANGES"
"18","VW_PDM_CONDBASE","AVIINCL","NUMBER","PHYSICAL INCREASE - LAND"
"19","VW_PDM_CONDBASE","AVIINCT","NUMBER","PHYSICAL INCREASE - TOTAL"
"20","VW_PDM_CONDBASE","AVINCL","NUMBER","PHYSICAL INCREASE - LAND"
"21","VW_PDM_CONDBASE","AVINCT","NUMBER","PHYSICAL INCREASE - TOTAL"
"22","VW_PDM_CONDBASE","AVRDECL","NUMBER","PHYSICAL DECREASE - LAND"
"23","VW_PDM_CONDBASE","AVRDECT","NUMBER","PHYSICAL DECREASE - TOTAL"
"24","VW_PDM_CONDBASE","AVREQLL","NUMBER","EQ. CHANGES - LAND"
"25","VW_PDM_CONDBASE","AVREQLT","NUMBER","TOTAL EQ. CHANGES"
"26","VW_PDM_CONDBASE","AVRINCL","NUMBER","PHYSICAL INCREASE - LAND"
"27","VW_PDM_CONDBASE","AVRINCT","NUMBER","PHYSICAL INCREASE - TOTAL"
"28","VW_PDM_CONDBASE","BC","VARCHAR2","REM_BLDG_CLASS"
"29","VW_PDM_CONDBASE","BEDRM1","NUMBER","CONSTRCDM.CNS_NUM_PARK_EASEMENT"
"30","VW_PDM_CONDBASE","BEDRM2","NUMBER","CONSTRCDM.CNS_NUM_PARK_COMMON"
"31","VW_PDM_CONDBASE","BILLBLOCK","NUMBER","REM_MBLU_BLOCK : BILLING BLOCK"
"32","VW_PDM_CONDBASE","BILLEASE","VARCHAR2","REM_MBLU_LOT_CUT : BILLING EASEMENT"
"33","VW_PDM_CONDBASE","BILLLOT","NUMBER","REM_MBLU_LOT : BILLING LOT"
"34","VW_PDM_CONDBASE","BISCODE","CHAR","CTR.CNS_BIS_CODE"
"35","VW_PDM_CONDBASE","BLDDEPTH","NUMBER","BLD_DEPTH"
"36","VW_PDM_CONDBASE","BLDFRONT","NUMBER","BLD_FRONTAGE"
"37","VW_PDM_CONDBASE","BLDGNAME","VARCHAR2","BLD_BLDG_NAME"
"38","VW_PDM_CONDBASE","BLDGPERIM","NUMBER","BLD_PERIMETER"
"39","VW_PDM_CONDBASE","BLDNO","NUMBER","BLD_BLDG_NUM"
"40","VW_PDM_CONDBASE","BLDOBS","NUMBER","DEP.CNS_ECON_OBSOL: BLDG.OBSOLESCENC"
"41","VW_PDM_CONDBASE","BLDSTAT","VARCHAR2","CTR.CNS_BLD_STATUS"
"42","VW_PDM_CONDBASE","BLKSUF","VARCHAR2","REM_BLOCK_SUFFIX : BLOCK SUFFIX"
"43","VW_PDM_CONDBASE","BORO","CHAR","NBR (20 BYTES)"
"44","VW_PDM_CONDBASE","BPROX","VARCHAR2","CONSTRCDM.CNS_EXT_WALL"
"45","VW_PDM_CONDBASE","BREEZY","VARCHAR2","'1'= BREEZY REDU., OR ' '"
"46","VW_PDM_CONDBASE","BSMSFLA","NUMBER","SUB_AREA_GROSS(FBM): BSMENT FL. AREA"
"47","VW_PDM_CONDBASE","BSMTGRADE","VARCHAR2","CONSTCDM.CNS_REMOD_EXT : BSMNT GRADE"
"48","VW_PDM_CONDBASE","BSMTYPE","VARCHAR2","CONSTCDM.CNS_USRFLD_81 : BSMENT TYPE"
"49","VW_PDM_CONDBASE","CAMABIN","VARCHAR2","BLD_BIN : BIN NO. FROM VISION"
"50","VW_PDM_CONDBASE","CAPOVRFLG","VARCHAR2","ILF_CAP_OVR"
"51","VW_PDM_CONDBASE","CARDNO","VARCHAR2","REM_PIN"
"52","VW_PDM_CONDBASE","CDU","VARCHAR2","DEP.CNS_EYB_CODE: COST&DESIGN RATING"
"53","VW_PDM_CONDBASE","CDUTIE","VARCHAR2","CONSTCDM.CNS_ROOF_STRUCT"
"54","VW_PDM_CONDBASE","CELLTWRSF","NUMBER","SUB_AREA_GROSS(CLT) : CELL TOWER"
"55","VW_PDM_CONDBASE","CMPAPPVAL","NUMBER","PRC_TTL_COMP_APPORTN: COMP APPORT.VAL"
"56","VW_PDM_CONDBASE","CMPSALEVAL","NUMBER","PRC_COMP_FINAL: MARKET COMP SALE VAL"
"57","VW_PDM_CONDBASE","CNS_ADJBSRAT","NUMBER","CONSTRCDM.CNS_ADJ_BASE_RATE"
"58","VW_PDM_CONDBASE","CNS_BASERATE","NUMBER","CONSTRCDM.CNS_BASE_RATE"
"59","VW_PDM_CONDBASE","COMNBHD","VARCHAR2","PRC_CMRCL_DIST : COMM. NGBHOR"
"60","VW_PDM_CONDBASE","COMOVLY","VARCHAR2","LOC_FLD_04 : COMMERCIAL OVERLAY"
"61","VW_PDM_CONDBASE","COMOVLY2","VARCHAR2","LOC_FLD_05"
"62","VW_PDM_CONDBASE","COMPUNIT","NUMBER","SUB_INC_UNITS : COMPARATIVE UNIT"
"63","VW_PDM_CONDBASE","COMPUNITYP","VARCHAR2","SUB_INC_UNIT_TYPE : COMP UNIT TYPE"
"64","VW_PDM_CONDBASE","COMRESSQFT","NUMBER","SUB_AREA_GROSS(CRA): COM OR RES.SF"
"65","VW_PDM_CONDBASE","COMSQFT","NUMBER","PRC_COMM_SQFT: TOTAL COMMERCIAL SF"
"66","VW_PDM_CONDBASE","COMUNIT","NUMBER","PRC_COMM_UNITS : TOTAL COMM. UNIT"
"67","VW_PDM_CONDBASE","CONDNO","NUMBER",
"68","VW_PDM_CONDBASE","CONDREG","CHAR","REGULATED FLAG FOR CONDO"
"69","VW_PDM_CONDBASE","CONDS1","VARCHAR2","CONDO SUFFIX 1"
"70","VW_PDM_CONDBASE","CONDS2","VARCHAR2","CONDO SUFFIX 2"
"71","VW_PDM_CONDBASE","CONSTTYPE","VARCHAR2","CONSTRCDM.CSN_ROOF_COVER:CONSTRU.TYP"
"72","VW_PDM_CONDBASE","COSTVAL","NUMBER","PRC_TTL_COST: COST VALUE"
"73","VW_PDM_CONDBASE","CPDIST","CHAR",
"74","VW_PDM_CONDBASE","CROSST1","VARCHAR2","REM_CROSS_STREET_1"
"75","VW_PDM_CONDBASE","CROSST2","VARCHAR2","REM_CROSS_STREET_2"
"76","VW_PDM_CONDBASE","CSNSUPER","VARCHAR2","CONSTRCDM.CSN_SUPPER"
"77","VW_PDM_CONDBASE","CTR_CU","NUMBER","CTR.CNS_COM_UNITS"
"78","VW_PDM_CONDBASE","CTR_RU","NUMBER","CTR.CNS_RES_UNITS"
"79","VW_PDM_CONDBASE","DIST","VARCHAR2","PRC_BATCH_NUM : DISTRICT"
"80","VW_PDM_CONDBASE","DNAME","VARCHAR2","REM_BLDG_NAME : DEVELOPMENT NAME"
"81","VW_PDM_CONDBASE","DRVTYPE","VARCHAR2","CONSTRCDM.CNS_CONDO_APPEAL"
"82","VW_PDM_CONDBASE","ECRATE","VARCHAR2","PRC_PF_03 : USERF13"
"83","VW_PDM_CONDBASE","EFFTXRT","NUMBER","ILF_EFF_TAX_RATE : EFFT.TAX RATE"
"84","VW_PDM_CONDBASE","ENTITY","VARCHAR2",
"85","VW_PDM_CONDBASE","EXTEN","VARCHAR2","CONSTRCDM.CNS_EXT_CNDTN : EXTENSION"
"86","VW_PDM_CONDBASE","F1SFLA","NUMBER","SUB.AREA_GROSS(1ST): 1ST FLOOR AREA"
"87","VW_PDM_CONDBASE","F2SFLA","NUMBER","SUB_AREA_GROSS(2ND): 2ND FLOOR AREA"
"88","VW_PDM_CONDBASE","FAAVL","NUMBER","CURRENT FINAL ACTUAL AV LAND"
"89","VW_PDM_CONDBASE","FAAVT","NUMBER","CURRENT FINAL ACTUAL AV TOTAL"
"90","VW_PDM_CONDBASE","FACSQFT","NUMBER","SUB_AREA_GROSS(FAC): FACTORY SF"
"91","VW_PDM_CONDBASE","FAEXL","NUMBER","CURRENT FINAL ACTUAL EX LAND"
"92","VW_PDM_CONDBASE","FAEXT","NUMBER","CURRENT FINAL ACTUAL EX TOTAL"
"93","VW_PDM_CONDBASE","FAVL","NUMBER","CURRENT FINAL TRAN. AV LAND"
"94","VW_PDM_CONDBASE","FAVT","NUMBER","CURRENT FINAL TRAN. AV TOTAL"
"95","VW_PDM_CONDBASE","FDNSF","NUMBER","SUB_AREA_GROSS(FDN): FOUNDATION"
"96","VW_PDM_CONDBASE","FEXL","NUMBER","CURRENT FINAL TRAN. EX LAND"
"97","VW_PDM_CONDBASE","FEXT","NUMBER","CURRENT FINAL TRAN. EX TOTAL"
"98","VW_PDM_CONDBASE","FFMV","NUMBER","CURRENT FINAL FULL MARKET VALUE"
"99","VW_PDM_CONDBASE","FMV","NUMBER","PRC_TTL_ASSESS: APPRAISED TOT. VALUE"
"100","VW_PDM_CONDBASE","FMVB","NUMBER","PRC_TTL_ASSESS_BLDG: BUILDING VALUE"
"101","VW_PDM_CONDBASE","FMVL","NUMBER","PRC_TTL_ASSESS_LND: LAND VALUE"
"102","VW_PDM_CONDBASE","FMVMTHD","VARCHAR2","PRC_VALUE_SOURCE:VAL.SOURCE(METHOD)"
"103","VW_PDM_CONDBASE","FTXBL","NUMBER","CURRENT FINAL TAXABLE BILL. AV"
"104","VW_PDM_CONDBASE","GARAREA","VARCHAR2","REDEFINE CLT_GEOAREA FOR GARAGE"
"105","VW_PDM_CONDBASE","GARSF1","NUMBER","OXF_UNITS: CODE=FGR, TYPE=A"
"106","VW_PDM_CONDBASE","GARSF2","NUMBER","OXF_UNITS: CODE=FGR, TYPE=BI"
"107","VW_PDM_CONDBASE","GARSF3","NUMBER","OXF_UNITS: CODE=FGR, TYPE=B"
"108","VW_PDM_CONDBASE","GARSF4","NUMBER","OXF_UNITS: CODE=FCG, TYPE=A"
"109","VW_PDM_CONDBASE","GARSF5","NUMBER","OXF_UNITS: CODE=FGR, TYPE=M"
"110","VW_PDM_CONDBASE","GARSQFT","NUMBER","SUB_AREA_GROSS(GAR): GARAGE SF"
"111","VW_PDM_CONDBASE","GARTY1","VARCHAR2",
"112","VW_PDM_CONDBASE","GARTY2","VARCHAR2",
"113","VW_PDM_CONDBASE","GARTY3","VARCHAR2",
"114","VW_PDM_CONDBASE","GARTY4","VARCHAR2",
"115","VW_PDM_CONDBASE","GARTY5","VARCHAR2",
"116","VW_PDM_CONDBASE","GEN_NBHCOD","VARCHAR2","GENERATED NBHCOD (LOGIC FROM CLT)"
"117","VW_PDM_CONDBASE","GIM","NUMBER","ILF_GIM"
"118","VW_PDM_CONDBASE","GIMOVRFLG","VARCHAR2","ILF_GIM_OVR"
"119","VW_PDM_CONDBASE","GRADE","VARCHAR2","CONSTRCDM.CNS_GRADE"
"120","VW_PDM_CONDBASE","GROCUFTGA","NUMBER","PRC_ALT_UOM : GRS.CUBIC FT PER GAL"
"121","VW_PDM_CONDBASE","GROSQFT","NUMBER","PRC_TTL_RESCOMM_SQFT: TOT.GROSS SF"
"122","VW_PDM_CONDBASE","HALFBATH","NUMBER","CONSTRCDM.CNS_NUM_PARK_DEEDED"
"123","VW_PDM_CONDBASE","HOTELCLS","VARCHAR2","CONSTRCDM.CNS_USRFLD_406"
"124","VW_PDM_CONDBASE","HTLKEY","NUMBER","SUBAREA.SUB_INC_UNITS (TYPE=K)"
"125","VW_PDM_CONDBASE","HTLROOM","NUMBER","SUBAREA.SUB_INC_UNITS (TYPE=R)"
"126","VW_PDM_CONDBASE","HTLSF","NUMBER","SUB_AREA_GROSS(HTL) : HOTEL SF"
"127","VW_PDM_CONDBASE","HTLUNIT","NUMBER","SUBAREA.SUB_INC_UNITS(CODE=HTL)"
"128","VW_PDM_CONDBASE","HURRZONE","VARCHAR2","HURRICANE EVACUATION ZONE: 1-6"
"129","VW_PDM_CONDBASE","INCOMEVAL","NUMBER","PRC_TTL_INCOME: INCOME VALUE"
"130","VW_PDM_CONDBASE","INDAREA","VARCHAR2","REDEFINE CLT_GEOAREA FOR INDUSTRIAL"
"131","VW_PDM_CONDBASE","IRREG","VARCHAR2","PRC_PF_02"
"132","VW_PDM_CONDBASE","LANDSIZE","NUMBER","PRC_TTL_LND_AREA_ACRES: TOT.LAND SF"
"133","VW_PDM_CONDBASE","LOFTSF","NUMBER","SUB_AREA_GROSS(LOF): LOFT"
"134","VW_PDM_CONDBASE","LOTDEP","NUMBER","PRC_DEPTH"
"135","VW_PDM_CONDBASE","LOTFRT","NUMBER","PRC_FRONTAGE"
"136","VW_PDM_CONDBASE","LOTPERIM","NUMBER","PRC_PERIMETER"
"137","VW_PDM_CONDBASE","LOTTYPE","VARCHAR2","PRC_PROP_TYPE"
"138","VW_PDM_CONDBASE","LPRICE1","NUMBER","LL1.LND_UNIT_PRICE : LAND SQFT-PRICE"
"139","VW_PDM_CONDBASE","LPRICE2","NUMBER","LL2.LND_UNIT_PRICE"
"140","VW_PDM_CONDBASE","LPRICE3","NUMBER","LL3.LND_UNIT_PRICE"
"141","VW_PDM_CONDBASE","LSIZE1","NUMBER","LL1.LND_UNITS : LAND SQFT - SIZE"
"142","VW_PDM_CONDBASE","LSIZE2","NUMBER","LL2.LND_UNITS"
"143","VW_PDM_CONDBASE","LSIZE3","NUMBER","LL3.LND_UNITS"
"144","VW_PDM_CONDBASE","LTYP1","VARCHAR2","LL1.LND_LOT_TYPE : LAND SQFT - TYPE"
"145","VW_PDM_CONDBASE","LTYP2","VARCHAR2","LL2.LND_LOT_TYPE"
"146","VW_PDM_CONDBASE","LTYP3","VARCHAR2","LL3.LND_LOT_TYPE"
"147","VW_PDM_CONDBASE","LUC","VARCHAR2","LAND.LND_OCC : LAND USE CODE"
"148","VW_PDM_CONDBASE","MAINTDT","VARCHAR2","REM_PRC_STATUS_DATE"
"149","VW_PDM_CONDBASE","MCOD","NUMBER","REM_IS_SKELETAL"
"150","VW_PDM_CONDBASE","MIBLOCK","NUMBER","LOWEST BLOCK"
"151","VW_PDM_CONDBASE","MILOT","NUMBER","LOWEST LOT"
"152","VW_PDM_CONDBASE","MODEL","VARCHAR2","CONSTR.CNS_MDL"
"153","VW_PDM_CONDBASE","MRFDATE","VARCHAR2","REM_PRCL_STATUS_DATE"
"154","VW_PDM_CONDBASE","MRFYEAR","VARCHAR2","REX_FISCAL_YR"
"155","VW_PDM_CONDBASE","MXBLOCK","NUMBER","HIGHEST BLOCK"
"156","VW_PDM_CONDBASE","MXLOT","NUMBER","HIGHEST LOT"
"157","VW_PDM_CONDBASE","NEIGHBOR","VARCHAR2","DECODED FROM GEN_NBHCOD"
"158","VW_PDM_CONDBASE","NETFLG","VARCHAR2","ILF_LEASE_TYPE : 'NNN', 'Y' OR 'N'"
"159","VW_PDM_CONDBASE","NETFPHYCHG","NUMBER","NET PHYSICAL CHANGES"
"160","VW_PDM_CONDBASE","NETIPHYCHG","NUMBER","NET PHYSICAL CHANGES"
"161","VW_PDM_CONDBASE","NETPHYCHG","NUMBER","NET PHYSICAL CHANGES"
"162","VW_PDM_CONDBASE","NETRPHYCHG","NUMBER","NET PHYSICAL CHANGES"
"163","VW_PDM_CONDBASE","NEWFFMVL","NUMBER","FROM RPAD - CURR YR FIN FMVL"
"164","VW_PDM_CONDBASE","NEWTFMVL","NUMBER","FROM RPAD - CURR YR TENT FMVL"
"165","VW_PDM_CONDBASE","NONRESSF","NUMBER","SUB_AREA_GROSS(NRS) : NON RES"
"166","VW_PDM_CONDBASE","OFAAVL","NUMBER","LAST YR FINAL ACTUAL AV LAND"
"167","VW_PDM_CONDBASE","OFAAVT","NUMBER","LAST YR FINAL ACTUAL AV TOTAL"
"168","VW_PDM_CONDBASE","OFAEXL","NUMBER","LAST YR FINAL ACTUAL EX LAND"
"169","VW_PDM_CONDBASE","OFAEXT","NUMBER","LAST YR FINAL ACTUAL EX TOTAL"
"170","VW_PDM_CONDBASE","OFAVL","NUMBER","LAST YR FINAL TRAN. AV LAND"
"171","VW_PDM_CONDBASE","OFAVT","NUMBER","LAST YR FINAL TRAN. AV TOTAL"
"172","VW_PDM_CONDBASE","OFEXL","NUMBER","LAST YR FINAL TRAN. EX LAND"
"173","VW_PDM_CONDBASE","OFEXT","NUMBER","LAST YR FINAL TRAN. EX TOTAL"
"174","VW_PDM_CONDBASE","OFFAREA","VARCHAR2","REDEFINE CLT_GEOAREA FOR OFFICE"
"175","VW_PDM_CONDBASE","OFFCLS","VARCHAR2","CONSTRCDM.CNS_USRFLD_405: OFF.CLS"
"176","VW_PDM_CONDBASE","OFFMV","NUMBER","LAST YR FINAL FULL MARKET VALUE"
"177","VW_PDM_CONDBASE","OFFSQFT","NUMBER","SUB_AREA_GROSS(OFF): OFFICE SF"
"178","VW_PDM_CONDBASE","OFMV","NUMBER","PRC_CURR_MKT_TOTAL(ORIG.PREV.YR FMV"
"179","VW_PDM_CONDBASE","OFMVL","NUMBER","PRC_CURR_MKT_LAND(ORIG.PREV.YR FMVL"
"180","VW_PDM_CONDBASE","OFTXBL","NUMBER","LAST YR FINAL TAXABLE BILL. AV"
"181","VW_PDM_CONDBASE","OLDFFMVL","NUMBER","FROM RPAD - PRIOR YR FIN FMVL"
"182","VW_PDM_CONDBASE","OLDTFMVL","NUMBER","FROM RPAD - PRIOR YR TENT FMVL"
"183","VW_PDM_CONDBASE","OTAAVL","NUMBER","LAST YR TENT. ACTUAL AV LAND"
"184","VW_PDM_CONDBASE","OTAAVT","NUMBER","LAST YR TENT. ACTUAL AV TOTAL"
"185","VW_PDM_CONDBASE","OTAEXL","NUMBER","LAST YR TENT. ACTUAL EX LAND"
"186","VW_PDM_CONDBASE","OTAEXT","NUMBER","LAST YR TENT. ACTUAL EX TOTAL"
"187","VW_PDM_CONDBASE","OTAVL","NUMBER","LAST YR TENT. TRAN. AV LAND"
"188","VW_PDM_CONDBASE","OTAVT","NUMBER","LAST YR TENT. TRAN. AV TOTAL"
"189","VW_PDM_CONDBASE","OTEXL","NUMBER","LAST YR TENT. TRAN. EX LAND"
"190","VW_PDM_CONDBASE","OTEXT","NUMBER","LAST YR TENT. TRAN. EX TOTAL"
"191","VW_PDM_CONDBASE","OTFMV","NUMBER","LAST YR TENT. FULL MARKET VALUE"
"192","VW_PDM_CONDBASE","OTHSQFT","NUMBER","SUB_AREA_GROSS(OTH): OTHER SF"
"193","VW_PDM_CONDBASE","OTTXBL","NUMBER","LAST YR TENT. TAXABLE BILL. AV"
"194","VW_PDM_CONDBASE","OUTBLGVAL","NUMBER","PRC_TTL_ASSESS_OB: OUTBUILDING VALUE"
"195","VW_PDM_CONDBASE","OVRCND","VARCHAR2","DEP.CNS_EYB_CODE: DEPRECIATION CODE"
"196","VW_PDM_CONDBASE","OVRDEXP","NUMBER","ILF_EXP"
"197","VW_PDM_CONDBASE","OVRDINC","NUMBER","ILF_AGI"
"198","VW_PDM_CONDBASE","OWNOCCSF","NUMBER","CTR_CNS_OOSF : OWNER OCC.SF"
"199","VW_PDM_CONDBASE","PCTCOMP","NUMBER","CNS_BIS_PCT : PERCENT COMPLETE"
"200","VW_PDM_CONDBASE","PID","NUMBER",
"201","VW_PDM_CONDBASE","PKCOVER","NUMBER","CNS_USRFLD_400: PRKING SPACE-COVER"
"202","VW_PDM_CONDBASE","PKUNCOV","NUMBER","CNS_USRFLD_401: PRKING SPACE-UNCOV"
"203","VW_PDM_CONDBASE","POSTDATE","VARCHAR2","PRC_VALUE_POST_DATE : POST DATE"
"204","VW_PDM_CONDBASE","POSTFLG","NUMBER","PRC_VALUE_POST : POST FLAG"
"205","VW_PDM_CONDBASE","PREVEFFTXRT","NUMBER","PREV.YR EFFTXRT : FROM LAST YR DATA"
"206","VW_PDM_CONDBASE","PREVFMVMTHD","VARCHAR2","PREV.YR FMVMTHD : FR LAST YR DATA"
"207","VW_PDM_CONDBASE","PREVOVRDEXP","NUMBER","PREV.YR OVRDEXP : FROM LAST YR DATA"
"208","VW_PDM_CONDBASE","PREVOVRDINC","NUMBER","PREV.YR OVRDINC : FROM LAST YR DATA"
"209","VW_PDM_CONDBASE","PREVTOTCAPRT","NUMBER","PREV.YR TOTCAPRT : FROM LAST YR DATA"
"210","VW_PDM_CONDBASE","PSTAT","VARCHAR2","PRC_USRFLD_04 : PARCEL STATUS"
"211","VW_PDM_CONDBASE","PUC","VARCHAR2","REM_USE_CODE : PRIMARY USE CODE"
"212","VW_PDM_CONDBASE","PYEAR","NUMBER",
"213","VW_PDM_CONDBASE","REDU17PCT","VARCHAR2","'1'= 17% REDU., OR ' '"
"214","VW_PDM_CONDBASE","REGRVAL","NUMBER","PRC_TTL_REGRESSION: REGRESSION VALUE"
"215","VW_PDM_CONDBASE","REM_PARCEL_STATUS","VARCHAR2",
"216","VW_PDM_CONDBASE","RESSQFT","NUMBER","PRC_RES_SQFT: TOTAL RESIDENTIAL SF"
"217","VW_PDM_CONDBASE","RESUNIT","NUMBER","PRC_RES_UNITS : TOTAL RESID. UNIT"
"218","VW_PDM_CONDBASE","RETAREA","VARCHAR2","REDEFINE CLT_GEOAREA FOR RETAIL"
"219","VW_PDM_CONDBASE","RETSQFT","NUMBER","SUB_AREA_GROSS(RET): RETAIL SF"
"220","VW_PDM_CONDBASE","REVIEWER","VARCHAR2","REM_CHANGED_BY : REVIEWER"
"221","VW_PDM_CONDBASE","SANDYADJFLG","VARCHAR2","'Y' OR ' ' (FR VISION-NAN'S LISTS')"
"222","VW_PDM_CONDBASE","SECDIST","CHAR","PRC_SECONDARY_AREA"
"223","VW_PDM_CONDBASE","SECVOL","VARCHAR2","PRC_USRFLD_03"
"224","VW_PDM_CONDBASE","SGNBDSF","NUMBER","SUB_AREA_GROSS(SBD: SIGN BILLBOARD"
"225","VW_PDM_CONDBASE","SPFEATVAL","NUMBER","PRC_TTL_ASSESS_XF: SPCIAL FEATURE VAL"
"226","VW_PDM_CONDBASE","STAGE1","VARCHAR2","'1': (DS) AV. MV.CHG, OR ' '"
"227","VW_PDM_CONDBASE","STAGE3","VARCHAR2","'1': (ES) AV. MV.CHG, OR ' '"
"228","VW_PDM_CONDBASE","STAGE4","VARCHAR2","'1': (DS) AV. MV.CHG, OR ' '"
"229","VW_PDM_CONDBASE","STCODE","VARCHAR2","REM_ST_CODE"
"230","VW_PDM_CONDBASE","STNAME","VARCHAR2","REM_PRCL_LOCN_STREET : STREET NAME"
"231","VW_PDM_CONDBASE","STORY","NUMBER","CONSTRCDM.CNS_STORIES"
"232","VW_PDM_CONDBASE","STOSQFT","NUMBER","SUB_AREA_GROSS(STO): STORAGE SF"
"233","VW_PDM_CONDBASE","STRAPPVAL","NUMBER","PRC_TTL_APPORTN: STRAIGHT APPORT.VAL"
"234","VW_PDM_CONDBASE","STREETNO","VARCHAR2","REM_PRCL_LOCN_NUM_CHAR : STREET NO"
"235","VW_PDM_CONDBASE","STYLE","VARCHAR2","CNS_STYLE"
"236","VW_PDM_CONDBASE","TAAVL","NUMBER","CURRENT TENT. ACTUAL AV LAND"
"237","VW_PDM_CONDBASE","TAAVT","NUMBER","CURRENT TENT. ACTUAL AV TOTAL"
"238","VW_PDM_CONDBASE","TAEXL","NUMBER","CURRENT TENT. ACTUAL EX LAND"
"239","VW_PDM_CONDBASE","TAEXT","NUMBER","CURRENT TENT. ACTUAL EX TOTAL"
"240","VW_PDM_CONDBASE","TAVL","NUMBER","CURRENT TENT. TRAN. AV LAND"
"241","VW_PDM_CONDBASE","TAVT","NUMBER","CURRENT TENT. TRAN. AV TOTAL"
"242","VW_PDM_CONDBASE","TC","VARCHAR2","PRC_TAX_CLASS : TAX CLASS"
"243","VW_PDM_CONDBASE","TEXL","NUMBER","CURRENT TENT. TRAN. EX LAND"
"244","VW_PDM_CONDBASE","TEXT","NUMBER","CURRENT TENT. TRAN. EX TOTAL"
"245","VW_PDM_CONDBASE","TFMV","NUMBER","CURRENT TENT. FULL MARKET VALUE"
"246","VW_PDM_CONDBASE","TIEBACKID1","VARCHAR2","PRC_USRFLD_06 : TIEBACK ID 1"
"247","VW_PDM_CONDBASE","TOTBLDG","NUMBER","PRC_USRFLD_09 : TOTAL NO. OF BLDG"
"248","VW_PDM_CONDBASE","TOTCAPRT","NUMBER","ILF_TOT_CAP_RATE : TOTAL CAP.RATE"
"249","VW_PDM_CONDBASE","TOTLOT","NUMBER","# LOTS WITHIN CONDO MAIN OR SUF"
"250","VW_PDM_CONDBASE","TRENDVAL","NUMBER","PRC_TREND_TOTAL: TREND VALUE"
"251","VW_PDM_CONDBASE","TTXBL","NUMBER","CURRENT TENT. TAXABLE BILL. AV"
"252","VW_PDM_CONDBASE","TXCOMFLG","VARCHAR2","REM_INET_SUPPRESS: TAX COMISSION FLAG"
"253","VW_PDM_CONDBASE","UAFBLDG","NUMBER","PRC_UAF_MKT_BLDG: CONDO UAF BLDG"
"254","VW_PDM_CONDBASE","UAFLAND","NUMBER","PRC_UAF_MKT_LAND: CONDO UAF LAND"
"255","VW_PDM_CONDBASE","UCASF","NUMBER","SUB_AREA_GROSS(UCA):UNFIN RES COMAREA"
"256","VW_PDM_CONDBASE","UNFAREA","NUMBER","SUB_AREA_GROSS(UFA): UNFINISHED AREA"
"257","VW_PDM_CONDBASE","UPPSFLA","NUMBER","SUB_AREA_GROSS(UPF): UPPER FL. AREA"
"258","VW_PDM_CONDBASE","VALBY","VARCHAR2","PRC_VALUED_BY"
"259","VW_PDM_CONDBASE","VALCHGREAS1","VARCHAR2","RFC_TYPE"
"260","VW_PDM_CONDBASE","VALCHGREAS2","VARCHAR2","RFC_ACCEPT_CODE"
"261","VW_PDM_CONDBASE","VALDATE","VARCHAR2","PRC_VALUED_DATE :"
"262","VW_PDM_CONDBASE","VALFLG","NUMBER","PRC_VALUED_FLAG"
"263","VW_PDM_CONDBASE","VBCAT","VARCHAR2","PRC_BLDG_CAT : BCAT IN VISION"
"264","VW_PDM_CONDBASE","VSUBBCAT","VARCHAR2","PRC_BLDG_SUB_CAT : SUB.BCAT IN VISION"
"265","VW_PDM_CONDBASE","V_NBHCOD","VARCHAR2","PRC_ASSNG_DIST"
"266","VW_PDM_CONDBASE","WAREHSESF","NUMBER","SUB_AREA_GROSS(WHS) : WAREHOUSE"
"267","VW_PDM_CONDBASE","WRKINP","NUMBER","PRC_WORK_IN_PROGRESS"
"268","VW_PDM_CONDBASE","XTRF","VARCHAR2","CONSTRCDM.CNS_FOUNDATION"
"269","VW_PDM_CONDBASE","YRALT1","NUMBER","CTR.CNS_ALT_ISSUED_1"
