TABLE_NAME,COLUMN_NAME,DESCRIPTION,TYPE,PRIMARY_KEY
ABATEMENT,ABT_ATB_DEADLINE,ATB Deadline,datetime2,NA
ABATEMENT,ABT_ABATED_TAX,Abated Tax,numeric,NA
ABATEMENT,ABT_ABATED_VAL,Abated Value,numeric,NA
ABATEMENT,ABT_APPEAL_TYPE,Appeal Type,varchar,NA
ABATEMENT,ABT_APPEAL_TYPE_DESC,Appeal Type Desc,varchar,NA
ABATEMENT,ABT_APP_ADDR1,Applicant Address 1,varchar,NA
ABATEMENT,ABT_APP_ADDR2,Applicant Address 2,varchar,NA
ABATEMENT,ABT_APP_CITY,Applicant Address City,varchar,NA
ABATEMENT,ABT_APP_STATE,Applicant Address State,varchar,NA
ABATEMENT,ABT_APP_ZIP,Applicant Address Zip,varchar,NA
ABATEMENT,ABT_APPLICANT,Applicant Name,varchar,NA
ABATEMENT,ABT_APP_PHONE,Applicant Phone Number,varchar,NA
ABATEMENT,ABT_APP_DATE,Application Date,datetime2,NA
ABATEMENT,ABT_ASSESS_VAL,Assessed Value,numeric,NA
ABATEMENT,ABT_BILL_NUM,Bill Number,varchar,NA
ABATEMENT,ABT_CERT_NUM,Cert Number,varchar,NA
ABATEMENT,ABT_CONT_ADDR1,Contact Address 1,varchar,NA
ABATEMENT,ABT_CONT_ADDR2,Contact Address 2,varchar,NA
ABATEMENT,ABT_CONT_CITY,Contact Address City,varchar,NA
ABATEMENT,ABT_CONT_STATE,Contact Address State,varchar,NA
ABATEMENT,ABT_CONT_ZIP,Contact Address Zip,varchar,NA
ABATEMENT,ABT_CONTACT,Contact Name,varchar,NA
ABATEMENT,ABT_CONT_PHONE,Contact Phone Number,varchar,NA
ABATEMENT,ABT_CREATE_DATE,Create Date,datetime,NA
ABATEMENT,ABT_DECISION_DATE,Decision Date,datetime2,NA
ABATEMENT,ABT_EXTRACT_DATE,Extract Date,datetime2,NA
ABATEMENT,ABT_FISCAL_YR,Fiscal Year,numeric,NA
ABATEMENT,ABT_HEARING_DATE,Hearing Date,datetime2,NA
ABATEMENT,ABT_HEARING_TIME,Hearing Time,varchar,NA
ABATEMENT,ABT_INITIALS,Initials,varchar,NA
ABATEMENT,ABT_INSPECT_DATE,Inspection Date,datetime2,NA
ABATEMENT,ABT_APPEAL_INSPECTIONREQD,Inspection Required,numeric,NA
ABATEMENT,ABT_INSPECT_TIME,Inspection Time,varchar,NA
ABATEMENT,ABT_LAST_UPDATE,Last Update,datetime,NA
ABATEMENT,ABT_LINE_NUM,Line Number,numeric,TRUE
ABATEMENT,ABT_MNC,Municipality Code,numeric,TRUE
ABATEMENT,ABT_NOTES,Notes,varchar,NA
ABATEMENT,ABT_PID,Parcel Id,numeric,TRUE
ABATEMENT,ABT_PAYMNT_STATUS,Payment Status,numeric,NA
ABATEMENT,ABT_POST_DATE,Post Date,datetime2,NA
ABATEMENT,ABT_REASON,Reason Code,varchar,NA
ABATEMENT,ABT_REASON_DESC,Reason Description,varchar,NA
ABATEMENT,ABT_REQUEST_VAL,Requested Value,numeric,NA
ABATEMENT,ABT_STATUS,Status Code,varchar,NA
ABATEMENT,ABT_STATUS_DESC,Status Description,varchar,NA
ABATEMENT,ABT_APPEAL_SUPERVISOR,Supervisor,varchar,NA
ABATEMENT,ABT_APPEAL_PREPDOCUMENTATION,Supervisor Approved,numeric,NA
ABATEMENT,ABT_APPEAL_SUPERVISOR_INITIALS,Supervisor Initials,varchar,NA
ABATEMENT,ABT_TAX_RATE,Tax Rate,numeric,NA
ABATEMENT,ABT_TTL_TAX,Total Tax,numeric,NA
ABATEMENT,ABT_USE_CODE,Use Code,varchar,NA
ABATEMENT,ABT_APPEAL_SUPERVISOR_APPROVED,NA,numeric,NA
ABATEMENT,ABT_AMTCHNGD_VAL,NA,numeric,NA
ABATEMENT,ABT_PCTCHNGD_VAL,NA,numeric,NA
ABATEMENT,ABT_APP_EMAIL,NA,varchar,NA
ABATEMENT,ABT_CONT_EMAIL,NA,varchar,NA
ABATEMENT,ABT_APP_SEC_PHONE,NA,varchar,NA
ABATEMENT,ABT_CONT_SEC_PHONE,NA,varchar,NA
ABATEMENT,ABT_APP_COMPANY,NA,varchar,NA
ABATEMENT,ABT_CONT_COMPANY,NA,varchar,NA
ABATEMENT,ABT_USRFLD_01,NA,varchar,NA
ABATEMENT,ABT_USRFLD_02,NA,varchar,NA
ABATEMENT,ABT_USRFLD_03,NA,varchar,NA
ABATEMENT,ABT_USRFLD_04,NA,varchar,NA
ABATEMENT,ABT_USRFLD_05,NA,varchar,NA
ABATEMENT,ABT_USRFLD_06,NA,varchar,NA
ABATEMENT,ABT_USRFLD_07,NA,varchar,NA
ABATEMENT,ABT_USRFLD_08,NA,varchar,NA
ACRECURV,ACC_LND_CLASS,Class,varchar,TRUE
ACRECURV,ACC_CREATE_DATE,Create Date,datetime,NA
ACRECURV,ACC_CURVE_ID,Curve Id,varchar,TRUE
ACRECURV,ACC_ACRES,Land Units,numeric,TRUE
ACRECURV,ACC_LAST_UPDATE,Last Update,datetime,NA
ACRECURV,ACC_MNC,Municipality,numeric,TRUE
ACRECURV,ACC_PRICE,Unit Price,numeric,NA
ACREDISC,ACD_ACREAGE,Acreage,numeric,TRUE
ACREDISC,ACD_ACREAG2,Acreage,float,NA
ACREDISC,ACD_LND_CLASS,Class,varchar,TRUE
ACREDISC,ACD_CREATE_DATE,Create Date,datetime,NA
ACREDISC,ACD_DISCOUNT_FACTOR,Dicount Factor,numeric,NA
ACREDISC,ACD_LAST_UPDATE,Last Update,datetime,NA
ACREDISC,ACD_MNC,Municipality,numeric,TRUE
ACREDISC,ACD_PRV_CODE,Prev_Code,float,NA
ACREDISC,ACD_MMC_DEFINED,Source,numeric,NA
ACREDISC,ACD_RECORD_STATUS,Status,varchar,NA
ACREDISC,ACD_STATUS_DATE,Status Date,datetime2,NA
ADDRESS,ADR_ADDRESS_ID,Address ID,numeric,NA
ADDRESS,ADR_ADDRESS_INFO,Address Info,varchar,NA
ADDRESS,ADR_PRCL_LOCN_ADDRESS_ID,Address Parcel Location Id,varchar,NA
ADDRESS,ADR_TYPE,Address Type,varchar,NA
ADDRESS,ADR_APT,Apartment,varchar,NA
ADDRESS,ADR_BLDG_NUM,Bldg,numeric,NA
ADDRESS,ADR_BOX_NUMBER,Box Num,varchar,NA
ADDRESS,ADR_CITY,City,varchar,NA
ADDRESS,ADR_COUNTRY,Country,varchar,NA
ADDRESS,ADR_COUNTY,County,varchar,NA
ADDRESS,ADR_CREATE_DATE,Create Date,datetime,NA
ADDRESS,ADR_LAST_UPDATE,Last Update,datetime,NA
ADDRESS,ADR_LINE_NUM,Line Number,numeric,TRUE
ADDRESS,ADR_LOCN,Location,varchar,NA
ADDRESS,ADR_IS_PRIMARY,Main,numeric,NA
ADDRESS,ADR_MNC,Mnc Code,numeric,TRUE
ADDRESS,ADR_NUM_CHAR_HIGH,Num Char High,varchar,NA
ADDRESS,ADR_NUM_HIGH,Num High,numeric,NA
ADDRESS,ADR_STREET_NUMBER_PREFIX,Number Prefix,varchar,NA
ADDRESS,ADR_STREET_NUMBER_SUFFIX,Number Suffix,varchar,NA
ADDRESS,ADR_POST_DIRECTION,Post Direc.,varchar,NA
ADDRESS,ADR_PRE_DIRECTION,Pre Direc.,varchar,NA
ADDRESS,ADR_STT,State,varchar,NA
ADDRESS,ADR_STREET,Street Name,varchar,NA
ADDRESS,ADR_NUM,Street Number,numeric,NA
ADDRESS,ADR_NUM_CHAR,Street Number,varchar,NA
ADDRESS,ADR_STR_PFX,Street Prefix,varchar,NA
ADDRESS,ADR_STR_SFX,Street Suffic,varchar,NA
ADDRESS,ADR_STREET_TYPE,Street Type,varchar,NA
ADDRESS,ADR_UNIT_TYPE,Unit Type,varchar,NA
ADDRESS,ADR_PID,Vision ID,numeric,TRUE
ADDRESS,ADR_ZIP,Zip Code,varchar,NA
AHCODE,AHC_DESC_BLDG,Building,varchar,NA
AHCODE,AHC_CODE,Code,varchar,TRUE
AHCODE,AHC_CREATE_DATE,Create Date,datetime,NA
AHCODE,AHC_DESC_XF,Extra Features,varchar,NA
AHCODE,AHC_DESC_LND_1,Land Line 1,varchar,NA
AHCODE,AHC_DESC_LND_2,Land Line 2+,varchar,NA
AHCODE,AHC_LAST_UPDATE,Last Update,datetime,NA
AHCODE,AHC_CODE_M13,M13 Code,varchar,NA
AHCODE,AHC_MNC,Municipality,numeric,TRUE
AHCODE,AHC_DESC_OB,Outbuilding,varchar,NA
AHCODE,AHC_PRV_CODE,Prev_Code,varchar,NA
AHCODE,AHC_MMC_DEFINED,Source,numeric,NA
AHCODE,AHC_RECORD_STATUS,Status,varchar,NA
AHCODE,AHC_STATUS_DATE,Status Date,datetime2,NA
AHDATE,AHD_LND_ALT_MKT_PART_AP,Alt Land Mkt Part Ap,numeric,NA
AHDATE,AHD_LND_ALT_PART_AP,Alt Land Part Ap,numeric,NA
AHDATE,AHD_TTL_APPRAIS_BLDG,Building Value,numeric,NA
AHDATE,AHD_TTL_APPRAIS_PRE_PHASE_IN,Calc Apprais Value,numeric,NA
AHDATE,AHD_CLASSIFIED_LAND,Classified Lnd,numeric,NA
AHDATE,AHD_COMMENT,Comment,varchar,NA
AHDATE,AHD_CREATE_DATE,Create Date,datetime,NA
AHDATE,AHD_SAVE_DATE,Date Saved,datetime2,NA
AHDATE,AHD_TTL_EXEMPT,Exemptions,numeric,NA
AHDATE,AHD_FINAL_SAVE,Final Or Interim,numeric,NA
AHDATE,AHD_FINAL_VAL,Final Value,numeric,NA
AHDATE,AHD_FINAL_VAL_TYPE,Final Value Type,numeric,NA
AHDATE,AHD_FISCAL_YR,Fiscal Year,numeric,NA
AHDATE,AHD_EXE2_OVR,Hmsite Override,numeric,NA
AHDATE,AHD_EXE1_OVR,Hmstead Override,numeric,NA
AHDATE,AHD_HOMESTEAD_PORTABILITY,Homestead Portability,numeric,NA
AHDATE,AHD_LND_TYPE,Land Type,varchar,NA
AHDATE,AHD_LND_USE,Land Use Code,varchar,NA
AHDATE,AHD_TTL_APPRAIS_LND,Land Value,numeric,NA
AHDATE,AHD_LAST_UPDATE,Last Update,datetime,NA
AHDATE,AHD_MRKT_APPRAIS_VAL,Market Apparais Value,numeric,NA
AHDATE,AHD_MRKT_ASSESS_VAL,Market Assess Value,numeric,NA
AHDATE,AHD_PROP_MRKT_APPRAIS_VAL,Market Prop Apparais Value,numeric,NA
AHDATE,AHD_PROP_MRKT_ASSESS_VAL,Market Prop Assess Value,numeric,NA
AHDATE,AHD_MNC,Municipality,numeric,TRUE
AHDATE,AHD_NSOH_PCT,NSOH PCT,numeric,NA
AHDATE,AHD_TTL_APPRAIS_OB,Outbuilding Value,numeric,NA
AHDATE,AHD_PHASE_IN,Phase In,numeric,NA
AHDATE,AHD_USE_TYPE,Primary Use,varchar,NA
AHDATE,AHD_TTL_APPRAIS_ALT_PROP,Prop Total Appraised Alt,numeric,NA
AHDATE,AHD_TTL_APPRAIS_LND_ALT_PROP,Prop Total Appraised Land Alt,numeric,NA
AHDATE,AHD_PROP_TTL_APPRAIS_LND_DEF,Prop Total Appraised Land Def,numeric,NA
AHDATE,AHD_PROP_LND_ALT_MKT_PART_AP,Proposed Alt Land Mkt Part Ap,numeric,NA
AHDATE,AHD_PROP_LND_ALT_PART_AP,Proposed Alt Land Part Ap,numeric,NA
AHDATE,AHD_PROP_APPRAIS,Proposed Apprais,numeric,NA
AHDATE,AHD_PROP_TTL_APPRAIS_ALT_IMP,Proposed Apprais Alt Improved,numeric,NA
AHDATE,AHD_PROP_TTL_APPRAIS_ALT_LND,Proposed Apprais Alt Lnd,numeric,NA
AHDATE,AHD_PROP_TTL_APPRAIS_ALT,Proposed Apprais Alt Total,numeric,NA
AHDATE,AHD_PROP_APPRAIS_BLDG,Proposed Apprais Bldg,numeric,NA
AHDATE,AHD_PROP_APPRAIS_BLDG_AND_XF,Proposed Apprais Bldg And Xf,numeric,NA
AHDATE,AHD_PROP_APPRAIS_IMPROVEMENTS,Proposed Apprais Improvements,numeric,NA
AHDATE,AHD_PROP_APPRAIS_LND,Proposed Apprais Lnd,numeric,NA
AHDATE,AHD_PROP_APPRAIS_LND_AND_OB,Proposed Apprais Lnd And Ob,numeric,NA
AHDATE,AHD_PROP_APPRAIS_OB,Proposed Apprais Ob,numeric,NA
AHDATE,AHD_PROP_APPRAIS_XF,Proposed Apprais Xf,numeric,NA
AHDATE,AHD_PROP_ASSESS,Proposed Assess,numeric,NA
AHDATE,AHD_PROP_TTL_ASSESS_ALT_IMP,Proposed Assess Alt Improved,numeric,NA
AHDATE,AHD_PROP_TTL_ASSESS_ALT_LND,Proposed Assess Alt Lnd,numeric,NA
AHDATE,AHD_PROP_TTL_ASSESS_ALT,Proposed Assess Alt Total,numeric,NA
AHDATE,AHD_PROP_ASSESS_BLDG,Proposed Assess Bldg,numeric,NA
AHDATE,AHD_PROP_ASSESS_BLDG_AND_XF,Proposed Assess Bldg And Xf,numeric,NA
AHDATE,AHD_PROP_ASSESS_IMPROVEMENTS,Proposed Assess Improvements,numeric,NA
AHDATE,AHD_PROP_ASSESS_LND,Proposed Assess Lnd,numeric,NA
AHDATE,AHD_PROP_ASSESS_LND_AND_OB,Proposed Assess Lnd And Ob,numeric,NA
AHDATE,AHD_PROP_ASSESS_OB,Proposed Assess Ob,numeric,NA
AHDATE,AHD_PROP_ASSESS_XF,Proposed Assess Xf,numeric,NA
AHDATE,AHD_PROP_NET_LND,Proposed Net Lnd,numeric,NA
AHDATE,AHD_PROP_REPLACE_BLDG,Proposed Replace Bldg,numeric,NA
AHDATE,AHD_TTL_ASSESS_ALT_PROP,Proposed Total Assessed Alt,numeric,NA
AHDATE,AHD_TTL_ASSESS_LND_ALT_PROP,Proposed Total Assessed Alt Land,numeric,NA
AHDATE,AHD_TTL_ASSESS_LND_MKT_PROP,Proposed Total Assessed Land Mkt,numeric,NA
AHDATE,AHD_TTL_ASSESS_MKT_PROP,Proposed Total Assessed Market,numeric,NA
AHDATE,AHD_ASSESSMENT_RATIO,Ratio,numeric,NA
AHDATE,AHD_RUN_TYPE,Run Type,varchar,NA
AHDATE,AHD_SOH_PCT,SOH PCT,numeric,NA
AHDATE,AHD_SAVE_ID,Save Id,numeric,NA
AHDATE,AHD_SAVE_NUM,Save Number,numeric,TRUE
AHDATE,AHD_TTL_APPRAIS_XF,Special Features Value,numeric,NA
AHDATE,AHD_TAXES,Taxes,numeric,NA
AHDATE,AHD_SAVE_TIME,Time Saved,numeric,NA
AHDATE,AHD_TTL_ADJUSTED_APPRAIS,Total Adjusted Apprais,numeric,NA
AHDATE,AHD_TTL_ADJUSTED_LAND,Total Adjusted Lnd,numeric,NA
AHDATE,AHD_TTL_APPRAIS_BLDG_AND_XF,Total Appraised Bldg/Xf,numeric,NA
AHDATE,AHD_TTL_APPRAIS_IMPROVEMENTS,Total Appraised Improvements,numeric,NA
AHDATE,AHD_TTL_APPRAIS_LND_DEF,Total Appraised Land Def,numeric,NA
AHDATE,AHD_TTL_APPRAIS_LND_AND_OB,Total Appraised Land/Outbldg,numeric,NA
AHDATE,AHD_TTL_APPRAIS_OB_AND_XF,Total Appraised OB and XF,numeric,NA
AHDATE,AHD_TTL_APPRAIS,Total Appraised Parcel Value,numeric,NA
AHDATE,AHD_TTL_ASSESS_BLDG,Total Assessed Bldg,numeric,NA
AHDATE,AHD_TTL_ASSESS_BLDG_AND_XF,Total Assessed Bldg/Xf,numeric,NA
AHDATE,AHD_TTL_ASSESS_XF,Total Assessed Extra Features,numeric,NA
AHDATE,AHD_TTL_ASSESS_IMPROVEMENTS,Total Assessed Improvements,numeric,NA
AHDATE,AHD_TTL_ASSESS_LND,Total Assessed Land,numeric,NA
AHDATE,AHD_TTL_ASSESS_LND_MKT,Total Assessed Land Mkt,numeric,NA
AHDATE,AHD_TTL_ASSESS_LND_AND_OB,Total Assessed Land/Outbldg,numeric,NA
AHDATE,AHD_TTL_ASSESS_MKT,Total Assessed Market,numeric,NA
AHDATE,AHD_TTL_ASSESS_OB,Total Assessed Outbldg,numeric,NA
AHDATE,AHD_TTL_ASSESS,Total Assessed Parcel Value,numeric,NA
AHDATE,AHD_TTL_REPLACE_BLDG,Total Bldg Replacement Costs,numeric,NA
AHDATE,AHD_TTL_EXE2,Total Hmsite,numeric,NA
AHDATE,AHD_TTL_EXE1,Total Hmstead Val,numeric,NA
AHDATE,AHD_TTL_NET_LND,Total Net,numeric,NA
AHDATE,AHD_TTL_APPRAIS_ALT,Ttl Apprais Alt,numeric,NA
AHDATE,AHD_TTL_APPRAIS_LND_ALT,Ttl Apprais Lnd Alt,numeric,NA
AHDATE,AHD_TTL_ASSESS_ALT,Ttl Assess Alt,numeric,NA
AHDATE,AHD_TTL_ASSESS_LND_ALT,Ttl Assess Lnd Alt,numeric,NA
AHDATE,AHD_TTL_ASSESS_PRE_PHASE_IN,Ttl Assess Pre Phase In,numeric,NA
AHDATE,AHD_USE_CODE,Use Code,varchar,NA
AHDATE,AHD_VALUE_SOURCE,Valuation Source,varchar,NA
AHDATE,AHD_PID,Vision PID,numeric,TRUE
AHDATE,AHD_TTL_APPRAIS_BLDG_ALT,NA,numeric,NA
AHDATE,AHD_TTL_APPRAIS_OB_ALT,NA,numeric,NA
AHDATE,AHD_TTL_APPRAIS_XF_ALT,NA,numeric,NA
AHTAXAUTH,AHT_SAVE_ID,NA,numeric,TRUE
AHTAXAUTH,AHT_MNC,NA,numeric,TRUE
AHTAXAUTH,AHT_PID,NA,numeric,TRUE
AHTAXAUTH,AHT_TAX_AUTHORITY_ID,NA,bigint,TRUE
AHTAXAUTH,AHT_TAX_AUTHORITY_DESC,NA,varchar,NA
AHTAXAUTH,AHT_TAX_AUTHORITY_TYPE,NA,varchar,NA
AHTAXAUTH,AHT_ASSESSED_VALUE,NA,numeric,NA
AHTAXAUTH,AHT_CLASSIFIED_LAND_VALUE,NA,numeric,NA
AHTAXAUTH,AHT_TOTAL_ASSESSED_VALUE,NA,numeric,NA
AHTAXAUTH,AHT_TOTAL_EXEMPTIONS,NA,numeric,NA
AHTAXAUTH,AHT_TAXABLE_VALUE,NA,numeric,NA
AHTAXAUTH,AHT_TAXES,NA,numeric,NA
AHTAXAUTH,AHT_CREATE_DATE,NA,datetime,NA
AHTAXAUTH,AHT_LAST_UPDATE,NA,datetime,NA
AHTAXAUTHLINE,ATL_SAVE_ID,NA,numeric,TRUE
AHTAXAUTHLINE,ATL_MNC,NA,numeric,TRUE
AHTAXAUTHLINE,ATL_PID,NA,numeric,TRUE
AHTAXAUTHLINE,ATL_TAX_AUTHORITY_ID,NA,bigint,TRUE
AHTAXAUTHLINE,ATL_IS_HOMESTEAD,NA,numeric,TRUE
AHTAXAUTHLINE,ATL_PRIOR_AVAILABLE_CAP_VALUE,NA,numeric,NA
AHTAXAUTHLINE,ATL_OWNER_PERCENT,NA,numeric,NA
AHTAXAUTHLINE,ATL_PRIOR_OWNER_PERCENT,NA,numeric,NA
AHTAXAUTHLINE,ATL_OWNER_ADJUSTMENT,NA,numeric,NA
AHTAXAUTHLINE,ATL_OWNER_DECREASE,NA,numeric,NA
AHTAXAUTHLINE,ATL_PRIOR_ASSESSED_VALUE,NA,numeric,NA
AHTAXAUTHLINE,ATL_CAP_RESET_YEAR,NA,int,NA
AHTAXAUTHLINE,ATL_BASE_VALUE,NA,numeric,NA
AHTAXAUTHLINE,ATL_SPLIT_CHILD_LAND,NA,numeric,NA
AHTAXAUTHLINE,ATL_DELETED_LAND,NA,numeric,NA
AHTAXAUTHLINE,ATL_REMOVED_IMPROVEMENTS,NA,numeric,NA
AHTAXAUTHLINE,ATL_DELETED_IMPROVEMENTS,NA,numeric,NA
AHTAXAUTHLINE,ATL_CAP_REMOVED,NA,numeric,NA
AHTAXAUTHLINE,ATL_UN_TO_CL_LAND,NA,numeric,NA
AHTAXAUTHLINE,ATL_CALAMITY_REDUCTION,NA,numeric,NA
AHTAXAUTHLINE,ATL_ADJUSTED_BASE_VALUE,NA,numeric,NA
AHTAXAUTHLINE,ATL_CAP_PERCENT,NA,numeric,NA
AHTAXAUTHLINE,ATL_CAP_INCREASE_LT_TEN,NA,numeric,NA
AHTAXAUTHLINE,ATL_CAP_INCREASE_GT_TEN,NA,numeric,NA
AHTAXAUTHLINE,ATL_CAPPED_BASE_VALUE,NA,numeric,NA
AHTAXAUTHLINE,ATL_COMBINED_LAND,NA,numeric,NA
AHTAXAUTHLINE,ATL_NEW_CONSTRUCTION,NA,numeric,NA
AHTAXAUTHLINE,ATL_RENOVATION,NA,numeric,NA
AHTAXAUTHLINE,ATL_ADDITION,NA,numeric,NA
AHTAXAUTHLINE,ATL_OWNER_INCREASE,NA,numeric,NA
AHTAXAUTHLINE,ATL_CAP_ADDED,NA,numeric,NA
AHTAXAUTHLINE,ATL_CL_TO_UN_LAND,NA,numeric,NA
AHTAXAUTHLINE,ATL_CALAMITY_UPGRADE,NA,numeric,NA
AHTAXAUTHLINE,ATL_MAX_CAP_VALUE,NA,numeric,NA
AHTAXAUTHLINE,ATL_LAND_CAP_VALUE,NA,numeric,NA
AHTAXAUTHLINE,ATL_BLDG_CAP_VALUE,NA,numeric,NA
AHTAXAUTHLINE,ATL_FEATURE_CAP_VALUE,NA,numeric,NA
AHTAXAUTHLINE,ATL_AVAILABLE_CAP_VALUE,NA,numeric,NA
AHTAXAUTHLINE,ATL_PORTABILITY_VALUE,NA,numeric,NA
AHTAXAUTHLINE,ATL_DEFERRED_LT_TEN,NA,numeric,NA
AHTAXAUTHLINE,ATL_DEFERRED_GT_TEN,NA,numeric,NA
AHTAXAUTHLINE,ATL_ASSESSED_VALUE,NA,numeric,NA
AHTAXAUTHLINE,ATL_CREATE_DATE,NA,datetime,NA
AHTAXAUTHLINE,ATL_LAST_UPDATE,NA,datetime,NA
ALT_APP_HIST,AAH_LINE_NUM,Aah Line Num,numeric,TRUE
ALT_APP_HIST,AAH_MNC,Aah Mnc,numeric,TRUE
ALT_APP_HIST,AAH_PID,Aah Pid,numeric,TRUE
ALT_APP_HIST,AAH_ACRES,Acres,numeric,NA
ALT_APP_HIST,AAH_APP_NUM,App #,varchar,NA
ALT_APP_HIST,AAH_CAT,Category,varchar,NA
ALT_APP_HIST,AAH_CREATE_DATE,Create Date,datetime,NA
ALT_APP_HIST,AAH_CAT_DESC,Description,varchar,NA
ALT_APP_HIST,AAH_LAST_UPDATE,Last Update,datetime,NA
ALT_APP_HIST,AAH_APP_YEAR,Year,numeric,NA
ALT_LAND_CAT,ALC_ASH_DESC,Ash Desc,varchar,NA
ALT_LAND_CAT,ALC_CAT,Cat,varchar,TRUE
ALT_LAND_CAT,ALC_CAT_DESC,Cat Desc,varchar,NA
ALT_LAND_CAT,ALC_CREATE_DATE,Create Date,datetime,NA
ALT_LAND_CAT,ALC_LAST_UPDATE,Last Update,datetime,NA
ALT_LAND_CAT,ALC_MNC,Mnc,numeric,TRUE
ALT_LAND_RATES,ALR_ALLOW_OVR,Allow Ovr,numeric,NA
ALT_LAND_RATES,ALR_CREATE_DATE,Create Date,datetime,NA
ALT_LAND_RATES,ALR_LAST_UPDATE,Last Update,datetime,NA
ALT_LAND_RATES,ALR_MNC,Mnc,numeric,TRUE
ALT_LAND_RATES,ALR_PROD,Prod,varchar,TRUE
ALT_LAND_RATES,ALR_PROD_DESC,Prod Desc,varchar,NA
ALT_LAND_RATES,ALR_RATE,Rate,numeric,NA
ALT_LAND_RATES,ALR_TYPE,Type,varchar,TRUE
ALT_LAND_RATES,ALR_CAT_CODE,NA,varchar,NA
ALT_LAND_SOIL_TYPE,ALS_CREATE_DATE,Create Date,datetime,NA
ALT_LAND_SOIL_TYPE,ALS_LAST_UPDATE,Last Update,datetime,NA
ALT_LAND_SOIL_TYPE,ALS_MNC,Mnc,numeric,TRUE
ALT_LAND_SOIL_TYPE,ALS_PROD,Prod,varchar,NA
ALT_LAND_SOIL_TYPE,ALS_SOIL_TYPE,Soil Type,varchar,TRUE
ALT_LAND_SOIL_TYPE,ALS_SOIL_TYPE_DESC,Soil Type Desc,varchar,NA
ALT_LAND_SOIL_TYPE,ALS_TYPE,Type,varchar,NA
ALT_LAND_TYPE,ALT_CREATE_DATE,Create Date,datetime,NA
ALT_LAND_TYPE,ALT_LAST_UPDATE,Last Update,datetime,NA
ALT_LAND_TYPE,ALT_MNC,Mnc,numeric,TRUE
ALT_LAND_TYPE,ALT_TYPE,Type,varchar,TRUE
ALT_LAND_TYPE,ALT_TYPE_DESC,Type Desc,varchar,NA
AMORT_EXEMPT,AME_MNC,NA,numeric,TRUE
AMORT_EXEMPT,AME_EXEMPTION_TYPE,NA,varchar,TRUE
AMORT_EXEMPT,AME_TYPE,NA,varchar,TRUE
AMORT_EXEMPT,AME_NUM_YEARS,NA,numeric,NA
AMORT_EXEMPT,AME_PCT_YEAR1,NA,numeric,NA
AMORT_EXEMPT,AME_PCT_YEAR2,NA,numeric,NA
AMORT_EXEMPT,AME_PCT_YEAR3,NA,numeric,NA
AMORT_EXEMPT,AME_PCT_YEAR4,NA,numeric,NA
AMORT_EXEMPT,AME_PCT_YEAR5,NA,numeric,NA
AMORT_EXEMPT,AME_PCT_YEAR6,NA,numeric,NA
AMORT_EXEMPT,AME_PCT_YEAR7,NA,numeric,NA
AMORT_EXEMPT,AME_PCT_YEAR8,NA,numeric,NA
AMORT_EXEMPT,AME_PCT_YEAR9,NA,numeric,NA
AMORT_EXEMPT,AME_PCT_YEAR10,NA,numeric,NA
AMORT_EXEMPT,AME_CREATE_DATE,NA,datetime,NA
AMORT_EXEMPT,AME_LAST_UPDATE,NA,datetime,NA
AREACODE,SAT_AREA_TYPE,Area Type,varchar,TRUE
AREACODE,SAT_CREATE_DATE,Create Date,datetime,NA
AREACODE,SAT_EFF_PCT,Eff Pct,float,NA
AREACODE,SAT_GROSS_MULT,Gross Mult,numeric,NA
AREACODE,SAT_INC_AREA,Income Area,varchar,NA
AREACODE,SAT_LAST_UPDATE,Last Update,datetime,NA
AREACODE,SAT_LIVING,Living,numeric,NA
AREACODE,SAT_MDL,Mdl,varchar,TRUE
AREACODE,SAT_MNC,Mnc Code,numeric,TRUE
AREACODE,SAT_PRV_CODE,Previous Code,varchar,NA
AREACODE,SAT_MMC_DEFINED,Source,numeric,NA
AREACODE,SAT_RECORD_STATUS,Status,varchar,NA
AREACODE,SAT_STATUS_DATE,Status Date,datetime2,NA
AREACODE,SAT_TYPE_SPECIFIER,Type Specifier,varchar,NA
AREACODE,SAT_DEMO_EFF_PCT,NA,numeric,NA
AREACODE,SAT_USE_SQFT,NA,bit,NA
AREACODE,SAT_SQFT_PRICE,NA,numeric,NA
AREACODE,SAT_USE_GRADE,NA,bit,NA
AREACODE,SAT_IS_COM,NA,bit,NA
ASSDETAIL,ASD_SAVE_ID,NA,numeric,TRUE
ASSDETAIL,ASD_DETAIL_ID,NA,numeric,TRUE
ASSDETAIL,ASD_MNC,NA,numeric,TRUE
ASSDETAIL,ASD_TYPE,NA,varchar,NA
ASSDETAIL,ASD_PID,NA,numeric,NA
ASSDETAIL,ASD_BID,NA,numeric,NA
ASSDETAIL,ASD_LND_LINE_ID,NA,numeric,NA
ASSDETAIL,ASD_OXF_LINE_NUM,NA,numeric,NA
ASSDETAIL,ASD_OXF_IS_OB,NA,numeric,NA
ASSDETAIL,ASD_CNS_SECT_IDENT,NA,numeric,NA
ASSDETAIL,ASD_CONSTR_TYPE,NA,varchar,NA
ASSDETAIL,ASD_APPRAIS_VAL,NA,numeric,NA
ASSDETAIL,ASD_ASSESS_VAL,NA,numeric,NA
ASSDETAIL,ASD_HOMESTEAD_FLAG,NA,numeric,NA
ASSDETAIL,ASD_CLASSIFIED_LAND_FLAG,NA,numeric,NA
