TABLE_NAME,COLUMN_NAME,DESCRIPTION,TYPE,PRIMARY_KEY
CONSTRCDU,CNS_USRFLD_711,Usrfld 711,numeric,NA
CONSTRCDU,CNS_USRFLD_712,Usrfld 712,numeric,NA
CONSTRCDU,CNS_USRFLD_713,Usrfld 713,numeric,NA
CONSTRCDU,CNS_USRFLD_714,Usrfld 714,numeric,NA
CONSTRCDU,CNS_USRFLD_715,Usrfld 715,numeric,NA
CONSTRCDU,CNS_USRFLD_716,Usrfld 716,numeric,NA
CONSTRCDU,CNS_USRFLD_717,Usrfld 717,numeric,NA
CONSTRCDU,CNS_USRFLD_718,Usrfld 718,numeric,NA
CONSTRCDU,CNS_USRFLD_719,Usrfld 719,numeric,NA
CONSTRCDU,CNS_USRFLD_800,Usrfld 800,numeric,NA
CONSTRCDU,CNS_USRFLD_801,Usrfld 801,numeric,NA
CONSTRCDU,CNS_USRFLD_83,Usrfld 83,varchar,NA
CONSTRCDU,CNS_USRFLD_83_DESC,Usrfld 83 Desc,varchar,NA
CONSTRCDU,CNS_USRFLD_900,Usrfld 900,numeric,NA
CONSTRCDU,CNS_USRFLD_901,Usrfld 901,numeric,NA
CONSTRCDU,CNS_VIEW_DESC,View Desc,varchar,NA
CONSTRCDU,CNS_AREA_DEMO,NA,numeric,NA
CONSTRCDU,CNS_SQFT_WITH_GRADE,NA,numeric,NA
CONSTRCDU,CNS_SQFT_WITHOUT_GRADE,NA,numeric,NA
CONSTRCOM,CNS_FLR1_OCC,1st Floor Use:,varchar,NA
CONSTRCOM,CNS_ADJ_BASE_RATE,Adj Base Rate,numeric,NA
CONSTRCOM,CNS_AREA_EFFECTIVE,Area Effective,numeric,NA
CONSTRCOM,CNS_AREA_GROSS,Area Gross,numeric,NA
CONSTRCOM,CNS_AREA_LIVING,Area Living,numeric,NA
CONSTRCOM,CNS_BASE_RATE,Base Rate,numeric,NA
CONSTRCOM,CNS_BID,Bid,numeric,NA
CONSTRCOM,CNS_USRFLD_207,Bldg Alt Type%,varchar,NA
CONSTRCOM,CNS_USRFLD_206,Bldg Height:,varchar,NA
CONSTRCOM,CNS_USRFLD_200,Bldg Proximity:,varchar,NA
CONSTRCOM,CNS_OCC,Bldg Use,varchar,NA
CONSTRCOM,CNS_USRFLD_202,Bsmt Abv Gr:,varchar,NA
CONSTRCOM,CNS_USRFLD_210,Bsmt Alt Type%,varchar,NA
CONSTRCOM,CNS_USRFLD_203,Bsmt Bel Gr:,varchar,NA
CONSTRCOM,CNS_BID_IDENT,Building Identifier,numeric,TRUE
CONSTRCOM,CNS_USRFLD_84,Const Type:,varchar,NA
CONSTRCOM,CNS_CREATE_DATE,Create Date,datetime,NA
CONSTRCOM,CNS_USRFLD_211,Custom Cost PSF,varchar,NA
CONSTRCOM,CNS_USRFLD_208,Demo (%),varchar,NA
CONSTRCOM,CNS_USRFLD_205,Drv Type:,varchar,NA
CONSTRCOM,CNS_EXT_WALL_1,Ext Wall 1,varchar,NA
CONSTRCOM,CNS_EXT_WALL_1_DESC,Ext Wall 1 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_201,Extension:,varchar,NA
CONSTRCOM,CNS_FLR1_OCC_DESC,Flr1 Occ Desc,varchar,NA
CONSTRCOM,CNS_GRADE_DESC,Grade Desc,varchar,NA
CONSTRCOM,CNS_GRADE,Grade:,varchar,NA
CONSTRCOM,CNS_GROUP,Group,varchar,NA
CONSTRCOM,CNS_STRUCT_CLASS,Hotel Class,varchar,NA
CONSTRCOM,CNS_NUM_UNITS,Iden Units:,numeric,NA
CONSTRCOM,CNS_USRFLD_213,Inverse GIM,varchar,NA
CONSTRCOM,CNS_LAST_UPDATE,Last Update,datetime,NA
CONSTRCOM,CNS_MNC,Mnc,numeric,TRUE
CONSTRCOM,CNS_OCC_DESC,Occ Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_209,Office Bsmt Major Use,varchar,NA
CONSTRCOM,CNS_USRFLD_204,Office Class,varchar,NA
CONSTRCOM,CNS_USRFLD_215,Parking Covered,varchar,NA
CONSTRCOM,CNS_USRFLD_219,Parking Facility,varchar,NA
CONSTRCOM,CNS_USRFLD_218,Parking Rf/Terr/Grdn,varchar,NA
CONSTRCOM,CNS_USRFLD_217,Parking Un/Surf,varchar,NA
CONSTRCOM,CNS_USRFLD_216,Parking Uncovered,varchar,NA
CONSTRCOM,CNS_PID,Pid,numeric,TRUE
CONSTRCOM,CNS_REPLACE_COST,Replace Cost,numeric,NA
CONSTRCOM,CNS_SECT_IDENT,Sect Ident,numeric,TRUE
CONSTRCOM,CNS_SECT_NUM,Sect Num,numeric,NA
CONSTRCOM,CNS_SIZ_ADJ_FACTOR,Siz Adj Factor,numeric,NA
CONSTRCOM,CNS_STORIES_DESC,Stories Desc,varchar,NA
CONSTRCOM,CNS_STORIES,Stories:,varchar,NA
CONSTRCOM,CNS_STRUCT_CLASS_DESC,Struct Class Desc,varchar,NA
CONSTRCOM,CNS_STYLE,Structure Type:,varchar,NA
CONSTRCOM,CNS_STYLE_DESC,Style Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_212,TC2 Bsmt Qual/Type,varchar,NA
CONSTRCOM,CNS_USRFLD_100,Usrfld 100,varchar,NA
CONSTRCOM,CNS_USRFLD_100_DESC,Usrfld 100 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_101,Usrfld 101,varchar,NA
CONSTRCOM,CNS_USRFLD_101_DESC,Usrfld 101 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_102,Usrfld 102,varchar,NA
CONSTRCOM,CNS_USRFLD_102_DESC,Usrfld 102 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_103,Usrfld 103,varchar,NA
CONSTRCOM,CNS_USRFLD_103_DESC,Usrfld 103 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_104,Usrfld 104,varchar,NA
CONSTRCOM,CNS_USRFLD_104_DESC,Usrfld 104 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_105,Usrfld 105,varchar,NA
CONSTRCOM,CNS_USRFLD_105_DESC,Usrfld 105 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_106,Usrfld 106,varchar,NA
CONSTRCOM,CNS_USRFLD_106_DESC,Usrfld 106 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_107,Usrfld 107,varchar,NA
CONSTRCOM,CNS_USRFLD_107_DESC,Usrfld 107 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_108,Usrfld 108,varchar,NA
CONSTRCOM,CNS_USRFLD_108_DESC,Usrfld 108 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_200_DESC,Usrfld 200 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_201_DESC,Usrfld 201 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_202_DESC,Usrfld 202 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_203_DESC,Usrfld 203 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_204_DESC,Usrfld 204 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_205_DESC,Usrfld 205 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_206_DESC,Usrfld 206 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_207_DESC,Usrfld 207 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_208_DESC,Usrfld 208 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_209_DESC,Usrfld 209 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_210_DESC,Usrfld 210 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_211_DESC,Usrfld 211 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_212_DESC,Usrfld 212 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_213_DESC,Usrfld 213 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_214,Usrfld 214,numeric,NA
CONSTRCOM,CNS_USRFLD_214_DESC,Usrfld 214 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_215_DESC,Usrfld 215 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_216_DESC,Usrfld 216 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_217_DESC,Usrfld 217 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_218_DESC,Usrfld 218 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_219_DESC,Usrfld 219 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_220,Usrfld 220,varchar,NA
CONSTRCOM,CNS_USRFLD_220_DESC,Usrfld 220 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_221,Usrfld 221,varchar,NA
CONSTRCOM,CNS_USRFLD_221_DESC,Usrfld 221 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_222,Usrfld 222,varchar,NA
CONSTRCOM,CNS_USRFLD_222_DESC,Usrfld 222 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_223,Usrfld 223,varchar,NA
CONSTRCOM,CNS_USRFLD_223_DESC,Usrfld 223 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_224,Usrfld 224,varchar,NA
CONSTRCOM,CNS_USRFLD_224_DESC,Usrfld 224 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_225,Usrfld 225,varchar,NA
CONSTRCOM,CNS_USRFLD_225_DESC,Usrfld 225 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_226,Usrfld 226,varchar,NA
CONSTRCOM,CNS_USRFLD_226_DESC,Usrfld 226 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_227,Usrfld 227,varchar,NA
CONSTRCOM,CNS_USRFLD_227_DESC,Usrfld 227 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_228,Usrfld 228,varchar,NA
CONSTRCOM,CNS_USRFLD_228_DESC,Usrfld 228 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_229,Usrfld 229,varchar,NA
CONSTRCOM,CNS_USRFLD_229_DESC,Usrfld 229 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_300,Usrfld 300,varchar,NA
CONSTRCOM,CNS_USRFLD_300_DESC,Usrfld 300 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_301,Usrfld 301,varchar,NA
CONSTRCOM,CNS_USRFLD_301_DESC,Usrfld 301 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_302,Usrfld 302,varchar,NA
CONSTRCOM,CNS_USRFLD_302_DESC,Usrfld 302 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_303,Usrfld 303,varchar,NA
CONSTRCOM,CNS_USRFLD_303_DESC,Usrfld 303 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_304,Usrfld 304,varchar,NA
CONSTRCOM,CNS_USRFLD_304_DESC,Usrfld 304 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_305,Usrfld 305,varchar,NA
CONSTRCOM,CNS_USRFLD_305_DESC,Usrfld 305 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_600,Usrfld 600,varchar,NA
CONSTRCOM,CNS_USRFLD_601,Usrfld 601,varchar,NA
CONSTRCOM,CNS_USRFLD_700,Usrfld 700,numeric,NA
CONSTRCOM,CNS_USRFLD_701,Usrfld 701,numeric,NA
CONSTRCOM,CNS_USRFLD_800,Usrfld 800,numeric,NA
CONSTRCOM,CNS_USRFLD_801,Usrfld 801,numeric,NA
CONSTRCOM,CNS_USRFLD_84_DESC,Usrfld 84 Desc,varchar,NA
CONSTRCOM,CNS_USRFLD_900,Usrfld 900,numeric,NA
CONSTRCOM,CNS_USRFLD_901,Usrfld 901,numeric,NA
CONSTRCOM,CNS_WALL_HEIGHT,Wall Height,numeric,NA
CONSTRCOM,CNS_WALL_HEIGHT_ADJ,Wall Height Adj,numeric,NA
CONSTRCOM,CNS_AREA_DEMO,NA,numeric,NA
CONSTRCOM,CNS_SQFT_WITH_GRADE,NA,numeric,NA
CONSTRCOM,CNS_SQFT_WITHOUT_GRADE,NA,numeric,NA
CONSTRDEP,CNS_BID,Av Internal Building Id,numeric,NA
CONSTRDEP,CNS_BID_IDENT,Building Identifier,numeric,TRUE
CONSTRDEP,CNS_CDU,CDU Code,varchar,NA
CONSTRDEP,CNS_CDU_DESC,CDU Description,varchar,NA
CONSTRDEP,CNS_NET_COST_MULT,Cns Net Cost Mult,numeric,NA
CONSTRDEP,CNS_NET_COST_UNITS,Cns Net Cost Units,numeric,NA
CONSTRDEP,CNS_NET_COST_UNITS_NF,Cns Net Cost Units Nf,numeric,NA
CONSTRDEP,CNS_SECT_IDENT,Cns Sect Ident,numeric,TRUE
CONSTRDEP,CNS_STATUS_DESC,Condition Desc,varchar,NA
CONSTRDEP,CNS_CREATE_DATE,Create Date,datetime,NA
CONSTRDEP,CNS_EYB_CODE,Depreciation Code,varchar,NA
CONSTRDEP,CNS_DPR_TABLE_ID,Depreciation Table Id,varchar,NA
CONSTRDEP,CNS_EYB,Effective Year Built,numeric,NA
CONSTRDEP,CNS_EXTERN_OBSOL_COMMENT,Ext. Comment,varchar,NA
CONSTRDEP,CNS_ECON_OBSOL,External Obsolescence,numeric,NA
CONSTRDEP,CNS_EYB_DPR,Eyb Depreciation,numeric,NA
CONSTRDEP,CNS_FUNC_OBSOL_COMMENT,Funct. Comment,varchar,NA
CONSTRDEP,CNS_FUNC_OBSOL,Functional Obsolescence,numeric,NA
CONSTRDEP,CNS_SECT_OVERRIDE_INITIALS,Initials,varchar,NA
CONSTRDEP,CNS_LAST_UPDATE,Last Update,datetime,NA
CONSTRDEP,CNS_MNC,Municipality,numeric,TRUE
CONSTRDEP,CNS_EYB_OVR,OV EYB,numeric,NA
CONSTRDEP,CNS_PCT_COMPLETE,Percent Complete,numeric,NA
CONSTRDEP,CNS_PCT_GOOD,Percent Good,numeric,NA
CONSTRDEP,CNS_REG_PCT_GOOD,Regression % Good,numeric,NA
CONSTRDEP,CNS_REMOD_EXT_DESC,Remodel Description,varchar,NA
CONSTRDEP,CNS_REMOD_EXT,Remodel Rating,varchar,NA
CONSTRDEP,CNS_SECT_REPLACE_COST,Sect Replacement Code,numeric,NA
CONSTRDEP,CNS_SECT_NUM,Section Number,numeric,NA
CONSTRDEP,CNS_SECT_OVERRIDE_VAL,Section Override,numeric,NA
CONSTRDEP,CNS_SECT_RCNLD,Section RCNLD,numeric,NA
CONSTRDEP,CNS_STATUS,Special Bldg Adj.,varchar,NA
CONSTRDEP,CNS_PID,Vision PID,numeric,TRUE
CONSTRDEP,CNS_AYB,Year Built,numeric,NA
CONSTRDEP,CNS_YEAR_REMODEL,Year Remodeled,numeric,NA
CONSTRDEP,CNS_CAPPING_CODE,NA,varchar,NA
CONSTRDEP,CNS_IS_EXE1,NA,numeric,NA
CONSTRRES,CNS_AC_TYPE,Ac Type,varchar,NA
CONSTRRES,CNS_AC_TYPE_DESC,Ac Type Desc,varchar,NA
CONSTRRES,CNS_ADJ_BASE_RATE,Adj Base Rate,numeric,NA
CONSTRRES,CNS_AREA_EFFECTIVE,Area Effective,numeric,NA
CONSTRRES,CNS_AREA_GROSS,Area Gross,numeric,NA
CONSTRRES,CNS_AREA_LIVING,Area Living,numeric,NA
CONSTRRES,CNS_BASE_RATE,Base Rate,numeric,NA
CONSTRRES,CNS_BASEMENT,Basement,varchar,NA
CONSTRRES,CNS_BASEMENT_DESC,Basement Desc,varchar,NA
CONSTRRES,CNS_BATHRM_STYLE,Bathrm Style,varchar,NA
CONSTRRES,CNS_BATHRM_STYLE_DESC,Bathrm Style Desc,varchar,NA
CONSTRRES,CNS_BATHRM_STYLE2,Bathrm Style2,varchar,NA
CONSTRRES,CNS_BATHRM_STYLE2_DESC,Bathrm Style2 Desc,varchar,NA
CONSTRRES,CNS_BATHRM_STYLE3,Bathrm Style3,varchar,NA
CONSTRRES,CNS_BATHRM_STYLE3_DESC,Bathrm Style3 Desc,varchar,NA
CONSTRRES,CNS_BID,Bid,numeric,NA
CONSTRRES,CNS_USRFLD_82,Bsmt Grade:,varchar,NA
CONSTRRES,CNS_USRFLD_81,Bsmt Type:,varchar,NA
CONSTRRES,CNS_BID_IDENT,Building Identifier,numeric,TRUE
CONSTRRES,CNS_INT_WALL_1,C+D Cde:,varchar,NA
CONSTRRES,CNS_VIEW,C+D Pct:,varchar,NA
CONSTRRES,CNS_CNDTN,Cndtn,varchar,NA
CONSTRRES,CNS_CNDTN_DESC,Cndtn Desc,varchar,NA
CONSTRRES,CNS_CREATE_DATE,Create Date,datetime,NA
CONSTRRES,CNS_HEAT_TYPE,Drv Type:,varchar,NA
CONSTRRES,CNS_EXT_CNDTN_DESC,Ext Cndtn Desc,varchar,NA
CONSTRRES,CNS_EXT_CNDTN,Ext Cndtn:,varchar,NA
CONSTRRES,CNS_EXT_WALL_1_DESC,Ext Wall 1 Desc,varchar,NA
CONSTRRES,CNS_EXT_WALL_1,Ext Wall:,varchar,NA
CONSTRRES,CNS_ROOF_COVER,Extension:,varchar,NA
CONSTRRES,CNS_FIREPLACES,Fireplaces,varchar,NA
CONSTRRES,CNS_FIREPLACES_DESC,Fireplaces Desc,varchar,NA
CONSTRRES,CNS_FNDTN_CNDTN,Fndtn Cndtn,varchar,NA
CONSTRRES,CNS_FNDTN_CNDTN_DESC,Fndtn Cndtn Desc,varchar,NA
CONSTRRES,CNS_FOUNDATION_DESC,Foundation Desc,varchar,NA
CONSTRRES,CNS_GRADE_DESC,Grade Desc,varchar,NA
CONSTRRES,CNS_GRADE,Grade:,varchar,NA
CONSTRRES,CNS_GROUP,Group,varchar,NA
CONSTRRES,CNS_HEAT_TYPE_DESC,Heat Type Desc,varchar,NA
CONSTRRES,CNS_INT_CNDTN,Int Cndtn,varchar,NA
CONSTRRES,CNS_INT_CNDTN_DESC,Int Cndtn Desc,varchar,NA
CONSTRRES,CNS_INT_WALL_1_DESC,Int Wall 1 Desc,varchar,NA
CONSTRRES,CNS_KITCHEN_STYLE,Kitchen Style,varchar,NA
CONSTRRES,CNS_KITCHEN_STYLE_DESC,Kitchen Style Desc,varchar,NA
CONSTRRES,CNS_KITCHEN_STYLE2,Kitchen Style2,varchar,NA
CONSTRRES,CNS_KITCHEN_STYLE2_DESC,Kitchen Style2 Desc,varchar,NA
CONSTRRES,CNS_KITCHEN_STYLE3,Kitchen Style3,varchar,NA
CONSTRRES,CNS_KITCHEN_STYLE3_DESC,Kitchen Style3 Desc,varchar,NA
CONSTRRES,CNS_LAST_UPDATE,Last Update,datetime,NA
CONSTRRES,CNS_MNC,Mnc,numeric,TRUE
CONSTRRES,CNS_NUM_BATHRM_DESC,Num Bathrm Desc,varchar,NA
CONSTRRES,CNS_NUM_BEDRM_DESC,Num Bedrm Desc,varchar,NA
CONSTRRES,CNS_NUM_HALF_BATHS_DESC,Num Half Baths Desc,varchar,NA
CONSTRRES,CNS_NUM_KITCHENS,Num Kitchens,varchar,NA
CONSTRRES,CNS_NUM_PARK,Num Park,varchar,NA
CONSTRRES,CNS_NUM_RMS_DESC,Num Rms Desc,varchar,NA
CONSTRRES,CNS_NUM_XTRA_FIX_DESC,Num Xtra Fix Desc,varchar,NA
CONSTRRES,CNS_OCC_DESC,Occ Desc,varchar,NA
CONSTRRES,CNS_USRFLD_103,Parking Covered,varchar,NA
CONSTRRES,CNS_USRFLD_107,Parking Facility,varchar,NA
CONSTRRES,CNS_USRFLD_106,Parking Ter/Gdn,varchar,NA
CONSTRRES,CNS_USRFLD_105,Parking Un/Surf,varchar,NA
CONSTRRES,CNS_USRFLD_104,Parking Uncov,varchar,NA
CONSTRRES,CNS_PID,Pid,numeric,TRUE
CONSTRRES,CNS_OCC,Primary Bldg Use,varchar,NA
CONSTRRES,CNS_ROOF_STRUCT,Proximity:,varchar,NA
CONSTRRES,CNS_ROOF_COVER_DESC,Roof Cover Desc,varchar,NA
CONSTRRES,CNS_ROOF_STRUCT_DESC,Roof Struct Desc,varchar,NA
CONSTRRES,CNS_SECT_IDENT,Sect Ident,numeric,TRUE
CONSTRRES,CNS_SECT_NUM,Sect Num,numeric,NA
CONSTRRES,CNS_STORIES_DESC,Stories Desc,varchar,NA
CONSTRRES,CNS_STORIES,Stories:,varchar,NA
CONSTRRES,CNS_STYLE_DESC,Style Desc,varchar,NA
CONSTRRES,CNS_STYLE,Style:,varchar,NA
CONSTRRES,CNS_NUM_BEDRM,Total Bedrooms:,varchar,NA
CONSTRRES,CNS_NUM_BATHRM,Total Bthrms:,varchar,NA
CONSTRRES,CNS_NUM_HALF_BATHS,Total Half Baths:,varchar,NA
CONSTRRES,CNS_NUM_RMS,Total Rooms:,varchar,NA
CONSTRRES,CNS_NUM_XTRA_FIX,Total Xtra Fixtrs:,varchar,NA
CONSTRRES,CNS_FOUNDATION,Type:,varchar,NA
CONSTRRES,CNS_USRFLD_100,Usrfld 100,varchar,NA
CONSTRRES,CNS_USRFLD_100_DESC,Usrfld 100 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_101,Usrfld 101,varchar,NA
CONSTRRES,CNS_USRFLD_101_DESC,Usrfld 101 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_102,Usrfld 102,varchar,NA
CONSTRRES,CNS_USRFLD_102_DESC,Usrfld 102 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_103_DESC,Usrfld 103 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_104_DESC,Usrfld 104 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_105_DESC,Usrfld 105 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_106_DESC,Usrfld 106 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_107_DESC,Usrfld 107 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_108,Usrfld 108,numeric,NA
CONSTRRES,CNS_USRFLD_108_DESC,Usrfld 108 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_300,Usrfld 300,varchar,NA
CONSTRRES,CNS_USRFLD_300_DESC,Usrfld 300 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_301,Usrfld 301,varchar,NA
CONSTRRES,CNS_USRFLD_301_DESC,Usrfld 301 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_302,Usrfld 302,varchar,NA
CONSTRRES,CNS_USRFLD_302_DESC,Usrfld 302 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_303,Usrfld 303,varchar,NA
CONSTRRES,CNS_USRFLD_303_DESC,Usrfld 303 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_304,Usrfld 304,varchar,NA
CONSTRRES,CNS_USRFLD_304_DESC,Usrfld 304 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_305,Usrfld 305,varchar,NA
CONSTRRES,CNS_USRFLD_305_DESC,Usrfld 305 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_600,Usrfld 600,varchar,NA
CONSTRRES,CNS_USRFLD_601,Usrfld 601,varchar,NA
CONSTRRES,CNS_USRFLD_700,Usrfld 700,numeric,NA
CONSTRRES,CNS_USRFLD_701,Usrfld 701,numeric,NA
CONSTRRES,CNS_USRFLD_702,Usrfld 702,numeric,NA
CONSTRRES,CNS_USRFLD_703,Usrfld 703,numeric,NA
CONSTRRES,CNS_USRFLD_704,Usrfld 704,numeric,NA
CONSTRRES,CNS_USRFLD_705,Usrfld 705,numeric,NA
CONSTRRES,CNS_USRFLD_706,Usrfld 706,numeric,NA
CONSTRRES,CNS_USRFLD_707,Usrfld 707,numeric,NA
CONSTRRES,CNS_USRFLD_708,Usrfld 708,numeric,NA
CONSTRRES,CNS_USRFLD_709,Usrfld 709,numeric,NA
CONSTRRES,CNS_USRFLD_710,Usrfld 710,numeric,NA
CONSTRRES,CNS_USRFLD_711,Usrfld 711,numeric,NA
CONSTRRES,CNS_USRFLD_712,Usrfld 712,numeric,NA
CONSTRRES,CNS_USRFLD_713,Usrfld 713,numeric,NA
CONSTRRES,CNS_USRFLD_714,Usrfld 714,numeric,NA
CONSTRRES,CNS_USRFLD_715,Usrfld 715,numeric,NA
CONSTRRES,CNS_USRFLD_716,Usrfld 716,numeric,NA
CONSTRRES,CNS_USRFLD_717,Usrfld 717,numeric,NA
CONSTRRES,CNS_USRFLD_718,Usrfld 718,numeric,NA
CONSTRRES,CNS_USRFLD_719,Usrfld 719,numeric,NA
CONSTRRES,CNS_USRFLD_800,Usrfld 800,numeric,NA
CONSTRRES,CNS_USRFLD_801,Usrfld 801,numeric,NA
CONSTRRES,CNS_USRFLD_81_DESC,Usrfld 81 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_82_DESC,Usrfld 82 Desc,varchar,NA
CONSTRRES,CNS_USRFLD_900,Usrfld 900,numeric,NA
CONSTRRES,CNS_USRFLD_901,Usrfld 901,numeric,NA
CONSTRRES,CNS_VIEW_DESC,View Desc,varchar,NA
CONSTRRES,CNS_AREA_DEMO,NA,numeric,NA
CONSTRRES,CNS_SQFT_WITH_GRADE,NA,numeric,NA
CONSTRRES,CNS_SQFT_WITHOUT_GRADE,NA,numeric,NA
CONSTRSECTION,CNS_MNC,NA,numeric,TRUE
CONSTRSECTION,CNS_PID,NA,numeric,TRUE
CONSTRSECTION,CNS_BID,NA,numeric,NA
CONSTRSECTION,CNS_BID_IDENT,NA,numeric,TRUE
CONSTRSECTION,CNS_SECT_IDENT,NA,numeric,TRUE
CONSTRSECTION,CNS_BASE_FLR,NA,varchar,NA
CONSTRSECTION,CNS_GRADE,NA,varchar,NA
CONSTRSECTION,CNS_GRADE_DESC,NA,varchar,NA
CONSTRSECTION,CNS_SECT_NUM,NA,numeric,NA
CONSTRSECTION,CNS_BASE_FLR_DESC,NA,varchar,NA
CONSTRSECTION,CNS_STYLE,NA,varchar,NA
CONSTRSECTION,CNS_STYLE_DESC,NA,varchar,NA
CONSTRSECTION,CNS_STORIES,NA,varchar,NA
CONSTRSECTION,CNS_STORIES_DESC,NA,varchar,NA
CONSTRSECTION,CNS_OCC,NA,varchar,NA
CONSTRSECTION,CNS_OCC_DESC,NA,varchar,NA
CONSTRSECTION,CNS_UNIT_LOCN,NA,varchar,NA
CONSTRSECTION,CNS_UNIT_LOCN_DESC,NA,varchar,NA
CONSTRSECTION,CNS_EXT_WALL_1,NA,varchar,NA
CONSTRSECTION,CNS_EXT_WALL_1_DESC,NA,varchar,NA
CONSTRSECTION,CNS_UNIT_LOCN2,NA,varchar,NA
CONSTRSECTION,CNS_UNIT_LOCN2_DESC,NA,varchar,NA
CONSTRSECTION,CNS_NUM_RMS,NA,varchar,NA
CONSTRSECTION,CNS_NUM_RMS_DESC,NA,varchar,NA
CONSTRSECTION,CNS_ROOF_STRUCT,NA,varchar,NA
CONSTRSECTION,CNS_ROOF_STRUCT_DESC,NA,varchar,NA
CONSTRSECTION,CNS_NUM_BEDRM,NA,varchar,NA
CONSTRSECTION,CNS_NUM_BEDRM_DESC,NA,varchar,NA
CONSTRSECTION,CNS_ROOF_COVER,NA,varchar,NA
CONSTRSECTION,CNS_ROOF_COVER_DESC,NA,varchar,NA
CONSTRSECTION,CNS_EXT_CNDTN,NA,varchar,NA
CONSTRSECTION,CNS_EXT_CNDTN_DESC,NA,varchar,NA
CONSTRSECTION,CNS_BEDRM_FUNC,NA,varchar,NA
CONSTRSECTION,CNS_BEDRM_FUNC_DESC,NA,varchar,NA
CONSTRSECTION,CNS_FOUNDATION,NA,varchar,NA
CONSTRSECTION,CNS_FOUNDATION_DESC,NA,varchar,NA
CONSTRSECTION,CNS_INT_WALL_1,NA,varchar,NA
CONSTRSECTION,CNS_INT_WALL_1_DESC,NA,varchar,NA
CONSTRSECTION,CNS_HEAT_TYPE,NA,varchar,NA
CONSTRSECTION,CNS_HEAT_TYPE_DESC,NA,varchar,NA
CONSTRSECTION,CNS_NUM_PART_BEDRM,NA,varchar,NA
