NEIGHBORHOOD,block,predicted,actual,n,median_sales_ratio,r,spearmans,cod,prd,prb,clapp,gini,ci,ki,mki,accuracy,uniformity,vertical_equity
1050,134,prediction,GROSSCON,6,0.9863,0.7848590407413538,0.7844897959183674,10.797585273693107,1.0272865009605041,-0.37565748499658863,1.7461813813965104,0.1286693957524229,0.06455781140049528,-0.06411158435192761,0.5017340061556917,TRUE,TRUE,TRUE
1050,136,prediction,GROSSCON,3,,,,,,,,,,,,,,
1050,146,prediction,GROSSCON,1,,,,,,,,,,,,,,
1050,147,prediction,GROSSCON,1,,,,,,,,,,,,,,
1050,150,prediction,GROSSCON,1,,,,,,,,,,,,,,
1050,161,prediction,GROSSCON,9,0.9539,0.9803357313435053,0.942296918767507,7.595059624856518,1.0189635179030225,-0.5032728501641253,1.9431080440082098,0.09285161749313708,0.050386873753069494,-0.04246474374006759,0.5426601615937786,TRUE,TRUE,TRUE
1050,175,prediction,GROSSCON,1,,,,,,,,,,,,,,
1050,178,prediction,GROSSCON,3,,,,,,,,,,,,,,
1060,1053,prediction,GROSSCON,3,,,,,,,,,,,,,,
1060,1054,prediction,GROSSCON,8,1.003,0.8957521787168803,0.5402148664343788,8.060905681738266,1.0162702815077733,-0.28179036692486437,1.4693473501228902,0.1164419172291733,0.07074234401966728,-0.04569957320950602,0.6075333153475725,TRUE,TRUE,TRUE
1060,1055,prediction,GROSSCON,4,,,,,,,,,,,,,,
1060,1056,prediction,GROSSCON,5,1.0078,0.98898022991086,0.9999999999999996,3.262905625768845,1.0121648791049271,-0.057151617233656096,1.1248851325030504,0.1861080072209445,0.16451209006741827,-0.02159591715352624,0.8839603009241408,TRUE,FALSE,TRUE
1060,1057,prediction,GROSSCON,1,,,,,,,,,,,,,,
1060,1058,prediction,GROSSCON,3,,,,,,,,,,,,,,
1060,1059,prediction,GROSSCON,5,1.0667,0.9861607312716976,0.9500000000000001,1.9158479374766126,1.0031776529152459,-0.11031823934299671,1.2057690313507659,0.0764439712536598,0.06284510549646889,-0.013598865757190909,0.8221067595760227,TRUE,FALSE,TRUE
1060,1064,prediction,GROSSCON,5,1.0267,0.8850537932174902,0.8099999999999996,3.8391118059207106,1.0008220527709402,0.0038777072657942406,0.9206607426678042,0.0833333333333334,0.08782430855085241,0.004490975217519011,1.0538917026102281,TRUE,FALSE,TRUE
1060,1065,prediction,GROSSCON,3,,,,,,,,,,,,,,
1060,1066,prediction,GROSSCON,12,0.984,0.8184017848981602,0.6655124653739614,8.154372744356085,1.0079213220791314,-0.04474443220723738,1.094380395547153,0.1282904481901559,0.1031468767893949,-0.025143571400760997,0.804010573230733,TRUE,TRUE,TRUE
1060,1067,prediction,GROSSCON,28,1.0265,0.9499933267094347,0.8903378145208479,7.3493998123284605,1.0080072818851615,-0.021391220325574768,1.0254579837553763,0.21287871478790496,0.2010616888032509,-0.011817025984654062,0.9444893962441121,TRUE,TRUE,TRUE
1060,1076,prediction,GROSSCON,3,,,,,,,,,,,,,,
