"","TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","COLUMNS","COLUMN_NAMES","PREFIX","first_col","PRIMARY_KEYS"
"3108","IAS","IAS","NRLANDRT_AUD",10,"WEN, WHO, IASW_ID, VAL2, VAL1, SWIS, TAXYR, JUR, AUD_SEQ, AUD_OP",NA,NA,NA
"3109","IAS","IAS","NRLINK",28,"FINALVAL, OVERPCT, RECPTANNL, RECEIPT, OWN2, OWN1, PARID, LINKCODE, CLASS, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, LLINE, OWNSEQ, TAXYR, ACCT, JUR, DEACTIVAT, ASMTAMT, IASW_ID, TRANS_ID, UPD_STATUS, DECIMAL_INTEREST, SSN4",NA,NA,NA
"3110","IAS","IAS","NRLINK_ALL",28,"IASW_ID, CLASS, WHOCALC, SSN4, OWNSEQ, UPD_STATUS, WHO, TAXYR, TRANS_ID, OVERPCT, DECIMAL_INTEREST, STATUS, WEN, RECEIPT, DEACTIVAT, RECPTANNL, WENCALC, JUR, SEQ, OWN2, ASMTAMT, OWN1, LLINE, PARID, FINALVAL, ACCT, LINKCODE, CUR",NA,NA,NA
"3111","IAS","IAS","NRLINK_HIST",28,"DEACTIVAT, ASMTAMT, FINALVAL, OVERPCT, RECPTANNL, RECEIPT, OWN2, OWN1, PARID, LINKCODE, CLASS, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, LLINE, OWNSEQ, TAXYR, ACCT, JUR, IASW_ID, TRANS_ID, UPD_STATUS, DECIMAL_INTEREST, SSN4",NA,NA,NA
"3112","IAS","IAS","NRLINK_IASW",28,"UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, ASMTAMT, FINALVAL, OVERPCT, RECPTANNL, RECEIPT, OWN2, OWN1, PARID, LINKCODE, CLASS, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, LLINE, OWNSEQ, TAXYR, ACCT, JUR, SSN4, DECIMAL_INTEREST",NA,NA,NA
"3113","IAS","IAS","NRMGDFOR",72,"USER3, USER2, USER1, LANDTOTVAL, VALDT, DESCR, IMPVAL, MKTVAL, LAKEVAL, TMBVAL, BARELANDVAL, WEN, WHO, CUR, SEQ, SALEKEY, PARCEL, TAXYR, ACCT, JUR, GROWTH_OPTION, DEACTIVAT, LOT_DESCR, SWIS, TOT_ACRES, FOREST_ACRES, ACCESS_ACRES, REMOTE_ACRES, LAKEFRONT_ACRES, UNDRWTR_ACRES, WASTE_ACRES, TSOL_APR_IND, INSPYR, MTCTREND_IND, TYPE, CLASS, ROLL_SECT, SCHOOL_CODE, LAW_CODE_GRP, LAW_CODE, SITE_NBR, ALT_ID, UPD_STATUS, TRANS_ID, IASW_ID, UDATE10, UDATE9, UDATE8, UDATE7, UDATE6, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER10, USER9, USER8, USER7, USER6, USER5, USER4",NA,NA,NA
"3114","IAS","IAS","NRMGDFORDET",76,"NEWPIC, OLDPIC, CRUISE, LOGEASE, ACESS, CUT, VOLUME, SITE, GROWTH_OPTION, FORTYPE, REGION, SURVYR, WEN, WHO, CUR, SEQ, LLINE, INVDT, TAXYR, ACCT, JUR, WATERVALOVR, DEACTIVAT, UPD_STATUS, TRANS_ID, IASW_ID, UDATE10, UDATE9, UDATE8, UDATE7, UDATE6, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER10, USER9, USER8, USER7, USER6, USER5, USER4, USER3, USER2, USER1, SWIS, INFLPCT, INFLCD3, INFLCD2, INFLCD1, TOTVAL, WATERVAL, LANDVAL, STMPVAL, TOTFF12, SWAMP, CLIFF, F2FF, F1FF, D2FF, D1FF, SHOREFRONT, ISLAND, LAKECD, ACRES",NA,NA,NA
"3115","IAS","IAS","NRMGDFORDET_HIST",76,"WATERVALOVR, DEACTIVAT, UPD_STATUS, TRANS_ID, IASW_ID, UDATE10, UDATE9, UDATE8, UDATE7, UDATE6, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER10, USER9, USER8, USER7, USER6, USER5, USER4, USER3, USER2, USER1, SWIS, INFLPCT, INFLCD3, INFLCD2, INFLCD1, TOTVAL, WATERVAL, LANDVAL, STMPVAL, TOTFF12, SWAMP, CLIFF, F2FF, F1FF, D2FF, D1FF, SHOREFRONT, ISLAND, LAKECD, ACRES, NEWPIC, OLDPIC, CRUISE, LOGEASE, ACESS, CUT, VOLUME, SITE, GROWTH_OPTION, FORTYPE, REGION, SURVYR, WEN, WHO, CUR, SEQ, LLINE, INVDT, TAXYR, ACCT, JUR",NA,NA,NA
"3116","IAS","IAS","NRMGDFORDET_IASW",76,"WATERVALOVR, DEACTIVAT, UPD_STATUS, TRANS_ID, IASW_ID, UDATE10, UDATE9, UDATE8, UDATE7, UDATE6, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER10, USER9, USER8, USER7, USER6, USER4, USER3, USER2, USER1, SWIS, INFLPCT, INFLCD3, INFLCD2, INFLCD1, TOTVAL, WATERVAL, LANDVAL, STMPVAL, TOTFF12, SWAMP, CLIFF, F2FF, F1FF, D2FF, D1FF, SHOREFRONT, ISLAND, LAKECD, ACRES, NEWPIC, OLDPIC, CRUISE, LOGEASE, ACESS, CUT, VOLUME, SITE, GROWTH_OPTION, FORTYPE, REGION, SURVYR, WEN, WHO, CUR, SEQ, LLINE, INVDT, TAXYR, ACCT, JUR, USER5",NA,NA,NA
"3117","IAS","IAS","NRMGDFOR_HIST",72,"TAXYR, ACCT, JUR, GROWTH_OPTION, DEACTIVAT, LOT_DESCR, SWIS, TOT_ACRES, FOREST_ACRES, ACCESS_ACRES, REMOTE_ACRES, LAKEFRONT_ACRES, UNDRWTR_ACRES, WASTE_ACRES, TSOL_APR_IND, INSPYR, MTCTREND_IND, TYPE, CLASS, ROLL_SECT, SCHOOL_CODE, LAW_CODE_GRP, LAW_CODE, SITE_NBR, ALT_ID, UPD_STATUS, TRANS_ID, IASW_ID, UDATE10, UDATE9, UDATE8, UDATE7, UDATE6, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2, USERVAL1, USER10, USER9, USER8, USER7, USER6, USER5, USER4, USER3, USER2, USER1, LANDTOTVAL, VALDT, DESCR, IMPVAL, MKTVAL, LAKEVAL, TMBVAL, BARELANDVAL, WEN, WHO, CUR, SEQ, SALEKEY, PARCEL",NA,NA,NA
"3118","IAS","IAS","NRMGDFOR_IASW",72,"USERVAL1, USER10, USER9, USER8, USER7, USER6, USER5, USER4, USER3, USER2, USER1, LANDTOTVAL, VALDT, DESCR, IMPVAL, MKTVAL, LAKEVAL, TMBVAL, BARELANDVAL, WEN, WHO, CUR, SEQ, SALEKEY, PARCEL, TAXYR, ACCT, JUR, GROWTH_OPTION, DEACTIVAT, LOT_DESCR, SWIS, TOT_ACRES, FOREST_ACRES, ACCESS_ACRES, REMOTE_ACRES, LAKEFRONT_ACRES, UNDRWTR_ACRES, WASTE_ACRES, TSOL_APR_IND, INSPYR, MTCTREND_IND, TYPE, CLASS, ROLL_SECT, SCHOOL_CODE, LAW_CODE_GRP, LAW_CODE, SITE_NBR, ALT_ID, UPD_STATUS, TRANS_ID, IASW_ID, UDATE10, UDATE9, UDATE8, UDATE7, UDATE6, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, USERVAL10, USERVAL9, USERVAL8, USERVAL7, USERVAL6, USERVAL5, USERVAL4, USERVAL3, USERVAL2",NA,NA,NA
"3119","IAS","IAS","NRMGDTMB",29,"PARID, JUR, DEACTIVAT, TOTVAL, T3VALUE, T2VALUE, T1VALUE, T3RATE, T2RATE, T1RATE, PCTOWN, T3ACRES, T2ACRES, T1ACRES, TAXCL, SURACRES, CONTROLNO, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, OWNSEQ, TAXYR, IASW_ID, TRANS_ID, UPD_STATUS",NA,NA,NA
"3120","IAS","IAS","NRMGDTMB_ALL",29,"SEQ, WHO, T3RATE, UPD_STATUS, T1ACRES, SURACRES, WENCALC, TAXCL, JUR, T1RATE, DEACTIVAT, WEN, PCTOWN, T2RATE, STATUS, OWNSEQ, T2ACRES, IASW_ID, TOTVAL, T3VALUE, CONTROLNO, TAXYR, T1VALUE, T3ACRES, WHOCALC, TRANS_ID, CUR, PARID, T2VALUE",NA,NA,NA
"3121","IAS","IAS","NRMGDTMB_HIST",29,"DEACTIVAT, TOTVAL, T3VALUE, T2VALUE, T1VALUE, T3RATE, T2RATE, T1RATE, PCTOWN, T3ACRES, T2ACRES, T1ACRES, TAXCL, SURACRES, CONTROLNO, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, OWNSEQ, TAXYR, PARID, JUR, IASW_ID, TRANS_ID, UPD_STATUS",NA,NA,NA
"3122","IAS","IAS","NRMGDTMB_IASW",29,"PCTOWN, T3ACRES, T2ACRES, T1ACRES, TAXCL, SURACRES, CONTROLNO, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, OWNSEQ, TAXYR, PARID, JUR, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, TOTVAL, T3VALUE, T2VALUE, T1VALUE, T3RATE, T2RATE, T1RATE",NA,NA,NA
"3123","IAS","IAS","NROGPROD",109,"WEQCOURT, WEQCOMMRSN, WEQCOMM, WEQASSRRSN, WEQASSR, WEQPTDRSN, WEQPTD, WEQAPR, EXCCOURTRSN, EXCCOURT, EXCCOMMRSN, EXCCOMM, EXCASSRRSN, EXCASSR, EXCPTDRSN, EXCPTD, EXCAPR, ORIVCOURTRSN, ORIVCOURT, ORIVCOMMRSN, ORIVCOMM, ORIVASSRRSN, ORIVASSR, ORIVPTDRSN, ORIVPTD, ORIVAPR, OWIVCOURTRSN, OWIVCOURT, OWIVCOMMRSN, OWIVCOMM, OWIVASSRRSN, OWIVASSR, OWIVPTDRSN, OWIVPTD, OWIVAPR, GRIVCOURTRSN, GRIVCOURT, GRIVCOMMRSN, GRIVCOMM, GRIVASSRRSN, GRIVASSR, GRIVPTDRSN, GRIVPTD, GRIVAPR, GWIVCOURTRSN, GWIVCOURT, GWIVCOMMRSN, GWIVCOMM, GWIVASSRRSN, GWIVASSR, GWIVPTDRSN, GWIVPTD, GWIVAPR, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, TAXYR, ACCT, JUR, DEACTIVAT, TOTCOURT, TOTCOMM, TOTASSR, TOTPTD, TOTAPR, WEQCOURTRSN, IASW_ID, TRANS_ID, UPD_STATUS, GWIVAPR1, GRIVAPR1, OWIVAPR1, ORIVAPR1, EXCAPR1, WEQAPR1, GWIVAPR2, GRIVAPR2, OWIVAPR2, ORIVAPR2, EXCAPR2, WEQAPR2, GWIVAPR3, GRIVAPR3, OWIVAPR3, ORIVAPR3, EXCAPR3, WEQAPR3, NGLRIVAPR, NGLRIVASSR, NGLRIVASSRRSN, NGLRIVCOMM, NGLRIVCOMMRSN, NGLRIVCOURT, NGLRIVCOURTRSN, NGLRIVPTD, NGLRIVPTDRSN, NGLWIVAPR, NGLWIVASSR, NGLWIVASSRRSN, NGLWIVCOMM, NGLWIVCOMMRSN, NGLWIVCOURT, NGLWIVCOURTRSN, NGLWIVPTD, NGLWIVPTDRSN",NA,NA,NA
"3124","IAS","IAS","NROGPROD_ALL",109,"TRANS_ID, GWIVAPR1, GRIVASSR, GRIVPTD, NGLWIVCOURT, OWIVAPR3, EXCCOURTRSN, NGLWIVCOMM, GWIVCOURT, TOTCOURT, NGLRIVCOMMRSN, EXCCOMMRSN, NGLWIVCOURTRSN, TOTPTD, GWIVASSRRSN, WEQAPR2, GWIVCOMMRSN, CUR, WHOCALC, OWIVCOURTRSN, WEQAPR3, GRIVAPR2, GRIVAPR1, NGLRIVPTDRSN, NGLWIVCOMMRSN, ACCT, DEACTIVAT, EXCAPR1, WENCALC, ORIVCOMM, ORIVASSR, ORIVAPR2, EXCCOURT, NGLRIVASSR, GRIVAPR3, WEQAPR1, EXCASSRRSN, OWIVASSR, WEQASSRRSN, WEQCOURTRSN, ORIVAPR1, OWIVPTDRSN, EXCPTDRSN, NGLRIVAPR, EXCASSR, EXCAPR, WEQCOMM, TOTASSR, EXCPTD, GWIVAPR2, JUR, UPD_STATUS, ORIVPTD, NGLWIVASSR, GRIVCOURTRSN, GRIVCOMM, GWIVCOMM, GWIVCOURTRSN, GWIVPTD, ORIVASSRRSN, GWIVPTDRSN, GRIVCOURT, NGLRIVPTD, OWIVAPR2, GWIVASSR, OWIVCOURT, SEQ, TOTCOMM, IASW_ID, GRIVPTDRSN, OWIVPTD, NGLWIVAPR, OWIVAPR1, OWIVCOMMRSN, NGLRIVASSRRSN, WEQAPR, NGLRIVCOURTRSN, STATUS, ORIVPTDRSN, TAXYR, WEQPTD, NGLRIVCOMM, GRIVAPR, ORIVAPR, WEQPTDRSN, WEQCOURT, GWIVAPR3, WEN, NGLWIVPTD, ORIVCOURT, EXCCOMM, EXCAPR3, EXCAPR2, NGLWIVASSRRSN, ORIVCOMMRSN, WEQCOMMRSN, WHO, WEQASSR, NGLWIVPTDRSN, GRIVCOMMRSN, GRIVASSRRSN, GWIVAPR, ORIVAPR3, OWIVCOMM, OWIVAPR, TOTAPR, NGLRIVCOURT, ORIVCOURTRSN, OWIVASSRRSN",NA,NA,NA
"3125","IAS","IAS","NROGPROD_HIST",109,"DEACTIVAT, TOTCOURT, TOTCOMM, TOTASSR, TOTPTD, TOTAPR, WEQCOURTRSN, WEQCOURT, WEQCOMMRSN, WEQCOMM, WEQASSRRSN, WEQASSR, WEQPTDRSN, WEQPTD, WEQAPR, EXCCOURTRSN, EXCCOURT, EXCCOMMRSN, EXCCOMM, EXCASSRRSN, EXCASSR, EXCPTDRSN, EXCPTD, EXCAPR, ORIVCOURTRSN, ORIVCOURT, ORIVCOMMRSN, ORIVCOMM, ORIVASSRRSN, ORIVASSR, ORIVPTDRSN, ORIVPTD, ORIVAPR, OWIVCOURTRSN, OWIVCOURT, OWIVCOMMRSN, OWIVCOMM, OWIVASSRRSN, OWIVASSR, OWIVPTDRSN, OWIVPTD, OWIVAPR, GRIVCOURTRSN, GRIVCOURT, GRIVCOMMRSN, GRIVCOMM, GRIVASSRRSN, GRIVASSR, GRIVPTDRSN, GRIVPTD, GRIVAPR, GWIVCOURTRSN, GWIVCOURT, GWIVCOMMRSN, GWIVCOMM, GWIVASSRRSN, GWIVASSR, GWIVPTDRSN, GWIVPTD, GWIVAPR, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, TAXYR, ACCT, JUR, IASW_ID, TRANS_ID, UPD_STATUS, GWIVAPR1, GRIVAPR1, OWIVAPR1, ORIVAPR1, EXCAPR1, WEQAPR1, GWIVAPR2, GRIVAPR2, OWIVAPR2, ORIVAPR2, EXCAPR2, WEQAPR2, GWIVAPR3, GRIVAPR3, OWIVAPR3, ORIVAPR3, EXCAPR3, WEQAPR3, NGLRIVAPR, NGLRIVASSR, NGLRIVASSRRSN, NGLRIVCOMM, NGLRIVCOMMRSN, NGLRIVCOURT, NGLRIVCOURTRSN, NGLRIVPTD, NGLRIVPTDRSN, NGLWIVAPR, NGLWIVASSR, NGLWIVASSRRSN, NGLWIVCOMM, NGLWIVCOMMRSN, NGLWIVCOURT, NGLWIVCOURTRSN, NGLWIVPTD, NGLWIVPTDRSN",NA,NA,NA
"3126","IAS","IAS","NROGPROD_IASW",109,"GRIVCOURT, GRIVCOMMRSN, GRIVCOMM, GRIVASSRRSN, GRIVASSR, GRIVPTDRSN, GRIVPTD, GRIVAPR, GWIVCOURTRSN, GWIVCOURT, GWIVCOMMRSN, GWIVCOMM, GWIVASSRRSN, GWIVASSR, GWIVPTDRSN, GWIVPTD, GWIVAPR, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, TAXYR, ACCT, JUR, UPD_STATUS, TRANS_ID, IASW_ID, WEQAPR3, EXCAPR3, ORIVAPR3, OWIVAPR3, GRIVAPR3, GWIVAPR3, WEQAPR2, EXCAPR2, ORIVAPR2, OWIVAPR2, GRIVAPR2, GWIVAPR2, WEQAPR1, EXCAPR1, ORIVAPR1, OWIVAPR1, GRIVAPR1, GWIVAPR1, DEACTIVAT, TOTCOURT, TOTCOMM, TOTASSR, TOTPTD, TOTAPR, WEQCOURTRSN, WEQCOURT, WEQCOMMRSN, WEQCOMM, WEQASSRRSN, WEQASSR, WEQPTDRSN, WEQPTD, WEQAPR, EXCCOURTRSN, EXCCOURT, EXCCOMMRSN, EXCCOMM, EXCASSRRSN, EXCASSR, EXCPTDRSN, EXCPTD, EXCAPR, ORIVCOURTRSN, ORIVCOURT, ORIVCOMMRSN, ORIVCOMM, ORIVASSRRSN, ORIVASSR, ORIVPTDRSN, ORIVPTD, ORIVAPR, OWIVCOURTRSN, OWIVCOURT, OWIVCOMMRSN, OWIVCOMM, OWIVASSRRSN, OWIVASSR, OWIVPTDRSN, OWIVPTD, OWIVAPR, GRIVCOURTRSN, NGLWIVPTDRSN, NGLWIVPTD, NGLWIVCOURTRSN, NGLWIVCOURT, NGLWIVCOMMRSN, NGLWIVCOMM, NGLWIVASSRRSN, NGLWIVASSR, NGLWIVAPR, NGLRIVPTDRSN, NGLRIVPTD, NGLRIVCOURTRSN, NGLRIVCOURT, NGLRIVCOMMRSN, NGLRIVCOMM, NGLRIVASSRRSN, NGLRIVASSR, NGLRIVAPR",NA,NA,NA
"3127","IAS","IAS","NROVR",21,"UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, FACTOR_CHNG, HNOTE3, HNOTE2, HNOTE1, HREASON, TDATE, HDATE, HOLD, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, TAXYR, PARID, JUR",NA,NA,NA
"3128","IAS","IAS","NROVR_HIST",21,"UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, FACTOR_CHNG, HNOTE3, HNOTE2, HNOTE1, HREASON, TDATE, HDATE, HOLD, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, TAXYR, PARID, JUR",NA,NA,NA
"3129","IAS","IAS","NROVR_IASW",21,"HREASON, TDATE, HDATE, HOLD, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, TAXYR, PARID, JUR, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, FACTOR_CHNG, HNOTE3, HNOTE2, HNOTE1",NA,NA,NA
"3130","IAS","IAS","NRPCLCOAL",38,"RECTYPE, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, LLINE, SEAM, OWNSEQ, TAXYR, PARID, JUR, DEACTIVAT, MINEVAL, MINECNT, BTU, SULFUR, THICKNESS, PROPCTL, PRODCTL, BARREN, RTCVAL, RCVMRATE, TCVMRATE, TCVMACRES, TCBF, MINEDOUT, UNMINED, MINEABLE, RESERVEACRES, ACTIVEACR, COALPCT, COALACR, IASW_ID, TRANS_ID, UPD_STATUS",NA,NA,NA
"3131","IAS","IAS","NRPCLCOAL_ALL",38,"PROPCTL, PRODCTL, JUR, RTCVAL, RECTYPE, STATUS, SULFUR, SEAM, BTU, BARREN, THICKNESS, COALPCT, RCVMRATE, TRANS_ID, CUR, WHO, ACTIVEACR, IASW_ID, LLINE, RESERVEACRES, WEN, WHOCALC, PARID, MINEDOUT, MINEABLE, DEACTIVAT, TCVMACRES, TCBF, SEQ, OWNSEQ, UNMINED, MINECNT, TAXYR, COALACR, TCVMRATE, MINEVAL, UPD_STATUS, WENCALC",NA,NA,NA
"3132","IAS","IAS","NRPCLCOAL_HIST",38,"DEACTIVAT, MINEVAL, MINECNT, BTU, SULFUR, THICKNESS, PROPCTL, PRODCTL, BARREN, RTCVAL, RCVMRATE, TCVMRATE, TCVMACRES, TCBF, MINEDOUT, UNMINED, MINEABLE, RESERVEACRES, ACTIVEACR, COALPCT, COALACR, RECTYPE, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, LLINE, SEAM, OWNSEQ, TAXYR, PARID, JUR, IASW_ID, TRANS_ID, UPD_STATUS",NA,NA,NA
"3133","IAS","IAS","NRPCLCOAL_IASW",38,"THICKNESS, PROPCTL, PRODCTL, BARREN, RTCVAL, RCVMRATE, TCVMRATE, TCVMACRES, TCBF, MINEDOUT, UNMINED, MINEABLE, RESERVEACRES, ACTIVEACR, COALPCT, COALACR, RECTYPE, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, LLINE, SEAM, OWNSEQ, TAXYR, PARID, JUR, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, MINEVAL, MINECNT, BTU, SULFUR",NA,NA,NA
"3134","IAS","IAS","NRPCLDTL",61,"EXCGASVAL, EXCGASRT, EXCOILVAL, EXCOILRT, OTHPERM3, OTH3VAL, OTH3RESRV, OTH3ACTIV, OTH3ACRES, OTHTYPE3, OTHPERM2, OTH2VAL, OTH2RESRV, OTH2ACTIV, OTH2ACRES, OTHTYPE2, OTHPERM1, OTH1VAL, OTH1RESRV, OTH1ACTIV, OTH1ACRES, OTHTYPE1, OMLDATE, OMLNAME, OMLEASE, GASCNT, OILCNT, DELAYRNT, OGLDATE, OGLNAME, OGLEASE, OTHERVAL, OTHERPCT, OTHERACR, EXCGASACR, GASVAL, GASPCT, GASACR, EXCOILACR, OILVAL, OILPCT, OILACR, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, OWNSEQ, TAXYR, PARID, JUR, DEACTIVAT, GASPLGVAL, OILPLGVAL, GASPLG, OILPLG, IASW_ID, TRANS_ID, UPD_STATUS",NA,NA,NA
"3135","IAS","IAS","NRPCLDTL_ALL",61,"SEQ, OILVAL, OTH2ACTIV, GASVAL, WENCALC, STATUS, OILPLGVAL, OTH3RESRV, OILPLG, OTH2RESRV, OTHPERM3, DEACTIVAT, EXCOILVAL, DELAYRNT, OTH3ACTIV, GASPLGVAL, OTH1VAL, GASACR, OTH3ACRES, OTH2ACRES, OGLDATE, OTHTYPE3, OTHPERM2, OTHERACR, GASCNT, OILACR, WHOCALC, OTH1ACRES, GASPCT, IASW_ID, UPD_STATUS, OTH1RESRV, OTH2VAL, OTHERVAL, OTHTYPE2, OMLDATE, OGLEASE, TAXYR, EXCOILRT, CUR, EXCGASACR, OWNSEQ, WEN, OMLNAME, OTHTYPE1, TRANS_ID, GASPLG, WHO, OTHERPCT, OTH1ACTIV, JUR, OILPCT, EXCGASRT, PARID, OTH3VAL, OGLNAME, OILCNT, OMLEASE, OTHPERM1, EXCGASVAL, EXCOILACR",NA,NA,NA
"3136","IAS","IAS","NRPCLDTL_HIST",61,"OGLNAME, OGLEASE, OTHERVAL, OTHERPCT, OTHERACR, EXCGASACR, GASVAL, GASPCT, GASACR, EXCOILACR, OILVAL, OILPCT, OILACR, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, OWNSEQ, TAXYR, PARID, JUR, DEACTIVAT, GASPLGVAL, OILPLGVAL, GASPLG, OILPLG, EXCGASVAL, EXCGASRT, EXCOILVAL, EXCOILRT, OTHPERM3, OTH3VAL, OTH3RESRV, OTH3ACTIV, OTH3ACRES, OTHTYPE3, OTHPERM2, OTH2VAL, OTH2RESRV, OTH2ACTIV, OTH2ACRES, OTHTYPE2, OTHPERM1, OTH1VAL, OTH1RESRV, OTH1ACTIV, OTH1ACRES, OTHTYPE1, OMLDATE, OMLNAME, OMLEASE, GASCNT, OILCNT, DELAYRNT, OGLDATE, IASW_ID, TRANS_ID, UPD_STATUS",NA,NA,NA
"3137","IAS","IAS","NRPCLDTL_IASW",61,"GASVAL, GASPCT, GASACR, EXCOILACR, OILVAL, OILPCT, OILACR, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, OWNSEQ, TAXYR, PARID, JUR, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, GASPLGVAL, OILPLGVAL, GASPLG, OILPLG, EXCGASVAL, EXCGASRT, EXCOILVAL, EXCOILRT, OTHPERM3, OTH3VAL, OTH3RESRV, OTH3ACTIV, OTH3ACRES, OTHTYPE3, OTHPERM2, OTH2VAL, OTH2RESRV, OTH2ACTIV, OTH2ACRES, OTHTYPE2, OTHPERM1, OTH1VAL, OTH1RESRV, OTH1ACTIV, OTH1ACRES, OTHTYPE1, OMLDATE, OMLNAME, OMLEASE, GASCNT, OILCNT, DELAYRNT, OGLDATE, OGLNAME, OGLEASE, OTHERVAL, OTHERPCT, OTHERACR, EXCGASACR",NA,NA,NA
"3138","IAS","IAS","NRPCLSEAM",60,"PARID, LINKCODE, LLINE, SEAM, CLASS, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, OWNSEQ, TAXYR, ACCT, JUR, DEACTIVAT, TOTVAL, SBLSEROY, SBLSEDATE, ORROY, ORLSEDATE, PURDATE, PROPCTL, RESPONSIBLE, PERMIT, MINENO, RCVMVAL, TCVMVAL, RTCVAL, RCVMRATE, TCVMRATE, TCVMACRES, TCBF, MINEDOUTVAL, MINEOUTRATE, MINEDOUT, BARRENVAL, BARRENRATE, BARREN, UNMINEDVAL, UNMINEDRATE, UNMINED, RESERVEVAL, RESERVERATE, RESERVEACRES, ACTIVEVAL, ACTIVERATE, ACTIVEACR, MINEABLE, CALCACRES, COALVAL, COALPCT, COALACR, OWN2, OWN1, ACREOVRFLG, IASW_ID, TRANS_ID, UPD_STATUS",NA,NA,NA
"3139","IAS","IAS","NRPCLSEAM_ALL",60,"TCVMRATE, ACTIVEACR, ACTIVERATE, LLINE, SBLSEROY, TRANS_ID, SBLSEDATE, SEAM, CUR, JUR, UNMINEDVAL, WHOCALC, COALVAL, OWN1, TCVMACRES, RESPONSIBLE, RESERVEACRES, MINEDOUT, TCBF, MINEABLE, RCVMRATE, DEACTIVAT, PARID, CLASS, ACTIVEVAL, MINEDOUTVAL, RESERVEVAL, RCVMVAL, ORLSEDATE, OWN2, WHO, TAXYR, COALACR, ORROY, PURDATE, SEQ, RESERVERATE, BARRENRATE, PERMIT, RTCVAL, COALPCT, WENCALC, TOTVAL, UPD_STATUS, STATUS, UNMINED, LINKCODE, ACREOVRFLG, MINEOUTRATE, IASW_ID, BARREN, MINENO, PROPCTL, OWNSEQ, BARRENVAL, UNMINEDRATE, CALCACRES, ACCT, WEN, TCVMVAL",NA,NA,NA
