"","TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","COLUMNS","COLUMN_NAMES","PREFIX","first_col","PRIMARY_KEYS"
"321","IAS","IAS","ARVALUES_HIST",115,"CLASS_4B_ITEMS, CLASS_4A_RATABLES, CLASS_4A_ITEMS, CLASS_3B_RATABLES, CLASS_3B_ITEMS, CLASS_3A_RATABLES, CLASS_3A_ITEMS, CLASS_2_RATABLES, CLASS_2_ITEMS, CLASS_1_RATABLES, CLASS_1_ITEMS, EFF_RATE, MUNI_OPEN_RATE, MUNI_RATE, LOCAL_SCHL_RATE, REG_CON_SCHL_RATE, DIST_SCHL_RATE, JOINT_SCHL_RATE, CO_OPEN_RATE, CO_HLTH_RATE, CO_LIB_RATE, CO_TAX_RATE, LOCAL_SCHL_BPP, COUNTY_BPP, REG_SCHL_BPP, DIST_SCHL_BPP, MUNI_BPP, TOTAL_EX_ABT, MULT_DWEL_ABT, MULT_DWEL_EX, NEW_DWEL_CONV_ABT, NEW_DWEL_CONV_EX, DWEL_ABT, DWEL_EX, COM_IND_EX, UEZ_ABT, WAT_SEW_EX, FALL_SHEL_EX, FIRE_SUP_EX, POLL_CNTRL_EX, VET_WID_DEDUCTS, SR_CIT_DIS_DEDUCTS, TOT_MISC_REV, DELQ_TAX, MISC_REV, SURPLUS_REV, TOT_EXMP, OTH_EXMP, CEMETARY_EXMP, CHURCH_EXMP, PUBLIC_PROP_EXMP, OTH_SCHL_EXMP, PUB_SCHL_EXMP, TOT_LEVY, MUNI_OPEN_TAX, MUNI_TAX, LOCAL_SCHL_TAX, REG_CON_SCHL_TAX, DIST_SCHL_TAX, NET_JOINT_SCHL_APPOR, NET_JOINT_SCHL_APPEAL, TOT_JOINT_SCHL_APPOR, NET_CO_OPEN_APPOR, NET_CO_OPEN_APPEAL, TOT_CO_OPEN_APPOR, NET_CO_HLTH_APPOR, NET_CO_HLTH_APPEAL, TOT_CO_HLTH_APPOR, NET_CO_LIB_APPOR, NET_CO_LIB_APPEAL, TOT_CO_LIB_APPOR, NET_CO_TAX_APPOR_ST_AID, MUNI_STATE_AID, NET_CO_TAX_APPOR, APPEAL_TAX_ADD_DED, EQ_TAX_ADD_DED, TOT_CNTY_TAX_APPOR, NET_AV_CNTY_APPOR, EQ_AV_ADD_DED, CLASS2_RR, SFY_FINAL_BUDGET, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, TOTAL_BPP_RATABLES, TOTAL_BPP_ITEMS, CLASS_6B_RATABLES, CLASS_6B_ITEMS, CLASS_6A_RATABLES, CLASS_6A_ITEMS, TOTAL_RATABLES, TOTAL_LINE_ITEMS, CLASS_4C_RATABLES, CLASS_4C_ITEMS, CLASS_4B_RATABLES, UEZ_EXPIRED, CNTY_EQ_RATIO, GEN_TAX_RATE, NET_TAXABLE, TAXABLE_BPP, LIM_EX_ABT, TAXABLE_AV, IMPROV_AV, LAND_AV, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, ARFLAG, MUNI, TAXYR, JUR",NA,NA,NA
"322","IAS","IAS","ARVALUES_IASW",115,"IMPROV_AV, LAND_AV, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, ARFLAG, MUNI, TAXYR, JUR, CLASS_1_RATABLES, CLASS_1_ITEMS, EFF_RATE, MUNI_OPEN_RATE, MUNI_RATE, LOCAL_SCHL_RATE, REG_CON_SCHL_RATE, DIST_SCHL_RATE, JOINT_SCHL_RATE, CO_OPEN_RATE, CO_HLTH_RATE, CO_LIB_RATE, CO_TAX_RATE, LOCAL_SCHL_BPP, COUNTY_BPP, REG_SCHL_BPP, MUNI_BPP, TOTAL_EX_ABT, MULT_DWEL_ABT, MULT_DWEL_EX, NEW_DWEL_CONV_ABT, NEW_DWEL_CONV_EX, DWEL_ABT, DWEL_EX, COM_IND_EX, UEZ_ABT, WAT_SEW_EX, FALL_SHEL_EX, FIRE_SUP_EX, POLL_CNTRL_EX, VET_WID_DEDUCTS, SR_CIT_DIS_DEDUCTS, TOT_MISC_REV, DELQ_TAX, MISC_REV, SURPLUS_REV, TOT_EXMP, OTH_EXMP, CEMETARY_EXMP, CHURCH_EXMP, PUBLIC_PROP_EXMP, OTH_SCHL_EXMP, PUB_SCHL_EXMP, TOT_LEVY, MUNI_OPEN_TAX, MUNI_TAX, LOCAL_SCHL_TAX, REG_CON_SCHL_TAX, DIST_SCHL_TAX, NET_JOINT_SCHL_APPOR, NET_JOINT_SCHL_APPEAL, TOT_JOINT_SCHL_APPOR, NET_CO_OPEN_APPOR, NET_CO_OPEN_APPEAL, TOT_CO_OPEN_APPOR, NET_CO_HLTH_APPOR, NET_CO_HLTH_APPEAL, TOT_CO_HLTH_APPOR, NET_CO_LIB_APPOR, NET_CO_LIB_APPEAL, TOT_CO_LIB_APPOR, NET_CO_TAX_APPOR_ST_AID, MUNI_STATE_AID, NET_CO_TAX_APPOR, APPEAL_TAX_ADD_DED, EQ_TAX_ADD_DED, TOT_CNTY_TAX_APPOR, NET_AV_CNTY_APPOR, EQ_AV_ADD_DED, CLASS2_RR, UEZ_EXPIRED, CNTY_EQ_RATIO, GEN_TAX_RATE, NET_TAXABLE, TAXABLE_BPP, LIM_EX_ABT, TAXABLE_AV, SFY_FINAL_BUDGET, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, TOTAL_BPP_RATABLES, TOTAL_BPP_ITEMS, CLASS_6B_RATABLES, CLASS_6B_ITEMS, CLASS_6A_RATABLES, CLASS_6A_ITEMS, TOTAL_RATABLES, TOTAL_LINE_ITEMS, CLASS_4C_RATABLES, CLASS_4C_ITEMS, CLASS_4B_RATABLES, CLASS_4B_ITEMS, CLASS_4A_RATABLES, CLASS_4A_ITEMS, CLASS_3B_RATABLES, CLASS_3B_ITEMS, CLASS_3A_RATABLES, CLASS_3A_ITEMS, CLASS_2_RATABLES, CLASS_2_ITEMS, DIST_SCHL_BPP",NA,NA,NA
"323","IAS","IAS","ASMT",322,"TOTASM1, LUC, CLASS, UDATE5, UDATE4, UDATE3, UDATE2, UDATE1, FLAG20, FLAG19, FLAG18, FLAG17, FLAG16, FLAG15, FLAG14, FLAG13, FLAG12, FLAG11, FLAG10, FLAG9, FLAG8, FLAG7, FLAG6, FLAG5, FLAG4, FLAG3, VAL37, OVRVAL37, OVRCOD37, TOT37, VAL36, OVRVAL36, OVRCOD36, TOT36, VAL35, OVRVAL35, OVRCOD35, TOT35, VAL34, OVRVAL34, OVRCOD34, TOT34, VAL33, OVRVAL33, OVRCOD33, TOT33, VAL32, OVRVAL32, OVRCOD32, TOT32, VAL31, OVRVAL31, OVRCOD31, TOT31, VAL30, OVRVAL30, OVRCOD30, TOT30, VAL29, OVRVAL29, OVRCOD29, TOT29, VAL28, OVRVAL28, OVRCOD28, TOT28, VAL27, OVRVAL27, OVRCOD27, TOT27, VAL26, OVRVAL26, OVRCOD26, TOT26, VAL25, OVRVAL25, OVRCOD25, TOT25, VAL24, OVRVAL24, OVRCOD24, TOT24, VAL23, OVRVAL23, OVRCOD23, TOT23, VAL22, REASCD, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, DISTCODE, TAXTABLE, OVRCLASS, VALCLASS, VALYEAR, TAXYR, PARID, ROLLTYPE, JUR, TOT12, VAL11, OVRVAL11, OVRCOD11, TOT11, VAL10, OVRVAL10, OVRCOD10, TOT10, VAL09, OVRVAL09, OVRCOD09, TOT09, VAL08, OVRVAL08, OVRCOD08, TOT08, VAL07, OVRVAL07, OVRCOD07, TOT07, VAL06, OVRVAL06, OVRCOD06, TOT06, VAL05, OVRVAL05, OVRCOD05, TOT05, VAL04, OVRVAL04, OVRCOD04, TOT04, VAL03, OVRVAL03, OVRCOD03, TOT03, VAL02, OVRVAL02, OVRCOD02, TOT02, VAL01, OVRVAL01, OVRCOD01, TOT01, VALTAX, OVRVALTAX, OVRCODTAX, TOTTAX, VALAPR3, OVRVALAPR3, OVRCODAPR3, TOTAPR3, VALAPR2, OVRVALAPR2, OVRCODAPR2, TOTAPR2, VALAPR1, OVRVALAPR1, OVRCODAPR1, TOTAPR1, VALASM3, OVRVALASM3, OVRCODASM3, TOTASM3, VALASM2, OVRVALASM2, OVRCODASM2, TOTASM2, VALASM1, OVRVALASM1, PROCNAME, OVRCODASM1, FLAG1, PROCDATE, FLAG2, OVRVAL50, OVRCOD50, TOT50, VAL49, OVRVAL49, OVRCOD49, TOT49, VAL48, OVRVAL48, OVRCOD48, TOT48, VAL47, OVRVAL47, OVRCOD47, TOT47, VAL46, OVRVAL46, OVRCOD46, TOT46, VAL45, OVRVAL45, OVRCOD45, TOT45, VAL44, OVRVAL44, OVRCOD44, TOT44, VAL43, OVRVAL43, OVRCOD43, TOT43, VAL42, OVRVAL42, OVRCOD42, TOT42, VAL41, OVRVAL41, OVRCOD41, TOT41, VAL40, OVRVAL40, OVRCOD40, TOT40, VAL39, OVRVAL39, OVRCOD39, TOT39, VAL38, OVRVAL38, OVRCOD38, TOT38, OVRCOD22, TOT22, VAL21, OVRVAL21, OVRCOD21, TOT21, VAL20, OVRVAL20, OVRCOD20, TOT20, VAL19, OVRVAL19, OVRCOD19, TOT19, VAL18, OVRVAL18, OVRCOD18, TOT18, VAL17, OVRVAL17, OVRCOD17, TOT17, VAL16, OVRVAL16, OVRCOD16, TOT16, VAL15, OVRVAL15, OVRCOD15, TOT15, VAL14, OVRVAL14, OVRCOD14, TOT14, VAL13, OVRVAL13, OVRCOD13, TOT13, VAL12, OVRVAL12, OVRCOD12, SPLITNO, VAL60, OVRVAL60, OVRCOD60, TOT60, VAL59, OVRVAL59, OVRCOD59, TOT59, VAL58, OVRVAL58, OVRCOD58, TOT58, VAL57, OVRVAL57, OVRCOD57, TOT57, VAL56, OVRVAL56, OVRCOD56, TOT56, VAL55, OVRVAL55, OVRCOD55, TOT55, VAL54, OVRVAL54, OVRCOD54, TOT54, VAL53, OVRVAL53, OVRCOD53, TOT53, VAL52, OVRVAL52, OVRCOD52, TOT52, VAL51, OVRVAL51, OVRCOD51, TOT51, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, NOTE2, OVRVAL22, NOTE1, FORM, VAL50",NA,NA,NA
"324","IAS","IAS","ASMT3VY",38,"EFFDATE, LUCEXMP, ABATELAND, JUR, PPVAL, HMSDLAND, NOTICVAL, FLGLERTA, ABATE, FLGERTA, WEN, CLASS, WHO, HMSDBLDG, NOTE2, SEQ, TAXYR, FLG319, OWNCODE, FORLAND, ASMTLAND, ASMTBLDG, SPECVAL, FLAG2, APRLAND, STATUS, FLGAPPEAL, TAXCLASS, LUC, EXMPCODE, FARMLAND, NOTE1, NOTICEDATE, DEACTIVAT, PARID, REASCD, APRBLDG, CUR",NA,NA,NA
"325","IAS","IAS","ASMTABS",45,"BLOCKNO, LLINE, TIERNO, VALCLASS, ROLLTYPE, TAXYR, PARID, JUR, RECNR, DISPVAL10, DISPVAL09, DISPVAL08, DISPVAL07, DISPVAL06, DISPVAL05, DISPVAL04, DISPVAL03, DISPVAL02, DISPVAL01, PROCDATE, PROCNAME, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, VAL12, VAL11, VAL10, VAL09, VAL08, VAL07, VAL06, VAL05, VAL04, VAL03, VAL02, VAL01, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, FORM",NA,NA,NA
"326","IAS","IAS","ASMTABSPAR",99,"MAXBLOCKBYCLASS, HTXASBVAL07, PLCCRVAL, HTXVAL07_10, TAXSTVAL01, VAL01, HTXVAL12, QTAVAL06, QTAVAL08, ASBVAL07, TAXASBVAL07, QTASTVAL01, QTAVAL02, QTAAPCFLAG, HTXSTVAL01, MAXBLOCKBYID, VAL09, TAXVAL12, HTXVAL11, HTXHSSVAL12, QTAASBVAL07, QTAVAL09, TAXVAL02, TAXASBVAL01, PPAGVAL01, HTXVAL01, PLCFLAG, ASBFLAG, HTXVAL06, TAXVAL03, JUR, ASBVAL, QTASTVAL02, VAL07, HSSVAL12, CNTVAL07, TAXVAL09, HTXAPCFLAG, TAXVAL08, QTAVAL04, QTAVAL10, VAL05, QTAVAL12, TAXVAL01, QTAVAL07_10, TAXHSSVAL12, QTAVAL07, HTXVAL03, VAL11, HSCFLAG, TAXVAL07_10, VAL04, VAL10, HTXVAL09, VAL12, HTXSTVAL02, TAXVAL11, QTAVAL05, HTXASBVAL, VAL08, TAXAPCFLAG, ASBVAL01, QTAHSSVAL12, STVAL02, CUR, HTXVAL08, QTAAGCFLAG, STVAL01, QTAVAL03, VAL07_10, HTXAGCFLAG, HTXVAL05, AGCFLAG, QTAVAL01, TAXVAL10, HTXVAL07, TAXASBVAL, TAXSTVAL02, TAXVAL04, PLCVAL, QTAVAL11, TAXVAL07, PARID, HTXVAL02, TAXVAL05, TAXAGCFLAG, VAL03, TAXYR, TAXHSCFLAG, HTXVAL10, VAL06, HTXASBVAL01, HTXHSCFLAG, APCFLAG, QTAHSCFLAG, VAL02, HTXVAL04, TAXVAL06, ROLLTYPE",NA,NA,NA
"327","IAS","IAS","ASMTABSVALCLASS",101,"HTXVAL01, TAXVAL07, TAXVAL05, QTAVAL02, VAL09, HTXASBVAL01, HTXHSSVAL12, QTAVAL09, HTXVAL09, QTAAGCFLAG, HTXVAL03, VAL05, QTAVAL06, PPAGVAL01, ASBVAL, APCFLAG, TAXASBVAL07, VAL01, HTXVAL05, VAL08, HTXVAL12, VAL07_10, HTXSTVAL01, HSCFLAG, TAXVAL07_10, ASBFLAG, QTAVAL12, QTAVAL07, TAXYR, VAL04, HTXVAL10, HTXVAL07, TAXVAL10, HTXVAL11, TAXVAL06, TAXHSSVAL12, ASBVAL01, TAXVAL04, PLCVAL, PARID, MAXBLOCKBYCLASS, VAL07, QTAVAL05, ROLLTYPE, ASBVAL07, HTXAGCFLAG, HTXVAL07_10, QTASTVAL02, VAL03, TAXVAL03, QTAVAL07_10, QTAHSSVAL12, TAXVAL11, PLCFLAG, TAXSTVAL01, HTXVAL06, STVAL02, MAXBLOCKBYID, QTAVAL04, QTAVAL10, TAXSTVAL02, QTAAPCFLAG, HTXVAL02, CUR, HTXASBVAL07, CNTVAL07, HTXASBVAL, TAXAPCFLAG, VAL12, HTXAPCFLAG, VAL11, TAXVAL02, HTXVAL04, PLCCRVAL, HTXVAL08, QTAHSCFLAG, HTXHSCFLAG, HSSVAL12, TAXASBVAL01, AGCFLAG, TAXVAL08, VAL02, QTAFLAG, QTASTVAL01, VAL06, TAXAGCFLAG, JUR, TAXHSCFLAG, HTXSTVAL02, TAXVAL09, QTAVAL01, QTAVAL03, QTAASBVAL07, TAXASBVAL, TAXVAL12, VALCLASS, QTAVAL08, VAL10, STVAL01, QTAVAL11, TAXVAL01",NA,NA,NA
"328","IAS","IAS","ASMTABS_ALL",45,"JUR, DEACTIVAT, PROCDATE, WEN, VAL02, CUR, VAL12, DISPVAL01, WHO, DISPVAL05, UPD_STATUS, TIERNO, VAL03, VAL06, DISPVAL07, VAL04, DISPVAL04, DISPVAL03, DISPVAL06, FORM, LLINE, STATUS, TRANS_ID, TAXYR, DISPVAL02, VAL08, IASW_ID, DISPVAL09, ROLLTYPE, PARID, VAL07, VAL11, VAL05, RECNR, BLOCKNO, VAL09, WHOCALC, PROCNAME, VAL10, WENCALC, DISPVAL08, DISPVAL10, SEQ, VALCLASS, VAL01",NA,NA,NA
"329","IAS","IAS","ASMTABS_FREEZE",45,"RECNR, DISPVAL10, DISPVAL09, DISPVAL08, DISPVAL07, DISPVAL06, DISPVAL05, DISPVAL04, DISPVAL03, DISPVAL02, DISPVAL01, PROCDATE, PROCNAME, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, VAL12, VAL11, VAL10, VAL09, VAL08, VAL07, VAL06, VAL05, VAL04, VAL03, VAL02, VAL01, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, BLOCKNO, LLINE, TIERNO, VALCLASS, ROLLTYPE, TAXYR, PARID, JUR, FORM",NA,NA,NA
"330","IAS","IAS","ASMTABS_GROUPID",38,"BLOCKNO, RELATIVE, PARID, VAL10, VAL05, PCT, VAL11, DISP_GROUPID, VAL12, TIERNO, CALCORDER, DISPVAL02, VAL04, EXCODE, VAL08, VAL07, VAL06, DISPVAL04, JUR, ROLLTYPE, VAL01, DISP_PARID, DISPVAL08, DISPVAL07, GROUPID, DISPVAL05, DISPVAL09, DISPVAL03, CASENO, VAL02, VAL09, TAXYR, VAL03, RECNR, DISPVAL01, DISPVAL10, VALCLASS, DISPVAL06",NA,NA,NA
"331","IAS","IAS","ASMTABS_HIST",45,"RECNR, DISPVAL10, DISPVAL09, DISPVAL08, DISPVAL07, DISPVAL06, DISPVAL05, DISPVAL04, DISPVAL03, DISPVAL02, DISPVAL01, PROCDATE, PROCNAME, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, VAL12, VAL11, VAL10, VAL09, VAL08, VAL07, VAL06, VAL05, VAL04, VAL03, VAL02, VAL01, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, BLOCKNO, LLINE, TIERNO, VALCLASS, ROLLTYPE, TAXYR, PARID, JUR, FORM",NA,NA,NA
"332","IAS","IAS","ASMTABS_IASW",45,"RECNR, DISPVAL10, DISPVAL09, DISPVAL08, DISPVAL07, DISPVAL06, DISPVAL05, DISPVAL04, DISPVAL03, DISPVAL02, DISPVAL01, PROCDATE, PROCNAME, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, VAL12, VAL11, VAL10, VAL09, VAL08, VAL07, VAL06, VAL05, VAL04, VAL03, VAL02, VAL01, STATUS, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, BLOCKNO, LLINE, TIERNO, VALCLASS, ROLLTYPE, TAXYR, PARID, JUR, FORM",NA,NA,NA
"333","IAS","IAS","ASMTCHG_NYC_BKUP",15,"NYCODE, EXSEQ, EXCODE, ACTCHGBLDG, ACTCHGLAND, VALCHGBLDG, VALCHGLAND, CHG_TP, WHO, WEN, PERIOD, LLINE, TAXYR, PARID, JUR",NA,NA,NA
"334","IAS","IAS","ASMTDIFVAL",213,"PRV_VAL51, DIF_VAL60, PRV_VALAPR3, CUR_VALAPR2, PRV_VAL14, JUR, CUR_VAL04, DIF_VAL57, PRV_VAL05, PRV_VAL16, PRV_VAL03, REASCD, CUR_VAL23, DIF_VAL24, CUR_VAL09, DIF_VAL42, PRV_VAL17, TAXYR, DIF_VAL43, DIF_VAL05, DIF_VAL31, DIF_VAL33, CUR_VAL32, OVRCLASS, DIF_VALTAX, LUC, PRV_VAL08, PRV_VAL34, DIF_VAL11, CUR_VAL24, CUR_VAL59, CUR_VALAPR3, DIF_VAL09, PRV_VAL29, DIF_VAL17, CUR_VAL15, CUR_VAL41, CUR_VAL52, CUR_VAL28, PRV_VAL50, PRV_VAL40, PRV_VALASM2, DIF_VALASM3, DIF_VAL47, DIF_VAL01, PRV_VAL19, PRV_VAL20, CUR_VAL49, CUR_VAL31, PRV_VAL55, PRV_VAL38, PRV_VAL24, PRV_VAL09, CUR_VAL35, DIF_VAL26, CUR_VAL37, DIF_VAL12, PRV_VALAPR1, PRV_VALASM1, CUR_VAL10, CUR_VAL20, CUR_VALASM2, PRV_VAL27, PRV_VAL53, PRV_VAL13, CUR_VAL27, PRV_VAL31, PRV_VAL36, DIF_VAL02, CUR_VAL60, DIF_VAL18, DIF_VAL23, DIF_VAL21, PRV_VAL52, CUR_VAL46, CUR_VAL11, DIF_VAL35, DIF_VAL38, DIF_VAL34, DIF_VAL56, CUR_VALAPR1, CUR_VAL54, DIF_VALASM2, PRV_VAL46, DIF_VAL25, CUR_VAL14, CUR_VAL48, PRV_VAL10, VALCLASS, DIF_VALASM1, CUR_VAL53, DIF_VAL22, DIF_VAL06, CUR_VAL47, PRV_VAL54, PRV_VAL47, DIF_VAL46, DIF_VAL27, PRV_VALAPR2, CUR_VAL36, PRV_VAL12, DIF_VAL51, CUR_VAL51, DIF_VAL45, DIF_VAL08, PRV_VAL01, DIF_VAL58, CUR_VAL40, CUR_VAL05, DIF_VAL29, CUR_VAL07, CUR_VALASM3, CUR_VAL03, CUR_VAL30, PRV_VALTAX, CUR_VAL33, DIF_VAL39, CUR_VAL18, PRV_VAL11, CUR_VAL34, CUR_VAL12, CUR_VAL58, CUR_VAL39, DIF_VAL52, PRV_VAL39, CUR_VAL17, DIF_VAL20, PRV_VAL18, PRV_VAL35, DIF_VAL40, CUR_VAL08, DIF_VALAPR3, PRV_VAL42, CUR_VAL25, ROLLTYPE, DIF_VAL19, PRV_VAL45, CUR_VAL26, CUR_VAL42, DIF_VAL28, PRV_VAL56, PRV_VAL32, DIF_VAL14, TAXTABLE, CUR_VAL01, CUR_VAL56, CUR_VAL21, CUR_VAL57, PRV_VAL26, DIF_VAL48, CUR_VAL19, PRV_VAL30, CUR_VAL02, PRV_VALASM3, PRV_VAL07, DIF_VAL37, CUR_VAL16, PRV_VAL23, PARID, CUR_VAL22, CUR_VAL44, CUR_VAL38, DIF_VAL53, DIF_VAL30, VALYEAR, DIF_VAL04, DIF_VAL13, DIF_VAL16, DIF_VAL15, PRV_VAL33, PRV_VAL60, PRV_VAL58, DISTCODE, PRV_VAL22, DIF_VAL44, PRV_VAL28, PRV_VAL48, PRV_VAL06, DIF_VAL03, PRV_VAL57, DIF_VAL32, DIF_VAL10, PRV_VAL02, DIF_VAL54, CUR_VALASM1, DIF_VAL36, CUR_VAL29, CUR_VAL43, PRV_VAL59, CUR_VAL55, CUR_VAL06, DIF_VAL59, DIF_VALAPR1, PRV_VAL43, CUR_VAL45, PRV_VAL41, DIF_VAL41, DIF_VAL07, PRV_VAL44, DIF_VAL55, DIF_VAL49, PRV_VAL15, CUR_VAL13, CUR_VALTAX, PRV_VAL21, PRV_VAL37, DIF_VAL50, CLASS, DIF_VALAPR2, PRV_VAL49, CUR_VAL50, PRV_VAL25, PRV_VAL04",NA,NA,NA
"335","IAS","IAS","ASMTLAST",322,"LUC, OVRVAL09, OVRCOD20, TOT31, OVRVAL27, OVRCOD05, IASW_ID, OVRCOD47, UDATE5, OVRCODASM1, TOT03, TOT54, FLAG17, VAL56, OVRCOD55, OVRCOD09, FLAG6, OVRVAL08, OVRVAL12, OVRCOD38, VAL60, OVRCOD48, FLAG14, OVRCOD22, TOT15, OVRCOD24, DISTCODE, TOT59, OVRVAL20, VAL58, VAL42, FLAG10, OVRCOD17, OVRCODTAX, OVRVALASM2, VAL08, OVRCOD33, OVRVAL35, OVRCOD02, OVRVAL05, OVRVAL31, TOT16, OVRVAL41, OVRVAL49, OVRVAL22, VAL45, VAL35, VAL03, OVRCOD26, VAL23, TOT44, OVRVAL24, VAL05, TOT08, VAL37, OVRCOD07, WEN, TOTAPR1, OVRVAL10, VALASM2, OVRVAL28, VAL48, OVRCOD08, OVRCOD59, OVRVAL53, OVRCOD23, VAL54, OVRVAL26, OVRCOD11, OVRCOD29, OVRVAL06, OVRCOD34, OVRVAL29, TOT20, TOT14, VAL20, FLAG5, TOT32, FLAG7, OVRVAL60, TOT06, TOT57, OVRVAL19, VAL12, OVRCODAPR3, OVRVAL23, OVRVAL58, VAL27, VAL25, TOT41, CUR, VAL44, JUR, FLAG15, TOT12, TOT50, OVRCOD46, OVRCOD28, TOT60, VAL39, OVRCOD14, FLAG3, WHOCALC, TOT37, OVRCOD50, OVRVAL38, TOT21, OVRVAL04, TOT35, OVRCOD44, VAL32, OVRVAL54, OVRCODAPR1, TOT09, OVRVAL18, VAL29, OVRCOD49, OVRVAL56, OVRVAL01, TOT29, OVRVAL44, OVRVAL47, TOT43, DEACTIVAT, TOT33, OVRCOD32, TOTTAX, OVRCOD37, OVRVAL17, TOT07, VAL38, TOT58, VAL28, OVRCOD19, VAL14, OVRCOD36, OVRCOD35, TOT51, OVRVAL03, WENCALC, OVRVAL52, FLAG19, OVRCOD06, TOT28, TOT49, TOT34, OVRCOD31, OVRVAL14, TOTASM3, VAL19, UDATE3, NOTE2, FLAG4, TOT17, VALYEAR, OVRCOD03, VALAPR2, OVRVAL39, OVRVAL43, OVRVAL07, TAXTABLE, TOT13, OVRCOD45, OVRVAL30, VAL51, OVRVAL11, TOT36, TOT23, OVRVAL32, OVRCOD58, OVRVAL51, TOTASM1, PROCDATE, FLAG18, VAL59, VAL24, OVRCOD40, VAL50, UDATE2, OVRVAL02, UDATE1, TOT04, FLAG9, OVRCOD43, FLAG8, UDATE4, TOT10, WHO, TOT27, TOT42, VAL18, VAL16, TOT45, OVRCODASM3, VAL26, VAL17, OVRVAL46, SPLITNO, OVRCOD57, OVRCOD54, FLAG1, VAL49, OVRCOD27, OVRCOD41, OVRVAL55, TAXYR, OVRCOD39, OVRVAL45, OVRCOD16, VAL30, VAL57, VAL34, VAL13, TOTASM2, TOT18, VAL40, TOT52, FLAG12, TOT11, PROCNAME, FLAG13, TOT05, VALASM1, ROLLTYPE, TOT01, OVRCOD15, CLASS, OVRCOD25, OVRVAL33, FLAG16, OVRVAL48, OVRCOD42, TOT19, OVRVALAPR2, REASCD, OVRVAL25, VAL52, TOT55, VALAPR3, OVRVAL40, VAL06, OVRVAL42, TOT30, OVRCLASS, FLAG11, VAL21, VAL36, OVRCOD53, VAL53, VAL22, OVRCODAPR2, PARID, TOT22, SEQ, TOT26, UPD_STATUS, TOTAPR3, OVRVAL13, TRANS_ID, VAL07, OVRCOD60, VAL09, VALTAX, TOT53, OVRVAL37, OVRVALTAX, OVRVALASM3, OVRCOD51, OVRVAL57, TOT02, VALASM3, VAL33, OVRVALASM1, OVRVAL15, OVRCODASM2, TOT25, OVRCOD18, VAL47, OVRVALAPR1, TOT56, TOT24, VAL10, TOT39, TOT40, OVRCOD01, FORM, OVRCOD56, OVRVAL36, VAL31, OVRVAL16, TOT38, OVRVAL50, OVRVALAPR3, VAL41, OVRVAL59, VAL02, OVRCOD52, NOTE1, VALAPR1, TOT46, VALCLASS, OVRVAL34, TOTAPR2, FLAG2, VAL04, OVRCOD13, TOT47, VAL43, OVRCOD12, VAL15, OVRCOD21, OVRCOD04, VAL55, OVRVAL21, VAL01, STATUS, FLAG20, TOT48, VAL46, OVRCOD10, OVRCOD30, VAL11",NA,NA,NA
"336","IAS","IAS","ASMTONE",4,"PARID, JUR, TAXYR, ROLLTYPE",NA,NA,NA
"337","IAS","IAS","ASMTOWN",66,"HMSD, TOTASM, XMPCODE, PENCODE, HMSDCODE, PCTASM3, PCTASM2, PCTASM1, VALAPR3, VALAPR2, VALAPR1, VALASM3, VALASM2, VALASM1, LEGAL3, LEGAL2, LEGAL1, OWN2, OWN1, TAXTABLE, PROCDATE, PROCNAME, LINK, WENCALC, WHOCALC, WEN, WHO, CUR, SEQ, BACKSEQ, CLSEQ, LINKSEQ, OWNSEQ, OWNTBLE, DISTCODE, VALCLASS, VALYEAR, TAXYR, PARID, ROLLTYPE, JUR, UPD_STATUS, TRANS_ID, IASW_ID, DEACTIVAT, USER7, USER6, USER5, USER4, USER3, USER2, USER1, NET4, NET3, NET2, NET1, FORFEITCD, SALEKEY, SOLDYR, OWNTYPE4, OWNTYPE3, OWNTYPE2, OWNTYPE1, BACKTAX, PENALTY, NETASMT",NA,NA,NA
