"","DATABASE","SCHEMA","TABLE_NAME","PREFIX","COLS","RECORDS","PRIMARY_KEYS"
"3117","IAS","IAS","IASW_SET_JUR_GRP_SEC",,6,,
"3118","IAS","IAS","IASW_SET_SYS_FORM_SEC",,5,,
"3119","IAS","IAS","IASW_SET_SYS_GRP_SEC",,5,,
"3120","IAS","IAS","IASW_SET_VER_FORM_SEC",,6,,
"3121","IAS","IAS","IASW_SET_VER_GRP_SEC",,6,,
"3122","IAS","IAS","IASW_SKETCH",,16,,
"3123","IAS","IAS","IASW_SUB_TEMPLATE_BY_ROLE",,7,,
"3124","IAS","IAS","IASW_SUB_TEMPLATE_BY_ROLE_ALL",,7,,
"3125","IAS","IAS","IASW_SUB_TEMPLATE_BY_ROLE_HIST",,7,,
"3126","IAS","IAS","IASW_TAB",,2,,
"3127","IAS","IAS","IASW_TABLE_MAP",,3,,
"3128","IAS","IAS","IASW_TABLE_VIEW",,11,,
"3129","IAS","IAS","IASW_TAB_COLUMN",,4,,
"3130","IAS","IAS","IASW_TAB_COLUMNS",,8,,
"3131","IAS","IAS","IASW_TAB_COLUMNS_MK",,5,,
"3132","IAS","IAS","IASW_TAB_MK",,2,,
"3133","IAS","IAS","IASW_TAB_ROLE_XREF",,4,,
"3134","IAS","IAS","IASW_TB_REF",,2,,
"3135","IAS","IAS","IASW_TEMPLATE_BY_FORM",,4,,
"3136","IAS","IAS","IASW_TEMPLATE_BY_ROLE",,7,,
"3137","IAS","IAS","IASW_TEMPLATE_BY_ROLE_ALL",,7,,
"3138","IAS","IAS","IASW_TEMPLATE_BY_ROLE_HIST",,7,,
"3139","IAS","IAS","IASW_TENT_ROLE_TEMP",,6,,
"3140","IAS","IAS","IASW_TRANS",,17,,
"3141","IAS","IAS","IASW_TRANS_DEF",,17,,
"3142","IAS","IAS","IASW_TRANS_DEF_AUD",,19,,
"3143","IAS","IAS","IASW_TRANS_DEF_FILE",,4,,
"3144","IAS","IAS","IASW_TRANS_DEF_FILE_AUD",,6,,
"3145","IAS","IAS","IASW_TRANS_DEF_XML",,18,,
"3146","IAS","IAS","IASW_TRANS_DTL",,5,,
"3147","IAS","IAS","IASW_TRANS_FUNCTIONS_REF",,2,,
"3148","IAS","IAS","IASW_TRANS_HIST",,17,,
"3149","IAS","IAS","IASW_TRANS_KEYS_VIEW",,3,,
"3150","IAS","IAS","IASW_TRANS_KEY_VALUE",,3,,
"3151","IAS","IAS","IASW_TRANS_MESSAGE_LOG",,1,,
"3152","IAS","IAS","IASW_TRANS_MESSAGE_LOG_BKUP",,1,,
"3153","IAS","IAS","IASW_TRANS_ROLE_TEMP",,6,,
"3154","IAS","IAS","IASW_TRANS_ROLE_TEMP_PVM_TAX_MAP",,6,,
"3155","IAS","IAS","IASW_TRANS_ROLE_TEMP_REFUND",,6,,
"3156","IAS","IAS","IASW_TRANS_ROLE_XREF",,7,,
"3157","IAS","IAS","IASW_TRANS_TAB",,2,,
"3158","IAS","IAS","IASW_TRANS_TYPE",,2,,
"3159","IAS","IAS","IASW_TRANS_TYPE_KEY",,5,,
"3160","IAS","IAS","IASW_USER_SETTINGS",,6,,
"3161","IAS","IAS","IASW_V_ACANALYSIS",,34,,
"3162","IAS","IAS","IASW_V_ADDN",,83,,
"3163","IAS","IAS","IASW_V_ADDRESS",,13,,
"3164","IAS","IAS","IASW_V_AEDIT",,3,,
"3165","IAS","IAS","IASW_V_AGAPPLNJ",,206,,
"3166","IAS","IAS","IASW_V_AGLAND",,69,,
"3167","IAS","IAS","IASW_V_AGLAND_FA1",,69,,
"3168","IAS","IAS","IASW_V_AGLAND_FA1_IASW",,69,,
"3169","IAS","IAS","IASW_V_AGLAND_IASW",,69,,
"3170","IAS","IAS","IASW_V_AGVAL",,55,,
"3171","IAS","IAS","IASW_V_AGVAL_FA1",,55,,
"3172","IAS","IAS","IASW_V_AGVAL_FA1_IASW",,55,,
"3173","IAS","IAS","IASW_V_AGVAL_IASW",,55,,
"3174","IAS","IAS","IASW_V_AGVAL_ROLLBACK",,56,,
"3175","IAS","IAS","IASW_V_AGVAL_ROLLBACK_IASW",,56,,
"3176","IAS","IAS","IASW_V_ALL_PROPERTIES",,11,,
"3177","IAS","IAS","IASW_V_AO_TYPE_LOV",,3,,
"3178","IAS","IAS","IASW_V_ASMT",,322,,
"3179","IAS","IAS","IASW_V_ASMTTRANS",,203,,
"3180","IAS","IAS","IASW_V_ASMTTRANSP",,203,,
"3181","IAS","IAS","IASW_V_ASMT_RECNR",,323,,
"3182","IAS","IAS","IASW_V_ASMT_SALES",,134,,
"3183","IAS","IAS","IASW_V_AUDAT",,57,,
"3184","IAS","IAS","IASW_V_AUELEMENT_SALES",,75,,
"3185","IAS","IAS","IASW_V_AUPARCEL_SALES",,71,,
"3186","IAS","IAS","IASW_V_AUTOPAY",,44,,
"3187","IAS","IAS","IASW_V_BANKRP",,82,,
"3188","IAS","IAS","IASW_V_BANKRPID",,30,,
"3189","IAS","IAS","IASW_V_BANKRP_DEBTORS",,7,,
"3190","IAS","IAS","IASW_V_BLDMODEL",,96,,
"3191","IAS","IAS","IASW_V_CNDMAST",,109,,
"3192","IAS","IAS","IASW_V_COMINTEXT",,216,,
"3193","IAS","IAS","IASW_V_COOPMAST",,142,,
"3194","IAS","IAS","IASW_V_COOPUNIT",,115,,
"3195","IAS","IAS","IASW_V_CVTRAN",,216,,
"3196","IAS","IAS","IASW_V_ESALES",,126,,
"3197","IAS","IAS","IASW_V_ESPLAN",,38,,
"3198","IAS","IAS","IASW_V_ETCASE",,35,,
"3199","IAS","IAS","IASW_V_EUDAT",,81,,
"3200","IAS","IAS","IASW_V_EUHTPAR",,322,,
"3201","IAS","IAS","IASW_V_EUHTPAR_IASW",,322,,
"3202","IAS","IAS","IASW_V_EUHTVAL",,397,,
"3203","IAS","IAS","IASW_V_EUHTVAL_IASW",,397,,
"3204","IAS","IAS","IASW_V_EXADMN",,219,,
"3205","IAS","IAS","IASW_V_EXAPP",,421,,
"3206","IAS","IAS","IASW_V_FORCLS",,102,,
"3207","IAS","IAS","IASW_V_HTPAR",,320,,
"3208","IAS","IAS","IASW_V_HTSCHED",,5,,
"3209","IAS","IAS","IASW_V_LANDINFO",,68,,
"3210","IAS","IAS","IASW_V_LEGINFO",,173,,
"3211","IAS","IAS","IASW_V_LEVY_TAXES",,18,,
"3212","IAS","IAS","IASW_V_LEVY_TAXES_IASW",,18,,
"3213","IAS","IAS","IASW_V_LPSOIL",,6,,
"3214","IAS","IAS","IASW_V_LUC",,3,,
"3215","IAS","IAS","IASW_V_NRPRODCTL",,46,,
"3216","IAS","IAS","IASW_V_NYC_USRREF",,127,,
"3217","IAS","IAS","IASW_V_OGPROD",,44,,
"3218","IAS","IAS","IASW_V_OWNER",,7,,
"3219","IAS","IAS","IASW_V_PARCELGRP",,104,,
"3220","IAS","IAS","IASW_V_PARCOPY",,96,,
"3221","IAS","IAS","IASW_V_PAYCTR",,100,,
"3222","IAS","IAS","IASW_V_PPAGENT",,57,,
"3223","IAS","IAS","IASW_V_PPAGENT_IASW",,57,,
"3224","IAS","IAS","IASW_V_PPDETASSET",,169,,
"3225","IAS","IAS","IASW_V_PPDETASSET_HIST",,169,,
"3226","IAS","IAS","IASW_V_PPDETASSET_IASW",,169,,
"3227","IAS","IAS","IASW_V_PPDETASSET_LOV",,17,,
"3228","IAS","IAS","IASW_V_PPDETCAMA",,169,,
"3229","IAS","IAS","IASW_V_PPDETCAMA_HIST",,169,,
"3230","IAS","IAS","IASW_V_PPDETCAMA_IASW",,169,,
"3231","IAS","IAS","IASW_V_PPDETCAMA_LOV",,17,,
"3232","IAS","IAS","IASW_V_PPDETHEQUIP",,169,,
"3233","IAS","IAS","IASW_V_PPDETHEQUIP_HIST",,169,,
"3234","IAS","IAS","IASW_V_PPDETHEQUIP_IASW",,169,,
"3235","IAS","IAS","IASW_V_PPDETLSTOCK",,169,,
"3236","IAS","IAS","IASW_V_PPDETLSTOCK_HIST",,169,,
"3237","IAS","IAS","IASW_V_PPDETLSTOCK_IASW",,169,,
"3238","IAS","IAS","IASW_V_PPDETLSTOCK_LOV",,17,,
"3239","IAS","IAS","IASW_V_PPDETVEH",,169,,
"3240","IAS","IAS","IASW_V_PPDETVEH_HIST",,169,,
"3241","IAS","IAS","IASW_V_PPDETVEH_IASW",,169,,
"3242","IAS","IAS","IASW_V_PPDETVEH_LOV",,16,,
"3243","IAS","IAS","IASW_V_PROJECT",,81,,
"3244","IAS","IAS","IASW_V_PROJECTS",,7,,
"3245","IAS","IAS","IASW_V_PROJECT_YEAR",,3,,
"3246","IAS","IAS","IASW_V_PYMTSTXFR",,69,,
"3247","IAS","IAS","IASW_V_REACTIVATION",,29,,
"3248","IAS","IAS","IASW_V_REACTIVATION_IASW",,30,,
"3249","IAS","IAS","IASW_V_REGMAST",,90,,
"3250","IAS","IAS","IASW_V_RETRANS",,194,,
"3251","IAS","IAS","IASW_V_RETRANS_NOTAXYR",,194,,
"3252","IAS","IAS","IASW_V_RTAUTH",,81,,
"3253","IAS","IAS","IASW_V_RTBOND",,60,,
"3254","IAS","IAS","IASW_V_RTDIST",,93,,
"3255","IAS","IAS","IASW_V_RTDISTTIF",,6,,
"3256","IAS","IAS","IASW_V_RTREFERENDA",,125,,
"3257","IAS","IAS","IASW_V_SALES",,187,,
"3258","IAS","IAS","IASW_V_SASUM",,17,,
"3259","IAS","IAS","IASW_V_SPLCOM",,122,,
"3260","IAS","IAS","IASW_V_SRV",,17,,
"3261","IAS","IAS","IASW_V_TABLE_VIEW",,20,,
"3262","IAS","IAS","IASW_V_TCAPP",,245,,
"3263","IAS","IAS","IASW_V_TIFPROJ",,54,,
"3264","IAS","IAS","IASW_V_TRANS_FUNC_REF",,2,,
"3265","IAS","IAS","IASW_V_VOID",,64,,
"3266","IAS","IAS","IASW_V_VOID_IASW",,64,,
"3267","IAS","IAS","IAS_HELP",,4,,
"3268","IAS","IAS","IAS_HOLIDAYS",,6,,
"3269","IAS","IAS","IAS_HOLIDAYS_AUD",,8,,
"3270","IAS","IAS","IAS_INDEX_LIST",,57,,
"3271","IAS","IAS","IAS_JOBS",,14,,
"3272","IAS","IAS","IAS_JOBS_AUD",,16,,
"3273","IAS","IAS","IAS_JOB_CHAIN",,8,,
"3274","IAS","IAS","IAS_JOB_CHAIN_AUD",,10,,
"3275","IAS","IAS","IAS_JOB_FAULT_CODES",,2,,
"3276","IAS","IAS","IAS_JOB_FAULT_CODES_BASE",,2,,
"3277","IAS","IAS","IAS_JOB_FAULT_CODES_CUSTOM",,5,,
"3278","IAS","IAS","IAS_JOB_FAULT_CODES_CUSTOM_AUD",,7,,
"3279","IAS","IAS","IAS_JOB_PARAM_SQL_TOKENS",,3,,
"3280","IAS","IAS","IAS_JOB_Q",,27,,
"3281","IAS","IAS","IAS_JOB_Q_ALL",,27,,
"3282","IAS","IAS","IAS_JOB_Q_HIST",,27,,
"3283","IAS","IAS","IAS_JOB_Q_OD_HIST",,27,,
"3284","IAS","IAS","IAS_JOB_SPOOLFILES",,9,,
"3285","IAS","IAS","IAS_JOB_SQL_QUERIES",,13,,
"3286","IAS","IAS","IAS_JOB_SQL_QUERIES_AUD",,15,,
"3287","IAS","IAS","IAS_JOB_STEPS",,6,,
"3288","IAS","IAS","IAS_JOB_STEPS_AUD",,8,,
"3289","IAS","IAS","IAS_JPARM_Q",,28,,
"3290","IAS","IAS","IAS_MAIL_Q_ERR",,4,,
"3291","IAS","IAS","IAS_OD_JOBS",,9,,
"3292","IAS","IAS","IAS_OD_JOB_PARAMS",,6,,
"3293","IAS","IAS","IAS_PARAMETERS",,18,,
"3294","IAS","IAS","IAS_PARAMETERS_AUD",,20,,
"3295","IAS","IAS","IAS_PARAMETER_Q",,12,,
"3296","IAS","IAS","IAS_PARAMETER_Q_ALL",,12,,
"3297","IAS","IAS","IAS_PARAMETER_Q_HIST",,12,,
"3298","IAS","IAS","IAS_PARAMETER_Q_LOB",,9,,
"3299","IAS","IAS","IAS_PARAMETER_Q_OD_HIST",,12,,
"3300","IAS","IAS","IAS_PARAM_ALL",,8,,
"3301","IAS","IAS","IAS_PARAM_Q",,32,,
"3302","IAS","IAS","IAS_PARAM_USER",,8,,
"3303","IAS","IAS","IAS_PROD_STATS",,31,,
"3304","IAS","IAS","IAS_RFS_CURRENT",,1,,
"3305","IAS","IAS","IAS_SERVERS",,12,,
"3306","IAS","IAS","IAS_STEPS",,6,,
"3307","IAS","IAS","IAS_STEP_PARAMETERS",,18,,
"3308","IAS","IAS","IAS_STEP_PARAMETERS_AUD",,20,,
"3309","IAS","IAS","IAS_USER_PARAMETERS",,10,,
"3310","IAS","IAS","IAS_USER_PARAMETERS_AUD",,12,,
"3311","IAS","IAS","ICAP_OWNALT",,123,,
"3312","IAS","IAS","IDEMPOTENCY_KEYS",,6,,
"3313","IAS","IAS","IDLIST",,4,,
"3314","IAS","IAS","IDLIST_EPR_BKUP_20200310",,4,,
"3315","IAS","IAS","IDLIST_EPR_BKUP_20200317",,4,,
"3316","IAS","IAS","IDLIST_EPR_BKUP_20200324",,4,,
"3317","IAS","IAS","IDLIST_LOG",,8,,
"3318","IAS","IAS","IDLIST_REMIS",,5,,
"3319","IAS","IAS","IDOC_IMG",,17,,
"3320","IAS","IAS","IDSEQ_JUR",,10,,
"3321","IAS","IAS","IDSEQ_TD",,5,,
"3322","IAS","IAS","IDSET",,8,,
"3323","IAS","IAS","IDSET_AUD",,10,,
"3324","IAS","IAS","IEADJ",,96,,
"3325","IAS","IAS","IEADJREQ",,96,,
"3326","IAS","IAS","IEADJREQ_ALL",,96,,
"3327","IAS","IAS","IEADJREQ_HIST",,96,,
"3328","IAS","IAS","IEADJREQ_IASW",,96,,
"3329","IAS","IAS","IEADJREQ_ROLL",,97,,
"3330","IAS","IAS","IEADJREQ_ROLL_ARC",,97,,
"3331","IAS","IAS","IEADJREQ_SALE",,96,,
"3332","IAS","IAS","IEADJREQ_SALE_IASW",,96,,
"3333","IAS","IAS","IEADJ_ALL",,96,,
"3334","IAS","IAS","IEADJ_HIST",,96,,
"3335","IAS","IAS","IEADJ_IASW",,96,,
"3336","IAS","IAS","IEADJ_ROLL",,97,,
"3337","IAS","IAS","IEADJ_ROLL_ARC",,97,,
"3338","IAS","IAS","IEADJ_SALE",,96,,
"3339","IAS","IAS","IEADJ_SALE_IASW",,96,,
"3340","IAS","IAS","IEANALYSIS",,316,,
"3341","IAS","IAS","IEAPT",,60,,
"3342","IAS","IAS","IEAPT_ALL",,60,,
"3343","IAS","IAS","IEAPT_HIST",,60,,
"3344","IAS","IAS","IEAPT_IASW",,60,,
"3345","IAS","IAS","IEAPT_SALE",,60,,
"3346","IAS","IAS","IEAPT_SALE_IASW",,60,,
"3347","IAS","IAS","IECONFIL",,31,,
"3348","IAS","IAS","IECONFIL_20170306",,31,,
"3349","IAS","IAS","IECONFIL_ALL",,31,,
"3350","IAS","IAS","IECONFIL_BKUP",,31,,
"3351","IAS","IAS","IECONFIL_HIST",,31,,
"3352","IAS","IAS","IECONFIL_IASW",,31,,
"3353","IAS","IAS","IEDCF",,49,,
"3354","IAS","IAS","IEDCFYR",,23,,
"3355","IAS","IAS","IEDCFYR_ALL",,23,,
"3356","IAS","IAS","IEDCFYR_HIST",,23,,
"3357","IAS","IAS","IEDCFYR_IASW",,23,,
"3358","IAS","IAS","IEDCF_ALL",,49,,
"3359","IAS","IAS","IEDCF_HIST",,49,,
"3360","IAS","IAS","IEDCF_IASW",,49,,
"3361","IAS","IAS","IEEXPN",,40,,
"3362","IAS","IAS","IEEXPN_ALL",,40,,
"3363","IAS","IAS","IEEXPN_HIST",,40,,
"3364","IAS","IAS","IEEXPN_IASW",,40,,
"3365","IAS","IAS","IEEXPN_SALE",,40,,
"3366","IAS","IAS","IEEXPN_SALE_IASW",,40,,
"3367","IAS","IAS","IEEXPSET",,20,,
"3368","IAS","IAS","IEEXPSET_HIST",,20,,
"3369","IAS","IAS","IEEXPSET_IASW",,20,,
"3370","IAS","IAS","IEEXPSET_SALE",,20,,
"3371","IAS","IAS","IEEXPSET_SALE_IASW",,20,,
"3372","IAS","IAS","IEFILSTAT",,29,,
"3373","IAS","IAS","IEFILSTAT_20170306",,29,,
"3374","IAS","IAS","IEFILSTAT_2023_BK",,29,,
"3375","IAS","IAS","IEFILSTAT_ALL",,29,,
"3376","IAS","IAS","IEFILSTAT_HIST",,29,,
"3377","IAS","IAS","IEFILSTAT_IASW",,29,,
"3378","IAS","IAS","IEFILSTAT__HIST_2023_BK",,29,,
"3379","IAS","IAS","IEINVEST",,22,,
"3380","IAS","IAS","IEINVEST_AUD",,24,,
"3381","IAS","IAS","IELEASE",,42,,
"3382","IAS","IAS","IELEASEMO",,22,,
"3383","IAS","IAS","IELEASEMO_ALL",,22,,
"3384","IAS","IAS","IELEASEMO_HIST",,22,,
"3385","IAS","IAS","IELEASEMO_IASW",,22,,
"3386","IAS","IAS","IELEASEYR",,42,,
"3387","IAS","IAS","IELEASEYRDET",,27,,
"3388","IAS","IAS","IELEASEYRDET_ALL",,27,,
"3389","IAS","IAS","IELEASEYRDET_HIST",,27,,
"3390","IAS","IAS","IELEASEYRDET_IASW",,27,,
"3391","IAS","IAS","IELEASEYR_ALL",,42,,
"3392","IAS","IAS","IELEASEYR_CALC",,10,,
"3393","IAS","IAS","IELEASEYR_HIST",,42,,
"3394","IAS","IAS","IELEASEYR_IASW",,42,,
"3395","IAS","IAS","IELEASE_ALL",,42,,
"3396","IAS","IAS","IELEASE_HIST",,42,,
"3397","IAS","IAS","IELEASE_IASW",,42,,
"3398","IAS","IAS","IEMASK",,9,,
"3399","IAS","IAS","IEMASK_AUD",,11,,
"3400","IAS","IAS","IEMOD",,49,,
"3401","IAS","IAS","IEMODADJ",,51,,
"3402","IAS","IAS","IEMODADJREQ",,6,,
"3403","IAS","IAS","IEMODADJREQ_AUD",,8,,
"3404","IAS","IAS","IEMODADJ_AUD",,53,,
"3405","IAS","IAS","IEMODADJ_DETAIL",,42,,
"3406","IAS","IAS","IEMODEXP",,11,,
"3407","IAS","IAS","IEMODEXP_AUD",,13,,
"3408","IAS","IAS","IEMODMETH",,13,,
"3409","IAS","IAS","IEMODMETH_AUD",,15,,
"3410","IAS","IAS","IEMODRULES",,12,,
"3411","IAS","IAS","IEMODRULES_AUD",,14,,
"3412","IAS","IAS","IEMODUSE",,19,,
"3413","IAS","IAS","IEMODUSEREV",,12,,
"3414","IAS","IAS","IEMODUSE_AUD",,21,,
"3415","IAS","IAS","IEMODUSE_DETAIL",,16,,
"3416","IAS","IAS","IEMOD_AUD",,51,,
"3417","IAS","IAS","IEMORT",,60,,
"3418","IAS","IAS","IEMORT_ALL",,60,,
"3419","IAS","IAS","IEMORT_HIST",,60,,
"3420","IAS","IAS","IEMORT_IASW",,60,,
"3421","IAS","IAS","IENONASSESS",,20,,
"3422","IAS","IAS","IENONASSESS_ALL",,20,,
"3423","IAS","IAS","IENONASSESS_HIST",,20,,
"3424","IAS","IAS","IENONASSESS_IASW",,20,,
"3425","IAS","IAS","IENONASSESS_ROLL",,21,,
"3426","IAS","IAS","IENONASSESS_ROLL_ARC",,21,,
"3427","IAS","IAS","IENONASSESS_SALE",,20,,
"3428","IAS","IAS","IENONASSESS_SALE_IASW",,20,,
"3429","IAS","IAS","IEPCLDTL",,61,,
"3430","IAS","IAS","IEPCLDTL_ALL",,61,,
"3431","IAS","IAS","IEPCLDTL_HIST",,61,,
"3432","IAS","IAS","IEPCLDTL_IASW",,61,,
"3433","IAS","IAS","IEPCLEXPN",,26,,
"3434","IAS","IAS","IEPCLEXPN_ALL",,26,,
"3435","IAS","IAS","IEPCLEXPN_HIST",,26,,
"3436","IAS","IAS","IEPCLEXPN_IASW",,26,,
"3437","IAS","IAS","IEPRCL",,91,,
"3438","IAS","IAS","IEPRCL_ALL",,91,,
"3439","IAS","IAS","IEPRCL_HIST",,91,,
"3440","IAS","IAS","IEPRCL_IASW",,91,,
"3441","IAS","IAS","IEPRCL_ROLL",,92,,
"3442","IAS","IAS","IEPRCL_ROLL_ARC",,92,,
"3443","IAS","IAS","IEPRCL_SALE",,91,,
"3444","IAS","IAS","IEPRCL_SALE_IASW",,91,,
"3445","IAS","IAS","IEPROFILE",,22,,
"3446","IAS","IAS","IEPROFILE_V",,31,,
"3447","IAS","IAS","IEPROFORMAT",,12,,
"3448","IAS","IAS","IEPROFORMAT_AUD",,14,,
"3449","IAS","IAS","IEPROFORMAT_V",,2,,
"3450","IAS","IAS","IEREC",,113,,
"3451","IAS","IAS","IEREC_ALL",,113,,
"3452","IAS","IAS","IEREC_HIST",,113,,
"3453","IAS","IAS","IEREC_IASW",,113,,
"3454","IAS","IAS","IEREC_ROLL",,114,,
"3455","IAS","IAS","IEREC_ROLL_ARC",,114,,
"3456","IAS","IAS","IEREC_SALE",,113,,
"3457","IAS","IAS","IEREC_SALE_IASW",,113,,
"3458","IAS","IAS","IERENT",,86,,
"3459","IAS","IAS","IERENT_20170306",,53,,
"3460","IAS","IAS","IERENT_2STG",,53,,
"3461","IAS","IAS","IERENT_ALL",,86,,
"3462","IAS","IAS","IERENT_CT",,86,,
"3463","IAS","IAS","IERENT_HIST",,86,,
"3464","IAS","IAS","IERENT_IASW",,86,,
"3465","IAS","IAS","IERENT_RPIE",,52,,
"3466","IAS","IAS","IERENT_RR",,86,,
"3467","IAS","IAS","IERENT_SALE",,86,,
"3468","IAS","IAS","IERENT_SALE_IASW",,86,,
"3469","IAS","IAS","IERESID",,35,,
"3470","IAS","IAS","IERESID_ALL",,35,,
"3471","IAS","IAS","IERESID_HIST",,35,,
"3472","IAS","IAS","IERESID_IASW",,35,,
"3473","IAS","IAS","IERETURN",,143,,
"3474","IAS","IAS","IERETURN_20170306",,143,,
"3475","IAS","IAS","IERETURN_ALL",,143,,
"3476","IAS","IAS","IERETURN_BKUP",,143,,
"3477","IAS","IAS","IERETURN_HIST",,143,,
"3478","IAS","IAS","IERETURN_IASW",,143,,
"3479","IAS","IAS","IESPECIAL",,289,,
"3480","IAS","IAS","IESPECIAL_ALL",,289,,
"3481","IAS","IAS","IESPECIAL_HIST",,289,,
"3482","IAS","IAS","IESPECIAL_IASW",,289,,
"3483","IAS","IAS","IESTAT",,106,,
"3484","IAS","IAS","IESTAT_20170306",,89,,
"3485","IAS","IAS","IESTAT_2023_BK",,106,,
"3486","IAS","IAS","IESTAT_2024_BKUP",,106,,
"3487","IAS","IAS","IESTAT_ALL",,106,,
"3488","IAS","IAS","IESTAT_HIST",,106,,
"3489","IAS","IAS","IESTAT_HIST_2023_BK",,106,,
"3490","IAS","IAS","IESTAT_IASW",,106,,
"3491","IAS","IAS","IESURVEY",,454,,
"3492","IAS","IAS","IESURVEY_20170306",,402,,
"3493","IAS","IAS","IESURVEY_2STG",,403,,
"3494","IAS","IAS","IESURVEY_ALL",,454,,
"3495","IAS","IAS","IESURVEY_BKUP",,402,,
"3496","IAS","IAS","IESURVEY_HIST",,454,,
"3497","IAS","IAS","IESURVEY_IASW",,454,,
"3498","IAS","IAS","IESURVEY_ROLL",,455,,
"3499","IAS","IAS","IESURVEY_ROLL_ARC",,455,,
"3500","IAS","IAS","IESURVEY_SALE",,454,,
"3501","IAS","IAS","IESURVEY_SALE_IASW",,454,,
"3502","IAS","IAS","IEUNITTYPES",,8,,
"3503","IAS","IAS","IEUNITTYPES_AUD",,10,,
"3504","IAS","IAS","IEUSE",,138,,
"3505","IAS","IAS","IEUSEEXP",,48,,
"3506","IAS","IAS","IEUSEEXP_ALL",,48,,
"3507","IAS","IAS","IEUSEEXP_HIST",,48,,
"3508","IAS","IAS","IEUSEEXP_IASW",,48,,
"3509","IAS","IAS","IEUSEEXP_SALE",,48,,
"3510","IAS","IAS","IEUSEEXP_SALE_IASW",,48,,
"3511","IAS","IAS","IEUSELEASE",,158,,
"3512","IAS","IAS","IEUSELEASE_ALL",,158,,
"3513","IAS","IAS","IEUSELEASE_HIST",,158,,
"3514","IAS","IAS","IEUSELEASE_IASW",,158,,
"3515","IAS","IAS","IEUSELEASE_ROLL",,159,,
"3516","IAS","IAS","IEUSELEASE_ROLL_ARC",,159,,
"3517","IAS","IAS","IEUSEOPEX",,50,,
"3518","IAS","IAS","IEUSEOPEX_ALL",,50,,
"3519","IAS","IAS","IEUSEOPEX_HIST",,50,,
"3520","IAS","IAS","IEUSEOPEX_IASW",,50,,
"3521","IAS","IAS","IEUSEOPEX_ROLL",,51,,
"3522","IAS","IAS","IEUSEOPEX_ROLL_ARC",,51,,
"3523","IAS","IAS","IEUSESPACES",,52,,
"3524","IAS","IAS","IEUSESPACES_ALL",,52,,
"3525","IAS","IAS","IEUSESPACES_HIST",,52,,
"3526","IAS","IAS","IEUSESPACES_IASW",,52,,
"3527","IAS","IAS","IEUSESPACES_ROLL",,53,,
"3528","IAS","IAS","IEUSESPACES_ROLL_ARC",,53,,
"3529","IAS","IAS","IEUSESTEPS",,59,,
"3530","IAS","IAS","IEUSESTEPS_ALL",,59,,
"3531","IAS","IAS","IEUSESTEPS_HIST",,59,,
"3532","IAS","IAS","IEUSESTEPS_IASW",,59,,
"3533","IAS","IAS","IEUSESTEPS_ROLL",,60,,
"3534","IAS","IAS","IEUSESTEPS_ROLL_ARC",,60,,
"3535","IAS","IAS","IEUSETYPES",,6,,
"3536","IAS","IAS","IEUSETYPES_AUD",,8,,
"3537","IAS","IAS","IEUSE_ALL",,138,,
"3538","IAS","IAS","IEUSE_HIST",,138,,
"3539","IAS","IAS","IEUSE_IASW",,138,,
"3540","IAS","IAS","IEUSE_ROLL",,139,,
"3541","IAS","IAS","IEUSE_ROLL_ARC",,139,,
"3542","IAS","IAS","IEUSE_SALE",,138,,
"3543","IAS","IAS","IEUSE_SALE_IASW",,138,,
"3544","IAS","IAS","IEVAL",,59,,
"3545","IAS","IAS","IEVAL_ALL",,59,,
"3546","IAS","IAS","IEVAL_HIST",,59,,
"3547","IAS","IAS","IEVAL_IASW",,59,,
"3548","IAS","IAS","IEVAL_ROLL",,60,,
"3549","IAS","IAS","IEVAL_ROLL_ARC",,60,,
"3550","IAS","IAS","IEVAL_SALE",,59,,
"3551","IAS","IAS","IEVAL_SALE_IASW",,59,,
"3552","IAS","IAS","IEVAR",,11,,
"3553","IAS","IAS","IEVAR_AUD",,13,,
"3554","IAS","IAS","IEVIEW",,29,,
"3555","IAS","IAS","IEXTR",,26,,
"3556","IAS","IAS","IEXTR_AUD",,28,,
"3557","IAS","IAS","IEXTR_LOV",,4,,
"3558","IAS","IAS","IE_STRUCT",,9,,
"3559","IAS","IAS","IE_TC201_NYC",,65,,
"3560","IAS","IAS","IE_TC203_NYC",,44,,
"3561","IAS","IAS","IE_TC208_NYC",,64,,
"3562","IAS","IAS","IE_TC214_NYC",,57,,
"3563","IAS","IAS","IMAGEDAT",,8,,
"3564","IAS","IAS","IMAGEDAT_CASE",,13,,
"3565","IAS","IAS","IMAGEDAT_IASW",,13,,
"3566","IAS","IAS","IMAGEDAT_V",,13,,
"3567","IAS","IAS","IMAGEKEY",,19,,
"3568","IAS","IAS","IMAGEKEY_IASW",,19,,
"3569","IAS","IAS","IMAGEV",,7,,
"3570","IAS","IAS","INFADJCERT",,21,,
"3571","IAS","IAS","INFADJUST",,53,,
"3572","IAS","IAS","INFCYCL",,36,,
"3573","IAS","IAS","INFCYCL_IASW",,36,,
"3574","IAS","IAS","INFDET",,36,,
"3575","IAS","IAS","INFDET_IASW",,36,,
"3576","IAS","IAS","INFGLACCT",,40,,
"3577","IAS","IAS","INFGLACCT_AUD",,42,,
"3578","IAS","IAS","INFGLACCT_BKUP_05082017",,36,,
"3579","IAS","IAS","INFPYMT",,56,,
"3580","IAS","IAS","INFPYMT_IASW",,56,,
