"","DATABASE","SCHEMA","TABLE_NAME","PREFIX","COLS","RECORDS","PRIMARY_KEYS"
"861","V8_NEWYORK_NY_LIVE","REAL_PROP","TRANSLATORTEST","FIRST",9,2,
"862","V8_NEWYORK_NY_LIVE","REAL_PROP","USRAUDIT","AUD",15,1147839465,"AUD_ID"
"863","V8_NEWYORK_NY_LIVE","REAL_PROP","VALUEBUILDING","VBD",88,0,"VBD_PID, VBD_BID"
"864","V8_NEWYORK_NY_LIVE","REAL_PROP","VALUEGROUP","VGP",11,0,"VGP_PID, VGP_GROUP_ID, VGP_BLDG_NUM"
"865","V8_NEWYORK_NY_LIVE","REAL_PROP","VALUE_RELATED_PARCELS","VRP",21,0,"VRP_PARENT_PID, VRP_CHILD_PID"
"866","V8_NEWYORK_NY_LIVE","REAL_PROP","VIGAMIDS",,7,43339,
"867","V8_NEWYORK_NY_LIVE","REAL_PROP","VISIONBATCH","BAT",24,0,"BAT_ID"
"868","V8_NEWYORK_NY_LIVE","REAL_PROP","VISITHST","VIH",19,4926908,"VIH_PID, VIH_LINE_NUM, VIH_BID"
"869","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_HSALE",,19,,
"870","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_NHDRA","rem",69,,
"871","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_PARCELS_GREATER_THAN_500000","REM",14,,
"872","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_PRIMARYSALE",,19,,
"873","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_9_20_13_PARCEL_DETAIL_REPORT",,21,,
"874","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_ABUTTERS_LISTING_REPORT","rem",15,,
"875","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_ASSESSED_BY_MAP","REM",16,,
"876","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_ASSESSED_BY_OWNER","REM",8,,
"877","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_ASSESSED_VALUE_BY_LOCATION_REPORT","REM",15,,
"878","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_Assessed_Value_By_Map_REPORT","REM",16,,
"879","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_BETTERMENTS","REM",17,,
"880","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_BUILDING_PERMITS","REM",14,,
"881","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_CIA_REPORT","rem",13,,
"882","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_COMM_PCT_CHANGE_ANALYSIS_2014_REPORT","rem",23,,
"883","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_CONDO_PCT_CHANGE_ANALYSIS_2014_PARK_REPORT","prc",16,,
"884","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_CONSTRVIEW","VNS",90,,
"885","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_CURRENTOWNERMAILADDRESSDETAILSVIEW","ROW",17,,
"886","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_DATACOLLECTIONNONENTRYSTATUS_REPORT",,9,,
"887","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_DATA_CHECK_NO_CURRENT_ASSESSMENT","REM",11,,
"888","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_DOCUMENTSVIEW","DOC",14,,
"889","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_DUPLICATEMBLULIST_REPORT","REM",5,,
"890","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_EXEMPTIONS","REM",9,,
"891","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_EXEMPT_PARCELS","REM",9,,
"892","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_LEGALOWNERMAILADDRESSDETAILSVIEW","ROW",17,,
"893","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_MISSING_IMAGES_REPORT","REM",14,,
"894","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_NECCOG_GIS_ASSESS","rem",61,,
"895","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_OVERRIDES","REM",7,,
"896","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_OWNERDETAILS_REPORT","ROW",25,,
"897","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_OWNERMAILADDRESSDETAILSVIEW","ROW",40,,
"898","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_PARCELOVRADJ","OVR",15,,
"899","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_PARCELS_ON_OVERRIDE","REM",12,,
"900","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_PCT_CHANGE_ANALYSIS_2014_REPORT","REM",24,,
"901","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_REIMAGESVIEW","RIM",22,,
"902","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_REM_BLD_AHD_SLH_LND_OWN","REM",460,,
"903","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_REVIEWEDPARCELS_REPORT","rem",12,,
"904","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_SPECIAL_CONDITION_REPORT_REPORT","REM",15,,
"905","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_SPECIAL_USE_REPORT_REPORT","REM",16,,
"906","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_USERAUDITLOG_REPORT","AUD",7,,
"907","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_VACANT_LAND_WITH_IMAGES_REPORT","REM",15,,
"908","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_VIDEO_IMAGING_BY_LOCATION_REPORT","REM",19,,
"909","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_VIDEO_IMAGING_BY_MBLU_REPORT","REM",19,,
"910","V8_NEWYORK_NY_LIVE","REAL_PROP","VW_RPT_VISITHST_REPORT_DATA","SORT",19,,
"911","V8_NEWYORK_NY_LIVE","REAL_PROP","V_ADDRESS","VAD",18,,
"912","V8_NEWYORK_NY_LIVE","REAL_PROP","ZCONTOUR","LZC",6,3,"LZC_TABLE_ID, LZC_Z_INDEX"
"913","V8_NEWYORK_NY_LIVE","REAL_PROP","ZONE","ZON",9,198,"ZON_CODE"
"914","V8_NEWYORK_NY_LIVE","REAL_PROP","camacloud_changelog",,215,168427,"ROWUID"
"915","V8_NEWYORK_NY_LIVE","REAL_PROP","knTest01","REM",79,10,
"916","V8_NEWYORK_NY_LIVE","SALES","ABATEMENT","ABT",68,128792,"ABT_PID, ABT_LINE_NUM"
"917","V8_NEWYORK_NY_LIVE","SALES","ACRECURV","ACC",7,0,"ACC_CURVE_ID, ACC_LND_CLASS, ACC_ACRES"
"918","V8_NEWYORK_NY_LIVE","SALES","ACREDISC","ACD",11,0,"ACD_LND_CLASS, ACD_ACREAGE"
"919","V8_NEWYORK_NY_LIVE","SALES","ADDRESS","ADR",32,236570,"ADR_PID, ADR_LINE_NUM"
"920","V8_NEWYORK_NY_LIVE","SALES","AHCODE","AHC",14,150,"AHC_CODE"
"921","V8_NEWYORK_NY_LIVE","SALES","AHDATE","AHD",103,1034653,"AHD_PID, AHD_SAVE_NUM"
"922","V8_NEWYORK_NY_LIVE","SALES","AHTAXAUTH","AHT",14,0,"AHT_SAVE_ID, AHT_PID, AHT_TAX_AUTHORITY_ID"
"923","V8_NEWYORK_NY_LIVE","SALES","AHTAXAUTHLINE","ATL",44,0,"ATL_SAVE_ID, ATL_PID, ATL_TAX_AUTHORITY_ID, ATL_IS_HOMESTEAD"
"924","V8_NEWYORK_NY_LIVE","SALES","ALT_APP_HIST","AAH",10,0,"AAH_PID, AAH_LINE_NUM"
"925","V8_NEWYORK_NY_LIVE","SALES","ALT_LAND_CAT","ALC",6,0,"ALC_CAT"
"926","V8_NEWYORK_NY_LIVE","SALES","ALT_LAND_RATES","ALR",9,0,"ALR_TYPE, ALR_PROD"
"927","V8_NEWYORK_NY_LIVE","SALES","ALT_LAND_SOIL_TYPE","ALS",7,0,"ALS_SOIL_TYPE"
"928","V8_NEWYORK_NY_LIVE","SALES","ALT_LAND_TYPE","ALT",5,0,"ALT_TYPE"
"929","V8_NEWYORK_NY_LIVE","SALES","AMORT_EXEMPT","AME",16,0,"AME_EXEMPTION_TYPE, AME_TYPE"
"930","V8_NEWYORK_NY_LIVE","SALES","AREACODE","SAT",19,1014,"SAT_MDL, SAT_AREA_TYPE"
"931","V8_NEWYORK_NY_LIVE","SALES","ASSDETAIL","ASD",21,0,"ASD_SAVE_ID, ASD_DETAIL_ID"
"932","V8_NEWYORK_NY_LIVE","SALES","ASSDIST","ASD",34,17925,"ASD_CODE, ASD_MDL"
"933","V8_NEWYORK_NY_LIVE","SALES","ASSHIST","ASH",29,2439830,"ASH_PID, ASH_SAVE_NUM, ASH_CODE, ASH_TYPE"
"934","V8_NEWYORK_NY_LIVE","SALES","BCAT_RATES","BCR",23,0,"BCR_SUB_CODE, BCR_CODE"
"935","V8_NEWYORK_NY_LIVE","SALES","BLDG","BLD",31,33724,"BLD_PID, BLD_BID"
"936","V8_NEWYORK_NY_LIVE","SALES","BLDGPERM","BPE",36,5524,"BPE_PID, BPE_BID, BPE_LINE_NUM, BPE_FISCAL_YR"
"937","V8_NEWYORK_NY_LIVE","SALES","BLOCKADJ","BLK",7,0,"BLK_WARD, BLK_PRECINCT, BLK_SUBDIV"
"938","V8_NEWYORK_NY_LIVE","SALES","BOI_CAPRATE_METHOD","BOI",16,0,"BOI_CODE, BOI_LINE_NUM"
"939","V8_NEWYORK_NY_LIVE","SALES","BUILDINGGROUP","BGP",7,0,"BGP_PID, BGP_GROUP_ID, BGP_GROUP_NAME"
"940","V8_NEWYORK_NY_LIVE","SALES","BUILDING_CATEGORY","BCT",6,0,"BCT_CODE"
"941","V8_NEWYORK_NY_LIVE","SALES","CALCINV","CIN",7,0,"CIN_JOB_ID, CIN_PID"
"942","V8_NEWYORK_NY_LIVE","SALES","CALCPARAM","CAL",5,0,"CAL_JOB_ID, CAL_PARAM"
"943","V8_NEWYORK_NY_LIVE","SALES","CHG_DETAIL","CHD",16,0,"CHD_PID, CHD_BID, CHD_LINE_NUM"
"944","V8_NEWYORK_NY_LIVE","SALES","CLJOB","CLJ",19,0,"CLJ_JOB_ID"
"945","V8_NEWYORK_NY_LIVE","SALES","COMMNBHD","CNH",9,0,"CNH_CODE, CNH_MDL"
"946","V8_NEWYORK_NY_LIVE","SALES","CONDO","OCC",13,13144,"OCC_CODE"
"947","V8_NEWYORK_NY_LIVE","SALES","CONDO_ADJUST","CDA",14,0,"CDA_TYPE, CDA_CONDO_CMPLX, CDA_CODE"
"948","V8_NEWYORK_NY_LIVE","SALES","CONDO_MAPPING","CNM",15,0,"CNM_UID"
"949","V8_NEWYORK_NY_LIVE","SALES","CONDO_USETYPE","CUT",8,0,"CUT_UID"
"950","V8_NEWYORK_NY_LIVE","SALES","CONSTR","CNS",62,34017,"CNS_PID, CNS_BID_IDENT"
"951","V8_NEWYORK_NY_LIVE","SALES","CONSTRCDM","CNS",72,0,"CNS_PID, CNS_BID_IDENT, CNS_SECT_IDENT"
"952","V8_NEWYORK_NY_LIVE","SALES","CONSTRCDU","CNS",157,0,"CNS_PID, CNS_BID_IDENT, CNS_SECT_IDENT"
"953","V8_NEWYORK_NY_LIVE","SALES","CONSTRCOM","CNS",136,6,"CNS_PID, CNS_BID_IDENT, CNS_SECT_IDENT"
"954","V8_NEWYORK_NY_LIVE","SALES","CONSTRDEP","CNS",37,34018,"CNS_PID, CNS_BID_IDENT, CNS_SECT_IDENT"
"955","V8_NEWYORK_NY_LIVE","SALES","CONSTRRES","CNS",137,34013,"CNS_PID, CNS_BID_IDENT, CNS_SECT_IDENT"
"956","V8_NEWYORK_NY_LIVE","SALES","CONSTRSECTION","CNS",484,0,"CNS_PID, CNS_BID_IDENT, CNS_SECT_IDENT"
"957","V8_NEWYORK_NY_LIVE","SALES","COSTMDL","CMD",7,26,"CMD_CODE"
"958","V8_NEWYORK_NY_LIVE","SALES","COSTRATE","CST",16,391,"CST_GROUP, CST_CLASS"
"959","V8_NEWYORK_NY_LIVE","SALES","COSTVAR","RVR",23,1608,"RVR_CODE, RVR_SPSS_NAME"
"960","V8_NEWYORK_NY_LIVE","SALES","COSTVAR_DEP","CDV",9,18,"CDV_MODEL_NAME, CDV_VAR_NAME, CDV_DEP_VAR"
"961","V8_NEWYORK_NY_LIVE","SALES","CO_BATCH","COB",18,0,"COB_SEQ"
"962","V8_NEWYORK_NY_LIVE","SALES","CO_DETAIL","COD",6,0,"COD_PID, COD_SEQ"
"963","V8_NEWYORK_NY_LIVE","SALES","CO_SALES","COS",5,0,"COS_PID, COS_SEQ"
"964","V8_NEWYORK_NY_LIVE","SALES","CRCONTRL","CRC",14,0,"CRC_CODE, CRC_TYPE"
"965","V8_NEWYORK_NY_LIVE","SALES","CRSTORE","CRS",53,0,"CRS_PID"
"966","V8_NEWYORK_NY_LIVE","SALES","CRVAR","CRV",23,15654,"CRV_CODE, CRV_VAR_NAME"
"967","V8_NEWYORK_NY_LIVE","SALES","CRVAR_BINARY","CRB",7,0,"CRB_CODE, CRB_VAR_NAME, CRB_CODE_NAME"
"968","V8_NEWYORK_NY_LIVE","SALES","CSCONTRL","CCS",19,40,"CCS_CODE, CCS_TYPE"
"969","V8_NEWYORK_NY_LIVE","SALES","CSSTORE","CSS",49,0,"CSS_PID"
"970","V8_NEWYORK_NY_LIVE","SALES","CSVAR","CVR",16,299,"CVR_CODE, CVR_VAR_NAME"
"971","V8_NEWYORK_NY_LIVE","SALES","CSVAR_BINARY","CSB",7,334,"CSB_CODE, CSB_VAR_NAME, CSB_CODE_NAME"
"972","V8_NEWYORK_NY_LIVE","SALES","DELBLDG","BLD",31,0,"BLD_PID, BLD_BID"
"973","V8_NEWYORK_NY_LIVE","SALES","DELLAND","LND",116,0,"LND_PID, LND_BID, LND_LINE_ID"
"974","V8_NEWYORK_NY_LIVE","SALES","DELMAST","REM",81,0,"REM_PID"
"975","V8_NEWYORK_NY_LIVE","SALES","DEPRDESC","DRD",12,3,"DRD_DPR_TABLE_ID"
"976","V8_NEWYORK_NY_LIVE","SALES","DEPREC","DPR",7,201,"DPR_TABLE_ID, DPR_AGE"
"977","V8_NEWYORK_NY_LIVE","SALES","DOCUMENTS","DOC",14,5593,"DOC_KEY, DOC_LINE_NUM, DOC_KEY_TYPE"
"978","V8_NEWYORK_NY_LIVE","SALES","EXEMPTS","EXE",24,0,"EXE_PID, EXE_LINE_NUM"
"979","V8_NEWYORK_NY_LIVE","SALES","EYB","EYB",7,7182,"EYB_MDL, EYB_CNDTN, EYB_AGE"
"980","V8_NEWYORK_NY_LIVE","SALES","FIRES","FIR",10,0,"FIR_PID, FIR_BID, FIR_LINE_NUM"
"981","V8_NEWYORK_NY_LIVE","SALES","FRONTFOOTCURV","FFC",7,0,"FFC_CURVE_ID, FFC_LND_CLASS, FFC_UNITS"
"982","V8_NEWYORK_NY_LIVE","SALES","HOMEDIST","HDS",10,0,"HDS_IS_FARM, HDS_CODE"
"983","V8_NEWYORK_NY_LIVE","SALES","HOMESTEAD","HOM",89,0,"HOM_PID, HOM_TYPE, HOM_LINE_NUM"
"984","V8_NEWYORK_NY_LIVE","SALES","IMPOSITION","IMS",21,0,"IMS_PID, IMS_CASE_NUM, IMS_TYPE, IMS_YEAR"
"985","V8_NEWYORK_NY_LIVE","SALES","INCADJCODES","IAC",5,1,"IAC_CODE"
"986","V8_NEWYORK_NY_LIVE","SALES","INCADJUST","IAD",10,0,"IAD_CODE, IAD_RATING"
"987","V8_NEWYORK_NY_LIVE","SALES","INCCAPADJ","ICA",7,0,"ICA_RATING"
"988","V8_NEWYORK_NY_LIVE","SALES","INCCAPCODES","ICC",16,0,"ICC_CODE"
"989","V8_NEWYORK_NY_LIVE","SALES","INCEXP","INE",5,15,"INE_CODE"
"990","V8_NEWYORK_NY_LIVE","SALES","INCGIMADJ","IGA",6,0,"IGA_FACTOR"
"991","V8_NEWYORK_NY_LIVE","SALES","INCGIMCODES","IGC",6,0,"IGC_CODE"
"992","V8_NEWYORK_NY_LIVE","SALES","INCGRMADJ","IMA",6,0,"IMA_FACTOR"
"993","V8_NEWYORK_NY_LIVE","SALES","INCGRMCODES","IMC",6,0,"IMC_CODE"
"994","V8_NEWYORK_NY_LIVE","SALES","INCGROUP_E","IGR",7,0,"IGR_CODE"
"995","V8_NEWYORK_NY_LIVE","SALES","INCMLINE","ICL",48,0,"ICL_PID, ICL_LINE_NUM, ICL_IS_XPER, ICL_INCOME_YR"
"996","V8_NEWYORK_NY_LIVE","SALES","INCMLINE_E","ICL",43,0,"ICL_PID, ICL_LINE_NUM, ICL_IS_XPER, ICL_INCOME_YR"
"997","V8_NEWYORK_NY_LIVE","SALES","INCOME","INC",88,0,"INC_PID, INC_IS_XPER, INC_INCOME_YR"
"998","V8_NEWYORK_NY_LIVE","SALES","INCOME_AM_CURVE","IAC",12,0,"IAC_POINT_NAME, IAC_BLDG_SUB_CAT, IAC_BLDG_CAT"
"999","V8_NEWYORK_NY_LIVE","SALES","INCOME_E","INC",53,0,"INC_PID, INC_IS_XPER, INC_INCOME_YR"
"1000","V8_NEWYORK_NY_LIVE","SALES","INCOME_EXPENSES","IEX",17,0,"IEX_PID, IEX_INCOME_YEAR, IEX_LINE_NUM"
"1001","V8_NEWYORK_NY_LIVE","SALES","INCOME_HOTEL","IHM",14,0,"IHM_HOTEL_CLASS, IHM_NUM_RM"
"1002","V8_NEWYORK_NY_LIVE","SALES","INCOME_HOTEL_CODES","IHC",7,39,"IHC_HOTEL_CODE"
"1003","V8_NEWYORK_NY_LIVE","SALES","INCOME_LEASE_TYPES","ILT",7,0,"ILT_CODE"
"1004","V8_NEWYORK_NY_LIVE","SALES","INCOME_LF","ILF",95,0,"ILF_PID, ILF_YEAR, ILF_BID, ILF_SECT_NUM"
"1005","V8_NEWYORK_NY_LIVE","SALES","INCOME_LF_APPROACH","ILA",86,0,"ILA_PID, ILA_BID, ILA_SECT_NUM, ILA_BLDG_CAT, ILA_BLDG_SUB_CAT, ILA_YEAR, ILA_TYPE"
"1006","V8_NEWYORK_NY_LIVE","SALES","INCOME_LF_AREA_MAP","IAM",7,17,"IAM_AREA_CODE"
"1007","V8_NEWYORK_NY_LIVE","SALES","INCOME_LF_CODES","ILC",7,1,"ILC_CODE"
"1008","V8_NEWYORK_NY_LIVE","SALES","INCOME_LF_INC_ACTUAL","ILI",40,0,"ILI_PID, ILI_BID, ILI_SECT_NUM, ILI_YEAR, ILI_INC_TYPE, ILI_LINE_NUM"
"1009","V8_NEWYORK_NY_LIVE","SALES","INCOME_LF_INC_HOTEL","IIH",16,0,"IIH_YEAR, IIH_LINE_NUM, IIH_PID"
"1010","V8_NEWYORK_NY_LIVE","SALES","INCOME_LF_INC_SPECIALTY_PROPERTY","IIS",11,0,"IIS_PID, IIS_YEAR, IIS_LINE_NUM"
"1011","V8_NEWYORK_NY_LIVE","SALES","INCOME_LF_MKT_ADJ","ILM",11,0,"ILM_CODE, ILM_TABLE_ID"
"1012","V8_NEWYORK_NY_LIVE","SALES","INCOME_LF_MKT_TBLS","ILT",5,0,"ILT_TABLE_ID"
"1013","V8_NEWYORK_NY_LIVE","SALES","INCOME_LF_OCCUPANCY","ILO",15,0,"ILO_PID, ILO_INCOME_YEAR, ILO_USE_TYPE"
"1014","V8_NEWYORK_NY_LIVE","SALES","INCOME_LF_PERCENTILES","ILP",7,0,"ILP_BLDG_CAT, ILP_BLDG_SUB_CAT, ILP_PERCENTILE"
"1015","V8_NEWYORK_NY_LIVE","SALES","INCOME_LF_SPECIALTY_PROPERTY","ISP",39,0,"ISP_PID, ISP_INCOME_YEAR"
"1016","V8_NEWYORK_NY_LIVE","SALES","INCOME_SOURCE","ISR",8,0,"ISR_CODE"
"1017","V8_NEWYORK_NY_LIVE","SALES","INCOME_SPECIALTY_PROPERTY","ISP",14,0,"ISP_PROPERTY_TYPE, ISP_YEAR"
"1018","V8_NEWYORK_NY_LIVE","SALES","INCOME_SPECIALTY_PROPERTY_CODES","ISC",7,0,"ISC_CODE"
"1019","V8_NEWYORK_NY_LIVE","SALES","INCRATE_E","ICR",10,0,"ICR_YEAR, ICR_GROUP, ICR_TYPE, ICR_REGION, ICR_TAI, ICR_UOM"
"1020","V8_NEWYORK_NY_LIVE","SALES","INCSTYLEMAP","ISM",11,139,"ISM_CODE, ISM_RENT_CURVE"
"1021","V8_NEWYORK_NY_LIVE","SALES","INCUSE","ICU",18,20,"ICU_CODE, ICU_RENT_CRV"
"1022","V8_NEWYORK_NY_LIVE","SALES","INC_LF_USE","ILU",16,0,"ILU_CODE, ILU_RENT_CRV"
"1023","V8_NEWYORK_NY_LIVE","SALES","INC_UNIT_TYPE","IUT",6,0,"IUT_CODE"
"1024","V8_NEWYORK_NY_LIVE","SALES","LA13","L13",66,397407,"L13_PID, L13_FISCAL_YR, L13_LINE_NUM"
"1025","V8_NEWYORK_NY_LIVE","SALES","LA13RPT","LRP",21,14,"LRP_ID"
"1026","V8_NEWYORK_NY_LIVE","SALES","LAND","LND",120,33928,"LND_PID, LND_LINE_ID"
"1027","V8_NEWYORK_NY_LIVE","SALES","LANDCURV","LCU",11,350,"LCU_CURVE_ID, LCU_LND_CLASS, LCU_UNITS"
"1028","V8_NEWYORK_NY_LIVE","SALES","LANDGROUP","LGP",22,3448,"LGP_LND_CLASS, LGP_ASSNG_DIST, LGP_ASSNG_SUBDIST"
"1029","V8_NEWYORK_NY_LIVE","SALES","LANDSCLC","LSC",14,0,"LSC_CODE, LSC_LND_UNIT_TYPE"
"1030","V8_NEWYORK_NY_LIVE","SALES","LANDSCLCDETAILS","LSD",11,0,"LSD_PID, LSD_LND_LINE_ID, LSD_SPEC_CODE, LSD_SID"
"1031","V8_NEWYORK_NY_LIVE","SALES","LANDSPUV","LUV",5,0,"LUV_CODE, LUV_LUS"
"1032","V8_NEWYORK_NY_LIVE","SALES","LANDUSE","LUS",23,0,"LUS_CODE"
"1033","V8_NEWYORK_NY_LIVE","SALES","LAND_ALT","LDA",22,0,"LDA_PID, LDA_BID, LDA_LINE_ID"
"1034","V8_NEWYORK_NY_LIVE","SALES","LAND_ALT_BACKUP_BID","LDA",24,0,"LDA_PID, LDA_BID, LDA_LINE_ID"
"1035","V8_NEWYORK_NY_LIVE","SALES","LAND_BACKUP_BID","LND",122,33928,"LND_PID, LND_BID, LND_LINE_ID"
"1036","V8_NEWYORK_NY_LIVE","SALES","LAND_DEPTH_CURVE","LDC",8,0,"LDC_CURVE_ID, LDC_FRONTAGE, LDC_DEPTH"
"1037","V8_NEWYORK_NY_LIVE","SALES","LERTA","LRT",40,0,"LRT_PID, LRT_NUMBER"
"1038","V8_NEWYORK_NY_LIVE","SALES","LNDSIZADJ","LSZ",6,0,"LSZ_LND_CLASS, LSZ_RATIO"
"1039","V8_NEWYORK_NY_LIVE","SALES","LOCNHIST","LOC",23,0,"LOC_PID, LOC_LINE_NUM"
"1040","V8_NEWYORK_NY_LIVE","SALES","MODEL","MDL",14,30,"MDL_CODE"
"1041","V8_NEWYORK_NY_LIVE","SALES","MS1GROUP","MS1",5,0,"MS1_TYPE"
"1042","V8_NEWYORK_NY_LIVE","SALES","MULTIOWNER","MOW",23,0,"MOW_PID, MOW_OWN_ID, MOW_LINE_NUM"
"1043","V8_NEWYORK_NY_LIVE","SALES","MUNICIP","MNC",39,1,"MNC_CODE"
"1044","V8_NEWYORK_NY_LIVE","SALES","MVP_COMPONENTS","MVA",43,0,"MVA_PID, MVA_BID, MVA_SECT_ID, MVA_XML_INPUT_TYPE, MVA_LINE_NUMBER"
"1045","V8_NEWYORK_NY_LIVE","SALES","MVP_CONSTRSUM","MVP",485,0,"MVP_PID, MVP_BID, MVP_SECT_ID"
"1046","V8_NEWYORK_NY_LIVE","SALES","MVP_PARCEL","MVV",38,0,"MVV_PID, MVV_BID"
"1047","V8_NEWYORK_NY_LIVE","SALES","MVP_SECTION","MVS",32,0,"MVS_PID, MVS_BID, MVS_SECT_ID"
"1048","V8_NEWYORK_NY_LIVE","SALES","NBHD","NBH",7,436,"NBH_CODE"
"1049","V8_NEWYORK_NY_LIVE","SALES","NOTES","NOT",12,0,"NOT_PID, NOT_LINE_NUM"
"1050","V8_NEWYORK_NY_LIVE","SALES","NOTICEHIST","NOH",17,0,"NOH_PID, NOH_LINE_NUM"
"1051","V8_NEWYORK_NY_LIVE","SALES","OBXF","OXF",52,19369,"OXF_PID, OXF_LINE_NUM, OXF_IS_OB"
"1052","V8_NEWYORK_NY_LIVE","SALES","OBXFTABL","OXT",35,204,"OXT_CODE, OXT_LINE_NUM, OXT_IS_OB"
"1053","V8_NEWYORK_NY_LIVE","SALES","OCC","OCC",51,430,"OCC_CODE"
"1054","V8_NEWYORK_NY_LIVE","SALES","OTHERASS","OAS",13,0,"OAS_PID, OAS_LINE_NUM"
"1055","V8_NEWYORK_NY_LIVE","SALES","OVRADJ","OVR",14,8,"OVR_PID, OVR_BID, OVR_CODE"
"1056","V8_NEWYORK_NY_LIVE","SALES","PARCEL","PRC",334,33721,"PRC_PID"
"1057","V8_NEWYORK_NY_LIVE","SALES","PARCEL_EXEMPTION","EXP",35,0,"EXP_PID, EXP_PARCEL_EXEMPTION_ID"
"1058","V8_NEWYORK_NY_LIVE","SALES","PARCEL_EXEMPTION_TAX_AUTHORITY","EXT",11,0,"EXT_PARCEL_EXEMPTION_ID, EXT_PID, EXT_TAX_AUTHORITY_ID"
"1059","V8_NEWYORK_NY_LIVE","SALES","PARCEL_EXT","PXT",6,0,"PXT_PID, PXT_FIELDNAME"
"1060","V8_NEWYORK_NY_LIVE","SALES","PARCEL_EXTENSION","PRX",104,0,"PRX_PID"
"1061","V8_NEWYORK_NY_LIVE","SALES","PEXEMPT","PEX",24,0,"PEX_PID, PEX_LINE_NUM"
"1062","V8_NEWYORK_NY_LIVE","SALES","PHASEIN","PHI",6,0,"PHI_YEAR"
"1063","V8_NEWYORK_NY_LIVE","SALES","POINTS","PTS",7,475,"PTS_TYPE, PTS_CODE, PTS_MDL"
"1064","V8_NEWYORK_NY_LIVE","SALES","PROPERTY_ADJUST","PRA",17,0,"PRA_TYPE, PRA_CODE"
"1065","V8_NEWYORK_NY_LIVE","SALES","PSCHILD","PSC",29,0,"PSC_MASTER_PID, PSC_LINE_NUM, PSC_CHILD_PID"
"1066","V8_NEWYORK_NY_LIVE","SALES","PSMASTER","PSM",57,0,"PSM_MASTER_PID, PSM_LINE_NUM"
"1067","V8_NEWYORK_NY_LIVE","SALES","REALCFG","REX",160,1,
"1068","V8_NEWYORK_NY_LIVE","SALES","REALMAST","REM",81,33721,"REM_PID"
"1069","V8_NEWYORK_NY_LIVE","SALES","REAL_OWNERSHIP","ROW",17,102964,"ROW_PID, ROW_OWN_ID, ROW_LINE_NUM, ROW_MAD_ID"
"1070","V8_NEWYORK_NY_LIVE","SALES","REGION","IRG",9,0,"IRG_TYPE, IRG_GROUP, IRG_ASSNG_DIST, IRG_REGION"
"1071","V8_NEWYORK_NY_LIVE","SALES","REGMODEL","STC",6,0,"STC_CODE"
"1072","V8_NEWYORK_NY_LIVE","SALES","REGVAR","RVR",20,1509,"RVR_CODE, RVR_SPSS_NAME"
"1073","V8_NEWYORK_NY_LIVE","SALES","REIMAGES","RIM",21,24648,"RIM_PID, RIM_BID, RIM_ID"
