NBHD_NAME,NEIGHBORHOOD,NBHD,boro,predicted,actual,n,median_sales_ratio,r,spearmans,cod,prd,prb,clapp,gini,ci,ki,mki,accuracy,uniformity,vertical_equity
BAYSIDE,4050,BAYSIDE,4,prediction,GROSSCON,337,1.0051,0.6765100195200807,0.7026449810554883,13.032848369330752,1.0316804984104282,-0.18151200515250385,1.2965527711304945,0.17040089602440955,0.11490425361053586,-0.0554966424138737,0.6743171913490178,TRUE,TRUE,FALSE
BEECHHURST,4060,BEECHHURST,4,prediction,GROSSCON,153,1.0179,0.819972733707611,0.701546821344091,7.455727269267588,1.0098779833296048,-0.08322751531978564,1.146588257917927,0.12457424313433084,0.09890161333076078,-0.02567262980357006,0.7939170316621008,TRUE,TRUE,TRUE
BELLE HARBOR,4070,BELLE HRBR,4,prediction,GROSSCON,12,0.9833,0.7020998199593175,0.5261617814809303,10.76810238324057,1.0274735081221968,-0.298260209966606,1.543411460553541,0.13941053729786126,0.07641707045177304,-0.06299346684608823,0.5481441498823157,TRUE,TRUE,TRUE
BRIARWOOD,4100,BRIARWOOD,4,prediction,GROSSCON,122,1.0044,0.6417759866021993,0.6088790150156896,13.312024549635169,1.0309673209863308,-0.24612771252911977,1.3768680924870678,0.15140350297766422,0.08991585038514915,-0.06148765259251507,0.5938822326879317,TRUE,TRUE,FALSE
CORONA,4140,CORONA,4,prediction,GROSSCON,104,1.0445,0.5979236102536533,0.3799828163498835,14.36354048769785,1.0306808980547069,-0.17177981877183265,1.24534972958327,0.16345066505560363,0.10393894163801566,-0.05951172341758797,0.6359040607308455,TRUE,TRUE,FALSE
DOUGLASTON,4150,DOUGLASTON,4,prediction,GROSSCON,44,1.001,0.5801229200077378,0.5887833647540764,15.715358406465565,1.051778654335319,-0.18635206053834577,1.3034988940745267,0.19342143781221371,0.11041122586287147,-0.08301021194934224,0.5708324119173697,TRUE,FALSE,FALSE
EAST ELMHURST,4160,E ELMHURST,4,prediction,GROSSCON,5,,,,,,,,,,,,,,
ELMHURST,4170,ELMHURST,4,prediction,GROSSCON,187,0.9982,0.5789276666643642,0.5397637097103936,13.257640387510836,1.028163207330461,-0.16038988252277067,1.2033379984477652,0.14970391584754295,0.09464055264775419,-0.05506336319978876,0.6321848838218449,TRUE,TRUE,TRUE
FAR ROCKAWAY,4180,FAR ROCKWY,4,prediction,GROSSCON,8,1.0582,0.8774027341744828,0.5447845804988665,13.227144086202644,1.0404836810434732,-0.09345577150968702,1.1065584267924988,0.2568885910038725,0.20995119282804398,-0.04693739817582854,0.8172850028395345,TRUE,TRUE,FALSE
FLORAL PARK,4190,FLORAL PK,4,prediction,GROSSCON,31,0.98740000000000006,0.46468675881732885,0.4984839139285431,12.21677738740085,1.0281575674196313,-0.6629417277605769,1.8057126651944873,0.10569942093980127,0.036858018036245575,-0.0688414029035557,0.3487059598674361,TRUE,TRUE,TRUE
FLUSHING-NORTH,4210,FLUSHING-N,4,prediction,GROSSCON,614,0.9902,0.6863569139109701,0.6646169732276141,9.989520750124733,1.017633429321629,-0.15709261184204681,1.2327482819077569,0.13049638041981626,0.08947186991057504,-0.04102451050924122,0.6856272152739991,TRUE,TRUE,TRUE
FLUSHING-SOUTH,4211,FLUSHING-S,4,prediction,GROSSCON,143,0.9667,0.4197228404422202,0.44014556640292146,14.290355444792782,1.0289415968765263,-0.30943502407608264,1.568645159611195,0.12859392159182703,0.05970187599061782,-0.0688920456012092,0.46426670290154876,TRUE,TRUE,TRUE
FOREST HILLS,4220,FOREST HLS,4,prediction,GROSSCON,753,0.9906,0.8114528681993644,0.761688427166737,13.634788182988192,1.0332781540045504,-0.08179433713695404,1.135017127376729,0.22904306691315035,0.18434639993017693,-0.04469666698297342,0.804854748125069,TRUE,TRUE,FALSE
FRESH MEADOWS,4230,FRESH MDWS,4,prediction,GROSSCON,12,1.0035,0.7172424434152319,0.514191690662279,6.284506690213338,1.001623523232095,0.036835721994358916,0.9697818232856469,0.0739461565710237,0.06912952066698692,-0.004816635904036776,0.9348629309839721,TRUE,TRUE,TRUE
GLEN OAKS,4240,GLEN OAKS,4,prediction,GROSSCON,231,0.989,0.8295082984782287,0.8297191867887254,13.758045195939554,1.0311694827489337,-0.054032254632704814,1.1006569680054132,0.26153217184031197,0.22391797350589465,-0.037614198334417315,0.8561775476044147,TRUE,TRUE,FALSE
GLENDALE,4250,GLENDALE,4,prediction,GROSSCON,62,1.0179,0.7823790887588277,0.6198893930354279,10.916094656839604,1.0184737999832607,-0.0995067458332953,1.1140498959418272,0.16207530751074567,0.1250353335575707,-0.03703997395317496,0.7714644227917371,TRUE,TRUE,TRUE
HILLCREST,4270,HILLCREST,4,prediction,GROSSCON,28,1.0349,0.45925224014764615,0.55451921022918,8.151666199502854,1.0127254402398331,-0.1679632894850284,1.164538944995535,0.09934542329024611,0.06210803834213215,-0.037237384948113954,0.6251726177730225,TRUE,TRUE,TRUE
HOLLIS,4280,HOLLIS,4,prediction,GROSSCON,6,,,,,,,,,,,,,,
HOLLIS HILLS,4290,HOLLIS HLS,4,prediction,GROSSCON,23,0.9712,0.656600049440944,0.4572877467109689,10.53816669178122,1.0114216417996469,-0.022585060463780258,1.0518386756336304,0.12517436617409225,0.08907569459456456,-0.03609867157952769,0.7116129069962956,TRUE,TRUE,TRUE
HOLLISWOOD,4300,HOLLISWOOD,4,prediction,GROSSCON,60,0.9908,0.7839295144360832,0.7754786140219323,4.944494880125265,1.0037485788944296,-0.050772466557634066,1.0710034370867128,0.08445916114790299,0.06989378359560969,-0.014565377552293299,0.8275453206693975,TRUE,FALSE,TRUE
HOWARD BEACH,4310,HOWARD BCH,4,prediction,GROSSCON,153,1.0081,0.6890635466651587,0.5995256580157328,10.557180396088727,1.0169725674479244,-0.11704982566956458,1.1936215806582864,0.13510476616877823,0.09350279788302512,-0.041601968285753105,0.6920762348695954,TRUE,TRUE,TRUE
JACKSON HEIGHTS,4320,JACKSON HT,4,prediction,GROSSCON,623,0.9832,0.8236444402450319,0.6915025339728027,15.231454685355569,1.043126895054234,-0.09158772167317213,1.1396800840851156,0.2450470367844199,0.18869661076665903,-0.056350426017760885,0.7700424099911268,TRUE,FALSE,FALSE
JAMAICA,4330,JAMAICA,4,prediction,GROSSCON,115,1.0673,0.8183306240443374,0.7454481900544644,13.488216501941281,1.0384790320728805,-0.17128441451160617,1.3017596004829355,0.20010368452815575,0.1380311828730313,-0.06207250165512446,0.6897983073050786,TRUE,TRUE,FALSE
JAMAICA ESTATES,4350,JAMAICA ES,4,prediction,GROSSCON,17,1.0332,0.7446620871585182,0.6985354190695888,12.432845698440262,1.0063191595833116,0.05092109585636662,0.9950085259495299,0.14488104784816885,0.1303001412254821,-0.01458090662268674,0.8993594618533743,TRUE,TRUE,TRUE
JAMAICA HILLS,4360,JAMAICA HL,4,prediction,GROSSCON,18,0.8938,0.7547388210851916,0.6945898278593758,13.281551437837798,1.011682185539581,0.00903899735327848,1.0091657957646083,0.16899915182357933,0.14789495266536296,-0.021104199158216375,0.875122455169199,FALSE,TRUE,TRUE
KEW GARDENS,4370,KEW GARDEN,4,prediction,GROSSCON,210,0.9905,0.6960634102202249,0.5835790864843594,13.303556314790765,1.026451175674317,-0.13573150136591347,1.1781427772905118,0.16667820162852656,0.1137845689981287,-0.05289363263039787,0.6826601672348183,TRUE,TRUE,TRUE
LAURELTON,4380,LAURELTON,4,prediction,GROSSCON,1,,,,,,,,,,,,,,
LITTLE NECK,4390,LITTLE NCK,4,prediction,GROSSCON,143,0.9739,0.7440664919081743,0.7039476092414582,11.222083270374574,1.0183283643727292,-0.13638689913568522,1.228972944865801,0.14516682783811452,0.10860507090270463,-0.03656175693540989,0.7481397266861655,TRUE,TRUE,TRUE
LONG ISLAND CITY,4400,L I CITY,4,prediction,GROSSCON,8,1.0173,0.9414206333461618,0.4182444061962136,4.7138799985028585,1.0059944509472467,-0.11872508677529103,1.27952635011723,0.09264435595037535,0.06617276707706998,-0.026471588873305363,0.714266577799032,TRUE,FALSE,TRUE
MASPETH,4410,MASPETH,4,prediction,GROSSCON,16,0.9734,0.731100287292785,0.7024840160298571,7.768014848812527,1.0090481882125568,-0.09584738936037925,1.1421909001846122,0.10435896252538313,0.08188224741292172,-0.02247671511246141,0.7846211329765336,TRUE,TRUE,TRUE
MIDDLE VILLAGE,4420,MIDDLE VIL,4,prediction,GROSSCON,8,1.0174,0.8329338850180457,0.9410499139414804,5.252476066600471,1.00837946321442,-0.0829838629763195,1.1430901119028318,0.11062525130679535,0.10747979150771325,-0.0031454597990820954,0.9715665296853533,TRUE,TRUE,TRUE
OAKLAND GARDENS,4440,OAKLND GDN,4,prediction,GROSSCON,376,1.0032,0.783662676537687,0.7059772876094306,6.994291467569195,1.0101676400488788,-0.11549712101014788,1.1088664121034972,0.11312663794891045,0.08726800426852396,-0.02585863368038649,0.7714187025334863,TRUE,TRUE,TRUE
QUEENS VILLAGE,4460,QUEENS VIL,4,prediction,GROSSCON,55,1.0579,0.417292680506856,0.5544532811962917,10.540450183661033,1.0145364438969755,-0.13829178368190376,1.5451974720980592,0.09971169205118907,0.04373884808973659,-0.05597284396145248,0.43865315280461137,TRUE,TRUE,TRUE
REGO PARK,4470,REGO PARK,4,prediction,GROSSCON,423,1.0154,0.7431930410554374,0.6773420172148401,11.719497669735366,1.0239785393474756,-0.11223197751595632,1.1991329384076665,0.17091105349208094,0.1257128602528426,-0.04519819323923835,0.7355455231493697,TRUE,TRUE,TRUE
RICHMOND HILL,4480,RICHMND HL,4,prediction,GROSSCON,9,1.0218,0.6973015544664154,0.06569098227526306,9.70430582601079,1.0120080235061106,-0.11712788163207503,1.0736321003107916,0.10316361585397121,0.05925266609609695,-0.04391094975787426,0.5743562360199694,TRUE,TRUE,TRUE
ROCKAWAY PARK,4500,ROCKAWY PK,4,prediction,GROSSCON,31,0.9686,0.7150568617047569,0.5057973994188664,14.292076854863561,1.0401355638397782,-0.2816290581081446,1.4915759118812102,0.1590155848073608,0.08962237499059046,-0.06939320981677034,0.563607492304376,TRUE,TRUE,FALSE
SUNNYSIDE,4560,SUNNYSIDE,4,prediction,GROSSCON,146,1.0068,0.656037567713436,0.6539685989430376,11.050738440869209,1.0221571782904175,-0.1267971573192562,1.2009857580962797,0.14976769566553388,0.10755714995159525,-0.04221054571393863,0.718159877359637,TRUE,TRUE,TRUE
WHITESTONE,4570,WHITESTONE,4,prediction,GROSSCON,6,,,,,,,,,,,,,,
WOODSIDE,4590,WOODSIDE,4,prediction,GROSSCON,198,1.0195,0.7208858586472584,0.6983787066572541,12.941468298953279,1.0364824592561008,-0.1708622353360437,1.1672367901464986,0.18637624172203707,0.1314442180335091,-0.05493202368852795,0.7052627353090745,TRUE,TRUE,FALSE
ARROCHAR-SHORE ACRES,5031,ARROC-SHOR,5,prediction,GROSSCON,10,0.9719,0.4416735948323407,0.349841978062837,14.922801941933933,1.0162663631980513,0.06273046136480653,1.0565524285464558,0.11913805697589482,0.06903620360014173,-0.05010185337575308,0.5794639039153527,TRUE,TRUE,TRUE
CLOVE LAKES,5070,CLOVE LAKE,5,prediction,GROSSCON,27,1.0366,0.8403903570450777,0.8033330222661863,11.45027227220656,1.0248653622569646,-0.11736770573009765,1.1069617068494673,0.18317891017232338,0.14758691274355296,-0.03559199742877042,0.8056981701917122,TRUE,TRUE,TRUE
GRANT CITY,5130,GRANT CITY,5,prediction,GROSSCON,11,1.0315,0.8122364870182722,0.47105592379614586,7.6709849298766715,0.9993540114850444,0.09807618810905688,0.9308934934817356,0.0946838628499528,0.09234640121105885,-0.0023374616388939506,0.9753129882058343,TRUE,TRUE,TRUE
GREAT KILLS,5150,GREAT KILL,5,prediction,GROSSCON,12,1.0057,0.651360829192126,0.1984921244717634,6.613349393462389,1.0069350231767087,-0.11711653142773289,1.0477894158483623,0.08082917949035522,0.051636562266471696,-0.02919261722388352,0.6388356604885879,TRUE,TRUE,TRUE
GREAT KILLS-BAY TERRACE,5151,GRT K-BTER,5,prediction,GROSSCON,14,0.957,0.7764965857372489,0.5452528653853649,6.847683487561327,1.0113153795179979,-0.18824167083468224,1.1891453649958315,0.10661303576834921,0.074407255724643,-0.03220578004370621,0.6979189288476549,TRUE,TRUE,TRUE
GRYMES HILL,5160,GRYMES HIL,5,prediction,GROSSCON,12,1.0205,0.6837840833916722,0.45117797331819476,7.018471074197656,1.0096264795030754,-0.346903775493448,1.6770472730535793,0.0798673004555357,0.039600324138537125,-0.04026697631699857,0.4958265011171087,TRUE,TRUE,TRUE
LIVINGSTON,5190,LIVINGSTON,5,prediction,GROSSCON,7,,,,,,,,,,,,,,
NEW BRIGHTON,5230,NEW BRIGHT,5,prediction,GROSSCON,22,1.0238,0.7094641963358602,0.6905986061279608,12.10218992885872,1.021345340630349,-0.2364260474073215,1.3831590765331574,0.12907150988546334,0.09334569892751658,-0.03572581095794676,0.7232091652941113,TRUE,TRUE,TRUE
NEW BRIGHTON-ST. GEORGE,5231,NEWBR-ST.G,5,prediction,GROSSCON,34,0.9887,0.8759719615221552,0.8812995048984348,9.942261398608823,1.0202783608887454,-0.044448330672027234,1.1092796679284622,0.2178031361310443,0.18917075153120316,-0.028632384599841132,0.8685400719730039,TRUE,TRUE,TRUE
ROSEBANK,5320,ROSEBANK,5,prediction,GROSSCON,20,1.0303,0.851287008135648,0.5176991371507162,8.123637168767658,1.0190101641795413,-0.225452125821663,1.4728916030167107,0.13432760925057252,0.09472421907522595,-0.03960339017534657,0.7051731181973837,TRUE,TRUE,TRUE
WEST NEW BRIGHTON,5420,W NEW BRIG,5,prediction,GROSSCON,3,,,,,,,,,,,,,,
