NBHD_NAME,NEIGHBORHOOD,NBHD,boro,predicted,actual,n,median_sales_ratio,r,spearmans,cod,prd,prb,clapp,gini,ci,ki,mki,accuracy,uniformity,vertical_equity
FLATBUSH-CENTRAL,3230,FLATB-CTRL,3,prediction,GROSSCON,168,0.9617,0.726464003701893,0.6941940016679062,16.810482532460515,1.0378955376672996,-0.1489402488823833,1.2083575023401478,0.19586428397623631,0.15136044307240853,-0.04450384090382778,0.7727822551393427,TRUE,FALSE,FALSE
FLATBUSH-EAST,3231,FLATB-EAST,3,prediction,GROSSCON,89,1.0348,0.7611506893228078,0.592525496693626,13.284245819443704,1.0243025622737594,-0.06464659612725777,1.0577570315175049,0.1923668968783922,0.1497702853521484,-0.042596611526243805,0.7785657916332043,TRUE,TRUE,TRUE
FLATBUSH-LEFFERTS GARDEN,3232,FLATB-LEGA,3,prediction,GROSSCON,32,1.0184,0.8273093960689897,0.47856765568990606,22.702534399259815,1.0743459493250298,-0.1520367452647337,1.247120548520116,0.29426570947440145,0.22795546377003006,-0.06631024570437138,0.7746586042158616,TRUE,FALSE,FALSE
FLATBUSH-NORTH,3233,FLATB-NRTH,3,prediction,GROSSCON,22,1.3774,0.6618826151927832,0.5046258060189134,19.091714597107465,1.066279046714959,-0.2850219384946009,1.3546979080123154,0.21119570085087327,0.12498080408946001,-0.08621489676141326,0.5917772169884736,FALSE,FALSE,FALSE
FLATLANDS,3240,FLATLANDS,3,prediction,GROSSCON,42,1.0566,0.8552528541926522,0.8025648686333046,6.482403892891164,1.002046032233833,0.008201937461707656,0.9778514653078034,0.12135882858944161,0.11865393302350924,-0.0027048955659323692,0.9777115880453736,TRUE,TRUE,TRUE
FORT GREENE,3250,FT GREENE,3,prediction,GROSSCON,91,1.0036,0.6925552581271673,0.7165077548120896,12.268950983323473,1.0446280211733605,-0.12438404997531093,1.146688711392401,0.22262768307474723,0.15769524687772046,-0.06493243619702677,0.7083361992532361,TRUE,TRUE,FALSE
GOWANUS,3270,GOWANUS,3,prediction,GROSSCON,3,,,,,,,,,,,,,,
GRAVESEND,3280,GRAVESEND,3,prediction,GROSSCON,44,1.0126,0.6678568311351273,0.6298995916836733,9.211429369412812,1.012344222830031,-0.10493921602437674,1.0760385703824058,0.11465103940863228,0.0826037755656794,-0.03204726384295288,0.7204799537077726,TRUE,TRUE,TRUE
GREENPOINT,3290,GREENPOINT,3,prediction,GROSSCON,9,1.0319,0.7436324684261282,0.686344537815126,21.681511914044695,1.1062808480876931,-0.49721032631359663,1.3145150115655106,0.20271423646280992,0.12962174076140323,-0.07309249570140669,0.6394308708810578,TRUE,FALSE,FALSE
KENSINGTON,3320,KENSINGTON,3,prediction,GROSSCON,74,1.0236,0.7234685096177416,0.7357715387749012,19.189798477305413,1.0706029633019958,-0.26347641485209106,1.2765702527896068,0.22861173099889934,0.1659765933747504,-0.06263513762414893,0.7260195819765238,TRUE,FALSE,FALSE
MADISON,3330,MADISON,3,prediction,GROSSCON,99,0.9388,0.6251615725102964,0.5803851097419784,17.188263385281196,1.0513219587280869,-0.32706773185767535,1.5414283182662893,0.18294502172476573,0.09704619432953032,-0.08589882739523541,0.5304664396691421,TRUE,FALSE,FALSE
MANHATTAN BEACH,3340,MANHTN BCH,3,prediction,GROSSCON,4,,,,,,,,,,,,,,
MARINE PARK,3350,MARINE PRK,3,prediction,GROSSCON,54,1.0416,0.6838384380526713,0.6318873383888701,8.698569376763366,1.0133898844129106,-0.25526238139291113,1.4047942254165964,0.10046345764023548,0.06046041451086895,-0.04000304312936653,0.60181498756872,TRUE,TRUE,TRUE
MIDWOOD,3360,MIDWOOD,3,prediction,GROSSCON,118,1.0156,0.7017487486407759,0.684594812196986,18.161225551445302,1.0453920350162136,-0.12915385685922592,1.1898777068303865,0.2198540268775704,0.16111370026323094,-0.05874032661433948,0.7328212384890723,TRUE,FALSE,FALSE
OCEAN PARKWAY-NORTH,3400,OCEAN PY-N,3,prediction,GROSSCON,240,1.0019,0.7344180404729204,0.6824397280202315,16.867149858576752,1.0463880778311838,-0.15477221805830466,1.2302497265796046,0.2161631885902435,0.15173704331783663,-0.06442614527240687,0.7019559819940835,TRUE,FALSE,FALSE
OCEAN PARKWAY-SOUTH,3401,OCEAN PY-S,3,prediction,GROSSCON,95,1.0296,0.5117515623442043,0.6267456194461889,12.296678430903556,1.0296569027686362,-0.1889516537839902,1.2714362159256696,0.15497042068951877,0.09867045587380971,-0.056299964815709064,0.6367050914283486,TRUE,TRUE,TRUE
OLD MILL BASIN,3410,OLD ML BSN,3,prediction,GROSSCON,23,0.9443,0.48226205614091916,0.12822517109729695,10.559082720825963,1.0194751417735817,-0.4914499540521502,1.5804787855314224,0.09765527950310564,0.035090893929273614,-0.06256438557383202,0.3593343248601081,TRUE,TRUE,TRUE
PARK SLOPE,3420,PARK SLOPE,3,prediction,GROSSCON,400,0.9791,0.72400550703652,0.770278972728737,18.674731973788354,1.047559119902922,-0.08444774894647288,1.0991593786345943,0.2589840038356375,0.21725624364928137,-0.041727760186356155,0.8388790057750501,TRUE,FALSE,FALSE
PARK SLOPE SOUTH,3430,PK SLOPE S,3,prediction,GROSSCON,16,1.0973,0.8303692915950388,0.8445582930802251,10.429902037508453,1.0155173031413323,-0.02374871153392044,1.0508960036384218,0.212618884888087,0.19118910665249378,-0.021429778235593222,0.8992103723670977,TRUE,TRUE,TRUE
PROSPECT HEIGHTS,3440,PRSPCT HTS,3,prediction,GROSSCON,155,0.995,0.8148659900772385,0.8488861200401098,16.092111559033036,1.0404048797909125,-0.09221712601229526,1.1535622017155,0.27337076108023534,0.23700519009727625,-0.03636557098295909,0.8669734435414413,TRUE,FALSE,FALSE
SHEEPSHEAD BAY,3480,SHEEPSHEAD,3,prediction,GROSSCON,242,1.0182,0.5074999499240238,0.537203974856122,12.943145235047677,1.0312132927149968,-0.2810164157071375,1.4475592880985642,0.1419669678559783,0.07409409211580832,-0.06787287574016997,0.521910788367156,TRUE,TRUE,FALSE
SUNSET PARK,3500,SUNSET PRK,3,prediction,GROSSCON,52,0.9675,0.37995455920445725,0.4321663246880749,17.663189652568146,1.0584466015916238,-0.4841210968165101,1.3345044768404437,0.14124221677899293,0.06779315655974731,-0.07344906021924562,0.4799779988289609,TRUE,FALSE,FALSE
WILLIAMSBURG-NORTH,3512,WBG-NORTH,3,prediction,GROSSCON,4,,,,,,,,,,,,,,
WILLIAMSBURG-SOUTH,3513,WBG-SOUTH,3,prediction,GROSSCON,11,1.1019,0.5667699852087267,0.04036697247706422,9.652028667246594,1.0001699382072646,0.2943985778554906,0.6515294472048424,0.05581471852769033,0.03348800166006314,-0.02232671686762719,0.5999851391071578,FALSE,TRUE,TRUE
WINDSOR TERRACE,3520,WINDSOR TR,3,prediction,GROSSCON,76,0.9979,0.5295262490098714,0.5838848792521694,14.389026990671224,1.0316775139373031,-0.09832608927492562,1.1590492563258197,0.16691905172431976,0.10981335105880644,-0.05710570066551332,0.6578838660081296,TRUE,TRUE,FALSE
ASTORIA,4040,ASTORIA,4,prediction,GROSSCON,127,0.9834,0.5724599575672155,0.501420941503937,13.57640768083484,1.0231704243485562,-0.1706364398775737,1.2815285249739685,0.13274756124809683,0.0768106902086671,-0.055936871039429736,0.5786222322014094,TRUE,TRUE,TRUE
