block,predicted,actual,n,median_sales_ratio,r,spearmans,cod,prd,prb,clapp,gini,ci,ki,mki,accuracy,uniformity,vertical_equity
1589,prediction,GROSSCON,32,0.9963,0.8592415841524887,0.6003373710792916,20.950334112591218,1.1171869080390164,-0.2020398673132706,1.3698029934851188,0.34034669965041187,0.2307403426564698,-0.10960635699394206,0.6779567508469319,TRUE,FALSE,FALSE
1590,prediction,GROSSCON,23,1.0136,0.9305540388162586,0.7983447273352494,16.958462200365513,1.03066358998156,-0.022679248348357915,0.9900527315537819,0.36835456216411694,0.34996378657788424,-0.0183907755862327,0.9500731700506566,TRUE,FALSE,TRUE
1602,prediction,GROSSCON,33,1.0795,0.7796256894906276,0.8553969982687132,24.080146154776365,1.2145051328878456,-0.10123911997469677,1.1966719329617066,0.46903414463091786,0.34317244423567694,-0.12586170039524092,0.7316577016066043,TRUE,FALSE,FALSE
1603,prediction,GROSSCON,7,1.1655,0.7747730406202198,0.6870129870129869,27.93464819054335,1.1642018542714143,-0.1865036837309231,1.137434089999691,0.35673691270429586,0.29746828256985275,-0.05926863013444311,0.8338589923729824,FALSE,FALSE,FALSE
1604,prediction,GROSSCON,2,,,,,,,,,,,,,,
1608,prediction,GROSSCON,4,,,,,,,,,,,,,,
1614,prediction,GROSSCON,15,1.3044,0.6785234889850399,0.4492237413749041,13.773131942948455,1.0186528586845847,-0.09594264578152213,1.1923338242594135,0.14607393542349076,0.10782277625545499,-0.03825115916803577,0.7381383676893499,FALSE,TRUE,TRUE
1625,prediction,GROSSCON,1,,,,,,,,,,,,,,
1722,prediction,GROSSCON,4,,,,,,,,,,,,,,
1735,prediction,GROSSCON,1,,,,,,,,,,,,,,
1746,prediction,GROSSCON,1,,,,,,,,,,,,,,
1832,prediction,GROSSCON,10,1.1751,0.770489353312036,0.5924334251606976,20.491383138503934,1.0379489180933748,-0.06812021654069814,0.9689757794335923,0.24785849418315475,0.23182491647102274,-0.016033577712132013,0.9353115665251963,FALSE,FALSE,FALSE
1836,prediction,GROSSCON,9,1.2524,0.7997331497488979,0.9586134453781513,18.408446116930214,1.190750552306857,-0.34698493676548664,1.9060908118904254,0.3205521368537549,0.15585447070322309,-0.1646976661505318,0.4862063071328967,FALSE,FALSE,FALSE
1837,prediction,GROSSCON,1,,,,,,,,,,,,,,
1840,prediction,GROSSCON,12,0.9949,0.9053277445001207,0.9448383784048123,14.504080933501426,1.034598635544427,-0.0017747928031783794,1.0850570507122266,0.35827251612760147,0.32274951504867627,-0.0355230010789252,0.900849215388117,TRUE,TRUE,TRUE
1841,prediction,GROSSCON,4,,,,,,,,,,,,,,
1842,prediction,GROSSCON,2,,,,,,,,,,,,,,
1844,prediction,GROSSCON,1,,,,,,,,,,,,,,
1851,prediction,GROSSCON,15,1.0345,0.4971038117249118,0.7593877551020405,16.884829230966776,1.081116873851861,-0.28864520285401823,1.5022852960895317,0.23395287629694295,0.14735264292494676,-0.08660023337199618,0.6298389883350719,TRUE,FALSE,FALSE
1863,prediction,GROSSCON,6,1.0548,0.28888139244761235,0.2946938775510204,23.962911106594166,1.0940780349201757,-0.1727339697991027,1.1442391052003142,0.22853295310519636,0.10140721974071454,-0.12712573336448182,0.443731279725054,TRUE,FALSE,FALSE
1867,prediction,GROSSCON,2,,,,,,,,,,,,,,
1869,prediction,GROSSCON,8,1.1043,0.9510913494837873,0.7346938775510207,11.95420897980052,1.0522528621112857,-0.32589947539233133,1.6320095416506184,0.1945208805438654,0.10842948707191846,-0.08609139347194694,0.5574182410071246,FALSE,TRUE,FALSE
1870,prediction,GROSSCON,11,1.0208,0.8697269635789375,0.8938842975206611,23.712130544633688,1.078702485293454,-0.16132916828980298,1.1858263657589216,0.3088412430739581,0.2927002057723281,-0.016141037301630023,0.947736781716797,TRUE,FALSE,FALSE
1871,prediction,GROSSCON,6,1.1052,0.22056634094163702,0.09877551020408167,21.45296946161759,1.0224068513297506,0.009107712528369404,1.8692718052110597,0.1105593038273116,0.020272002384558913,-0.0902873014427527,0.18335862910481798,FALSE,FALSE,TRUE
1873,prediction,GROSSCON,1,,,,,,,,,,,,,,
1874,prediction,GROSSCON,15,1.1968,0.20033533389568958,0.3773469387755101,17.36254384759336,1.0517469505799462,-0.09005275598606056,1.0010573272978947,0.18699976171664356,0.1088139664728819,-0.07818579524376167,0.5818936103125372,FALSE,FALSE,FALSE
1875,prediction,GROSSCON,6,1.1804,0.2640592855951271,0.18367346938775508,15.880132019852484,1.0371927228543805,-0.6214126902770942,3.1876535589182184,0.11749271137026233,0.02230423787709812,-0.09518847349316421,0.18983507672071115,FALSE,FALSE,FALSE
1876,prediction,GROSSCON,7,0.8346,0.4113274392375152,0.6173469387755098,27.753708575976212,1.056961016246952,-0.011046569071115004,1.0867514456550595,0.20958598891134247,0.1311675817633888,-0.07841840714795367,0.6258413668046977,FALSE,FALSE,TRUE
1877,prediction,GROSSCON,6,1.0916,0.3760156817650669,0.5102040816326531,30.23537478066023,1.0643835661916559,-0.03212032137942154,0.9578981254309993,0.22052999207892268,0.16786542486535913,-0.05266456721356355,0.7611909077894671,TRUE,FALSE,TRUE
1879,prediction,GROSSCON,22,1.1062,0.7609505189153503,0.7857202511553337,27.25133100060872,1.1950143466274312,-0.16082434112425517,1.3426478114508573,0.3894611053757846,0.25984418484587624,-0.12961692052990836,0.6671890498414645,FALSE,FALSE,FALSE
1880,prediction,GROSSCON,11,1.072,0.33559211136159894,0.1748760330578512,17.85277130502655,1.0737727819623808,-0.262038171409482,1.337451026577065,0.20192074592074585,0.09021110180522869,-0.11170964411551716,0.44676489973267364,TRUE,FALSE,FALSE
1882,prediction,GROSSCON,20,1.1456,0.31782305547729234,0.602082650234609,19.694320065914773,1.1175965355332762,-0.2352251303159927,1.328053640921254,0.2778381847038709,0.14341767230484076,-0.13442051239903013,0.5161913667759529,FALSE,FALSE,FALSE
1883,prediction,GROSSCON,2,,,,,,,,,,,,,,
1887,prediction,GROSSCON,21,0.9755,0.813683375206716,0.7212305574789318,21.87779087076046,1.1444560046871495,-0.18756374029571288,1.2916288069933177,0.353725132102396,0.2441582400412367,-0.10956689206115927,0.6902484948978916,TRUE,FALSE,FALSE
1888,prediction,GROSSCON,22,0.9438,0.797029239284077,0.7833325358012168,13.536977342062412,1.0190431051349949,0.011450314105337932,0.969126238243482,0.20660673397434498,0.1788200938874673,-0.027786640086877673,0.865509513884828,TRUE,TRUE,TRUE
1889,prediction,GROSSCON,13,1.0482,0.7790638944325806,0.8364941678239952,13.864192490661889,1.0524264621863504,-0.1282863142705333,1.169347194130359,0.2550767136199404,0.1958835778634991,-0.05919313575644128,0.7679398682992365,TRUE,TRUE,FALSE
1890,prediction,GROSSCON,32,0.9973,0.7379865613473634,0.8131377989949535,12.292424758355116,1.0378334196679944,-0.01866107664984224,1.0191596577026183,0.3188165821179454,0.2745295286992382,-0.0442870534187072,0.8610892409532095,TRUE,TRUE,TRUE
1891,prediction,GROSSCON,20,1.1334,0.6108322560154967,0.6095058968907303,20.442575459366196,1.0832186689122745,-0.10973342765433862,1.2202621801020996,0.24926894647063608,0.1408979354512397,-0.10837101101939639,0.5652446381556697,FALSE,FALSE,FALSE
1892,prediction,GROSSCON,18,1.0997,0.7776962935647245,0.859713089237435,17.324563633418965,1.115068263648638,-0.17441845592258673,1.368276864078414,0.3233382216943329,0.22302513999612708,-0.10031308169820582,0.6897580460096778,TRUE,FALSE,FALSE
1893,prediction,GROSSCON,14,0.9853,0.46477274163623766,0.7862177470106986,16.44405225464426,1.0357059983179886,-0.047778675951724074,1.2496871857667178,0.21429558532482598,0.15940336838475844,-0.054892216940067545,0.7438481205440478,TRUE,FALSE,TRUE
1894,prediction,GROSSCON,14,1.0206,0.45915077098161605,0.63789030352907,22.79610247123341,1.1147023848097002,-0.3084435650297488,1.7457315016848403,0.26551965857782,0.13423009925827298,-0.13128955931954703,0.5055373299937114,TRUE,FALSE,FALSE
1895,prediction,GROSSCON,28,0.9532,0.7965857831808998,0.7721661388051083,18.684827339429578,1.0951618781151353,-0.06740441863767177,1.1586724335068388,0.37227659557608106,0.2919850527133792,-0.08029154286270185,0.7843228829938816,TRUE,FALSE,FALSE
1896,prediction,GROSSCON,6,1.1851,0.8082385931072843,0.5951020408163266,20.903177751402588,1.048512191898626,-0.11944239470296449,1.2619203413186333,0.26319463007514327,0.20795061063306117,-0.0552440194420821,0.7901020266777111,FALSE,FALSE,FALSE
1901,prediction,GROSSCON,1,,,,,,,,,,,,,,
1902,prediction,GROSSCON,2,,,,,,,,,,,,,,
1915,prediction,GROSSCON,2,,,,,,,,,,,,,,
1922,prediction,GROSSCON,4,,,,,,,,,,,,,,
1949,prediction,GROSSCON,3,,,,,,,,,,,,,,
1963,prediction,GROSSCON,2,,,,,,,,,,,,,,
1976,prediction,GROSSCON,1,,,,,,,,,,,,,,
1977,prediction,GROSSCON,9,0.7932,0.1992424430206345,0.015756302521008403,21.80454869921287,1.0112055029735554,0.4063574224979023,0.945143647474649,0.09042357274401465,0.013726406630569146,-0.0766971661134455,0.1518011975641355,FALSE,FALSE,TRUE
1978,prediction,GROSSCON,46,1.027,0.777682971206762,0.4533481397175531,16.19145500270599,1.0555102296724994,-0.3077189277081086,1.6011963881960107,0.19246397531886078,0.10026633646636247,-0.0921976388524983,0.5209615789149541,TRUE,FALSE,FALSE
1990,prediction,GROSSCON,3,,,,,,,,,,,,,,
1993,prediction,GROSSCON,7,0.9573,0.3857541821636763,0.717207792207792,30.961119515217426,0.9810120508202104,0.6016601434863184,0.5350367523624368,0.14209582607031582,0.2038409660216196,0.06174513995130379,1.4345316935681793,TRUE,FALSE,TRUE
1995,prediction,GROSSCON,4,,,,,,,,,,,,,,
2001,prediction,GROSSCON,1,,,,,,,,,,,,,,
2002,prediction,GROSSCON,1,,,,,,,,,,,,,,
2061,prediction,GROSSCON,4,,,,,,,,,,,,,,
2062,prediction,GROSSCON,3,,,,,,,,,,,,,,
2063,prediction,GROSSCON,1,,,,,,,,,,,,,,
2072,prediction,GROSSCON,1,,,,,,,,,,,,,,
2086,prediction,GROSSCON,1,,,,,,,,,,,,,,
2107,prediction,GROSSCON,4,,,,,,,,,,,,,,
2108,prediction,GROSSCON,8,0.8734,0.0443996145466661,0.0035857716580608157,20.375564300352355,1.055133036807008,-0.21415885175111993,1.4997780760209745,0.14120538965768392,0.013247462561978063,-0.12795792709570586,0.0938169753583282,FALSE,FALSE,FALSE
2126,prediction,GROSSCON,2,,,,,,,,,,,,,,
2134,prediction,GROSSCON,4,,,,,,,,,,,,,,
2135,prediction,GROSSCON,11,0.9119,0.5956608941797185,0.4404132231404958,11.428898853665642,1.0402644068186953,-0.11703742628714385,1.0416906600547275,0.21359973796540885,0.1457410177102619,-0.06785872025514694,0.6823089723727271,TRUE,TRUE,FALSE
2139,prediction,GROSSCON,7,1.0979,0.6973325664885694,0.510204081632653,15.570529518929261,1.0438100746602474,-0.3054063438530405,1.7113821343162385,0.17339515548804865,0.10825175574896662,-0.06514339973908204,0.6243066909468986,TRUE,FALSE,FALSE
2142,prediction,GROSSCON,1,,,,,,,,,,,,,,
2171,prediction,GROSSCON,2,,,,,,,,,,,,,,
2175,prediction,GROSSCON,3,,,,,,,,,,,,,,
2176,prediction,GROSSCON,1,,,,,,,,,,,,,,
2177,prediction,GROSSCON,43,1.0429,0.7316945515895589,0.7585614741504773,13.063969668809044,1.0132641109124674,0.01891759212280872,0.9832815413089743,0.19813208146412314,0.17582426359241649,-0.02230781787170666,0.8874093599236423,TRUE,TRUE,TRUE
2179,prediction,GROSSCON,99,0.9426,0.6297845666029871,0.6913716372632049,19.446123996140717,1.061580923383809,-0.1689496099192625,1.344116264249113,0.23353082756446555,0.15104077801224378,-0.08249004955222178,0.6467701912739952,TRUE,FALSE,FALSE
2180,prediction,GROSSCON,80,1.0589,0.8220204939661565,0.6416765532220672,12.82303344618315,1.0083096750063518,0.015062827104657702,0.9701210981859298,0.17047731205486336,0.15168697701367578,-0.018790335041187572,0.8897780894437118,TRUE,TRUE,TRUE
2238,prediction,GROSSCON,12,0.98740000000000006,0.9039816394333977,0.5566065513433935,6.952289487526217,0.999663767825958,0.01668583129089486,1.0442071767137928,0.12591476608470428,0.12283544413911877,-0.0030793219455855086,0.9755443937090427,TRUE,TRUE,TRUE
2240,prediction,GROSSCON,15,1.131,0.8396834539377632,0.5204591836734692,6.11630592543753,0.9994006813269349,0.08499110958281648,0.92781635503708,0.0896186979208693,0.08225939314410055,-0.007359304776768744,0.9178820385979408,FALSE,TRUE,TRUE
2241,prediction,GROSSCON,2,,,,,,,,,,,,,,
2243,prediction,GROSSCON,69,1.0773,0.3253514150449388,0.40836937745437013,20.101321015560032,1.0693090038126323,-0.13751227455357332,1.0173252761769846,0.22339460741014064,0.1278057632859552,-0.09558884412418545,0.5721076473941494,TRUE,FALSE,FALSE
2246,prediction,GROSSCON,6,1.1175,0.9045602871168177,0.7844897959183674,4.663253897241786,0.9950543307634976,0.14480745710080548,0.8412202682297558,0.1002616944717043,0.11328406305643357,0.013022368584729271,1.1298837871566636,FALSE,FALSE,TRUE
2248,prediction,GROSSCON,9,0.9873,0.3360446593611309,0.5377777777777777,19.57587720782561,1.232124116283871,-0.30987758930765524,1.781392988456008,0.33825296424765916,0.12681860040178763,-0.21143436384587153,0.37492236227362274,TRUE,FALSE,FALSE
2250,prediction,GROSSCON,18,0.8641,0.8915323854874605,0.6476265790700975,11.769721169840635,1.020863612080963,-0.08045870352256375,1.1292633679082673,0.20000053539782728,0.16759241794222174,-0.03240811745560554,0.8379598465017029,FALSE,TRUE,TRUE
