"nbhd","predicted","actual","n","median_sales_ratio","r","spearmans","cod","prd","prb","clapp","gini","ci","ki","mki","accuracy","uniformity","vertical_equity","boro"
"1170","unlogpred","grosscon",39,1.0027,0.979908787823257,0.919284400449715,8.46851719497066,1.02357763442714,-0.0345291365273516,1.025816700681,0.364006166589179,0.349297699383707,-0.014708467205472,0.959592807607372,TRUE,TRUE,TRUE,1
"1180","unlogpred","grosscon",416,1.01,0.973312360221748,0.965229399416603,5.77936318382771,1.00607190246619,-0.013530049652186,1.02804463884982,0.268474850832794,0.26153233996783,-0.00694251086496428,0.974140926632685,TRUE,TRUE,TRUE,1
"1190","unlogpred","grosscon",180,1.0109,0.925485577848019,0.887532775078942,7.92797218231553,1.0131895263054,-0.0324246663201292,1.06571077723779,0.224789067431503,0.205019954960244,-0.0197691124712593,0.912054831237363,TRUE,TRUE,TRUE,1
"1200","unlogpred","grosscon",207,1.0024,0.937678075975734,0.944210314812697,11.1919899979177,1.02899644486777,-0.0239017655944684,1.04553823120054,0.406205725497972,0.386884997604861,-0.019320727893111,0.952436101511308,TRUE,TRUE,TRUE,1
"1201","unlogpred","grosscon",438,1.0146,0.977809021316282,0.970877663064853,7.18217459298045,1.01218414782589,-0.0137213723987638,1.02563268590329,0.363098769744881,0.352702178230531,-0.01039659151435,0.971367042852679,TRUE,TRUE,TRUE,1
"1202","unlogpred","grosscon",583,1.0153,0.960338435404363,0.965852459427685,8.42633257753139,1.01530437811379,-0.00959247830237723,1.02218845577306,0.479448627375185,0.470228713882937,-0.00921991349224749,0.98076975724652,TRUE,TRUE,TRUE,1
"1210","unlogpred","grosscon",136,1.0087,0.963364261493708,0.968931291979094,5.81698752069794,1.01160868677439,-0.0102662180519598,1.01477395176385,0.285791129283467,0.27208573733413,-0.0137053919493364,0.952044026056028,TRUE,TRUE,TRUE,1
"1220","unlogpred","grosscon",587,1.0132,0.967852719940763,0.97753676809175,7.16109823898569,1.0072636950796,-0.0058117785839674,1.0130667304582,0.346919376643646,0.341213937257156,-0.0057054393864901,0.983553990435217,TRUE,TRUE,TRUE,1
"1230","unlogpred","grosscon",241,1.0157,0.946260069215472,0.968758170425288,7.39779611008274,1.01632460719784,-0.0207046409011687,1.02249488887764,0.309755787155149,0.294879460166052,-0.0148763269890964,0.951974014349423,TRUE,TRUE,TRUE,1
"1240","unlogpred","grosscon",63,1.0119,0.986884990289588,0.978061875758392,5.31930531917915,1.00717207332689,-0.00953765536642127,1.02022919359299,0.371679544391372,0.367860966953535,-0.00381857743783692,0.989726156589839,TRUE,TRUE,TRUE,1
"1250","unlogpred","grosscon",477,1.014,0.977869641966659,0.984185583388008,7.26777159745866,1.01186983642047,-0.0079701730400874,1.01175258816764,0.432865276742451,0.425618256302015,-0.00724702044043607,0.983258023154516,TRUE,TRUE,TRUE,1
"1270","unlogpred","grosscon",699,1.0117,0.974944552400548,0.979407627712954,7.28853185456652,1.01071795439812,-0.00830254163514771,1.01595727163511,0.430053709694682,0.423250838019215,-0.00680287167546689,0.984181344045848,TRUE,TRUE,TRUE,1
"1271","unlogpred","grosscon",737,1.014,0.983795166049518,0.979606966117016,7.04313180960088,1.01060806966055,-0.00859057831978434,1.01666990265575,0.459660212432569,0.454466036593136,-0.00519417583943316,0.988699966412266,TRUE,TRUE,TRUE,1
"1272","unlogpred","grosscon",26,1.008,0.940266873827424,0.934091949788152,9.8436357677354,1.01895119088402,-0.0216337963256711,1.01684488078992,0.320766410355372,0.310984968394323,-0.00978144196104935,0.96950602792165,TRUE,TRUE,TRUE,1
"1280","unlogpred","grosscon",936,1.011,0.969359135894796,0.971641021016319,7.92277670882851,1.01314337238567,-0.010141218036106,1.01709739738137,0.421671885218579,0.414300442567035,-0.00737144265154421,0.982518534173263,TRUE,TRUE,TRUE,1
"1281","unlogpred","grosscon",399,1.0066,0.962816453638929,0.97126398159581,7.76060637226694,1.02033095064896,-0.012961482000832,1.02965217032655,0.381645818672359,0.367190688359811,-0.014455130312548,0.962124227214559,TRUE,TRUE,TRUE,1
